condition,baseline_geometry_mae_mean,baseline_weight_mae_mean,baseline_alpha_error_mean,baseline_fit_rmse_mean,harmonic_geometry_mae_mean,harmonic_weight_mae_mean,harmonic_alpha_error_mean,harmonic_fit_rmse_mean,pca_geometry_mae_mean,pca_weight_mae_mean,pca_alpha_error_mean,pca_fit_rmse_mean,oracle_geometry_mae_mean,oracle_weight_mae_mean,oracle_alpha_error_mean,oracle_fit_rmse_mean,oracle_alpha_improvement_vs_baseline,oracle_geometry_ratio_vs_baseline,harmonic_fraction_of_oracle_alpha_gain,pca_fraction_of_oracle_alpha_gain
full_clean,0.08389998458658306,0.16226219152107274,0.2750107713549131,0.00797099286361631,0.08526123580247412,0.15299052248029485,0.2263776339091307,0.008901640286813586,0.08864083991667149,0.14736693257753436,0.22537220913540912,0.009026486822782221,0.08625514072555344,0.10867306138218347,0.02179617007726322,0.010538257616002503,12.617389678097249,1.0280709960862975,0.19206292686280016,0.196033569821968
full_noisy,0.0948420819598951,0.12973210200176796,0.12505787483317155,0.008454152506115439,0.0926512852552815,0.1336441350895216,0.1260875488136545,0.012722395310342449,0.09497993981107734,0.12648290741085236,0.1044324039300305,0.009611857940397515,0.09263355858898864,0.09848702474693179,0.017449485646670537,0.010742131874899249,7.166851640525766,0.9767136768271245,-0.009568714746750633,0.1916715886100116
partial_arc_noisy,0.09562958887656892,0.16323335028631947,0.3038208104065444,0.015308890864783351,0.11962970615961263,0.15581704782844366,0.2726968325346536,0.07409401423435945,0.09195466712437805,0.18264341141791057,0.2680135340399821,0.05717600835786887,0.08589088559390383,0.11158662835144803,0.023006361436486787,0.012697621285927857,13.205947895989402,0.8981622383085319,0.11083467387822861,0.12751222915306717
sparse_full_noisy,0.08245416366336586,0.1333958379683337,0.1928676231717002,0.013043946658637257,0.09784530289079621,0.18016646486105067,0.2806166872826471,0.07262632215662805,0.11375209807751549,0.15506423584579718,0.24334612308634354,0.05826292890449849,0.07499765409400964,0.11859232316488547,0.018763943147825545,0.013127518382396291,10.278629691651492,0.9095678224352772,-0.5040046488328906,-0.28993356089728417
sparse_partial_high_noise,0.09326595416803507,0.13979023809322272,0.25400508041323616,0.0483470615221895,0.10425017818676804,0.16296777352758304,0.29284083811431916,0.06746923386177714,0.11677361845086828,0.1941422922556663,0.29854265855681517,0.06135361487015467,0.09726308576045109,0.1382790520538808,0.044952245360895274,0.024790234013366615,5.650553790449798,1.0428573494805455,-0.18577005995331095,-0.21304460249213103
