condition,conditioned_alpha_error_mean,family_alpha_error_mean,raw_router_alpha_error_mean,support_router_alpha_error_mean,oracle_router_alpha_error_mean,raw_router_accuracy_mean,support_router_accuracy_mean,family_better_fraction,raw_router_choose_family_fraction,support_router_choose_family_fraction
sparse_full_noisy,0.15653753047953442,0.11012928931367431,0.11036181281220221,0.18607526667854715,0.07717427444746629,0.4166666666666667,0.3333333333333333,0.5833333333333334,0.8333333333333334,0.75
sparse_partial_high_noise,0.17304180257664858,0.2253915111679575,0.22809290138169083,0.22144072616560348,0.16143290423885226,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.5833333333333334,0.4166666666666667
