condition,geometry_penalty,weight_penalty,alpha_penalty,alpha_over_geometry_penalty,alpha_over_weight_penalty,fit_penalty,fit_improvement_ratio_vs_canonical
full_clean,0.9194646854349402,1.418022791184447,10.399973382772886,11.310900296136246,7.334136973980503,0.8075578877163248,1.0027617468359362
full_noisy,0.9174608929878789,1.697370467538311,14.392071994245356,15.686850637714862,8.479039944130827,0.7072103766465306,1.1488419577169018
partial_arc_noisy,0.9816702279206544,1.4671875966617318,9.010988494119912,9.179241906120275,6.141674394346346,1.1334825115556204,1.1783543940956116
sparse_full_noisy,0.9865862040115634,1.5417124209379385,5.875832686038727,5.9557215194647695,3.8112378198678716,1.1388015307420425,0.9675664827642027
sparse_partial_high_noise,1.2383699586952372,1.2416103563593854,4.768967759877642,3.8510040770871803,3.840953593413213,1.492951215571006,0.49673699581784164
