condition,baseline_alpha_error_mean,marginalized_alpha_error_mean,conditioned_alpha_error_mean,family_alpha_error_mean,hybrid_alpha_error_mean,oracle_combo_alpha_error_mean,oracle_pose_alpha_error_mean,conditioned_fraction_of_oracle_gain_mean,family_fraction_of_oracle_gain_mean,hybrid_fraction_of_oracle_gain_mean,hybrid_vs_marginalized_alpha_ratio,hybrid_vs_conditioned_alpha_ratio,hybrid_vs_family_alpha_ratio,hybrid_over_oracle_combo_alpha_mean,hybrid_choose_family_fraction,oracle_combo_choose_family_fraction,hybrid_matches_oracle_combo_fraction,hybrid_geometry_mae_mean,hybrid_weight_mae_mean,hybrid_fit_rmse_mean
sparse_full_noisy,0.14291861704210587,0.12440176150815913,0.15653753047953442,0.11012928931367431,0.07746349461193806,0.07717427444746629,0.029682184440075633,-0.12026971465351842,0.2895651776992105,0.5780394253518213,1.6059404772707906,2.0207909708144007,1.4216927581873133,0.00028922016447177623,0.8333333333333334,0.5,0.6666666666666666,0.07882236420391954,0.1590831409957789,0.011912402801813738
sparse_partial_high_noise,0.2168637015063696,0.2675942541020494,0.17304180257664858,0.2253915111679575,0.2230304000568464,0.16143290423885226,0.05044320784759948,0.26332032772101843,-0.051242545158370824,-0.03705492283372893,1.1998106717014563,0.7758664403262666,1.0105864990176643,0.06159749581799415,0.9166666666666666,0.3333333333333333,0.4166666666666667,0.10568281676301698,0.1770844782894492,0.04397207600017761
