observable,e,value,derivative,abs_sensitivity,relative_condition_number,delta_e_for_1pct_relative_noise
width_residue,0.738875,0.6738425145202698,-1.0965099174931532,1.0965099174931532,1.2023339991608417,0.006145338986635088
width_residue,0.7419375,0.6704690493182739,-1.1065947052356773,1.1065947052356773,1.2245518416556354,0.006058849243955859
width_residue,0.745,0.6670644646509062,-1.1168335887744818,1.1168335887744818,1.2473172650148883,0.005972818791946309
width_residue,0.7480625,0.6636282815656293,-1.1272311936965282,1.1272311936965282,1.2706501640425,0.005887241989723453
width_residue,0.751125,0.660160006646116,-1.1377923419142333,1.1377923419142333,1.2945714133186756,0.00580211328840073
width_residue,0.7541875,0.6566591313944777,-1.148522062578208,1.148522062578208,1.319102928228901,0.005717427229220187
width_residue,0.75725,0.6531251315789341,-1.1594256037420323,1.1594256037420323,1.344267730612576,0.005633178441729945
width_residue,0.7603125,0.6495574665445315,-1.1705084448411547,1.1705084448411547,1.3700900194444585,0.005549361642005757
width_residue,0.763375,0.6459555784843103,-1.1817763100540228,1.1817763100540228,1.396595247004902,0.0054659716309153426
width_residue,0.7664375,0.6423188916681106,-1.1932351826201961,1.1932351826201961,1.4238102010426528,0.005383003292424367
width_residue,0.7695,0.6386468116259566,-1.2048913201976206,1.2048913201976206,1.451763093487565,0.005300451591942822
width_residue,0.7725625,0.6349387242827058,-1.2167512713494812,1.2167512713494812,1.480483656330579,0.005218311574710782
width_residue,0.775625,0.631193995040352,-1.228821893260272,1.228821893260272,1.510003245355759,0.0051365783642224
width_residue,0.7786875,0.6274119678040498,-1.2411103707910076,1.2411103707910076,1.5403549524849924,0.0050552471606870545
width_residue,0.78175,0.6235919639475802,-1.253624236995002,1.253624236995002,1.5715737275813007,0.004974313239526705
width_residue,0.7848125,0.6197332812135797,-1.2663713952285367,1.2663713952285367,1.6036965106530707,0.004893771949908416
width_residue,0.787875,0.6158351925434271,-1.2793601430052102,1.2793601430052102,1.6367623755103118,0.004813618713311121
width_residue,0.7909375,0.6118969448311946,-1.292599197759024,1.292599197759024,1.6708126860472727,0.0047338490221256425
width_residue,0.794,0.6079177575955483,-1.3060977246995529,1.3060977246995529,1.705891266465349,0.004654458438287152
width_residue,0.7970625,0.6038968215628808,-1.319865366963197,1.319865366963197,1.7420445869088947,0.00457544259193915
width_residue,0.800125,0.5998332971543011,-1.3339122782878388,1.3339122782878388,1.7793219661670525,0.004496797180128106
width_residue,0.8031875,0.5957263128683757,-1.348249158464589,1.348249158464589,1.8177757933004726,0.004418517965527973
width_residue,0.80625,0.5915749635506898,-1.362887291850233,1.362887291850233,1.8574617702868623,0.004340600775193799
width_residue,0.8093125,0.5873783085403733,-1.377838589257969,1.377838589257969,1.8984391780483902,0.004263041499343578
width_residue,0.812375,0.583135369682718,-1.3931156335826629,1.3931156335826629,1.9407711685324243,0.00418583609016772
width_residue,0.8154375,0.5788451291958411,-1.4087317295609696,1.4087317295609696,1.9845250858718408,0.004108980560665286
width_residue,0.8185,0.5745065273780621,-1.4247009581170078,1.4247009581170078,2.02977282005952,0.004032470983506414
width_residue,0.8215625,0.5701184601411798,-1.4410382358020024,1.4410382358020024,2.0765911970433475,0.003956303489920122
width_residue,0.824625,0.5656797763531942,-1.4577593799024695,1.4577593799024695,2.1250624096936326,0.0038804742686069406
width_residue,0.8276875,0.5611892749721346,-1.4748811798676984,1.4748811798676984,2.175274494727934,0.003804979564675678
width_residue,0.83075,0.5566457019505315,-1.4924214757950791,1.4924214757950791,2.227321861414362,0.003729815678603671
width_residue,0.8338125,0.5520477468876674,-1.5103992448132697,1.5103992448132697,2.2813058787324954,0.0036549789652200004
width_residue,0.836875,0.5473940394039745,-1.528834696320816,1.528834696320816,2.3373355286743616,0.0035804658327109776
width_residue,0.8399375,0.5426831452088318,-1.5477493771743744,1.5477493771743744,2.395528134543664,0.003506272741647444
width_residue,0.843,0.5379135618294077,-1.567166288079843,1.567166288079843,2.456010174493953,0.0034323962040332156
width_residue,0.8460625,0.533083713964092,-1.5871100126255029,1.5871100126255029,2.518918192176124,0.003358832782374232
width_residue,0.849125,0.5281919484193223,-1.6076068606140408,1.6076068606140408,2.584399818293332,0.0032855790887678493
width_residue,0.8521875,0.5232365285831543,-1.6286850276061486,1.6286850276061486,2.652614919148441,0.0032126317840117345
width_residue,0.85525,0.5182156283826261,-1.6503747728899512,1.6503747728899512,2.723736890991558,0.0031399875767319507
width_residue,0.8583125,0.5131273256646444,-1.6727086184471733,1.6727086184471733,2.797954122227451,0.003067643222529673
width_residue,0.861375,0.5079695949316259,-1.695721571910113,1.695721571910113,2.875471649441305,0.0029955955231461334
width_residue,0.8644375,0.5027402993532049,-1.7194513770074387,1.7194513770074387,2.956513037892777,0.00292384132564529
width_residue,0.8675,0.49743718196371284,-1.7439387955990846,1.7439387955990846,3.0413225227955856,0.002852377521613832
width_residue,0.8705625,0.4920578559415041,-1.7692279261231685,1.7692279261231685,3.130167454574088,0.0027812010463780595
width_residue,0.873625,0.48659979385014135,-1.7953665641483012,1.7953665641483012,3.2233410996616763,0.002710308878237231
width_residue,0.8766875,0.4810603157024596,-1.8224066117776374,1.8224066117776374,3.3211658586508483,0.002639698037712983
width_residue,0.87975,0.4754365756859688,-1.850404543930345,1.850404543930345,3.423996976198068,0.0025693655868144357
width_residue,0.8828125,0.46972554736116917,-1.8794219410876767,1.8794219410876767,3.5322268326417703,0.002499308628318584
width_residue,0.885875,0.46392400711215637,-1.9095261000059316,1.9095261000059316,3.646289926603863,0.0024295243050656144
width_residue,0.8889375,0.45802851559018676,-1.9407907362592285,1.9407907362592285,3.766668681949638,0.0023600097992687893
width_residue,0.892,0.45203539684409666,-1.973296795400391,1.973296795400391,3.8939002427374527,0.0022907623318385644
width_residue,0.8950625,0.4459407147746772,-2.007133393173693,2.007133393173693,4.0285844579929435,0.0022217791617205503
width_residue,0.898125,0.43974024648080606,-2.042398909782759,2.042398909782759,4.171393306681802,0.0021530575852470434
width_residue,0.9011875,0.4334294519800771,-2.0792022689806133,2.0792022689806133,4.32308207533413,0.002084594935501768
width_residue,0.90425,0.42700343968169624,-2.1176644400664792,2.1176644400664792,4.484502680722075,0.0020163885816975396
width_residue,0.9073125,0.42045692685904235,-2.1579202102292285,2.1579202102292285,4.656619633715758,0.001948435928566509
width_residue,0.910375,0.4137841942063519,-2.200120286726083,2.200120286726083,4.840529276063662,0.0018807344157627344
width_residue,0.9134375,0.4069790333589065,-2.2444338040246365,2.2444338040246365,5.037483100648501,0.0018132815172767697
width_residue,0.9165,0.40003468599610215,-2.291051331506114,2.291051331506114,5.248916203595938,0.0017460747408619753
width_residue,0.9195625,0.3929437728145721,-2.340188504358704,2.340188504358704,5.476482235932628,0.0016791116274723042
width_residue,0.922625,0.38569821023048567,-2.3920904363249638,2.3920904363249638,5.722096655557356,0.0016123897507112847
width_residue,0.9256875,0.37828911211367156,-2.447037121496221,2.447037121496221,5.987990673980511,0.0015459067162919447
width_residue,0.92875,0.3707066731258018,-2.50535009841817,2.50535009841817,6.276779115643934,0.0014796601615074032
width_residue,0.9318125,0.3629400292661997,-2.567400740788938,2.567400740788938,6.591546563803587,0.001413647754711918
width_residue,0.934875,0.3549770899297586,-2.6336206660125283,2.6336206660125283,6.935957812448273,0.00134786719481214
width_residue,0.9379375,0.3468043340181175,-2.7045149324777498,2.7045149324777498,7.3144010199951275,0.0012823162107683081
width_residue,0.941,0.33840656022009996,-2.780678954296786,2.780678954296786,7.732175446869068,0.001216992561105209
width_residue,0.9440625,0.3297665781939551,-2.862820438536805,2.862820438536805,8.195740863304064,0.0011518940334326372
width_residue,0.947125,0.3208648225888903,-2.951788208997621,2.951788208997621,8.713053630777383,0.0010870184439751888
width_residue,0.9501875,0.31167886492951374,-3.048610627528065,3.048610627528065,9.294026758277063,0.0010223636371110975
width_residue,0.95325,0.30218278822593436,-3.1545476352123645,3.1545476352123645,9.95117078282392,0.0009579274849200094
width_residue,0.9563125,0.29234637391927754,-3.2711625158178164,3.2711625158178164,10.700504204891546,0.0008937078867394293
width_residue,0.959375,0.2821340273256666,-3.400422873815911,3.400422873815911,11.562875720770458,0.0008297027687296417
width_residue,0.9624375,0.27150333072312416,-3.544846015099101,3.544846015099101,12.565933270763974,0.0007659100834469786
width_residue,0.9655,0.2604030529774949,-3.7077138265481184,3.7077138265481184,13.747141819576091,0.0007023278094251684
width_residue,0.9685625,0.24877034307519466,-3.8934001859990084,3.8934001859990084,15.158565008337114,0.0006389539507646646
width_residue,0.971625,0.23652665679580398,-4.107887936025809,4.107887936025809,16.874743294946377,0.0005757865367297058
width_residue,0.9746875,0.22357163805758073,-4.359620515679945,4.359620515679945,19.006291040737466,0.0005128236213529965
width_residue,0.97775,0.20977353860770906,-4.660978722528296,4.660978722528296,21.724722651861505,0.0004500632830478139
width_residue,0.9808125,0.19495342993584414,-5.031009202160581,5.031009202160581,25.311053592224443,0.0003875036242273635
width_residue,0.983875,0.17885744148622917,-5.5008893777324435,5.5008893777324435,30.25978394604963,0.00032514277093126555
width_residue,0.9869375,0.16110360360261958,-6.126104431744395,6.126104431744395,37.52915550863831,0.00026297887245899543
width_residue,0.99,0.14106735979665894,-7.017923929582521,7.017923929582521,49.251256281406974,0.00020101010101010127
width_residue,0.990501530527,0.13750170189372424,-7.203558333354765,7.203558333354765,51.891252662044884,0.00019088025046878242
width_residue,0.990977907767,0.13402531968900197,-7.39396041036505,7.39396041036505,54.6706505500457,0.0001812632368184197
width_residue,0.991430393235,0.1306360416190462,-7.589256233943125,7.589256233943125,57.596810184444585,0.00017213286466040436
width_residue,0.991860185174,0.1273317441433927,-7.789575112212645,7.789575112212645,60.67748042880264,0.0001634642997969935
width_residue,0.992268421736,0.12411035100082336,-7.99504967743921,7.99504967743921,63.92081934472082,0.00015523399604513218
width_residue,0.992656183989,0.12096983255504866,-8.205815970996577,8.205815970996577,67.33541574986249,0.00014741962649737216
width_residue,0.99302449878,0.11790820506957853,-8.422013533273692,8.422013533273692,70.9303119546452,0.00014000001852733528
width_residue,0.993374341461,0.11492352990978208,-8.643785500156707,8.643785500156707,74.71502777271932,0.00013295509231192582
width_residue,0.993706638463,0.11201391286159346,-8.871278692771345,8.871278692771345,78.69958564481885,0.00012626580309427847
width_residue,0.994022269756,0.10917750331057134,-9.104643718847084,9.104643718847084,82.89453724714167,0.00011991408635196592
width_residue,0.994322071176,0.10641249349709603,-9.344035070497947,9.344035070497947,87.31099139869558,0.00011388280619052222
width_residue,0.994606836639,0.10371711773358151,-9.589611226893613,9.589611226893613,91.96064348296402,0.0001081557065032123
width_residue,0.994877320246,0.10108965159766876,-9.841534761694072,9.841534761694072,96.85580646563281,0.00010271736476625289
width_residue,0.995134238273,0.09852841121633955,-10.099972444374206,10.099972444374206,102.00944337711827,9.755314854469821e-05
width_residue,0.995378271078,0.09603175238311294,-10.36509536040744,10.36509536040744,107.43520183033982,9.26491740249055e-05
width_residue,0.995610064892,0.09359806988259706,-10.637079013924373,10.637079013924373,113.14744994847031,8.799226720049118e-05
width_residue,0.995830233539,0.09122579662387516,-10.916103453114449,10.916103453114449,119.1613145990972,8.356992677441852e-05
width_residue,0.996039360056,0.08891340292235979,-11.202353383389825,11.202353383389825,125.49272132634546,7.93702893306287e-05
width_residue,0.99623799824,0.08665939569808737,-11.496018293397674,11.496018293397674,132.15843660213395,7.538209620617695e-05
width_residue,0.996426674112,0.08446231774050508,-11.797292576949374,11.797292576949374,139.17611214614482,7.159466224100881e-05
width_residue,0.996605887314,0.08232074690547131,-12.106375668073078,12.106375668073078,146.56433181651187,6.799784606268869e-05
width_residue,0.996776112426,0.0802332954384296,-12.423472163011404,12.423472163011404,154.34266058511923,6.45820221478094e-05
width_residue,0.99693780023,0.07819860914727682,-12.748791968312359,12.748791968312359,162.5316966513057,6.133805410084551e-05
width_residue,0.997091378896,0.07621536676598394,-13.08255042526433,13.08255042526433,171.1531256295839,5.82572696366611e-05
width_residue,0.997237255124,0.07428227913001999,-13.424968468973411,13.424968468973411,180.22977839293029,5.5331436570368536e-05
width_residue,0.997375815213,0.07239808856733453,-13.776272757330895,13.776272757330895,189.7856910843774,5.255274038386664e-05
width_residue,0.997507426091,0.07056156810409085,-14.136695837307629,14.136695837307629,199.84616919655085,4.9913762675627806e-05
width_residue,0.997632436282,0.06877152083559819,-14.506476287864725,14.506476287864725,210.43785429038152,4.7407460964954286e-05
width_residue,0.99775117683,0.06702677923300523,-14.885858879799624,14.885858879799624,221.58879458930932,4.502714944044093e-05
width_residue,0.997863962177,0.06532620445440446,-15.275094742010861,15.275094742010861,233.32851937740784,4.2766480704528e-05
width_residue,0.997971090994,0.06366868571162211,-15.674441522386097,15.674441522386097,245.6881170387014,4.061942852680975e-05
width_residue,0.998072846975,0.062053139575836934,-16.08416357008377,16.08416357008377,258.7003177492099,3.858027139891474e-05
width_residue,0.998169499582,0.06047850944112141,-16.504532085959617,16.504532085959617,272.3995793764705,3.6643577125443255e-05
width_residue,0.998261304766,0.05894376478376096,-16.93582533162221,16.93582533162221,286.8221796632165,3.4804187944535797e-05
width_residue,0.99834850564,0.05744790062638449,-17.37832879451615,17.37832879451615,302.00631169030913,3.305720665413614e-05
width_residue,0.998431333123,0.05598993693717562,-17.83233537561054,17.83233537561054,317.9921849482511,3.1397983358788554e-05
width_residue,0.998510006556,0.05456891796193983,-18.2981456083192,18.2981456083192,334.8221327032512,2.9822102813046932e-05
width_residue,0.998584734276,0.05318391176784952,-18.776067819811246,18.776067819811246,352.54072277415145,2.8325372638318566e-05
width_residue,0.998655714172,0.05183400960385509,-19.266418357450902,19.266418357450902,371.1948763243211,2.6903811929221044e-05
width_residue,0.99872313421,0.05051832532610581,-19.76952180744401,19.76952180744401,390.83399249500434,2.555364050691588e-05
width_residue,0.998787172927,0.0492359949274,-20.285711183449074,20.285711183449074,411.5100782183108,2.4271268816826697e-05
width_residue,0.998847999907,0.04798617594459541,-20.815328169935125,20.815328169935125,433.27788682209473,2.305328820801626e-05
width_residue,0.998905776229,0.04676804695878288,-21.358723341800975,21.358723341800975,456.1950627915938,2.1896461792383225e-05
width_residue,0.998960654891,0.04558080714230789,-21.916256370189846,21.916256370189846,480.322293283887,2.0797715801639462e-05
width_residue,0.999012781221,0.044423675636785606,-22.488296317240223,22.488296317240223,505.7234712520002,1.9754131220126732e-05
width_residue,0.999062293257,0.04329589116837844,-23.07522183506121,23.07522183506121,532.4658627372856,1.8762936052295416e-05
width_residue,0.999109322113,0.042196711565022756,-23.67742141643973,23.67742141643973,560.6202849316788,1.7821497883094942e-05
width_residue,0.999153992328,0.04112541325043452,-24.295293672640316,24.295293672640316,590.2612946398366,1.692731679006092e-05
width_residue,0.999196422195,0.04008129080645071,-24.92924758885731,24.92924758885731,621.4673853465481,1.6078018666061123e-05
width_residue,0.999236724075,0.03906365650911816,-25.57970280743586,25.57970280743586,654.3211957167421,1.527134885154436e-05
width_residue,0.999275004693,0.03807183993195999,-26.247089882675812,26.247089882675812,688.909727309263,1.450516613542327e-05
width_residue,0.999311365421,0.03710518751356268,-26.931850568218575,26.931850568218575,725.3245750288552,1.3777437023711004e-05
width_residue,0.999345902547,0.03616306212867093,-27.634438117857695,27.634438117857695,763.6621700897064,1.3086230295126552e-05
width_residue,0.999378707531,0.03524484265347128,-28.355317609357257,28.355317609357257,804.0240367275258,1.2429711823026974e-05
width_residue,0.999409867245,0.03434992362919373,-29.094966208181305,29.094966208181305,846.517058655212,1.180613972307511e-05
width_residue,0.999439464204,0.03347771485064997,-29.853873499510847,29.853873499510847,891.253762924796,1.1213859685979611e-05
width_residue,0.999467576785,0.032627640973876035,-30.632541825050833,30.632541825050833,938.3526186634886,1.0651300554886907e-05
width_residue,0.999494279435,0.03179914113164187,-31.431486633469138,31.431486633469138,987.9383519899491,1.0116970126949464e-05
width_residue,0.999519642865,0.030991668671159628,-32.25123672657025,32.25123672657025,1040.1422703932735,9.609451238695315e-06
width_residue,0.999543734242,0.030204690654896206,-33.092334752316795,33.092334752316795,1095.1026193593939,9.127397894698734e-06
width_residue,0.999566617362,0.02943768767225128,-33.95533740594093,33.95533740594093,1152.9649383512913,8.669531779442949e-06
width_residue,0.999588352825,0.028690153303935133,-34.840816019198364,34.840816019198364,1213.8824608836294,8.234638731804093e-06
width_residue,0.999608998187,0.027961594081566232,-35.74935660932133,35.74935660932133,1278.0164979804267,7.82156568218503e-06
width_residue,0.999628608122,0.02725152883918455,-36.68156065742079,36.68156065742079,1345.5368922640407,7.429217391728256e-06
width_residue,0.999647234558,0.026559488710119306,-37.63804512460848,37.63804512460848,1416.6224408020644,7.056553713719366e-06
width_residue,0.999664926822,0.025885016553313413,-38.61944321198581,38.61944321198581,1491.4613940037968,6.702586676671666e-06
width_residue,0.999681731765,0.025227666862606017,-39.62640450301764,39.62640450301764,1570.2519338367765,6.366377969185893e-06
width_residue,0.999697693888,0.02458700540965919,-40.659595474577856,40.659595474577856,1653.202704156312,6.047036406211187e-06
width_residue,0.999712855463,0.023962608831569122,-41.71970015827099,41.71970015827099,1740.5333812960364,5.743715496674896e-06
width_residue,0.999727256638,0.02335406463677037,-42.80742012951165,42.80742012951165,1832.475218144519,5.455611332361037e-06
width_residue,0.99974093555,0.02276097066495094,-43.923475420557374,43.923475420557374,1929.2716930203078,5.181960317807226e-06
width_residue,0.999753928423,0.022182934945107854,-45.0686048035083,45.0686048035083,2031.1791389348114,4.922037201245035e-06
width_residue,0.999766269664,0.021619575438248925,-46.24356627721899,46.24356627721899,2138.467422035545,4.675153146417126e-06
width_residue,0.999777991954,0.02107051979490772,-47.449137547884526,47.449137547884526,2251.420654038065,4.44065390517243e-06
width_residue,0.999789126335,0.020535405092120276,-48.68611658012206,48.68611658012206,2370.3379476532364,4.217918070817057e-06
width_residue,0.999799702293,0.020013877556051714,-49.95532222543675,49.95532222543675,2495.5342186472153,4.006355412088774e-06
width_residue,0.999809747834,0.019505592431745454,-51.2575945248812,51.2575945248812,2627.3409964771313,3.805405347743572e-06
width_residue,0.999819289561,0.019010213616297365,-52.59379561647112,52.59379561647112,2766.1073373471368,3.6145354016517913e-06
width_residue,0.999828352741,0.0185274136138432,-53.964809853111625,53.964809853111625,2912.2007024824934,3.433239858395407e-06
width_residue,0.999836961375,0.018056873162503553,-55.3715448060651,55.3715448060651,3066.007974210075,3.2610383592775796e-06
width_residue,0.99984513826,0.017598281104742656,-56.81493165775982,56.81493165775982,3227.9364592759193,3.097474658730681e-06
width_residue,0.999852905049,0.017151334206857907,-58.29592572741146,58.29592572741146,3398.414956415873,2.942115421077041e-06
width_residue,0.99986028231,0.016715736865812084,-59.81550740697334,59.81550740697334,3577.8949263536824,2.794549037606818e-06
width_residue,0.999867289579,0.016291200997602454,-61.374682549564554,61.374682549564554,3766.851658059824,2.6543845639358083e-06
width_residue,0.999873945411,0.01587744589789226,-62.97448291376221,62.97448291376221,3965.7854982557283,2.5212506976254132e-06
width_residue,0.999880267434,0.015474197753439082,-64.61596803697176,64.61596803697176,4175.223325354957,2.3947946960393914e-06
width_residue,0.999886272388,0.015081189940791946,-66.30022407472535,66.30022407472535,4395.719712358791,2.2746815944082342e-06
width_residue,0.999891976175,0.014698162499209884,-68.0283658742207,68.0283658742207,4627.858563516835,2.1605932040739706e-06
width_residue,0.999897393899,0.014324862093156945,-69.80153717337745,69.80153717337745,4872.254591766395,2.052227310922387e-06
width_residue,0.999902539908,0.013961041706489787,-71.62091203002392,71.62091203002392,5129.555040012425,1.949296833952245e-06
width_residue,0.999907427829,0.01360646068576277,-73.48769462695476,73.48769462695476,5400.441261584556,1.8515291240027575e-06
width_residue,0.999912070606,0.01326088445095972,-75.4031206820171,75.4031206820171,5685.6306085868355,1.7586652025825649e-06
width_residue,0.999916480534,0.012924084358240617,-77.3684582069782,77.3684582069782,5985.878325324933,1.6704590808396046e-06
width_residue,0.99992066929,0.012595837671170782,-79.38500760283753,79.38500760283753,6301.979432102573,1.5866771386087967e-06
width_residue,0.999924647967,0.012275927177656906,-81.45410391379127,81.45410391379127,6634.771044398706,1.5070974435676564e-06
width_residue,0.999928427102,0.011964141144278554,-83.57711724089631,83.57711724089631,6985.134526298528,1.4315091904634645e-06
width_residue,0.999932016701,0.011660273421802456,-85.75545191172965,85.75545191172965,7353.997532584976,1.3597122004330037e-06
width_residue,0.999935426271,0.011364122853680629,-87.99055053748732,87.99055053748732,7742.336983890111,1.2915162803577503e-06
width_residue,0.999938664841,0.011075493487797324,-90.28389262678951,90.28389262678951,8151.181267845657,1.2267408023245716e-06
width_residue,0.999941740986,0.01079419445291769,-92.63699531702562,92.63699531702562,8581.612901366627,1.1652142231057272e-06
width_residue,0.999944662854,0.010520039439106302,-95.05141769116288,95.05141769116288,9034.772005099912,1.1067735436926965e-06
width_residue,0.99994743818,0.010252847275518931,-97.52875579914354,97.52875579914354,9511.858207728974,1.0512640289018194e-06
width_residue,0.999950074316,0.009992440914312326,-100.07065169469817,100.07065169469817,10014.135330601597,9.985386069831835e-07
width_residue,0.999952578242,0.009738648118545426,-102.67878724745975,102.67878724745975,10542.933350609104,9.48457649297602e-07
width_residue,0.999954956588,0.009491301022040304,-105.35488804600615,105.35488804600615,11099.65243518649,9.008885300030562e-07
width_residue,0.999957215652,0.009250235969938405,-108.10072509519544,108.10072509519544,11685.766766107017,8.557052657872998e-07
width_residue,0.999959361418,0.009015293256771256,-110.91811801761912,110.91811801761912,12302.828904570484,8.127881556139634e-07
width_residue,0.999961399567,0.008786317545278907,-113.80893012503316,113.80893012503316,12952.47257620468,7.720235605084815e-07
width_residue,0.999963335496,0.008563157344930671,-116.77507433493223,116.77507433493223,13636.417985928947,7.333035233503662e-07
width_residue,0.999965174333,0.008345664813115952,-119.8185161667967,119.8185161667967,14356.476816412922,6.965254686928469e-07
width_residue,0.999966920947,0.008133696071052679,-122.94126953007508,122.94126953007508,15114.555753666566,6.615920025994962e-07
width_residue,0.999968579962,0.007927110998425111,-126.14539901871753,126.14539901871753,15912.66169359146,6.284106324994764e-07
width_residue,0.999970155773,0.007725772668296496,-129.43302873465078,129.43302873465078,16752.908927424935,5.968934470455001e-07
width_residue,0.999971652552,0.007529547956029584,-132.8063329155415,132.8063329155415,17637.522062473643,5.669569960054554e-07
width_residue,0.999973074263,0.0073383069576550865,-136.26754509360774,136.26754509360774,18568.84384583842,5.38521990149166e-07
width_residue,0.999974424671,0.0071519230912151024,-139.81895665227373,139.81895665227373,19549.3406393304,5.11513121142919e-07
width_residue,0.999975707352,0.006970273012387405,-143.46291824938086,143.46291824938086,20581.608912628537,4.858588614704613e-07
width_residue,0.999976925702,0.006793236605383554,-147.20183968118099,147.20183968118099,21668.381605524108,4.614912843546503e-07
width_residue,0.999978082949,0.006620696462068128,-151.03820099262393,151.03820099262393,22812.538159088264,4.3834582367618745e-07
width_residue,0.999979182156,0.006452538618041084,-154.9745365893807,154.9745365893807,24017.1069910933,4.163612139159144e-07
width_residue,0.999980226234,0.00628865176316015,-159.01345215075062,159.01345215075062,25285.277964899058,3.954792300967264e-07
width_residue,0.999981217949,0.0061289272499012015,-163.15762566199814,163.15762566199814,26620.410811660713,3.7564454772086826e-07
width_residue,0.999982159926,0.005973259556702558,-167.40979534430681,167.40979534430681,28026.03957722269,3.5680466273897117e-07
width_residue,0.99998305466,0.005821545572732017,-171.7727778931934,171.7727778931934,29505.88722514435,3.389096714935702e-07
width_residue,0.999983904521,0.005673684775827132,-176.24946468324345,176.24946468324345,31063.873801129877,3.219121706851088e-07
width_residue,0.999984711758,0.005529579574406922,-180.84281061553472,180.84281061553472,32704.122151326155,3.0576717733958514e-07
width_residue,0.99998547851,0.00538913435779888,-185.55586335732602,185.55586335732602,34430.97842628264,2.904319087681424e-07
width_residue,0.999986206807,0.005252256253062176,-190.3917399734613,190.3917399734613,36249.01465012211,2.758657625480122e-07
width_residue,0.999986898578,0.005118854593817715,-195.35364411126892,195.35364411126892,38163.046267552316,2.6203015649414426e-07
width_residue,0.999987555654,0.004988841262079149,-200.44485344824247,200.44485344824247,40178.1392738874,2.488884686364539e-07
width_residue,0.999988179776,0.004862130014961658,-205.66874532331602,205.66874532331602,42299.632802867025,2.364058771943339e-07
width_residue,0.999988772597,0.004738636929046933,-211.0287805481068,211.0287805481068,44533.14621962102,2.245493205589888e-07
width_residue,0.999989335685,0.004618280661928781,-216.5284894719595,216.5284894719595,46884.58675300847,2.1328743728787012e-07
width_residue,0.999989870533,0.004500981159012152,-222.1715299853581,222.1715299853581,49360.18873603487,2.0259036607025134e-07
width_residue,0.999990378557,0.004386660851695551,-227.9616346840398,227.9616346840398,51966.50688781962,1.9242978573019825e-07
width_residue,0.999990861101,0.004275244376697754,-233.90262005874013,233.90262005874013,54710.43567034334,1.8277881520198913e-07
width_residue,0.999991319445,0.0041666574910832555,-239.99844517698054,239.99844517698054,57599.25368736813,1.7361185352724532e-07
width_residue,0.999991754801,0.004060828735211113,-246.25312220881256,246.25312220881256,60640.60019758837,1.649046598388993e-07
width_residue,0.999992168323,0.003957687792751143,-252.67080696829458,252.67080696829458,63842.536694009184,1.566341533570104e-07
width_residue,0.999992561106,0.00385716640331261,-259.2557480141865,259.2557480141865,67213.54287839537,1.4877843337543072e-07
width_residue,0.999992934189,0.003759198328659201,-266.0122842057309,266.0122842057309,70762.53534835055,1.4131671925917073e-07
width_residue,0.999993288561,0.0036637184603320375,-272.944905398209,272.944905398209,74498.92138283727,1.3422923043706965e-07
width_residue,0.99999362516,0.0035706637144060126,-280.0581922978292,280.0581922978292,78432.59107312787,1.2749720638804858e-07
width_residue,0.999993944878,0.003479972318223631,-287.356867651307,287.356867651307,82573.96938637078,1.2110280664829631e-07
width_residue,0.999994248561,0.003391584426311184,-294.845748436412,294.845748436412,86934.01537102796,1.1502911079087955e-07
width_residue,0.999994537013,0.0033054415976913804,-302.52978534288013,302.52978534288013,91524.27101960914,1.0926003844365508e-07
width_residue,0.999994810998,0.0032214867800675,-310.41406632034887,310.41406632034887,96356.89256953394,1.03780309257729e-07
width_residue,0.999995071243,0.0031396639481442493,-318.5038551129218,318.5038551129218,101444.7057217931,9.857538292687597e-08
width_residue,0.999995318435,0.0030599196203448665,-326.80444015137107,326.80444015137107,106801.14210265108,9.363151917175777e-08
width_residue,0.99999555323,0.0029822005677453646,-335.3213610263737,335.3213610263737,112440.41516057967,8.89355977387557e-08
width_residue,0.999995776249,0.0029064556008729712,-344.06022784199604,344.06022784199604,118377.44038268623,8.447519840066237e-08
width_residue,0.999995988083,0.002832634445959188,-353.02684026508086,353.02684026508086,124627.94994754692,8.023850095455119e-08
width_residue,0.999996189293,0.0027606882254988534,-362.2271359933452,362.2271359933452,131208.4980499414,7.621428521439024e-08
width_residue,0.999996380411,0.0026905696234313455,-371.6671636007254,371.6671636007254,138136.48049900838,7.239191101427972e-08
width_residue,0.999996561945,0.0026222315267424687,-381.3532679119567,381.3532679119567,145430.31494712865,6.876121820327144e-08
width_residue,0.999996734374,0.002555629342361476,-391.2917721667626,391.2917721667626,153109.25096540566,6.53126266420012e-08
width_residue,0.999996898155,0.002490718847745307,-401.4892724886372,401.4892724886372,161193.63592345518,6.203699621428363e-08
width_residue,0.999997053722,0.0024274569655362323,-411.95253630422144,411.95253630422144,169704.8921674809,5.8925646806640554e-08
width_residue,0.999997201487,0.002365801802429684,-422.6884942179013,422.6884942179013,178665.56314419676,5.597033831751482e-08
width_residue,0.999997341841,0.0023057126738290214,-433.70423088334644,433.70423088334644,188099.35988611507,5.316325065893096e-08
width_residue,0.999997475155,0.0022471501118384797,-445.00697567411896,445.00697567411896,198031.2083986259,5.049696374836335e-08
width_residue,0.999997601784,0.0021900744847198894,-456.6043797875211,456.6043797875211,208487.55964114683,4.7964377515148474e-08
