method,split,observation_seed,bank_seed,condition,geometry_skew_bin,true_alpha,true_t,true_rotation_shift,candidate_count,alpha_log_span_set,geometry_span_norm_set,ambiguity_ratio,best_geometry_mae,consensus_geometry_mae,best_alpha,consensus_rho12,consensus_rho13,consensus_rho23
persistent_mode_informed,holdout,20260422,20260326,sparse_partial_high_noise,mid_skew,1.193340098604452,-0.28236615286284156,37,248,0.29685405299952966,0.8987143666370813,0.3303096779350866,0.14072779951041256,0.12281313923146076,0.9588053800545078,0.2468955387576907,0.157487615960442,0.20322412122298392
one_shot_random,holdout,20260422,20260324,sparse_partial_high_noise,high_skew,0.8058417417559449,-0.5118742378742865,56,98,0.49781531088485653,0.9330153983638177,0.5335553001138569,0.04161633618012741,0.07684619713701638,1.1689371952162748,0.2779154134610256,0.17460118654689527,0.2405327548674696
one_shot_random,holdout,20260422,20260325,sparse_partial_high_noise,high_skew,0.8058417417559449,-0.5118742378742865,56,110,0.6045450279742102,0.9302118125791742,0.6499003988113243,0.23511733399047618,0.09156503281998564,0.8785171955863101,0.2989251259361919,0.18011943951022566,0.2581612964778807
one_shot_random,holdout,20260422,20260326,sparse_partial_high_noise,high_skew,0.8058417417559449,-0.5118742378742865,56,109,0.5056377488823796,0.8153035557238554,0.6201834216624462,0.18879871175144566,0.06767501582103785,0.8358577004539074,0.27144260604981374,0.16864448877475446,0.22544871610288672
persistent_mode_informed,holdout,20260422,20260324,sparse_partial_high_noise,high_skew,0.8058417417559449,-0.5118742378742865,56,215,0.5013774886131499,0.8800483127959936,0.5697158682348109,0.020704074637767512,0.07416868267646748,0.8630666043746121,0.28325174335603165,0.17309922772531575,0.2286658404123964
persistent_mode_informed,holdout,20260422,20260325,sparse_partial_high_noise,high_skew,0.8058417417559449,-0.5118742378742865,56,230,0.4969094128813478,0.9147234653515262,0.5432345749328588,0.09230881515467211,0.06073389576457211,1.1567955309629039,0.26906799614125365,0.1633986617672823,0.21224579284952175
persistent_mode_informed,holdout,20260422,20260326,sparse_partial_high_noise,high_skew,0.8058417417559449,-0.5118742378742865,56,223,0.47475874571257637,0.7754096242449035,0.612268317116773,0.07733921307752699,0.08265806113432363,0.8599478697621822,0.2900374827567506,0.18563707869322252,0.2348103854173391
one_shot_random,holdout,20260423,20260324,sparse_partial_high_noise,low_skew,1.284002752037176,0.09283757178881881,29,96,0.6437591081141807,0.9088353854484996,0.7083341146499188,0.04545335116436516,0.05134314647792943,1.2320041380599906,0.27093695999462963,0.15530742984450102,0.23794637514889516
one_shot_random,holdout,20260423,20260325,sparse_partial_high_noise,low_skew,1.284002752037176,0.09283757178881881,29,94,0.6643084555016141,0.9304312778169548,0.713979066847648,0.11862806194652553,0.05847607699494206,0.7939556207627765,0.2799233204553442,0.17127674420458097,0.23438949187913855
one_shot_random,holdout,20260423,20260326,sparse_partial_high_noise,low_skew,1.284002752037176,0.09283757178881881,29,89,0.6457677801525443,0.8950224942564224,0.7215101120883481,0.17477645110792026,0.05887765896190649,1.2391465174201242,0.2855574578459433,0.16305255559894727,0.23818428899506644
persistent_mode_informed,holdout,20260423,20260324,sparse_partial_high_noise,low_skew,1.284002752037176,0.09283757178881881,29,214,0.6282614492814314,0.8486388965736286,0.7403165843776793,0.029148682518435044,0.04065667148926347,0.7929420805316097,0.2613253707502724,0.1603814779833177,0.21042449128843782
persistent_mode_informed,holdout,20260423,20260325,sparse_partial_high_noise,low_skew,1.284002752037176,0.09283757178881881,29,187,0.6275870787004202,0.8866854380471193,0.7077899915472274,0.095457718266164,0.05666996778397207,1.2328006107918699,0.28344590522698165,0.16891414915517142,0.22781117452400065
persistent_mode_informed,holdout,20260423,20260326,sparse_partial_high_noise,low_skew,1.284002752037176,0.09283757178881881,29,165,0.6412486621970344,0.8831062396944951,0.7261285600460373,0.023259809647251176,0.04432456799385626,1.2471684276089203,0.26411409453475715,0.16358276146130926,0.2154381735397399
one_shot_random,holdout,20260423,20260324,sparse_partial_high_noise,mid_skew,1.2481451346845953,-0.2693313050528414,37,108,0.4674402509452043,0.921166503354567,0.507443821766152,0.12971454986244382,0.08930095814715511,1.119041925045463,0.27292636699234984,0.16207797136527372,0.23644165619427196
one_shot_random,holdout,20260423,20260325,sparse_partial_high_noise,mid_skew,1.2481451346845953,-0.2693313050528414,37,111,0.4441917134334019,0.9457902266426294,0.46965140992225707,0.10295398735841481,0.08303798273658748,1.1035771732553923,0.2811956156933735,0.17112340310236213,0.23791590198786283
one_shot_random,holdout,20260423,20260326,sparse_partial_high_noise,mid_skew,1.2481451346845953,-0.2693313050528414,37,107,0.4819263261632706,0.8956344358246989,0.5380837391759211,0.13085170148278988,0.08187643764736884,1.1164357661657327,0.2874943099204929,0.168384086945072,0.23784115918568943
persistent_mode_informed,holdout,20260423,20260324,sparse_partial_high_noise,mid_skew,1.2481451346845953,-0.2693313050528414,37,257,0.41875110994594145,0.8800775709280594,0.47581159181725313,0.17227457732614238,0.08577980055414157,1.10880247690699,0.2777749954388121,0.1785979246251481,0.22563654726697596
persistent_mode_informed,holdout,20260423,20260325,sparse_partial_high_noise,mid_skew,1.2481451346845953,-0.2693313050528414,37,258,0.4303886902868176,0.9224813049965657,0.4665554607509579,0.19139940103045724,0.09139024217349127,1.1267374373177519,0.2772160896000975,0.1693214037991354,0.21864064907365413
persistent_mode_informed,holdout,20260423,20260326,sparse_partial_high_noise,mid_skew,1.2481451346845953,-0.2693313050528414,37,260,0.43030572271916684,0.8687729064210371,0.495302880118393,0.044616081832369335,0.10176345849554491,1.1081496675395637,0.2582889976801951,0.1648373570134988,0.21093213881303227
one_shot_random,holdout,20260423,20260324,sparse_partial_high_noise,high_skew,1.1892117130269413,-0.6618817448914281,0,60,0.3087937547938768,0.865732157282296,0.35668509272341375,0.14249092556937518,0.06720683898197292,1.0607866929108418,0.27703269380055506,0.1695581546347131,0.2362773611029706
one_shot_random,holdout,20260423,20260325,sparse_partial_high_noise,high_skew,1.1892117130269413,-0.6618817448914281,0,55,0.2838790812151921,0.8683537050217746,0.32691641617176453,0.13743857940188384,0.05521074161595862,1.0573554130415102,0.26402028554318735,0.16219022549039036,0.22066940640661808
one_shot_random,holdout,20260423,20260326,sparse_partial_high_noise,high_skew,1.1892117130269413,-0.6618817448914281,0,62,0.29176077418676105,0.8684860631518635,0.3359418032891839,0.10353742766338081,0.06325687935874978,0.9302575335550537,0.27905221772208255,0.15969890489845245,0.2322672080480343
persistent_mode_informed,holdout,20260423,20260324,sparse_partial_high_noise,high_skew,1.1892117130269413,-0.6618817448914281,0,207,0.2795851775728797,0.8207704579986596,0.34063747646889153,0.14436577950468257,0.06372467733671779,1.024678202976325,0.2827930920894807,0.16786447681724753,0.22176415569574506
persistent_mode_informed,holdout,20260423,20260325,sparse_partial_high_noise,high_skew,1.1892117130269413,-0.6618817448914281,0,241,0.3013251837273665,0.9269092441264454,0.32508596244646026,0.09863589938371158,0.05487828473781334,0.9249134573212542,0.263450085015211,0.1665716188925676,0.21586084289798135
persistent_mode_informed,holdout,20260423,20260326,sparse_partial_high_noise,high_skew,1.1892117130269413,-0.6618817448914281,0,236,0.2908542361643004,0.8270379820828202,0.3516818362220927,0.15985579121387597,0.05562159999106269,1.0250935755342414,0.2643219623446279,0.17129801025765154,0.2124925199632286
one_shot_random,holdout,20260424,20260324,sparse_partial_high_noise,low_skew,0.7901446823273661,-0.11149395428809702,51,112,0.5977627710648846,0.8934136268304561,0.6690772931072861,0.14923878979022714,0.0688107488996715,1.1871897774439724,0.284684747032128,0.16628183612774852,0.2389823487720961
one_shot_random,holdout,20260424,20260325,sparse_partial_high_noise,low_skew,0.7901446823273661,-0.11149395428809702,51,94,0.559930633689293,0.9683965797029476,0.5782038530754103,0.08235643945268949,0.074938191159328,0.8370235058267351,0.28807483478274765,0.17524764328624054,0.24500878064195392
one_shot_random,holdout,20260424,20260326,sparse_partial_high_noise,low_skew,0.7901446823273661,-0.11149395428809702,51,107,0.551059505310036,0.9745509724181551,0.5654496490241973,0.030071061654958514,0.05123279778213891,1.1982238863510972,0.26164199586526743,0.15320285920912446,0.22237022350498298
persistent_mode_informed,holdout,20260424,20260324,sparse_partial_high_noise,low_skew,0.7901446823273661,-0.11149395428809702,51,208,0.5280710201620606,0.8733042464822125,0.6046816127245482,0.16843042459645238,0.06211161603711931,0.8444957322178817,0.2761703351697547,0.17250909520140623,0.22117210297315512
persistent_mode_informed,holdout,20260424,20260325,sparse_partial_high_noise,low_skew,0.7901446823273661,-0.11149395428809702,51,219,0.6053314761620776,0.8849386487069751,0.684037788434888,0.03629622219501121,0.04973807599007332,0.8338698536710387,0.264260625550044,0.15883814987053618,0.20963213778259793
persistent_mode_informed,holdout,20260424,20260326,sparse_partial_high_noise,low_skew,0.7901446823273661,-0.11149395428809702,51,209,0.5697345574658599,0.8081817111429496,0.7049584884321719,0.1070937202860049,0.04976252666764692,0.8370935841204971,0.26482712306738343,0.16236698132322644,0.20561016084528902
one_shot_random,holdout,20260424,20260324,sparse_partial_high_noise,mid_skew,0.8649653549713395,-0.2613324334384325,2,94,0.41134019550105105,0.8945953577345674,0.4598058685914828,0.095042312590633,0.014156460348033445,1.1315509325713573,0.279859142618625,0.17184218454747865,0.244072629189204
one_shot_random,holdout,20260424,20260325,sparse_partial_high_noise,mid_skew,0.8649653549713395,-0.2613324334384325,2,90,0.4150619352569455,0.9083366146915949,0.45694726882486225,0.09685823565806957,0.03646472195942998,1.1205699347808304,0.2527724584363761,0.15389388712832405,0.21422834713385547
one_shot_random,holdout,20260424,20260326,sparse_partial_high_noise,mid_skew,0.8649653549713395,-0.2613324334384325,2,83,0.3951070592102137,0.8956640693226147,0.4411330907904241,0.11774682110722708,0.025467623415262902,1.1341197431868772,0.2715655951753598,0.15650344171536307,0.22581695144033398
persistent_mode_informed,holdout,20260424,20260324,sparse_partial_high_noise,mid_skew,0.8649653549713395,-0.2613324334384325,2,209,0.42740267373616836,0.8720780007413564,0.49009684153577077,0.13707028582692424,0.0491985187910266,0.8784351582262645,0.24504277507757347,0.14627173171887922,0.19137879540731303
persistent_mode_informed,holdout,20260424,20260325,sparse_partial_high_noise,mid_skew,0.8649653549713395,-0.2613324334384325,2,226,0.4170238913917387,0.9024732524432643,0.46209002899834495,0.10245320343198794,0.011551747501069473,1.1413228164491922,0.28902265380413705,0.18768686320303946,0.23328636786363693
persistent_mode_informed,holdout,20260424,20260326,sparse_partial_high_noise,mid_skew,0.8649653549713395,-0.2613324334384325,2,233,0.4198419557490811,0.921247379013271,0.4557320490819362,0.14749540057400734,0.008320138538415114,1.1415094444984635,0.2953481743520153,0.184934109267491,0.23390292026817328
one_shot_random,holdout,20260424,20260324,sparse_partial_high_noise,high_skew,1.2822085684698488,0.4737218196896238,35,93,0.7405438114997663,0.9413808233408284,0.7866569969756557,0.1685687143429203,0.06828595452927018,1.3194336082951172,0.27783564957789225,0.16933968900099824,0.23279255350547814
one_shot_random,holdout,20260424,20260325,sparse_partial_high_noise,high_skew,1.2822085684698488,0.4737218196896238,35,89,0.7554453299412573,0.9539965281298217,0.7918742968826139,0.15316684838505976,0.08564557946304163,1.3261944087109485,0.2565349407640786,0.15600200246602988,0.21535207405294576
one_shot_random,holdout,20260424,20260326,sparse_partial_high_noise,high_skew,1.2822085684698488,0.4737218196896238,35,74,0.7552621711892481,0.9080703080106952,0.8317221304634406,0.14722270133587947,0.076811981469554,1.3163256389053168,0.26921151485541434,0.16540383790183555,0.21977445850626734
persistent_mode_informed,holdout,20260424,20260324,sparse_partial_high_noise,high_skew,1.2822085684698488,0.4737218196896238,35,117,0.743928646406075,0.8522045251288747,0.872946134959298,0.15910237277334152,0.08931300842406546,1.326579724881596,0.25372387598926194,0.1518277278401702,0.21133512657055065
persistent_mode_informed,holdout,20260424,20260325,sparse_partial_high_noise,high_skew,1.2822085684698488,0.4737218196896238,35,154,0.7549592248644874,0.9455671256728616,0.7984194927750492,0.1587894088409603,0.09687850455506257,1.3277352115871475,0.24439190754763693,0.1530000876556583,0.19679824680369623
persistent_mode_informed,holdout,20260424,20260326,sparse_partial_high_noise,high_skew,1.2822085684698488,0.4737218196896238,35,164,0.7574160043215525,0.8861270538159843,0.8547487643671916,0.1531108567554426,0.08677131309525317,1.325700469977024,0.2599724069663052,0.15736100340965156,0.2071784060104629
one_shot_random,confirmation,20260425,20260324,sparse_partial_high_noise,low_skew,1.1495547960554364,0.03523116428113053,17,86,0.3541048347570013,0.9318275441120413,0.38001112651637214,0.20486405723373202,0.0902818832219457,0.9034960265967494,0.2734559261937516,0.16704298834952147,0.23146492304963462
one_shot_random,confirmation,20260425,20260325,sparse_partial_high_noise,low_skew,1.1495547960554364,0.03523116428113053,17,88,0.3796374450151247,0.8674793548249711,0.43763282999596353,0.11815451698822876,0.08453820940905367,0.894866906294158,0.26554787195091223,0.16410409261185413,0.22508085159146518
one_shot_random,confirmation,20260425,20260326,sparse_partial_high_noise,low_skew,1.1495547960554364,0.03523116428113053,17,69,0.3761435389393922,0.9393576069940036,0.4004263510922878,0.1576524306188136,0.08169251630628294,0.9073820152641109,0.2645196597951791,0.1593055598077064,0.22237051724303383
persistent_mode_informed,confirmation,20260425,20260324,sparse_partial_high_noise,low_skew,1.1495547960554364,0.03523116428113053,17,251,0.39881413085772566,0.8800099618632369,0.4531927456972421,0.1348660598377854,0.09392183740258897,0.9053081251831198,0.2738011963277609,0.18143505810945754,0.22764744569761897
persistent_mode_informed,confirmation,20260425,20260325,sparse_partial_high_noise,low_skew,1.1495547960554364,0.03523116428113053,17,248,0.382787504673195,0.9189956846542819,0.41652807631756866,0.16235282367343154,0.09709669352508427,1.110400711216252,0.2850581434248911,0.17664351250086016,0.23070661257657205
persistent_mode_informed,confirmation,20260425,20260326,sparse_partial_high_noise,low_skew,1.1495547960554364,0.03523116428113053,17,254,0.3862061329052669,0.8282025568171116,0.46631845039154,0.11669276903000288,0.07417656057170878,1.1005865779481594,0.26038752966736023,0.157841628915583,0.20541871105925363
one_shot_random,confirmation,20260425,20260324,sparse_partial_high_noise,mid_skew,1.1089816388146323,0.41077650719586833,48,122,0.487997003689673,0.9162656863326127,0.5325933416134998,0.24458184254621518,0.08667618095091374,1.035535242431575,0.27353680422140314,0.17116998925672827,0.23617258719914963
one_shot_random,confirmation,20260425,20260325,sparse_partial_high_noise,mid_skew,1.1089816388146323,0.41077650719586833,48,102,0.48802699129467386,0.9009810234916261,0.5416617870633872,0.1767933331612909,0.083558028374757,1.0238146970077149,0.2741021885852229,0.17033220209461525,0.22709053226897266
one_shot_random,confirmation,20260425,20260326,sparse_partial_high_noise,mid_skew,1.1089816388146323,0.41077650719586833,48,100,0.4482996467463273,0.8715686188448947,0.5143595547766127,0.14200185216619668,0.08581401616113837,1.0270184295069442,0.2760287606942241,0.167175888762287,0.23508823685144387
persistent_mode_informed,confirmation,20260425,20260324,sparse_partial_high_noise,mid_skew,1.1089816388146323,0.41077650719586833,48,221,0.47728347649419756,0.9240842761156355,0.5164934506844402,0.15822123870612123,0.06861742546383347,1.0551044497020505,0.25463526919491675,0.1616830026426585,0.210384842378465
persistent_mode_informed,confirmation,20260425,20260325,sparse_partial_high_noise,mid_skew,1.1089816388146323,0.41077650719586833,48,218,0.47125145581927064,0.8565938332682214,0.5501457487982053,0.10475445657400351,0.07231392325872282,1.0845094304576186,0.2609320705918227,0.16297198018508025,0.21388855682380534
persistent_mode_informed,confirmation,20260425,20260326,sparse_partial_high_noise,mid_skew,1.1089816388146323,0.41077650719586833,48,225,0.4739942519103311,0.8657411453356781,0.547501126016769,0.1641542884384036,0.09416931522539818,1.0555236427021528,0.2877250959733529,0.18034412368176436,0.2352895638456171
one_shot_random,confirmation,20260425,20260324,sparse_partial_high_noise,high_skew,1.2826531927841773,-0.5313299359465913,24,128,0.8586470162743974,0.9213592938176444,0.9319350464427409,0.16626175036621293,0.033323965355374484,1.4105274931636655,0.2796541517285512,0.17446143609602682,0.23572738307471497
one_shot_random,confirmation,20260425,20260325,sparse_partial_high_noise,high_skew,1.2826531927841773,-0.5313299359465913,24,133,0.8824714633880049,0.9402663033014625,0.9385335412844973,0.04178857583574384,0.026452158146075332,1.4017651178950696,0.27351324095474755,0.16525953117328535,0.23045477714336263
one_shot_random,confirmation,20260425,20260326,sparse_partial_high_noise,high_skew,1.2826531927841773,-0.5313299359465913,24,112,0.8778896703234086,0.9320811071610949,0.9418597411519894,0.12492122096255871,0.03627090700759983,0.7034308418948896,0.2871644470093035,0.1719459527953881,0.23957339605127742
persistent_mode_informed,confirmation,20260425,20260324,sparse_partial_high_noise,high_skew,1.2826531927841773,-0.5313299359465913,24,158,0.8565640293377736,0.8803552911258024,0.9729753861561912,0.07028304295526294,0.04890191961054733,1.353187110623819,0.296250213593703,0.19306923640346782,0.2472573836676407
persistent_mode_informed,confirmation,20260425,20260325,sparse_partial_high_noise,high_skew,1.2826531927841773,-0.5313299359465913,24,180,0.8822996015933405,0.8917284043376537,0.9894263738841912,0.07615074103927937,0.028647727829832548,1.3227993492880503,0.269838645589403,0.17397332897105008,0.23200228376221407
persistent_mode_informed,confirmation,20260425,20260326,sparse_partial_high_noise,high_skew,1.2826531927841773,-0.5313299359465913,24,173,0.8272489957012191,0.8565081664647582,0.9658390055003135,0.08161018613848035,0.02230317151636761,1.393240095291238,0.266218012906709,0.1664974592078476,0.21347182297955436
one_shot_random,confirmation,20260426,20260324,sparse_partial_high_noise,low_skew,0.8367153816937006,-0.09721380364975842,58,89,0.43283516297836966,0.9188657575384966,0.47105375233251706,0.03285928457985824,0.03895477613951607,0.9056923366244382,0.29106357295283947,0.17176745978671956,0.24491049681963836
one_shot_random,confirmation,20260426,20260325,sparse_partial_high_noise,low_skew,0.8367153816937006,-0.09721380364975842,58,63,0.4239844376613199,0.9734285298578605,0.4355578500696192,0.12685805897589472,0.059643720398539136,1.1298110967649897,0.2657424977888031,0.16073706141662644,0.21919513757669865
one_shot_random,confirmation,20260426,20260326,sparse_partial_high_noise,low_skew,0.8367153816937006,-0.09721380364975842,58,90,0.4758294558839248,0.9011659030688154,0.5280153790368045,0.08739833422775617,0.0502472828240359,0.8662459307733822,0.27227304085364923,0.1647321782456286,0.23685879040636007
persistent_mode_informed,confirmation,20260426,20260324,sparse_partial_high_noise,low_skew,0.8367153816937006,-0.09721380364975842,58,201,0.4546371836758039,0.8825331339516543,0.5151502716278856,0.02666742325374848,0.055144320218902414,0.909650309783804,0.2704678764786136,0.16979550776484087,0.2189095130775839
persistent_mode_informed,confirmation,20260426,20260325,sparse_partial_high_noise,low_skew,0.8367153816937006,-0.09721380364975842,58,203,0.45862155444203695,0.8572865863848116,0.5349687744165575,0.05720845270265712,0.04528552813771545,0.8850412400322383,0.2815372518598001,0.17817292266164078,0.22903909904315836
persistent_mode_informed,confirmation,20260426,20260326,sparse_partial_high_noise,low_skew,0.8367153816937006,-0.09721380364975842,58,207,0.43469776131642435,0.8663429643547921,0.5017617493323386,0.06187816248667147,0.044733012295432174,1.1533797338366414,0.27838586140126403,0.1780249039993976,0.23399605569078744
one_shot_random,confirmation,20260426,20260324,sparse_partial_high_noise,mid_skew,1.2188639297390595,-0.2911026935130036,30,100,0.62329006518894,0.9076658361944417,0.6866955220020177,0.023396714648798514,0.07758161990065097,1.2545509821253849,0.26425502759049596,0.1674428347275284,0.22398898594414585
one_shot_random,confirmation,20260426,20260325,sparse_partial_high_noise,mid_skew,1.2188639297390595,-0.2911026935130036,30,84,0.6276240240289093,0.9086698994957718,0.6907062998094059,0.02839618738869036,0.08193950555813048,1.2519529757796624,0.27407876151972493,0.16287640646409698,0.23180533725078684
one_shot_random,confirmation,20260426,20260326,sparse_partial_high_noise,mid_skew,1.2188639297390595,-0.2911026935130036,30,94,0.6626220380200407,0.8933733401508137,0.7417078708753285,0.06397942933535801,0.08177652975009207,1.257065495904053,0.27175309526191577,0.16734975379981828,0.2291687287487595
persistent_mode_informed,confirmation,20260426,20260324,sparse_partial_high_noise,mid_skew,1.2188639297390595,-0.2911026935130036,30,167,0.6412898371363438,0.8757176332256256,0.732302071815331,0.051174706809696914,0.07318828211270073,1.25317560413394,0.2623740642040525,0.16804312755466355,0.2120896431396034
persistent_mode_informed,confirmation,20260426,20260325,sparse_partial_high_noise,mid_skew,1.2188639297390595,-0.2911026935130036,30,190,0.6253744943101458,0.9218311264676974,0.6784046191914523,0.0907548906266709,0.05970903147248798,1.2459090896233662,0.24451052046269536,0.15370832556694175,0.20385023694804413
persistent_mode_informed,confirmation,20260426,20260326,sparse_partial_high_noise,mid_skew,1.2188639297390595,-0.2911026935130036,30,204,0.6307071794544381,0.8218276275812673,0.7674446055198723,0.0716150140746964,0.0686630079601358,0.7925363104454692,0.2606420187686578,0.15697976147113193,0.211309232200835
one_shot_random,confirmation,20260426,20260324,sparse_partial_high_noise,high_skew,0.8019425689008923,-0.6495091928693849,42,100,0.5119640133079113,0.908407059359301,0.563584362355131,0.20956682280959582,0.11032863805733846,0.8657652155787843,0.27260846882159945,0.16640265721301117,0.2324396285833146
one_shot_random,confirmation,20260426,20260325,sparse_partial_high_noise,high_skew,0.8019425689008923,-0.6495091928693849,42,92,0.5098524494597962,0.9256243535804551,0.5508200464773964,0.06528202390055765,0.10815778376159589,0.8528102486657435,0.27816195125433124,0.16473445461910532,0.23506691163171636
one_shot_random,confirmation,20260426,20260326,sparse_partial_high_noise,high_skew,0.8019425689008923,-0.6495091928693849,42,114,0.5526108692277474,0.9346700152108188,0.5912363296506347,0.18685827783780662,0.1126324339961045,1.166927630846565,0.27277902719214586,0.1578450693163799,0.23391527029310133
persistent_mode_informed,confirmation,20260426,20260324,sparse_partial_high_noise,high_skew,0.8019425689008923,-0.6495091928693849,42,228,0.49357258283149813,0.8531676690160358,0.5785176826973986,0.13585218320467077,0.12567901086890873,1.1678234734275421,0.251823310148502,0.1643414543409849,0.20923487169372745
persistent_mode_informed,confirmation,20260426,20260325,sparse_partial_high_noise,high_skew,0.8019425689008923,-0.6495091928693849,42,223,0.5098576129797,0.8531808302403586,0.5975961893518665,0.11635094127229055,0.09920327362901511,1.1674693206517583,0.28458867178500225,0.18275430535242737,0.2387621632278405
persistent_mode_informed,confirmation,20260426,20260326,sparse_partial_high_noise,high_skew,0.8019425689008923,-0.6495091928693849,42,231,0.5079512443912376,0.8537017818116263,0.594998458727968,0.20679864517145122,0.1010929460395276,1.1531903581132503,0.28688269531740973,0.17821963617552017,0.23405549917842788
one_shot_random,confirmation,20260427,20260324,sparse_partial_high_noise,low_skew,1.1919344353632797,-0.14797549125154508,6,83,0.6316119389214517,0.9337050275542205,0.6764576823324151,0.08603043993249943,0.02895565186564847,1.240321910823993,0.2832792316827371,0.17767046491348387,0.2436306560891068
one_shot_random,confirmation,20260427,20260325,sparse_partial_high_noise,low_skew,1.1919344353632797,-0.14797549125154508,6,81,0.6330202915715258,0.8914073840892698,0.7101357952270813,0.0719752109159544,0.023153197633505502,1.2208003658297557,0.24962370057282696,0.15925850859292454,0.2109797186033271
one_shot_random,confirmation,20260427,20260326,sparse_partial_high_noise,low_skew,1.1919344353632797,-0.14797549125154508,6,92,0.618576756304863,0.9248890446130419,0.6688118536031153,0.12844669652419122,0.02385989955229483,1.2325296648210122,0.2936114582464394,0.17277732183175754,0.24356876879447453
persistent_mode_informed,confirmation,20260427,20260324,sparse_partial_high_noise,low_skew,1.1919344353632797,-0.14797549125154508,6,170,0.6317417815288306,0.9103224242201203,0.6939758537422038,0.06530165274888741,0.021295051144402027,1.24195136638984,0.2572877473873372,0.1526973396366522,0.21108595428200358
persistent_mode_informed,confirmation,20260427,20260325,sparse_partial_high_noise,low_skew,1.1919344353632797,-0.14797549125154508,6,156,0.611836399479388,0.8871074221262495,0.6896982081526468,0.1113879702240151,0.035569359981302735,0.7893706397692748,0.30926468138265334,0.19687856971632955,0.25338022694360096
persistent_mode_informed,confirmation,20260427,20260326,sparse_partial_high_noise,low_skew,1.1919344353632797,-0.14797549125154508,6,156,0.6119292467275494,0.8984420310353892,0.6811004222747075,0.08503329342250704,0.02808052140756036,1.2471524268521677,0.295770065233758,0.18751444681227616,0.24365211636707107
one_shot_random,confirmation,20260427,20260324,sparse_partial_high_noise,mid_skew,0.8371333086222645,0.323964267389595,6,97,0.44788162841668616,0.9355719187280332,0.47872495898082146,0.07980370435242386,0.0914934886557115,0.8798052579210542,0.24600105866293875,0.15343507798332415,0.20905644778498816
