method,split,condition,count,mean_candidate_count,mean_geometry_span_norm_set,mean_compression_load,mean_consensus_geometry_mae,mean_consensus_geometry_bank_span_norm
one_shot_random,holdout,sparse_partial_high_noise,9,85.18518518518519,0.9098099388039304,23.322787312500978,0.0740940375555983,0.04827648493219746
one_shot_random,confirmation,sparse_partial_high_noise,9,95.62962962962963,0.9189883550920699,31.766268470287358,0.07573110996750133,0.040363898450888065
persistent_mode_informed,holdout,sparse_partial_high_noise,9,217.25925925925924,0.8656667730579809,21.47000848122007,0.07441515610811489,0.05054365786994887
persistent_mode_informed,confirmation,sparse_partial_high_noise,9,202.59259259259258,0.8774332027338371,16.130990134155777,0.073614574059438,0.07118541950635353
