base_index,perturbation_type,step_fraction,sign,base_rho,base_t,base_h,base_w1,base_w2,base_w3,base_alpha,delta_rho,delta_t,delta_h,delta_alpha,raw_rmse,orbit_rmse,orbit_absorption_fraction,orbit_ratio,best_shift,nontrivial_best_shift
1,t,0.03,1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,0.041999999999999996,0.0,0.0,0.0009276656080529504,0.0009276656080529504,0.0,1.0,0,0
1,h,0.03,-1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,0.0,-0.026999999999999996,0.0,0.00072682662757539,0.00072682662757539,0.0,1.0,0,0
1,h,0.03,1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,0.0,0.026999999999999996,0.0,0.0007275333475253954,0.0007275333475253954,0.0,1.0,0,0
1,alpha,0.06,-1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,0.0,0.0,-0.07200000000000001,0.020113197207415882,0.020113197207415882,0.0,1.0,0,0
1,alpha,0.06,1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,0.0,0.0,0.07200000000000001,0.019080841504019935,0.019080841504019935,0.0,1.0,0,0
1,geometry_random,0.06,-1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.009305695284345113,0.019474730287421572,0.004394591880710928,0.0,0.0007685174806456582,0.0007685174806456582,0.0,1.0,0,0
1,geometry_random,0.06,1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,-0.009305695284345113,-0.019474730287421572,-0.004394591880710928,0.0,0.0007252610448655948,0.0007252610448655948,0.0,1.0,0,0
1,rho,0.06,-1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,-0.0096,0.0,0.0,0.0,0.00046948941024058544,0.00046948941024058544,0.0,1.0,0,0
1,rho,0.06,1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0096,0.0,0.0,0.0,0.0004758342084283319,0.0004758342084283319,0.0,1.0,0,0
1,t,0.06,-1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,-0.08399999999999999,0.0,0.0,0.0018496951009739858,0.0018496951009739858,0.0,1.0,0,0
1,t,0.06,1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,0.08399999999999999,0.0,0.0,0.0018568547628776044,0.0018568547628776044,0.0,1.0,0,0
1,h,0.06,-1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,0.0,-0.05399999999999999,0.0,0.0014528133267799307,0.0014528133267799307,0.0,1.0,0,0
1,h,0.06,1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,0.0,0.05399999999999999,0.0,0.0014560292424734766,0.0014560292424734766,0.0,1.0,0,0
1,alpha,0.1,-1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,0.0,0.0,-0.12000000000000002,0.0341574887117964,0.0341574887117964,0.0,1.0,0,0
1,alpha,0.1,1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,0.0,0.0,0.12000000000000002,0.03124965953732131,0.03124965953732131,0.0,1.0,0,0
1,geometry_random,0.1,-1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.01550949214057519,0.03245788381236929,0.007324319801184881,0.0,0.0013055135790644816,0.0013055135790644816,0.0,1.0,0,0
1,geometry_random,0.1,1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,-0.01550949214057519,-0.03245788381236929,-0.007324319801184881,0.0,0.0011853563038212527,0.0011853563038212527,0.0,1.0,0,0
1,rho,0.1,-1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,-0.016,0.0,0.0,0.0,0.0007792044134728115,0.0007792044134728115,0.0,1.0,0,0
1,rho,0.1,1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.016,0.0,0.0,0.0,0.0007968418689845186,0.0007968418689845186,0.0,1.0,0,0
1,t,0.1,-1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,-0.13999999999999999,0.0,0.0,0.0030784515385343628,0.0030784515385343628,0.0,1.0,0,0
1,t,0.1,1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,0.13999999999999999,0.0,0.0,0.003098061266245601,0.003098061266245601,0.0,1.0,0,0
1,h,0.1,-1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,0.0,-0.09,0.0,0.0024197669894732107,0.0024197669894732107,0.0,1.0,0,0
1,h,0.1,1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,0.0,0.09,0.0,0.00242859466781861,0.00242859466781861,0.0,1.0,0,0
1,alpha,0.14,-1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,0.0,0.0,-0.16800000000000004,0.04876947803330325,0.04876947803330325,0.0,1.0,0,0
1,alpha,0.14,1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,0.0,0.0,0.16800000000000004,0.04303197799211731,0.04303197799211731,0.0,1.0,0,0
1,geometry_random,0.14,-1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.02171328899680527,0.04544103733731701,0.010254047721658832,0.0,0.0018625421164616747,0.0018625421164616747,0.0,1.0,0,0
1,geometry_random,0.14,1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,-0.02171328899680527,-0.04544103733731701,-0.010254047721658832,0.0,0.0016271308170161922,0.0016271308170161922,0.0,1.0,0,0
1,rho,0.14,-1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,-0.022400000000000003,0.0,0.0,0.0,0.0010864768306730983,0.0010864768306730983,0.0,1.0,0,0
1,rho,0.14,1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.022400000000000003,0.0,0.0,0.0,0.0011210696665565378,0.0011210696665565378,0.0,1.0,0,0
1,t,0.14,-1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,-0.196,0.0,0.0,0.004303475762686597,0.004303475762686597,0.0,1.0,0,0
1,t,0.14,1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,0.196,0.0,0.0,0.004342396216288509,0.004342396216288509,0.0,1.0,0,0
1,h,0.14,-1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,0.0,-0.126,0.0,0.0033855813158219137,0.0033855813158219137,0.0,1.0,0,0
1,h,0.14,1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,0.0,0.126,0.0,0.0034024839847389705,0.0034024839847389705,0.0,1.0,0,0
2,alpha,0.03,-1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.0,0.0,0.0,-0.036000000000000004,0.01170037508966738,0.01170037508966738,0.0,1.0,0,0
2,alpha,0.03,1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.0,0.0,0.0,0.036000000000000004,0.011327614421062726,0.011327614421062726,0.0,1.0,0,0
2,geometry_random,0.03,-1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,-0.002069094351589303,0.025199382121564442,0.018196553580820406,0.0,0.00021459099690359775,0.00021459099690359775,0.0,1.0,0,0
2,geometry_random,0.03,1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.002069094351589303,-0.025199382121564442,-0.018196553580820406,0.0,0.00020805704942454455,0.00020805704942454455,0.0,1.0,0,0
2,rho,0.03,-1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,-0.0048,0.0,0.0,0.0,0.0011381523130859037,0.0011381523130859037,0.0,1.0,0,0
2,rho,0.03,1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.0048,0.0,0.0,0.0,0.0011391434625194709,0.0011391434625194709,0.0,1.0,0,0
2,t,0.03,-1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.0,-0.041999999999999996,0.0,0.0,0.0004177531629580333,0.0004177531629580333,0.0,1.0,0,0
2,t,0.03,1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.0,0.041999999999999996,0.0,0.0,0.0004178868833986278,0.0004178868833986278,0.0,1.0,0,0
2,h,0.03,-1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.0,0.0,-0.026999999999999996,0.0,0.0002946971750629052,0.0002946971750629052,0.0,1.0,0,0
2,h,0.03,1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.0,0.0,0.026999999999999996,0.0,0.0002948103003809914,0.0002948103003809914,0.0,1.0,0,0
2,alpha,0.06,-1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.0,0.0,0.0,-0.07200000000000001,0.02379421086624495,0.02379421086624495,0.0,1.0,0,0
2,alpha,0.06,1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.0,0.0,0.0,0.07200000000000001,0.02230926672912891,0.02230926672912891,0.0,1.0,0,0
2,geometry_random,0.06,-1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,-0.004138188703178606,0.050398764243128884,0.03639310716164081,0.0,0.00043596602243235424,0.00043596602243235424,0.0,1.0,0,0
2,geometry_random,0.06,1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.004138188703178606,-0.050398764243128884,-0.03639310716164081,0.0,0.0004098303255515205,0.0004098303255515205,0.0,1.0,0,0
2,rho,0.06,-1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,-0.0096,0.0,0.0,0.0,0.0022752789855875403,0.0022752789855875403,0.0,1.0,0,0
2,rho,0.06,1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.0096,0.0,0.0,0.0,0.0022795082095924124,0.0022795082095924124,0.0,1.0,0,0
2,t,0.06,-1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.0,-0.08399999999999999,0.0,0.0,0.000835410807831481,0.000835410807831481,0.0,1.0,0,0
2,t,0.06,1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.0,0.08399999999999999,0.0,0.0,0.000835911243848409,0.000835911243848409,0.0,1.0,0,0
2,h,0.06,-1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.0,0.0,-0.05399999999999999,0.0,0.0005892802561251755,0.0005892802561251755,0.0,1.0,0,0
2,h,0.06,1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.0,0.0,0.05399999999999999,0.0,0.0005897352871012622,0.0005897352871012622,0.0,1.0,0,0
2,alpha,0.1,-1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.0,0.0,0.0,-0.12000000000000002,0.0405863775226118,0.04057345701751752,0.0003183458559976593,0.9996816541440023,63,1
2,alpha,0.1,1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.0,0.0,0.0,0.12000000000000002,0.036450015847847086,0.036450015847847086,0.0,1.0,0,0
2,geometry_random,0.1,-1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,-0.006896981171964344,0.08399794040521481,0.06065517860273469,0.0,0.0007420902183526486,0.0007420902183526486,0.0,1.0,0,0
2,geometry_random,0.1,1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.006896981171964344,-0.08399794040521481,-0.06065517860273469,0.0,0.0006695511343525693,0.0006695511343525693,0.0,1.0,0,0
2,rho,0.1,-1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,-0.016,0.0,0.0,0.0,0.0037897520435762225,0.0037897520435762225,0.0,1.0,0,0
2,rho,0.1,1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.016,0.0,0.0,0.0,0.0038019622686207874,0.0038019622686207874,0.0,1.0,0,0
2,t,0.1,-1,0.13022065409907543,-0.3713502593404644,1.129928917230742,0.5510399250596498,0.23672759718369696,0.21223247775665322,1.102197330497232,0.0,-0.13999999999999999,0.0,0.0,0.0013921125884309553,0.0013921125884309553,0.0,1.0,0,0
