base_index,perturbation_type,step_fraction,sign,base_rho,base_t,base_h,base_w1,base_w2,base_w3,base_alpha,delta_rho,delta_t,delta_h,delta_alpha,raw_rmse,orbit_rmse,orbit_absorption_fraction,orbit_ratio,best_shift,nontrivial_best_shift
0,alpha,0.03,-1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,0.0,0.0,-0.036000000000000004,0.011706290682858552,0.011706290682858552,0.0,1.0,0,0
0,alpha,0.03,1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,0.0,0.0,0.036000000000000004,0.011338770039419825,0.011338770039419825,0.0,1.0,0,0
0,geometry_random,0.03,-1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,-0.002489392125595954,-0.00883618153364402,-0.022375293531376208,0.0,0.0004188393898585581,0.0004188393898585581,0.0,1.0,0,0
0,geometry_random,0.03,1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.002489392125595954,0.00883618153364402,0.022375293531376208,0.0,0.000437343814185031,0.000437343814185031,0.0,1.0,0,0
0,rho,0.03,-1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,-0.0048,0.0,0.0,0.0,0.00028243328990682973,0.00028243328990682973,0.0,1.0,0,0
0,rho,0.03,1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0048,0.0,0.0,0.0,0.0002828342860542359,0.0002828342860542359,0.0,1.0,0,0
0,t,0.03,-1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,-0.041999999999999996,0.0,0.0,0.0012070222767050231,0.0012070222767050231,0.0,1.0,0,0
0,t,0.03,1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,0.041999999999999996,0.0,0.0,0.0011601211812421058,0.0011601211812421058,0.0,1.0,0,0
0,h,0.03,-1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,0.0,-0.026999999999999996,0.0,0.0008243226819835309,0.0008243226819835309,0.0,1.0,0,0
0,h,0.03,1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,0.0,0.026999999999999996,0.0,0.0008127236820068053,0.0008127236820068053,0.0,1.0,0,0
0,alpha,0.06,-1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,0.0,0.0,-0.07200000000000001,0.02380341819464903,0.02380341819464903,0.0,1.0,0,0
0,alpha,0.06,1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,0.0,0.0,0.07200000000000001,0.022335798412953373,0.022335798412953373,0.0,1.0,0,0
0,geometry_random,0.06,-1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,-0.004978784251191908,-0.01767236306728804,-0.044750587062752416,0.0,0.0008192406743195197,0.0008192406743195197,0.0,1.0,0,0
0,geometry_random,0.06,1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.004978784251191908,0.01767236306728804,0.044750587062752416,0.0,0.0008932556294987467,0.0008932556294987467,0.0,1.0,0,0
0,rho,0.06,-1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,-0.0096,0.0,0.0,0.0,0.0005644795606148644,0.0005644795606148644,0.0,1.0,0,0
0,rho,0.06,1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0096,0.0,0.0,0.0,0.0005660535575511841,0.0005660535575511841,0.0,1.0,0,0
0,t,0.06,-1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,-0.08399999999999999,0.0,0.0,0.002461093088169636,0.002461093088169636,0.0,1.0,0,0
0,t,0.06,1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,0.08399999999999999,0.0,0.0,0.002273508280159668,0.002273508280159668,0.0,1.0,0,0
0,h,0.06,-1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,0.0,-0.05399999999999999,0.0,0.0016606371294946545,0.0016606371294946545,0.0,1.0,0,0
0,h,0.06,1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,0.0,0.05399999999999999,0.0,0.0016143010164932795,0.0016143010164932795,0.0,1.0,0,0
0,alpha,0.1,-1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,0.0,0.0,-0.12000000000000002,0.0405950252743983,0.032164773347910194,0.20766711855712872,0.7923328814428713,48,1
0,alpha,0.1,1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,0.0,0.0,0.12000000000000002,0.036501452578674716,0.036501452578674716,0.0,1.0,0,0
0,geometry_random,0.1,-1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,-0.008297973751986515,-0.029453938445480065,-0.07458431177125403,0.0,0.0013244524814507263,0.0013244524814507263,0.0,1.0,0,0
0,geometry_random,0.1,1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.008297973751986515,0.029453938445480065,0.07458431177125403,0.0,0.001530098360968653,0.001530098360968653,0.0,1.0,0,0
0,rho,0.1,-1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,-0.016,0.0,0.0,0.0,0.0009399455064771487,0.0009399455064771487,0.0,1.0,0,0
0,rho,0.1,1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.016,0.0,0.0,0.0,0.0009443081716597913,0.0009443081716597913,0.0,1.0,0,0
0,t,0.1,-1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,-0.13999999999999999,0.0,0.0,0.004205404640507023,0.004205404640507023,0.0,1.0,0,0
0,t,0.1,1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,0.13999999999999999,0.0,0.0,0.0036853073482134343,0.0036853073482134343,0.0,1.0,0,0
0,h,0.1,-1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,0.0,-0.09,0.0,0.0027952214143955227,0.0027952214143955227,0.0,1.0,0,0
0,h,0.1,1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,0.0,0.09,0.0,0.0026666144925913842,0.0026666144925913842,0.0,1.0,0,0
0,alpha,0.14,-1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,0.0,0.0,-0.16800000000000004,0.05821317176672085,0.01519102427422682,0.7390448963148374,0.2609551036851626,48,1
0,alpha,0.14,1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,0.0,0.0,0.16800000000000004,0.05015012683895158,0.05015012683895158,0.0,1.0,0,0
0,geometry_random,0.14,-1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,-0.011617163252781122,-0.0412355138236721,-0.10441803647975566,0.0,0.0017970106399203313,0.0017970106399203313,0.0,1.0,0,0
0,geometry_random,0.14,1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.011617163252781122,0.0412355138236721,0.10441803647975566,0.0,0.0022001326077239728,0.0022001326077239728,0.0,1.0,0,0
0,rho,0.14,-1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,-0.022400000000000003,0.0,0.0,0.0,0.0013147628538090566,0.0013147628538090566,0.0,1.0,0,0
0,rho,0.14,1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.022400000000000003,0.0,0.0,0.0,0.001323344567382408,0.001323344567382408,0.0,1.0,0,0
0,t,0.14,-1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,-0.196,0.0,0.0,0.00603088806043832,0.00603088806043832,0.0,1.0,0,0
0,t,0.14,1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,0.196,0.0,0.0,0.0050148475168546635,0.0050148475168546635,0.0,1.0,0,0
0,h,0.14,-1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,0.0,-0.126,0.0,0.003952888903027396,0.003952888903027396,0.0,1.0,0,0
0,h,0.14,1,0.09550977580141402,-0.3623935646154264,0.742978013422579,0.44745943223568824,0.16190671923014918,0.3906338485341626,1.105751323010712,0.0,0.0,0.126,0.0,0.003700669699072645,0.003700669699072645,0.0,1.0,0,0
1,alpha,0.03,-1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,0.0,0.0,-0.036000000000000004,0.009918937524477376,0.009918937524477376,0.0,1.0,0,0
1,alpha,0.03,1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,0.0,0.0,0.036000000000000004,0.009665906252673932,0.009665906252673932,0.0,1.0,0,0
1,geometry_random,0.03,-1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.004652847642172556,0.009737365143710786,0.002197295940355464,0.0,0.0003787655960948673,0.0003787655960948673,0.0,1.0,0,0
1,geometry_random,0.03,1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,-0.004652847642172556,-0.009737365143710786,-0.002197295940355464,0.0,0.00036794802149676996,0.00036794802149676996,0.0,1.0,0,0
1,rho,0.03,-1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,-0.0048,0.0,0.0,0.0,0.00023550598784312973,0.00023550598784312973,0.0,1.0,0,0
1,rho,0.03,1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0048,0.0,0.0,0.0,0.00023709169325202356,0.00023709169325202356,0.0,1.0,0,0
1,t,0.03,-1,0.16794520022655787,0.3104172079523022,1.182327880329861,0.33597122779426347,0.31855077569446716,0.34547799651126937,1.2962696227313277,0.0,-0.041999999999999996,0.0,0.0,0.00092580264188252,0.00092580264188252,0.0,1.0,0,0
