condition,geometry_mae_penalty_factor,weight_mae_penalty_factor,weighted_fit_rmse_penalty_factor,fit_improvement_ratio_vs_canonical
full_clean,0.8332785390326153,1.4559122542351295,0.3757929256080283,0.9848449959487016
full_noisy,0.7712718641743489,1.8164314024527732,0.6674849765082036,0.5049727131999632
partial_arc_noisy,1.394122403433644,1.717280710256798,1.008622714673563,0.567659518236543
sparse_full_noisy,1.3932549724447914,1.279168233107174,1.361309833612324,0.4509828612589823
sparse_partial_high_noise,0.903802948878798,1.191006822536671,0.9589088459660438,0.598778983224921
