split,observation_seed,condition,geometry_skew_bin,mean_band_candidate_count,mean_frontier_candidate_count,mean_cluster_count,mean_cluster_entropy,mean_geometry_span_norm_set,consensus_geometry_bank_span_norm,compression_load,mean_alpha_log_span_set,mean_ambiguity_ratio,mean_poison_pull,mean_supportive_pull,mode_persistence_rate,true_alpha,true_t,true_rotation_shift
calibration,20260410,sparse_full_noisy,low_skew,13.0,16.0,11.6,0.7479459438287472,0.6824064842475962,0.12121175155883814,5.629870664119107,0.30920622157480915,0.4575974799688913,0.036782341019827476,0.2347218586949426,0.8631954842831814,1.147529461864347,0.10972497877703384,47
calibration,20260410,sparse_full_noisy,mid_skew,25.4,16.0,10.6,0.8162504457700412,0.6867965643713807,0.08122773141061343,8.455198150242099,0.4337581666402146,0.6341431850335879,0.002979186753655326,0.29193350063440854,0.9296641988018196,1.2255287217844368,-0.42211193196284297,21
calibration,20260410,sparse_full_noisy,high_skew,34.2,16.0,14.8,0.7937531721443926,0.7699462056848045,0.08088964011906202,9.518477329748475,0.3833291324029437,0.5047247380572231,0.0,0.4121995883628018,0.9221235048791305,0.8719494631553358,0.46748272124058204,4
calibration,20260410,sparse_partial_high_noise,low_skew,83.2,16.0,18.4,0.8628638891122689,0.9192895345895782,0.09447305749498502,9.730705864350558,0.5668153830038625,0.6170786987485253,0.0,0.5180464453586211,0.9547876047348184,1.1217890161161423,0.1451518868676587,53
calibration,20260410,sparse_partial_high_noise,mid_skew,112.0,16.0,19.0,0.8078147523366018,0.918766229420792,0.06167277416054958,14.897436379771321,0.546755526774937,0.5956417164724126,0.0,0.40386770425877955,0.9705718142427371,1.1386629736527398,-0.2053148391190289,6
calibration,20260410,sparse_partial_high_noise,high_skew,132.0,16.0,20.2,0.823415289166044,0.9261441588664436,0.06805065076799008,13.60962971572473,0.5695222580146424,0.61624679384921,0.0,0.38120182102711714,0.9514392964511742,1.2163133874347725,-0.6622995711727697,22
calibration,20260411,sparse_full_noisy,low_skew,15.8,16.0,12.0,0.7622440003077988,0.7149403647758235,0.13461221848831098,5.311110483168399,0.2808480655303154,0.4063526204598866,0.021538583444412365,0.26419203381762335,0.847718100351079,1.1404088967626327,0.02496537790705635,55
calibration,20260411,sparse_full_noisy,mid_skew,27.0,16.0,12.0,0.8293349197332851,0.8137281379460584,0.10739557067308174,7.576924568175101,0.42975237094983765,0.5300069481997214,0.003971145962669873,0.5203840097514381,0.8112046421386314,1.1623349409627526,0.2213605062322707,61
calibration,20260411,sparse_full_noisy,high_skew,32.2,16.0,14.4,0.803907052320578,0.8345099303788235,0.06586247597365931,12.670491323657085,0.34562329274178755,0.41498702086074923,0.0009608360396303157,0.4050543739514795,0.9023759150555464,0.8975141620964918,-0.45991871872541895,58
calibration,20260411,sparse_partial_high_noise,low_skew,60.2,16.0,16.6,0.8263812141858734,0.8633458012861934,0.060444355307244624,14.28331557012597,0.27749635214127055,0.3219125215475749,0.0,0.45954229543642444,0.9763553153642974,1.159371427099871,0.14686963596079392,15
calibration,20260411,sparse_partial_high_noise,mid_skew,101.2,16.0,17.4,0.8333928590444378,0.9087758049353483,0.0855728829903027,10.619904030092483,0.6166075956607922,0.6789673368250293,0.0,0.4347692975939939,0.9476954614530388,1.2226140284530431,0.2578962401373784,21
calibration,20260411,sparse_partial_high_noise,high_skew,99.2,16.0,17.2,0.8275031029192897,0.8853329295449204,0.10320584348860161,8.578321726934963,0.7573916103896113,0.8551995734188637,0.0,0.576984845159066,0.9903726953182173,1.2745425961678112,0.6954212915285561,18
calibration,20260412,sparse_full_noisy,low_skew,25.2,16.0,11.0,0.7666441366345824,0.7888910223629475,0.08413322805207822,9.376687910686444,0.27720871607391284,0.35267886389411907,0.009186039903110014,0.2853211666182073,0.9071578022594272,0.8962159817208718,0.07936317382920971,18
calibration,20260412,sparse_full_noisy,mid_skew,29.2,16.0,12.4,0.8427067144099512,0.7672540571503417,0.05259883406335644,14.586902367953012,0.45282980701706377,0.5925019060735732,0.001541112849621761,0.2702654966261206,0.9058579530071116,0.8301997466221273,-0.3456479674719034,7
calibration,20260412,sparse_full_noisy,high_skew,27.6,16.0,13.8,0.8231518124998992,0.7825370759543777,0.08844494001013858,8.847731434547576,0.3140842863099578,0.40364508086455525,0.006301451301542399,0.2871291823732841,0.9313811315962504,1.1321343287894376,0.5160498421535533,31
calibration,20260412,sparse_partial_high_noise,low_skew,91.0,16.0,18.6,0.8313701606244532,0.9094204195533943,0.05590170835983537,16.26820442945176,0.417530701726666,0.4601633536052875,0.0,0.27446068350999014,0.9586470679010487,1.1685674195962412,0.14831088408388507,32
calibration,20260412,sparse_partial_high_noise,mid_skew,15.2,16.0,12.4,0.7798517637933403,0.5655694569611018,0.10786252719423058,5.243428572210882,0.29188487870444024,0.5165813191695042,0.004475319556366972,0.32982819326252877,0.8643939254312641,0.8812085887392607,0.4266360032401446,58
calibration,20260412,sparse_partial_high_noise,high_skew,116.0,16.0,17.6,0.8144843408657627,0.8952899023519489,0.08812561230390076,10.15924745310757,0.9049414500712466,1.0122866678493385,0.0,0.4138580001040684,0.9520277816447023,0.791242631916462,-0.6767255273818573,1
calibration,20260416,sparse_full_noisy,low_skew,34.2,16.0,11.6,0.8372302733679303,0.7906409842709285,0.06823734025871386,11.586632498765429,0.4406041040651081,0.5598290353702347,0.0,0.3322330382354344,0.9177138189249524,0.843420762150945,0.03544723703524339,0
calibration,20260416,sparse_full_noisy,mid_skew,32.4,16.0,13.4,0.8078623693133956,0.8427386009048558,0.06927176409363446,12.165687014491622,0.29897585136979266,0.35489897292572564,0.0,0.34558545206588515,0.9309137069063629,0.8914591742959608,-0.41798272193138025,2
calibration,20260416,sparse_full_noisy,high_skew,38.4,16.0,13.0,0.786765894766128,0.772141720962271,0.11814447223484763,6.535572137707868,0.5676106303413835,0.7457008743492661,0.0,0.4738227371856459,0.9065187551598661,0.7919341547849998,0.6727910454320641,59
calibration,20260416,sparse_partial_high_noise,low_skew,94.4,16.0,18.2,0.8339989305235662,0.897427787439448,0.07855455396525808,11.424261766368742,0.6747641241018935,0.7526313736269886,0.0,0.5172354072927556,0.9744536377906078,1.251449993747517,-0.011978891607849106,32
calibration,20260416,sparse_partial_high_noise,mid_skew,102.8,16.0,17.0,0.8445267086891711,0.9026830015305249,0.0930752919785948,9.698417080852364,0.686822949001196,0.761735978575009,0.0,0.4114396242603068,0.9607213644084555,1.2419793681897893,-0.44764907761156186,12
calibration,20260416,sparse_partial_high_noise,high_skew,123.0,16.0,17.4,0.83301394046429,0.9100605016919993,0.08543304602698114,10.65232417681312,0.8423572842061494,0.9262150484791294,0.0,0.46250215923550775,0.9671017511982652,1.1866154632460388,0.6027915804267757,5
calibration,20260417,sparse_full_noisy,low_skew,42.4,16.0,14.2,0.8312594852639765,0.8314061300388351,0.06277162259447633,13.24493609811507,0.41052688095492085,0.4939956505736681,0.0,0.3005547920664232,0.8782200558831701,1.1253636301066579,0.0032712117242083226,39
calibration,20260417,sparse_full_noisy,mid_skew,22.8,16.0,10.6,0.7585285768081635,0.7122236950930946,0.222663693114983,3.19865212477772,0.583024113304415,0.8794644158911108,0.006214772778542361,0.38629758332639186,0.9633004985112233,0.7818524568839363,0.22568076777600718,9
calibration,20260417,sparse_full_noisy,high_skew,13.8,16.0,12.6,0.7852858382480778,0.6985176515603606,0.13528857860692853,5.163167938883109,0.4377998361577705,0.6379916089381179,0.006452563107229114,0.38980875111518526,0.891552704882635,0.8225173096767153,0.5662878117286482,16
