e,w,a_budget,c,x_left_over_a,x_right_over_a,y_max_over_a,area_over_a2,perimeter_over_2pi_a,centroid_x_over_a
0.1,0.3,0.75,0.07500000000000001,-0.96,1.0399999999999991,0.9957977487847964,3.128284818134707,0.9978894141207953,0.040081790617204405
0.1,0.3,1.0,0.1,-0.9600000000000004,1.0399999999999991,0.9957977487847963,3.12828481809929,0.9978894141179515,0.040081790622763694
0.1,0.3,1.5,0.15000000000000002,-0.96,1.0399999999999991,0.9957977487847964,3.128284818134707,0.9978894141207953,0.040081790617204405
0.1,0.3,2.5,0.25,-0.9600000000000009,1.0399999999999991,0.9957977487847962,3.1282848181026583,0.9978894141182219,0.04008179062383998
0.1,0.3,4.0,0.4,-0.9600000000000004,1.0399999999999991,0.9957977487847963,3.12828481809929,0.9978894141179515,0.040081790622763694
0.1,0.4,0.75,0.07500000000000001,-0.9799999999999992,1.0200000000000007,0.9951901501947383,3.1263953383043903,0.9975890109486124,0.020046979385138147
0.1,0.4,1.0,0.1,-0.9799999999999991,1.020000000000001,0.9951901501947382,3.126395338303893,0.9975890109485722,0.020046979385297387
0.1,0.4,1.5,0.15000000000000002,-0.9799999999999992,1.0200000000000007,0.9951901501947383,3.1263953383043903,0.9975890109486124,0.020046979385138147
0.1,0.4,2.5,0.25,-0.979999999999999,1.020000000000001,0.9951901501947382,3.1263953383095866,0.99758901094903,0.020046979383476535
0.1,0.4,4.0,0.4,-0.9799999999999991,1.020000000000001,0.9951901501947382,3.126395338303893,0.9975890109485722,0.020046979385297387
0.1,0.5,0.75,0.07500000000000001,-1.0000000000000002,1.000000000000001,0.9949870910482873,3.12576551291863,0.9974888867817431,-2.806394946771718e-17
0.1,0.5,1.0,0.1,-1.0000000000000002,1.0000000000000009,0.9949870910482873,3.1257655129186293,0.9974888867817432,1.7759218022539782e-16
0.1,0.5,1.5,0.15000000000000002,-1.0000000000000002,1.000000000000001,0.9949870910482873,3.12576551291863,0.9974888867817431,-2.806394946771718e-17
0.1,0.5,2.5,0.25,-1.0,1.0,0.9949870910482872,3.125765512918631,0.997488886781743,7.27417570203229e-17
0.1,0.5,4.0,0.4,-1.0000000000000002,1.0000000000000009,0.9949870910482873,3.1257655129186293,0.9974888867817432,1.7759218022539782e-16
0.1,0.6,0.75,0.07500000000000001,-1.0200000000000016,0.9800000000000004,0.9951901501947383,3.126395338240759,0.9975890109434964,-0.020046979405481554
0.1,0.6,1.0,0.1,-1.020000000000001,0.9800000000000005,0.9951901501947382,3.1263953382407577,0.9975890109434963,-0.020046979405481696
0.1,0.6,1.5,0.15000000000000002,-1.0200000000000016,0.9800000000000004,0.9951901501947383,3.126395338240759,0.9975890109434964,-0.020046979405481554
0.1,0.6,2.5,0.25,-1.020000000000001,0.9800000000000008,0.9951901501947382,3.1263953382407577,0.9975890109434963,-0.020046979405481533
0.1,0.6,4.0,0.4,-1.020000000000001,0.9800000000000005,0.9951901501947382,3.1263953382407577,0.9975890109434963,-0.020046979405481696
0.1,0.7,0.75,0.07500000000000001,-1.0400000000000007,0.9600000000000009,0.9957977487847963,3.12828481802827,0.9978894141122543,-0.04008179060007678
0.1,0.7,1.0,0.1,-1.040000000000001,0.960000000000001,0.9957977487847963,3.12828481802827,0.9978894141122543,-0.04008179060007682
0.1,0.7,1.5,0.15000000000000002,-1.0400000000000007,0.9600000000000009,0.9957977487847963,3.12828481802827,0.9978894141122543,-0.04008179060007678
0.1,0.7,2.5,0.25,-1.040000000000001,0.9600000000000009,0.9957977487847962,3.1282848180282694,0.9978894141122543,-0.04008179060007684
0.1,0.7,4.0,0.4,-1.040000000000001,0.960000000000001,0.9957977487847963,3.12828481802827,0.9978894141122543,-0.04008179060007682
0.15,0.3,0.75,0.11249999999999999,-0.9400000000000007,1.0599999999999996,0.9905396688370262,3.1116556029112976,0.9952472833978112,0.06028500609062289
0.15,0.3,1.0,0.15,-0.9400000000000002,1.0599999999999998,0.9905396688370262,3.111655602895227,0.9952472833965101,0.06028500608546313
0.15,0.3,1.5,0.22499999999999998,-0.9400000000000007,1.0599999999999996,0.9905396688370262,3.1116556029112976,0.9952472833978112,0.06028500609062289
0.15,0.3,2.5,0.375,-0.9399999999999998,1.0599999999999994,0.9905396688370262,3.1116556029349334,0.9952472833997316,0.060285006086969996
0.15,0.3,4.0,0.6,-0.9400000000000002,1.0599999999999998,0.9905396688370262,3.111655602895227,0.9952472833965101,0.06028500608546313
0.15,0.4,0.75,0.11249999999999999,-0.9700000000000006,1.0300000000000002,0.9891510407429002,3.107390983696019,0.9945702306010952,0.030163403468440837
0.15,0.4,1.0,0.15,-0.9699999999999995,1.0299999999999996,0.9891510407429001,3.1073909838016625,0.9945702306096886,0.030163403472351698
0.15,0.4,1.5,0.22499999999999998,-0.9700000000000006,1.0300000000000002,0.9891510407429002,3.107390983696019,0.9945702306010952,0.030163403468440837
0.15,0.4,2.5,0.375,-0.9699999999999994,1.0299999999999996,0.9891510407429001,3.107390983803724,0.9945702306098582,0.030163403467002674
0.15,0.4,4.0,0.6,-0.9699999999999995,1.0299999999999996,0.9891510407429001,3.1073909838016625,0.9945702306096886,0.030163403472351698
0.15,0.5,0.75,0.11249999999999999,-1.0,0.9999999999999994,0.9886856527975786,3.105969458787955,0.9943445996110187,1.686170987039962e-11
0.15,0.5,1.0,0.15,-0.9999999999999999,0.9999999999999994,0.9886856527975785,3.10596945880871,0.9943445996127085,1.2229039801283976e-11
0.15,0.5,1.5,0.22499999999999998,-1.0,0.9999999999999994,0.9886856527975786,3.105969458787955,0.9943445996110187,1.686170987039962e-11
0.15,0.5,2.5,0.375,-1.0,1.0,0.9886856527975786,3.1059694587355557,0.9943445996067517,-2.4401793435083784e-17
0.15,0.5,4.0,0.6,-0.9999999999999999,0.9999999999999994,0.9886856527975785,3.10596945880871,0.9943445996127085,1.2229039801283976e-11
0.15,0.6,0.75,0.11249999999999999,-1.0299999999999996,0.970000000000001,0.9891510407429002,3.1073909837456974,0.9945702306051314,-0.03016340348441598
0.15,0.6,1.0,0.15,-1.0299999999999998,0.9700000000000008,0.9891510407429001,3.107390983714648,0.9945702306026087,-0.030163403474431503
0.15,0.6,1.5,0.22499999999999998,-1.0299999999999996,0.970000000000001,0.9891510407429002,3.1073909837456974,0.9945702306051314,-0.03016340348441598
0.15,0.6,2.5,0.375,-1.0299999999999996,0.9700000000000012,0.9891510407429001,3.107390983751783,0.9945702306056259,-0.030163403486373024
0.15,0.6,4.0,0.6,-1.0299999999999998,0.9700000000000008,0.9891510407429001,3.107390983714648,0.9945702306026087,-0.030163403474431503
0.15,0.7,0.75,0.11249999999999999,-1.0599999999999996,0.940000000000001,0.9905396688370263,3.1116556028995013,0.9952472833968562,-0.06028500608683548
0.15,0.7,1.0,0.15,-1.0599999999999987,0.9400000000000007,0.9905396688370262,3.1116556029350377,0.9952472833997333,-0.06028500609824571
0.15,0.7,1.5,0.22499999999999998,-1.0599999999999996,0.940000000000001,0.9905396688370263,3.1116556028995013,0.9952472833968562,-0.06028500608683548
0.15,0.7,2.5,0.375,-1.0599999999999992,0.9400000000000001,0.9905396688370264,3.111655602913818,0.9952472833980155,-0.060285006091432745
0.15,0.7,4.0,0.6,-1.0599999999999987,0.9400000000000007,0.9905396688370262,3.1116556029350377,0.9952472833997333,-0.06028500609824571
0.2,0.3,0.75,0.15000000000000002,-0.9200000000000005,1.0799999999999996,0.9831680290193677,3.088193922916605,0.9915256632084604,0.08069173235920922
0.2,0.3,1.0,0.2,-0.9200000000000002,1.08,0.9831680290193676,3.088193922862242,0.9915256632040044,0.08069173234162987
0.2,0.3,1.5,0.30000000000000004,-0.9200000000000005,1.0799999999999996,0.9831680290193677,3.088193922916605,0.9915256632084604,0.08069173235920922
0.2,0.3,2.5,0.5,-0.9200000000000005,1.0800000000000003,0.9831680290193676,3.0881939228622435,0.9915256632040043,0.08069173234162985
0.2,0.3,4.0,0.8,-0.9200000000000002,1.08,0.9831680290193676,3.088193922862242,0.9915256632040044,0.08069173234162987
