e,w,a1,a2,mean_collapse_error,max_collapse_error
0.45,0.5,2.5,4.0,1.0536730951980469e-08,1.0545457736699759e-08
0.45,0.6,0.75,1.0,2.1833058001828007e-15,5.731375151869636e-15
0.45,0.6,0.75,1.5,0.0,0.0
0.45,0.6,0.75,2.5,2.4542357674628153e-15,1.0039387759899921e-14
0.45,0.6,0.75,4.0,2.1833058001828007e-15,5.731375151869636e-15
0.45,0.6,1.0,1.5,2.1833058001828007e-15,5.731375151869636e-15
0.45,0.6,1.0,2.5,2.1355019079116e-15,8.361064831788347e-15
0.45,0.6,1.0,4.0,0.0,0.0
0.45,0.6,1.5,2.5,2.4542357674628153e-15,1.0039387759899921e-14
0.45,0.6,1.5,4.0,2.1833058001828007e-15,5.731375151869636e-15
0.45,0.6,2.5,4.0,2.1355019079116e-15,8.361064831788347e-15
0.45,0.7,0.75,1.0,7.589007851090711e-09,7.597099010995348e-09
0.45,0.7,0.75,1.5,0.0,0.0
0.45,0.7,0.75,2.5,8.179213416930721e-09,8.187928453585508e-09
0.45,0.7,0.75,4.0,7.589007851090711e-09,7.597099010995348e-09
0.45,0.7,1.0,1.5,7.589007851090711e-09,7.597099010995348e-09
0.45,0.7,1.0,2.5,5.902243112690023e-10,5.939075308845422e-10
0.45,0.7,1.0,4.0,0.0,0.0
0.45,0.7,1.5,2.5,8.179213416930721e-09,8.187928453585508e-09
0.45,0.7,1.5,4.0,7.589007851090711e-09,7.597099010995348e-09
0.45,0.7,2.5,4.0,5.902243112690023e-10,5.939075308845422e-10
0.5,0.3,0.75,1.0,1.3726802046714632e-11,6.339730630316182e-10
0.5,0.3,0.75,1.5,0.0,0.0
0.5,0.3,0.75,2.5,5.960463763110986e-09,5.963783116750641e-09
0.5,0.3,0.75,4.0,1.3726802046714632e-11,6.339730630316182e-10
0.5,0.3,1.0,1.5,1.3726802046714632e-11,6.339730630316182e-10
0.5,0.3,1.0,2.5,5.960729077001384e-09,6.008404832828262e-09
0.5,0.3,1.0,4.0,0.0,0.0
0.5,0.3,1.5,2.5,5.960463763110986e-09,5.963783116750641e-09
0.5,0.3,1.5,4.0,1.3726802046714632e-11,6.339730630316182e-10
0.5,0.3,2.5,4.0,5.960729077001384e-09,6.008404832828262e-09
0.5,0.4,0.75,1.0,3.5122410273868315e-09,3.5147903236088263e-09
0.5,0.4,0.75,1.5,0.0,0.0
0.5,0.4,0.75,2.5,7.024485920547763e-09,7.029579928330741e-09
0.5,0.4,0.75,4.0,3.5122410273868315e-09,3.5147903236088263e-09
0.5,0.4,1.0,1.5,3.5122410273868315e-09,3.5147903236088263e-09
0.5,0.4,1.0,2.5,1.0536726947934593e-08,1.0544370251939566e-08
0.5,0.4,1.0,4.0,0.0,0.0
0.5,0.4,1.5,2.5,7.024485920547763e-09,7.029579928330741e-09
0.5,0.4,1.5,4.0,3.5122410273868315e-09,3.5147903236088263e-09
0.5,0.4,2.5,4.0,1.0536726947934593e-08,1.0544370251939566e-08
0.5,0.5,0.75,1.0,2.393236783214031e-15,8.756697161476533e-15
0.5,0.5,0.75,1.5,0.0,0.0
0.5,0.5,0.75,2.5,3.4877667491304198e-15,9.12614131268178e-15
0.5,0.5,0.75,4.0,2.393236783214031e-15,8.756697161476533e-15
0.5,0.5,1.0,1.5,2.393236783214031e-15,8.756697161476533e-15
0.5,0.5,1.0,2.5,4.097696264600161e-15,1.1378567399694856e-14
0.5,0.5,1.0,4.0,0.0,0.0
0.5,0.5,1.5,2.5,3.4877667491304198e-15,9.12614131268178e-15
0.5,0.5,1.5,4.0,2.393236783214031e-15,8.756697161476533e-15
0.5,0.5,2.5,4.0,4.097696264600161e-15,1.1378567399694856e-14
0.5,0.6,0.75,1.0,1.2904910495109867e-08,1.2933564322528857e-08
0.5,0.6,0.75,1.5,0.0,0.0
0.5,0.6,0.75,2.5,1.1255333444198581e-11,6.313662823082024e-10
0.5,0.6,0.75,4.0,1.2904910495109867e-08,1.2933564322528857e-08
0.5,0.6,1.0,1.5,1.2904910495109867e-08,1.2933564322528857e-08
0.5,0.6,1.0,2.5,1.2904821103885133e-08,1.2917882365226382e-08
0.5,0.6,1.0,4.0,0.0,0.0
0.5,0.6,1.5,2.5,1.1255333444198581e-11,6.313662823082024e-10
0.5,0.6,1.5,4.0,1.2904910495109867e-08,1.2933564322528857e-08
0.5,0.6,2.5,4.0,1.2904821103885133e-08,1.2917882365226382e-08
0.5,0.7,0.75,1.0,1.825018811889431e-08,1.8270853301012684e-08
0.5,0.7,0.75,1.5,0.0,0.0
0.5,0.7,0.75,2.5,2.6656100177230685e-08,2.6686288759676227e-08
0.5,0.7,0.75,4.0,1.825018811889431e-08,1.8270853301012684e-08
0.5,0.7,1.0,1.5,1.825018811889431e-08,1.8270853301012684e-08
0.5,0.7,1.0,2.5,8.405912058336374e-09,8.415435458663546e-09
0.5,0.7,1.0,4.0,0.0,0.0
0.5,0.7,1.5,2.5,2.6656100177230685e-08,2.6686288759676227e-08
0.5,0.7,1.5,4.0,1.825018811889431e-08,1.8270853301012684e-08
0.5,0.7,2.5,4.0,8.405912058336374e-09,8.415435458663546e-09
0.55,0.3,0.75,1.0,1.9015794351423095e-15,7.459178622433538e-15
0.55,0.3,0.75,1.5,0.0,0.0
0.55,0.3,0.75,2.5,6.180287989034071e-15,1.5463617361248928e-14
0.55,0.3,0.75,4.0,1.9015794351423095e-15,7.459178622433538e-15
0.55,0.3,1.0,1.5,1.9015794351423095e-15,7.459178622433538e-15
0.55,0.3,1.0,2.5,4.602492062475866e-15,9.805852781653154e-15
0.55,0.3,1.0,4.0,0.0,0.0
0.55,0.3,1.5,2.5,6.180287989034071e-15,1.5463617361248928e-14
0.55,0.3,1.5,4.0,1.9015794351423095e-15,7.459178622433538e-15
0.55,0.3,2.5,4.0,4.602492062475866e-15,9.805852781653154e-15
0.55,0.4,0.75,1.0,8.090464961626368e-10,8.096785155552939e-10
0.55,0.4,0.75,1.5,0.0,0.0
0.55,0.4,0.75,2.5,9.934118080809283e-09,9.94185016548213e-09
0.55,0.4,0.75,4.0,8.090464961626368e-10,8.096785155552939e-10
0.55,0.4,1.0,1.5,8.090464961626368e-10,8.096785155552939e-10
0.55,0.4,1.0,2.5,9.125071584646661e-09,9.132171649926865e-09
0.55,0.4,1.0,4.0,0.0,0.0
0.55,0.4,1.5,2.5,9.934118080809283e-09,9.94185016548213e-09
0.55,0.4,1.5,4.0,8.090464961626368e-10,8.096785155552939e-10
0.55,0.4,2.5,4.0,9.125071584646661e-09,9.132171649926865e-09
0.55,0.5,0.75,1.0,4.329068121581275e-15,1.4413778007477808e-14
0.55,0.5,0.75,1.5,0.0,0.0
0.55,0.5,0.75,2.5,4.964317860284532e-15,1.0928227005304874e-14
0.55,0.5,0.75,4.0,4.329068121581275e-15,1.4413778007477808e-14
0.55,0.5,1.0,1.5,4.329068121581275e-15,1.4413778007477808e-14
0.55,0.5,1.0,2.5,4.836440992100047e-15,1.152067043636937e-14
0.55,0.5,1.0,4.0,0.0,0.0
0.55,0.5,1.5,2.5,4.964317860284532e-15,1.0928227005304874e-14
0.55,0.5,1.5,4.0,4.329068121581275e-15,1.4413778007477808e-14
0.55,0.5,2.5,4.0,4.836440992100047e-15,1.152067043636937e-14
0.55,0.6,0.75,1.0,8.536876014659015e-10,1.080422299572739e-09
0.55,0.6,0.75,1.5,0.0,0.0
0.55,0.6,0.75,2.5,1.4049075517556798e-08,1.4078200704928562e-08
0.55,0.6,0.75,4.0,8.536876014659015e-10,1.080422299572739e-09
0.55,0.6,1.0,1.5,8.536876014659015e-10,1.080422299572739e-09
0.55,0.6,1.0,2.5,1.4901205488128052e-08,1.4917300886254027e-08
0.55,0.6,1.0,4.0,0.0,0.0
0.55,0.6,1.5,2.5,1.4049075517556798e-08,1.4078200704928562e-08
0.55,0.6,1.5,4.0,8.536876014659015e-10,1.080422299572739e-09
0.55,0.6,2.5,4.0,1.4901205488128052e-08,1.4917300886254027e-08
0.55,0.7,0.75,1.0,2.905689309365916e-15,7.149741460773513e-15
0.55,0.7,0.75,1.5,0.0,0.0
0.55,0.7,0.75,2.5,4.960072867549464e-15,1.22156069063769e-14
0.55,0.7,0.75,4.0,2.905689309365916e-15,7.149741460773513e-15
0.55,0.7,1.0,1.5,2.905689309365916e-15,7.149741460773513e-15
0.55,0.7,1.0,2.5,2.257627555642545e-15,8.953700903261348e-15
0.55,0.7,1.0,4.0,0.0,0.0
0.55,0.7,1.5,2.5,4.960072867549464e-15,1.22156069063769e-14
0.55,0.7,1.5,4.0,2.905689309365916e-15,7.149741460773513e-15
0.55,0.7,2.5,4.0,2.257627555642545e-15,8.953700903261348e-15
0.6,0.3,0.75,1.0,1.5141201872710708e-12,6.70993043861272e-11
0.6,0.3,0.75,1.5,0.0,0.0
0.6,0.3,0.75,2.5,6.322022398332644e-09,6.3263603104453685e-09
0.6,0.3,0.75,4.0,1.5141201872710708e-12,6.70993043861272e-11
0.6,0.3,1.0,1.5,1.5141201872710708e-12,6.70993043861272e-11
0.6,0.3,1.0,2.5,6.322031018918433e-09,6.3263674141294546e-09
0.6,0.3,1.0,4.0,0.0,0.0
0.6,0.3,1.5,2.5,6.322022398332644e-09,6.3263603104453685e-09
0.6,0.3,1.5,4.0,1.5141201872710708e-12,6.70993043861272e-11
0.6,0.3,2.5,4.0,6.322031018918433e-09,6.3263674141294546e-09
0.6,0.4,0.75,1.0,1.2530199152697179e-15,4.179219242832202e-15
0.6,0.4,0.75,1.5,0.0,0.0
0.6,0.4,0.75,2.5,3.1016124823459334e-15,8.03071979897996e-15
0.6,0.4,0.75,4.0,1.2530199152697179e-15,4.179219242832202e-15
0.6,0.4,1.0,1.5,1.2530199152697179e-15,4.179219242832202e-15
0.6,0.4,1.0,2.5,2.6040980752319663e-15,9.04746621261025e-15
0.6,0.4,1.0,4.0,0.0,0.0
0.6,0.4,1.5,2.5,3.1016124823459334e-15,8.03071979897996e-15
0.6,0.4,1.5,4.0,1.2530199152697179e-15,4.179219242832202e-15
0.6,0.4,2.5,4.0,2.6040980752319663e-15,9.04746621261025e-15
0.6,0.5,0.75,1.0,2.1853879489050313e-15,6.995506380163048e-15
0.6,0.5,0.75,1.5,0.0,0.0
0.6,0.5,0.75,2.5,1.123295753976291e-15,4.480956954513574e-15
0.6,0.5,0.75,4.0,2.1853879489050313e-15,6.995506380163048e-15
0.6,0.5,1.0,1.5,2.1853879489050313e-15,6.995506380163048e-15
0.6,0.5,1.0,2.5,1.856521658888833e-15,7.418790708647918e-15
0.6,0.5,1.0,4.0,0.0,0.0
0.6,0.5,1.5,2.5,1.123295753976291e-15,4.480956954513574e-15
0.6,0.5,1.5,4.0,2.1853879489050313e-15,6.995506380163048e-15
0.6,0.5,2.5,4.0,1.856521658888833e-15,7.418790708647918e-15
0.6,0.6,0.75,1.0,1.4901215135807818e-08,1.491848379410464e-08
0.6,0.6,0.75,1.5,0.0,0.0
0.6,0.6,0.75,2.5,2.731437005577983e-08,2.7346032475803707e-08
0.6,0.6,0.75,4.0,1.4901215135807818e-08,1.491848379410464e-08
0.6,0.6,1.0,1.5,1.4901215135807818e-08,1.491848379410464e-08
0.6,0.6,1.0,2.5,1.2413154919972018e-08,1.2427548681699068e-08
0.6,0.6,1.0,4.0,0.0,0.0
0.6,0.6,1.5,2.5,2.731437005577983e-08,2.7346032475803707e-08
0.6,0.6,1.5,4.0,1.4901215135807818e-08,1.491848379410464e-08
0.6,0.6,2.5,4.0,1.2413154919972018e-08,1.2427548681699068e-08
0.6,0.7,0.75,1.0,2.230627454997782e-15,8.992849332040182e-15
0.6,0.7,0.75,1.5,0.0,0.0
0.6,0.7,0.75,2.5,1.0477216056046884e-15,4.318467880798754e-15
0.6,0.7,0.75,4.0,2.230627454997782e-15,8.992849332040182e-15
0.6,0.7,1.0,1.5,2.230627454997782e-15,8.992849332040182e-15
0.6,0.7,1.0,2.5,2.0571140075474355e-15,8.000734239781351e-15
0.6,0.7,1.0,4.0,0.0,0.0
0.6,0.7,1.5,2.5,1.0477216056046884e-15,4.318467880798754e-15
0.6,0.7,1.5,4.0,2.230627454997782e-15,8.992849332040182e-15
0.6,0.7,2.5,4.0,2.0571140075474355e-15,8.000734239781351e-15
0.65,0.3,0.75,1.0,6.571336437620993e-09,6.659856257621911e-09
0.65,0.3,0.75,1.5,0.0,0.0
0.65,0.3,0.75,2.5,6.571335931723937e-09,6.6598562141267884e-09
0.65,0.3,0.75,4.0,6.571336437620993e-09,6.659856257621911e-09
0.65,0.3,1.0,1.5,6.571336437620993e-09,6.659856257621911e-09
0.65,0.3,1.0,2.5,1.057522724665699e-15,5.260395559362034e-15
0.65,0.3,1.0,4.0,0.0,0.0
0.65,0.3,1.5,2.5,6.571335931723937e-09,6.6598562141267884e-09
0.65,0.3,1.5,4.0,6.571336437620993e-09,6.659856257621911e-09
0.65,0.3,2.5,4.0,1.057522724665699e-15,5.260395559362034e-15
0.65,0.4,0.75,1.0,5.268363287232842e-09,5.273529577033082e-09
0.65,0.4,0.75,1.5,0.0,0.0
0.65,0.4,0.75,2.5,3.0066102906826125e-15,1.2411460471831927e-14
0.65,0.4,0.75,4.0,5.268363287232842e-09,5.273529577033082e-09
0.65,0.4,1.0,1.5,5.268363287232842e-09,5.273529577033082e-09
0.65,0.4,1.0,2.5,5.2683648288609165e-09,5.2735287858638515e-09
0.65,0.4,1.0,4.0,0.0,0.0
0.65,0.4,1.5,2.5,3.0066102906826125e-15,1.2411460471831927e-14
0.65,0.4,1.5,4.0,5.268363287232842e-09,5.273529577033082e-09
0.65,0.4,2.5,4.0,5.2683648288609165e-09,5.2735287858638515e-09
0.65,0.5,0.75,1.0,3.5122453948920434e-09,3.5161767823339963e-09
0.65,0.5,0.75,1.5,0.0,0.0
0.65,0.5,0.75,2.5,1.4048982811610914e-08,1.4064703746270143e-08
0.65,0.5,0.75,4.0,3.5122453948920434e-09,3.5161767823339963e-09
0.65,0.5,1.0,1.5,3.5122453948920434e-09,3.5161767823339963e-09
0.65,0.5,1.0,2.5,1.0536737416718876e-08,1.0548526963936147e-08
0.65,0.5,1.0,4.0,0.0,0.0
0.65,0.5,1.5,2.5,1.4048982811610914e-08,1.4064703746270143e-08
0.65,0.5,1.5,4.0,3.5122453948920434e-09,3.5161767823339963e-09
0.65,0.5,2.5,4.0,1.0536737416718876e-08,1.0548526963936147e-08
0.65,0.6,0.75,1.0,6.083395133256801e-09,6.0910132447679385e-09
0.65,0.6,0.75,1.5,0.0,0.0
0.65,0.6,0.75,2.5,6.681921100426791e-09,6.690286073998705e-09
0.65,0.6,0.75,4.0,6.083395133256801e-09,6.0910132447679385e-09
0.65,0.6,1.0,1.5,6.083395133256801e-09,6.0910132447679385e-09
0.65,0.6,1.0,2.5,5.9852596717001e-10,5.992728292307812e-10
0.65,0.6,1.0,4.0,0.0,0.0
0.65,0.6,1.5,2.5,6.681921100426791e-09,6.690286073998705e-09
0.65,0.6,1.5,4.0,6.083395133256801e-09,6.0910132447679385e-09
0.65,0.6,2.5,4.0,5.9852596717001e-10,5.992728292307812e-10
0.65,0.7,0.75,1.0,5.6569840721281676e-15,1.6372025712783313e-14
0.65,0.7,0.75,1.5,0.0,0.0
0.65,0.7,0.75,2.5,3.913994141876565e-15,8.81491912409125e-15
0.65,0.7,0.75,4.0,5.6569840721281676e-15,1.6372025712783313e-14
0.65,0.7,1.0,1.5,5.6569840721281676e-15,1.6372025712783313e-14
0.65,0.7,1.0,2.5,5.177640526499462e-15,1.775003239361229e-14
0.65,0.7,1.0,4.0,0.0,0.0
0.65,0.7,1.5,2.5,3.913994141876565e-15,8.81491912409125e-15
0.65,0.7,1.5,4.0,5.6569840721281676e-15,1.6372025712783313e-14
0.65,0.7,2.5,4.0,5.177640526499462e-15,1.775003239361229e-14
0.7,0.3,0.75,1.0,1.4396071502805553e-15,6.27374251045204e-15
0.7,0.3,0.75,1.5,0.0,0.0
0.7,0.3,0.75,2.5,4.949738393586898e-15,1.1666726655373612e-14
0.7,0.3,0.75,4.0,1.4396071502805553e-15,6.27374251045204e-15
0.7,0.3,1.0,1.5,1.4396071502805553e-15,6.27374251045204e-15
0.7,0.3,1.0,2.5,4.147892384686902e-15,1.3795386670353575e-14
0.7,0.3,1.0,4.0,0.0,0.0
0.7,0.3,1.5,2.5,4.949738393586898e-15,1.1666726655373612e-14
0.7,0.3,1.5,4.0,1.4396071502805553e-15,6.27374251045204e-15
0.7,0.3,2.5,4.0,4.147892384686902e-15,1.3795386670353575e-14
0.7,0.4,0.75,1.0,2.0649572372048205e-15,8.767258810224937e-15
0.7,0.4,0.75,1.5,0.0,0.0
0.7,0.4,0.75,2.5,5.161920544165546e-09,5.168086970255604e-09
0.7,0.4,0.75,4.0,2.0649572372048205e-15,8.767258810224937e-15
0.7,0.4,1.0,1.5,2.0649572372048205e-15,8.767258810224937e-15
0.7,0.4,1.0,2.5,5.161920020837381e-09,5.1680868445201236e-09
0.7,0.4,1.0,4.0,0.0,0.0
0.7,0.4,1.5,2.5,5.161920544165546e-09,5.168086970255604e-09
0.7,0.4,1.5,4.0,2.0649572372048205e-15,8.767258810224937e-15
0.7,0.4,2.5,4.0,5.161920020837381e-09,5.1680868445201236e-09
0.7,0.5,0.75,1.0,4.265045052302455e-15,9.883830235648546e-15
0.7,0.5,0.75,1.5,0.0,0.0
0.7,0.5,0.75,2.5,5.9604810623881195e-09,5.967960561758337e-09
0.7,0.5,0.75,4.0,4.265045052302455e-15,9.883830235648546e-15
0.7,0.5,1.0,1.5,4.265045052302455e-15,9.883830235648546e-15
0.7,0.5,1.0,2.5,5.960485310297098e-09,5.967960756434441e-09
0.7,0.5,1.0,4.0,0.0,0.0
0.7,0.5,1.5,2.5,5.9604810623881195e-09,5.967960561758337e-09
0.7,0.5,1.5,4.0,4.265045052302455e-15,9.883830235648546e-15
0.7,0.5,2.5,4.0,5.960485310297098e-09,5.967960756434441e-09
0.7,0.6,0.75,1.0,1.1780445906816174e-08,1.1796499616702834e-08
0.7,0.6,0.75,1.5,0.0,0.0
0.7,0.6,0.75,2.5,1.5769965536486006e-08,1.5791456315691762e-08
0.7,0.6,0.75,4.0,1.1780445906816174e-08,1.1796499616702834e-08
0.7,0.6,1.0,1.5,1.1780445906816174e-08,1.1796499616702834e-08
0.7,0.6,1.0,2.5,3.9895196296698365e-09,3.994956698988935e-09
0.7,0.6,1.0,4.0,0.0,0.0
0.7,0.6,1.5,2.5,1.5769965536486006e-08,1.5791456315691762e-08
0.7,0.6,1.5,4.0,1.1780445906816174e-08,1.1796499616702834e-08
0.7,0.6,2.5,4.0,3.9895196296698365e-09,3.994956698988935e-09
0.7,0.7,0.75,1.0,2.8125160690411803e-15,8.05217903028509e-15
0.7,0.7,0.75,1.5,0.0,0.0
0.7,0.7,0.75,2.5,2.8783285289688596e-15,8.229291397350738e-15
0.7,0.7,0.75,4.0,2.8125160690411803e-15,8.05217903028509e-15
0.7,0.7,1.0,1.5,2.8125160690411803e-15,8.05217903028509e-15
0.7,0.7,1.0,2.5,5.551291085732117e-15,1.2523671269522056e-14
0.7,0.7,1.0,4.0,0.0,0.0
0.7,0.7,1.5,2.5,2.8783285289688596e-15,8.229291397350738e-15
0.7,0.7,1.5,4.0,2.8125160690411803e-15,8.05217903028509e-15
0.7,0.7,2.5,4.0,5.551291085732117e-15,1.2523671269522056e-14
0.75,0.3,0.75,1.0,2.2297508101058574e-11,9.57485120468446e-10
0.75,0.3,0.75,1.5,0.0,0.0
0.75,0.3,0.75,2.5,2.229782482519747e-11,9.57485027873461e-10
0.75,0.3,0.75,4.0,2.2297508101058574e-11,9.57485120468446e-10
0.75,0.3,1.0,1.5,2.2297508101058574e-11,9.57485120468446e-10
0.75,0.3,1.0,2.5,2.4145730352177015e-15,6.121599013812411e-15
0.75,0.3,1.0,4.0,0.0,0.0
0.75,0.3,1.5,2.5,2.229782482519747e-11,9.57485027873461e-10
0.75,0.3,1.5,4.0,2.2297508101058574e-11,9.57485120468446e-10
0.75,0.3,2.5,4.0,2.4145730352177015e-15,6.121599013812411e-15
0.75,0.4,0.75,1.0,4.81009362889131e-09,4.9417279689747e-09
0.75,0.4,0.75,1.5,0.0,0.0
0.75,0.4,0.75,2.5,5.946432767562168e-10,5.956197202276207e-10
0.75,0.4,0.75,4.0,4.81009362889131e-09,4.9417279689747e-09
0.75,0.4,1.0,1.5,4.81009362889131e-09,4.9417279689747e-09
0.75,0.4,1.0,2.5,4.215555311690562e-09,4.361401250969831e-09
0.75,0.4,1.0,4.0,0.0,0.0
0.75,0.4,1.5,2.5,5.946432767562168e-10,5.956197202276207e-10
0.75,0.4,1.5,4.0,4.81009362889131e-09,4.9417279689747e-09
0.75,0.4,2.5,4.0,4.215555311690562e-09,4.361401250969831e-09
0.75,0.5,0.75,1.0,2.32357583066028e-15,6.867472058782229e-15
0.75,0.5,0.75,1.5,0.0,0.0
0.75,0.5,0.75,2.5,2.468202165257792e-15,6.618642771977825e-15
0.75,0.5,0.75,4.0,2.32357583066028e-15,6.867472058782229e-15
0.75,0.5,1.0,1.5,2.32357583066028e-15,6.867472058782229e-15
0.75,0.5,1.0,2.5,2.1267816535010526e-15,8.52507433289568e-15
0.75,0.5,1.0,4.0,0.0,0.0
0.75,0.5,1.5,2.5,2.468202165257792e-15,6.618642771977825e-15
0.75,0.5,1.5,4.0,2.32357583066028e-15,6.867472058782229e-15
0.75,0.5,2.5,4.0,2.1267816535010526e-15,8.52507433289568e-15
0.75,0.6,0.75,1.0,2.5385721339999194e-15,6.861650412653108e-15
0.75,0.6,0.75,1.5,0.0,0.0
0.75,0.6,0.75,2.5,1.576997242118219e-08,1.5793560561401527e-08
0.75,0.6,0.75,4.0,2.5385721339999194e-15,6.861650412653108e-15
0.75,0.6,1.0,1.5,2.5385721339999194e-15,6.861650412653108e-15
0.75,0.6,1.0,2.5,1.5769970295590393e-08,1.5793560535457768e-08
0.75,0.6,1.0,4.0,0.0,0.0
0.75,0.6,1.5,2.5,1.576997242118219e-08,1.5793560561401527e-08
0.75,0.6,1.5,4.0,2.5385721339999194e-15,6.861650412653108e-15
0.75,0.6,2.5,4.0,1.5769970295590393e-08,1.5793560535457768e-08
0.75,0.7,0.75,1.0,2.2213447652658757e-08,2.2245415315490264e-08
0.75,0.7,0.75,1.5,0.0,0.0
0.75,0.7,0.75,2.5,7.225830748449587e-10,7.236227051623754e-10
0.75,0.7,0.75,4.0,2.2213447652658757e-08,2.2245415315490264e-08
0.75,0.7,1.0,1.5,2.2213447652658757e-08,2.2245415315490264e-08
0.75,0.7,1.0,2.5,2.1490864577813858e-08,2.1521792610327968e-08
0.75,0.7,1.0,4.0,0.0,0.0
0.75,0.7,1.5,2.5,7.225830748449587e-10,7.236227051623754e-10
0.75,0.7,1.5,4.0,2.2213447652658757e-08,2.2245415315490264e-08
0.75,0.7,2.5,4.0,2.1490864577813858e-08,2.1521792610327968e-08
0.8,0.3,0.75,1.0,1.4259793781847455e-15,6.260774440925562e-15
0.8,0.3,0.75,1.5,0.0,0.0
0.8,0.3,0.75,2.5,7.300053067921127e-09,7.307162251837967e-09
0.8,0.3,0.75,4.0,1.4259793781847455e-15,6.260774440925562e-15
0.8,0.3,1.0,1.5,1.4259793781847455e-15,6.260774440925562e-15
0.8,0.3,1.0,2.5,7.30005321735872e-09,7.307161959186516e-09
0.8,0.3,1.0,4.0,0.0,0.0
0.8,0.3,1.5,2.5,7.300053067921127e-09,7.307162251837967e-09
0.8,0.3,1.5,4.0,1.4259793781847455e-15,6.260774440925562e-15
0.8,0.3,2.5,4.0,7.30005321735872e-09,7.307161959186516e-09
0.8,0.4,0.75,1.0,4.520882356725215e-09,4.65847140959807e-09
0.8,0.4,0.75,1.5,0.0,0.0
0.8,0.4,0.75,2.5,4.5208775566779675e-09,4.658465298759348e-09
0.8,0.4,0.75,4.0,4.520882356725215e-09,4.65847140959807e-09
0.8,0.4,1.0,1.5,4.520882356725215e-09,4.65847140959807e-09
0.8,0.4,1.0,2.5,4.817309173309649e-15,1.0598414849989862e-14
0.8,0.4,1.0,4.0,0.0,0.0
0.8,0.4,1.5,2.5,4.5208775566779675e-09,4.658465298759348e-09
0.8,0.4,1.5,4.0,4.520882356725215e-09,4.65847140959807e-09
0.8,0.4,2.5,4.0,4.817309173309649e-15,1.0598414849989862e-14
0.8,0.5,0.75,1.0,1.0502914675869647e-09,1.0521085856254224e-09
0.8,0.5,0.75,1.5,0.0,0.0
0.8,0.5,0.75,2.5,3.5122478494398373e-09,3.5183046517064603e-09
0.8,0.5,0.75,4.0,1.0502914675869647e-09,1.0521085856254224e-09
0.8,0.5,1.0,1.5,1.0502914675869647e-09,1.0521085856254224e-09
0.8,0.5,1.0,2.5,4.562539317026762e-09,4.570413237331883e-09
0.8,0.5,1.0,4.0,0.0,0.0
0.8,0.5,1.5,2.5,3.5122478494398373e-09,3.5183046517064603e-09
0.8,0.5,1.5,4.0,1.0502914675869647e-09,1.0521085856254224e-09
0.8,0.5,2.5,4.0,4.562539317026762e-09,4.570413237331883e-09
0.8,0.6,0.75,1.0,9.125106189352916e-09,9.140242500324528e-09
0.8,0.6,0.75,1.5,0.0,0.0
0.8,0.6,0.75,2.5,7.300084040760733e-09,7.312193334792319e-09
0.8,0.6,0.75,4.0,9.125106189352916e-09,9.140242500324528e-09
0.8,0.6,1.0,1.5,9.125106189352916e-09,9.140242500324528e-09
0.8,0.6,1.0,2.5,1.8250221485922766e-09,1.8280491655322099e-09
0.8,0.6,1.0,4.0,0.0,0.0
0.8,0.6,1.5,2.5,7.300084040760733e-09,7.312193334792319e-09
0.8,0.6,1.5,4.0,9.125106189352916e-09,9.140242500324528e-09
0.8,0.6,2.5,4.0,1.8250221485922766e-09,1.8280491655322099e-09
0.8,0.7,0.75,1.0,1.7846977440356057e-15,6.562480691071058e-15
0.8,0.7,0.75,1.5,0.0,0.0
0.8,0.7,0.75,2.5,1.0853047275134055e-15,4.573525985495315e-15
0.8,0.7,0.75,4.0,1.7846977440356057e-15,6.562480691071058e-15
0.8,0.7,1.0,1.5,1.7846977440356057e-15,6.562480691071058e-15
0.8,0.7,1.0,2.5,1.5048485242049032e-15,4.895142527860245e-15
0.8,0.7,1.0,4.0,0.0,0.0
0.8,0.7,1.5,2.5,1.0853047275134055e-15,4.573525985495315e-15
0.8,0.7,1.5,4.0,1.7846977440356057e-15,6.562480691071058e-15
0.8,0.7,2.5,4.0,1.5048485242049032e-15,4.895142527860245e-15
0.85,0.3,0.75,1.0,4.716175736293334e-09,4.720171494118217e-09
0.85,0.3,0.75,1.5,0.0,0.0
0.85,0.3,0.75,2.5,1.2166763219375695e-08,1.2177077247430757e-08
0.85,0.3,0.75,4.0,4.716175736293334e-09,4.720171494118217e-09
0.85,0.3,1.0,1.5,4.716175736293334e-09,4.720171494118217e-09
0.85,0.3,1.0,2.5,7.45058748308237e-09,7.45690575331254e-09
0.85,0.3,1.0,4.0,0.0,0.0
0.85,0.3,1.5,2.5,1.2166763219375695e-08,1.2177077247430757e-08
0.85,0.3,1.5,4.0,4.716175736293334e-09,4.720171494118217e-09
0.85,0.3,2.5,4.0,7.45058748308237e-09,7.45690575331254e-09
0.85,0.4,0.75,1.0,1.7417146736420954e-09,1.7519458095633678e-09
0.85,0.4,0.75,1.5,0.0,0.0
0.85,0.4,0.75,2.5,1.1122257227143933e-09,1.1187612117290047e-09
0.85,0.4,0.75,4.0,1.7417146736420954e-09,1.7519458095633678e-09
0.85,0.4,1.0,1.5,1.7417146736420954e-09,1.7519458095633678e-09
0.85,0.4,1.0,2.5,2.8539403963564306e-09,2.870707021292372e-09
0.85,0.4,1.0,4.0,0.0,0.0
0.85,0.4,1.5,2.5,1.1122257227143933e-09,1.1187612117290047e-09
