method,split,count,mean_band_candidate_count,mean_cluster_count,mean_compression_load,mean_mode_persistence_rate,mean_poison_pull,mean_supportive_pull
one_shot_random,holdout,9,85.18518518518519,19.037037037037038,23.322787312500978,0.8736627273394754,0.0,0.4377272704596868
one_shot_random,confirmation,9,95.62962962962963,19.0,31.766268470287358,0.8591226181123726,0.0,0.5046154618802697
persistent_mode_informed,holdout,9,217.25925925925924,15.222222222222221,21.47000848122007,0.794037234386204,0.0,0.37095890057927244
persistent_mode_informed,confirmation,9,202.59259259259258,16.222222222222225,16.130990134155777,0.8881047639071148,0.0,0.3440586229043835
