method,split,observation_seed,condition,geometry_skew_bin,bank_seed,true_alpha,true_t,true_rotation_shift,mean_band_candidate_count,mean_frontier_candidate_count,mean_cluster_count,mean_cluster_entropy,mean_geometry_span_norm_set,mean_alpha_log_span_set,mean_ambiguity_ratio,mean_poison_pull,mean_supportive_pull,consensus_geometry_rho12,consensus_geometry_rho13,consensus_geometry_rho23,anchored_alpha_log_std,anchored_alpha_effective_count
one_shot_random,confirmation,20260426,sparse_partial_high_noise,high_skew,20260325,0.8019425689008923,-0.6495091928693849,42,92.0,16.0,22.0,0.8476949122372891,0.9256243535804551,0.5098524494597962,0.5508200464773964,0.0,0.8025333820465816,0.27816195125433124,0.16473445461910532,0.23506691163171636,0.15809241947077718,46.77913861677432
persistent_mode_informed,confirmation,20260426,sparse_partial_high_noise,high_skew,20260325,0.8019425689008923,-0.6495091928693849,42,223.0,16.0,12.0,0.7722197789278415,0.8531808302403586,0.5098576129797,0.5975961893518665,0.0,0.1738407159073122,0.28458867178500225,0.18275430535242737,0.2387621632278405,0.11662145860713506,123.72034838474414
one_shot_random,confirmation,20260426,sparse_partial_high_noise,high_skew,20260326,0.8019425689008923,-0.6495091928693849,42,114.0,16.0,22.0,0.8352950591741568,0.9346700152108188,0.5526108692277474,0.5912363296506347,0.0,0.4121502174927787,0.27277902719214586,0.1578450693163799,0.23391527029310133,0.14239064652586747,62.30392191733293
persistent_mode_informed,confirmation,20260426,sparse_partial_high_noise,high_skew,20260326,0.8019425689008923,-0.6495091928693849,42,231.0,16.0,20.0,0.7781764499845344,0.8537017818116263,0.5079512443912376,0.594998458727968,0.0,0.5569291862543059,0.28688269531740973,0.17821963617552017,0.23405549917842788,0.12804327690050626,119.27817750703666
one_shot_random,confirmation,20260427,sparse_partial_high_noise,low_skew,20260324,1.1919344353632797,-0.14797549125154508,6,83.0,16.0,18.0,0.8411396260526269,0.9337050275542205,0.6316119389214517,0.6764576823324151,0.0,0.4239838963338497,0.2832792316827371,0.17767046491348387,0.2436306560891068,0.21556853698361317,35.2869174074079
persistent_mode_informed,confirmation,20260427,sparse_partial_high_noise,low_skew,20260324,1.1919344353632797,-0.14797549125154508,6,170.0,16.0,15.0,0.7638620086838214,0.9103224242201203,0.6317417815288306,0.6939758537422038,0.0,0.31518914448233704,0.2572877473873372,0.1526973396366522,0.21108595428200358,0.18938552204819534,97.20336135667183
one_shot_random,confirmation,20260427,sparse_partial_high_noise,low_skew,20260325,1.1919344353632797,-0.14797549125154508,6,81.0,16.0,16.0,0.8208066069669685,0.8914073840892698,0.6330202915715258,0.7101357952270813,0.0,0.48794909041979856,0.24962370057282696,0.15925850859292454,0.2109797186033271,0.22131484556016218,43.83647551602483
persistent_mode_informed,confirmation,20260427,sparse_partial_high_noise,low_skew,20260325,1.1919344353632797,-0.14797549125154508,6,156.0,16.0,15.0,0.7494197290480578,0.8871074221262495,0.611836399479388,0.6896982081526468,0.0,0.4295786086307791,0.30926468138265334,0.19687856971632955,0.25338022694360096,0.21103002599696416,89.24740813332588
one_shot_random,confirmation,20260427,sparse_partial_high_noise,low_skew,20260326,1.1919344353632797,-0.14797549125154508,6,92.0,16.0,20.0,0.861354682737156,0.9248890446130419,0.618576756304863,0.6688118536031153,0.0,0.6038292610966939,0.2936114582464394,0.17277732183175754,0.24356876879447453,0.21159195856637178,57.17207726143904
persistent_mode_informed,confirmation,20260427,sparse_partial_high_noise,low_skew,20260326,1.1919344353632797,-0.14797549125154508,6,156.0,16.0,17.0,0.8159459178881082,0.8984420310353892,0.6119292467275494,0.6811004222747075,0.0,0.3626973876533188,0.295770065233758,0.18751444681227616,0.24365211636707107,0.18700778076986663,99.63757617142556
one_shot_random,confirmation,20260427,sparse_partial_high_noise,mid_skew,20260324,0.8371333086222645,0.323964267389595,6,97.0,16.0,18.0,0.7374883689707247,0.9355719187280332,0.44788162841668616,0.47872495898082146,0.0,0.17782529162549882,0.24600105866293875,0.15343507798332415,0.20905644778498816,0.12768179887172224,48.757861371861466
persistent_mode_informed,confirmation,20260427,sparse_partial_high_noise,mid_skew,20260324,0.8371333086222645,0.323964267389595,6,209.0,16.0,16.0,0.7927816534276663,0.9185639077590989,0.46399460313790464,0.5051304533288838,0.0,0.453762467309493,0.2530380532899319,0.15678358652704727,0.20607114795689088,0.1059234962586149,116.21628501971958
one_shot_random,confirmation,20260427,sparse_partial_high_noise,mid_skew,20260325,0.8371333086222645,0.323964267389595,6,97.0,16.0,17.0,0.8429555878873037,0.896181334448344,0.442898832956643,0.4942067145699649,0.0,0.45375304095740465,0.2716433474883103,0.15328636507616047,0.22244249784688094,0.12858014349394828,51.64846983175449
persistent_mode_informed,confirmation,20260427,sparse_partial_high_noise,mid_skew,20260325,0.8371333086222645,0.323964267389595,6,227.0,16.0,16.0,0.7606511808260601,0.8612520350880782,0.42520773793394795,0.49370883389606496,0.0,0.4353589002594519,0.29760124717989017,0.17154752069215495,0.23283926390654447,0.10425767532450979,132.0988637454402
one_shot_random,confirmation,20260427,sparse_partial_high_noise,mid_skew,20260326,0.8371333086222645,0.323964267389595,6,87.0,16.0,21.0,0.8713575594281329,0.9189055364739888,0.5107996537127776,0.5558783067874536,0.0,0.3553137061341839,0.2707517462513401,0.16506168066239393,0.23200316401954163,0.13529396028813034,46.05623323567494
persistent_mode_informed,confirmation,20260427,sparse_partial_high_noise,mid_skew,20260326,0.8371333086222645,0.323964267389595,6,211.0,16.0,14.0,0.7044741720584747,0.9072862211646181,0.4244632299858878,0.4678382852999078,0.0,0.45681172025803973,0.2591592528697845,0.16613262860461775,0.20853720432920358,0.07987564852480071,120.93537121171713
one_shot_random,confirmation,20260427,sparse_partial_high_noise,high_skew,20260324,0.8731351834837112,-0.6812330477156526,52,100.0,16.0,19.0,0.8101745752966817,0.9191573094776032,0.609327935984608,0.662920187547565,0.0,0.548872478372819,0.2782021193312821,0.17032767695794276,0.23944469486696532,0.17574944226734834,50.08086714191293
persistent_mode_informed,confirmation,20260427,sparse_partial_high_noise,high_skew,20260324,0.8731351834837112,-0.6812330477156526,52,189.0,16.0,18.0,0.7400482185901622,0.8496070677959752,0.5911105191129675,0.6957457647408801,0.0,0.4835845376793396,0.2882749007491157,0.17320039517489402,0.22926510706010234,0.14022580483981173,115.56122231058676
one_shot_random,confirmation,20260427,sparse_partial_high_noise,high_skew,20260325,0.8731351834837112,-0.6812330477156526,52,91.0,16.0,19.0,0.8354184545189378,0.9414231206379413,0.5686151907990215,0.6039953537721783,0.0,0.2777349837082124,0.2731857168934427,0.1659709177209589,0.2359741538464543,0.1746633323498551,48.452301219304516
persistent_mode_informed,confirmation,20260427,sparse_partial_high_noise,high_skew,20260325,0.8731351834837112,-0.6812330477156526,52,182.0,16.0,15.0,0.7962866066976054,0.8954837367418439,0.5740724798475421,0.641075271714331,0.0,0.4450658466611763,0.2786368846664314,0.17933329920513574,0.2305626522725841,0.15590713391087,90.81565899192498
one_shot_random,confirmation,20260427,sparse_partial_high_noise,high_skew,20260326,0.8731351834837112,-0.6812330477156526,52,88.0,16.0,19.0,0.8836329683657663,0.9583876781263149,0.5232343218223362,0.5459526804907171,0.0,0.7626579663387911,0.2896438445013324,0.1777273733233466,0.24645000766484873,0.16356685963540446,40.442437559209814
persistent_mode_informed,confirmation,20260427,sparse_partial_high_noise,high_skew,20260326,0.8731351834837112,-0.6812330477156526,52,188.0,16.0,19.0,0.8078988509965568,0.8748229548659804,0.5553699058573092,0.6348369150217255,0.0,0.2939254695439249,0.2853046880417176,0.1742642041788604,0.23735430863542134,0.12254994876892768,115.68196884887098
