method,split,observation_seed,condition,geometry_skew_bin,bank_seed,true_alpha,true_t,true_rotation_shift,mean_band_candidate_count,mean_frontier_candidate_count,mean_cluster_count,mean_cluster_entropy,mean_geometry_span_norm_set,mean_alpha_log_span_set,mean_ambiguity_ratio,mean_poison_pull,mean_supportive_pull,consensus_geometry_rho12,consensus_geometry_rho13,consensus_geometry_rho23,anchored_alpha_log_std,anchored_alpha_effective_count
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,mid_skew,20260325,0.8649653549713395,-0.2613324334384325,2,226.0,16.0,14.0,0.7523000582559594,0.9024732524432643,0.4170238913917387,0.46209002899834495,0.0,0.5150466079988256,0.28902265380413705,0.18768686320303946,0.23328636786363693,0.10615881287269607,129.38538502143808
one_shot_random,holdout,20260424,sparse_partial_high_noise,mid_skew,20260326,0.8649653549713395,-0.2613324334384325,2,83.0,16.0,20.0,0.8276196468328576,0.8956640693226147,0.3951070592102137,0.4411330907904241,0.0,0.518926857613822,0.2715655951753598,0.15650344171536307,0.22581695144033398,0.10601202410208864,47.48235639564321
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,mid_skew,20260326,0.8649653549713395,-0.2613324334384325,2,233.0,16.0,21.0,0.7441135073131062,0.921247379013271,0.4198419557490811,0.4557320490819362,0.0,0.7505472549527616,0.2953481743520153,0.184934109267491,0.23390292026817328,0.1050785855035891,131.812715534204
one_shot_random,holdout,20260424,sparse_partial_high_noise,high_skew,20260324,1.2822085684698488,0.4737218196896238,35,93.0,16.0,22.0,0.8327289202238363,0.9413808233408284,0.7405438114997663,0.7866569969756557,0.0,0.5486105275669337,0.27783564957789225,0.16933968900099824,0.23279255350547814,0.24450772754570377,45.54720304718004
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,high_skew,20260324,1.2822085684698488,0.4737218196896238,35,117.0,16.0,13.0,0.7237884459739373,0.8522045251288747,0.743928646406075,0.872946134959298,0.0,0.3728179465793615,0.25372387598926194,0.1518277278401702,0.21133512657055065,0.23689256420997906,62.31016571661564
one_shot_random,holdout,20260424,sparse_partial_high_noise,high_skew,20260325,1.2822085684698488,0.4737218196896238,35,89.0,16.0,20.0,0.7926206279833962,0.9539965281298217,0.7554453299412573,0.7918742968826139,0.0,0.37451737852912137,0.2565349407640786,0.15600200246602988,0.21535207405294576,0.24993152282276723,46.98895435394692
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,high_skew,20260325,1.2822085684698488,0.4737218196896238,35,154.0,16.0,13.0,0.7822553052814069,0.9455671256728616,0.7549592248644874,0.7984194927750492,0.0,0.3445790104535411,0.24439190754763693,0.1530000876556583,0.19679824680369623,0.2677428546545989,76.95528640172823
one_shot_random,holdout,20260424,sparse_partial_high_noise,high_skew,20260326,1.2822085684698488,0.4737218196896238,35,74.0,16.0,19.0,0.8274654825962791,0.9080703080106952,0.7552621711892481,0.8317221304634406,0.0,0.4118459863018046,0.26921151485541434,0.16540383790183555,0.21977445850626734,0.27963890812828684,38.8636143355633
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,high_skew,20260326,1.2822085684698488,0.4737218196896238,35,164.0,16.0,19.0,0.6780331941777789,0.8861270538159843,0.7574160043215525,0.8547487643671916,0.0,0.3694526103784292,0.2599724069663052,0.15736100340965156,0.2071784060104629,0.16848396295292598,98.43882149653713
one_shot_random,confirmation,20260425,sparse_partial_high_noise,low_skew,20260324,1.1495547960554364,0.03523116428113053,17,86.0,16.0,21.0,0.849613072026228,0.9318275441120413,0.3541048347570013,0.38001112651637214,0.0,0.6196566060400724,0.2734559261937516,0.16704298834952147,0.23146492304963462,0.09362306678769944,43.13298198378948
persistent_mode_informed,confirmation,20260425,sparse_partial_high_noise,low_skew,20260324,1.1495547960554364,0.03523116428113053,17,251.0,16.0,18.0,0.7777799784508823,0.8800099618632369,0.39881413085772566,0.4531927456972421,0.0,0.37890479809108996,0.2738011963277609,0.18143505810945754,0.22764744569761897,0.08270606735848604,142.26568793941053
one_shot_random,confirmation,20260425,sparse_partial_high_noise,low_skew,20260325,1.1495547960554364,0.03523116428113053,17,88.0,16.0,15.0,0.8333411476259144,0.8674793548249711,0.3796374450151247,0.43763282999596353,0.0,0.2522309925286547,0.26554787195091223,0.16410409261185413,0.22508085159146518,0.09399421629481498,53.44445041148518
persistent_mode_informed,confirmation,20260425,sparse_partial_high_noise,low_skew,20260325,1.1495547960554364,0.03523116428113053,17,248.0,16.0,17.0,0.7867307787363872,0.9189956846542819,0.382787504673195,0.41652807631756866,0.0,0.3873274245343308,0.2850581434248911,0.17664351250086016,0.23070661257657205,0.07899486025457879,129.7573028528911
one_shot_random,confirmation,20260425,sparse_partial_high_noise,low_skew,20260326,1.1495547960554364,0.03523116428113053,17,69.0,16.0,19.0,0.7756170877813703,0.9393576069940036,0.3761435389393922,0.4004263510922878,0.0,0.4481980272612814,0.2645196597951791,0.1593055598077064,0.22237051724303383,0.10691808480330416,40.15360449573657
persistent_mode_informed,confirmation,20260425,sparse_partial_high_noise,low_skew,20260326,1.1495547960554364,0.03523116428113053,17,254.0,16.0,18.0,0.6791719696625625,0.8282025568171116,0.3862061329052669,0.46631845039154,0.0,0.27479566782646864,0.26038752966736023,0.157841628915583,0.20541871105925363,0.0821019349290579,151.9329705857275
one_shot_random,confirmation,20260425,sparse_partial_high_noise,mid_skew,20260324,1.1089816388146323,0.41077650719586833,48,122.0,16.0,17.0,0.8586079981386251,0.9162656863326127,0.487997003689673,0.5325933416134998,0.0,0.8194790595088387,0.27353680422140314,0.17116998925672827,0.23617258719914963,0.13462328911300403,70.18207791929845
persistent_mode_informed,confirmation,20260425,sparse_partial_high_noise,mid_skew,20260324,1.1089816388146323,0.41077650719586833,48,221.0,16.0,15.0,0.7134578533750653,0.9240842761156355,0.47728347649419756,0.5164934506844402,0.0,0.5140095755033738,0.25463526919491675,0.1616830026426585,0.210384842378465,0.10499662843910988,116.58200200233135
one_shot_random,confirmation,20260425,sparse_partial_high_noise,mid_skew,20260325,1.1089816388146323,0.41077650719586833,48,102.0,16.0,18.0,0.8771825644627921,0.9009810234916261,0.48802699129467386,0.5416617870633872,0.0,0.5652733575974971,0.2741021885852229,0.17033220209461525,0.22709053226897266,0.1461425312010691,56.18880542725706
persistent_mode_informed,confirmation,20260425,sparse_partial_high_noise,mid_skew,20260325,1.1089816388146323,0.41077650719586833,48,218.0,16.0,19.0,0.7216701898920748,0.8565938332682214,0.47125145581927064,0.5501457487982053,0.0,0.2668248508813802,0.2609320705918227,0.16297198018508025,0.21388855682380534,0.099111290513037,124.3092062882315
one_shot_random,confirmation,20260425,sparse_partial_high_noise,mid_skew,20260326,1.1089816388146323,0.41077650719586833,48,100.0,16.0,15.0,0.8237248299337117,0.8715686188448947,0.4482996467463273,0.5143595547766127,0.0,0.3703849302916039,0.2760287606942241,0.167175888762287,0.23508823685144387,0.13133111176438567,53.23992839762632
persistent_mode_informed,confirmation,20260425,sparse_partial_high_noise,mid_skew,20260326,1.1089816388146323,0.41077650719586833,48,225.0,16.0,17.0,0.790798722673332,0.8657411453356781,0.4739942519103311,0.547501126016769,0.0,0.39003455833568235,0.2877250959733529,0.18034412368176436,0.2352895638456171,0.0965114847189422,140.6688301722188
one_shot_random,confirmation,20260425,sparse_partial_high_noise,high_skew,20260324,1.2826531927841773,-0.5313299359465913,24,128.0,16.0,20.0,0.8177393380396175,0.9213592938176444,0.8586470162743974,0.9319350464427409,0.0,0.7111724806295628,0.2796541517285512,0.17446143609602682,0.23572738307471497,0.30199243622829686,62.891289046724
persistent_mode_informed,confirmation,20260425,sparse_partial_high_noise,high_skew,20260324,1.2826531927841773,-0.5313299359465913,24,158.0,16.0,17.0,0.8266852514411531,0.8803552911258024,0.8565640293377736,0.9729753861561912,0.0,0.2057714286095386,0.296250213593703,0.19306923640346782,0.2472573836676407,0.22219587751151992,96.49862666608558
one_shot_random,confirmation,20260425,sparse_partial_high_noise,high_skew,20260325,1.2826531927841773,-0.5313299359465913,24,133.0,16.0,23.0,0.7996300521817072,0.9402663033014625,0.8824714633880049,0.9385335412844973,0.0,0.38701929616664077,0.27351324095474755,0.16525953117328535,0.23045477714336263,0.294567656457293,72.54223799682346
persistent_mode_informed,confirmation,20260425,sparse_partial_high_noise,high_skew,20260325,1.2826531927841773,-0.5313299359465913,24,180.0,16.0,18.0,0.7833820287310649,0.8917284043376537,0.8822996015933405,0.9894263738841912,0.0,0.32423237833007135,0.269838645589403,0.17397332897105008,0.23200228376221407,0.21935009063364783,101.11060293808295
one_shot_random,confirmation,20260425,sparse_partial_high_noise,high_skew,20260326,1.2826531927841773,-0.5313299359465913,24,112.0,16.0,21.0,0.8578317258225759,0.9320811071610949,0.8778896703234086,0.9418597411519894,0.0,0.507653856731234,0.2871644470093035,0.1719459527953881,0.23957339605127742,0.29417523899840237,59.39742046303184
persistent_mode_informed,confirmation,20260425,sparse_partial_high_noise,high_skew,20260326,1.2826531927841773,-0.5313299359465913,24,173.0,16.0,15.0,0.7441005838296232,0.8565081664647582,0.8272489957012191,0.9658390055003135,0.0,0.36818887409092826,0.266218012906709,0.1664974592078476,0.21347182297955436,0.20718524724209703,89.65353296757
one_shot_random,confirmation,20260426,sparse_partial_high_noise,low_skew,20260324,0.8367153816937006,-0.09721380364975842,58,89.0,16.0,21.0,0.8632218554313141,0.9188657575384966,0.43283516297836966,0.47105375233251706,0.0,0.44895145386450613,0.29106357295283947,0.17176745978671956,0.24491049681963836,0.11439135679433741,46.91017653201887
persistent_mode_informed,confirmation,20260426,sparse_partial_high_noise,low_skew,20260324,0.8367153816937006,-0.09721380364975842,58,201.0,16.0,13.0,0.8021882049896982,0.8825331339516543,0.4546371836758039,0.5151502716278856,0.0,0.49651742231206314,0.2704678764786136,0.16979550776484087,0.2189095130775839,0.12700042900409664,112.74074389546146
one_shot_random,confirmation,20260426,sparse_partial_high_noise,low_skew,20260325,0.8367153816937006,-0.09721380364975842,58,63.0,16.0,19.0,0.8177410606536258,0.9734285298578605,0.4239844376613199,0.4355578500696192,0.0,0.9844338536245972,0.2657424977888031,0.16073706141662644,0.21919513757669865,0.11417298340665695,29.033069290639887
persistent_mode_informed,confirmation,20260426,sparse_partial_high_noise,low_skew,20260325,0.8367153816937006,-0.09721380364975842,58,203.0,16.0,17.0,0.7581416652488823,0.8572865863848116,0.45862155444203695,0.5349687744165575,0.0,0.4156989204174845,0.2815372518598001,0.17817292266164078,0.22903909904315836,0.11470029594322652,111.88822121742058
one_shot_random,confirmation,20260426,sparse_partial_high_noise,low_skew,20260326,0.8367153816937006,-0.09721380364975842,58,90.0,16.0,20.0,0.8169459473267794,0.9011659030688154,0.4758294558839248,0.5280153790368045,0.0,0.7399784347934589,0.27227304085364923,0.1647321782456286,0.23685879040636007,0.13626497697299578,47.17702813535734
persistent_mode_informed,confirmation,20260426,sparse_partial_high_noise,low_skew,20260326,0.8367153816937006,-0.09721380364975842,58,207.0,16.0,16.0,0.8001568368531895,0.8663429643547921,0.43469776131642435,0.5017617493323386,0.0,0.17779187721524567,0.27838586140126403,0.1780249039993976,0.23399605569078744,0.08660076485789475,115.66405350682156
one_shot_random,confirmation,20260426,sparse_partial_high_noise,mid_skew,20260324,1.2188639297390595,-0.2911026935130036,30,100.0,16.0,19.0,0.8253337561378149,0.9076658361944417,0.62329006518894,0.6866955220020177,0.0,0.3429216094756751,0.26425502759049596,0.1674428347275284,0.22398898594414585,0.20746096534234132,57.08082453095439
persistent_mode_informed,confirmation,20260426,sparse_partial_high_noise,mid_skew,20260324,1.2188639297390595,-0.2911026935130036,30,167.0,16.0,15.0,0.7242408750332455,0.8757176332256256,0.6412898371363438,0.732302071815331,0.0,0.1681267527551502,0.2623740642040525,0.16804312755466355,0.2120896431396034,0.15253452745736834,104.31362535668326
one_shot_random,confirmation,20260426,sparse_partial_high_noise,mid_skew,20260325,1.2188639297390595,-0.2911026935130036,30,84.0,16.0,21.0,0.8408022555553805,0.9086698994957718,0.6276240240289093,0.6907062998094059,0.0,0.4125158760224535,0.27407876151972493,0.16287640646409698,0.23180533725078684,0.22014485874824474,45.31397150555367
persistent_mode_informed,confirmation,20260426,sparse_partial_high_noise,mid_skew,20260325,1.2188639297390595,-0.2911026935130036,30,190.0,16.0,14.0,0.7597512081762499,0.9218311264676974,0.6253744943101458,0.6784046191914523,0.0,0.2682091843584242,0.24451052046269536,0.15370832556694175,0.20385023694804413,0.20418934215578824,111.09911261850134
one_shot_random,confirmation,20260426,sparse_partial_high_noise,mid_skew,20260326,1.2188639297390595,-0.2911026935130036,30,94.0,16.0,16.0,0.8848090649735754,0.8933733401508137,0.6626220380200407,0.7417078708753285,0.0,0.1805768670670197,0.27175309526191577,0.16734975379981828,0.2291687287487595,0.22772652932902873,44.67162789309162
persistent_mode_informed,confirmation,20260426,sparse_partial_high_noise,mid_skew,20260326,1.2188639297390595,-0.2911026935130036,30,204.0,16.0,17.0,0.7212521291849616,0.8218276275812673,0.6307071794544381,0.7674446055198723,0.0,0.10334274643789687,0.2606420187686578,0.15697976147113193,0.211309232200835,0.2147410238975521,111.3492561654098
one_shot_random,confirmation,20260426,sparse_partial_high_noise,high_skew,20260324,0.8019425689008923,-0.6495091928693849,42,100.0,16.0,17.0,0.8312518960686998,0.908407059359301,0.5119640133079113,0.563584362355131,0.0,0.5275674546375725,0.27260846882159945,0.16640265721301117,0.2324396285833146,0.15178961842964978,50.01999872117149
persistent_mode_informed,confirmation,20260426,sparse_partial_high_noise,high_skew,20260324,0.8019425689008923,-0.6495091928693849,42,228.0,16.0,15.0,0.7312961551410557,0.8531676690160358,0.49357258283149813,0.5785176826973986,0.0,0.1430623740797477,0.251823310148502,0.1643414543409849,0.20923487169372745,0.12447210872798974,134.2619586488146
