method,split,observation_seed,condition,geometry_skew_bin,bank_seed,cluster_id,cluster_size,cluster_mass_layer1,cluster_mass_layer2,cluster_best_score,cluster_mean_score_gap,cluster_center_rho12,cluster_center_rho13,cluster_center_rho23,cluster_center_alpha,cluster_geometry_span,cluster_alpha_span,cluster_rank_by_mass,dominant_candidate_source
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260324,1,47,0.2267211386358357,0.41320608749616505,0.0018395695883560085,0.00027922344392307586,0.23645347037385347,0.16879398496911743,0.189311715837364,1.0064503821578543,0.22856914162475095,0.19799928170229414,2,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260324,2,30,0.12614522033060543,0.029681067215682314,0.0018756138550128417,0.00037304518253708594,0.14361549831578888,0.09127088859518677,0.12404162817705482,0.9785397047391785,0.1555008678306176,0.2460813080152474,4,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260324,3,42,0.15044815269613815,0.039154848544896245,0.0018872602837164362,0.0005218582228731083,0.37513475108749583,0.2271054336918629,0.24660015136871222,1.02248939924766,0.1938894332928556,0.19900404924685716,3,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260324,4,28,0.0804052234397407,0.05600819294748998,0.0019156621183978612,0.0006113556304603809,0.29964507345895175,0.2032592870879393,0.2597092997197434,0.963530672146305,0.213068959214595,0.19075136842965412,5,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260324,5,8,0.026648365776771,0.03900710559027055,0.001954432508171219,0.000556250718016043,0.27552889660277113,0.18879829442546392,0.20875218965233588,0.998392234541071,0.12377700316279623,0.18409170730062235,7,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260324,6,17,0.050279779822968454,0.003829440064364033,0.0019723411314974543,0.0006091764894339635,0.3722753937009839,0.24951535006166903,0.3645395658366543,0.9779419206613511,0.1342635634639533,0.11791921118613927,6,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260324,7,1,0.0023985544972061146,0.0028791556358172365,0.002710475050018456,0.0008722420867743005,0.25107760628634396,0.1088842352020134,0.21961779630046374,0.8862247205461784,0.0,0.0,8,carryover
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260324,8,1,0.0,0.0,0.002747329657365041,0.0009090966941208856,0.3925824060456216,0.272367388587119,0.3014093918581204,1.1065385179852274,0.0,0.0,9,exploration
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,0,16,0.31197348950523474,0.14815776779270665,0.001867773782263046,0.00034834727220711713,0.15826809733751884,0.08922927846590739,0.1303657760429165,0.9913817638083997,0.1937836984502038,0.23868272234877688,1,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,1,7,0.11986815991033592,0.2049427555004461,0.0018782686109372478,0.0004728105012986117,0.31431588460612003,0.13418301440197317,0.2554509030977436,1.0427213746096127,0.1642903154793874,0.1788238670120852,3,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,2,8,0.06382740536988522,0.02322494741416129,0.001929369741632949,0.0008015906622009592,0.36554375203661127,0.24917036973900947,0.2838596562126185,1.0274372982181337,0.17121915498526333,0.296302186407742,6,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,3,10,0.15623909390987478,0.251065743298721,0.0020038146031948665,0.0005101647059315784,0.20482215063017134,0.12255722376157115,0.1791089119250951,1.0439428387683378,0.17121179735035252,0.2537189068642818,2,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,4,3,0.03497985396201689,0.011304112307625232,0.002125934958994041,0.0006281506651678185,0.34009198566813126,0.24763722430802662,0.33321419389471485,1.0679785129237722,0.08999709718180672,0.17114870438767493,8,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,5,6,0.06392222920047491,0.002758571649903706,0.002174121728041067,0.0006783058826336821,0.4230593220669931,0.31734630004223274,0.3601064677457926,0.993620996791081,0.13665200648080356,0.22518341738762948,5,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,6,9,0.08672136071975221,0.23922169015646627,0.0022894628790164832,0.0007826910638876237,0.26377971758008617,0.16673966523955502,0.2303272902461229,1.0205423021187083,0.2348845205528273,0.2552505960462814,4,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,7,5,0.05597377864140117,0.0534084467611429,0.0022936672117798837,0.0007171222763512918,0.3391016279822248,0.21175210500270966,0.24707746873556108,0.950388201261595,0.1272176948370911,0.22147201273627057,7,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,8,2,0.012964083554926018,0.0029111656291936593,0.0025476165024275804,0.0008943602567790866,0.3674919846835317,0.25749624353478895,0.3527078958493309,0.9540843134931969,0.06797216466324521,0.06553973059900361,11,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,9,1,0.012929207777294897,0.03184958095471359,0.002550040931091073,0.000682267148828027,0.286398033387513,0.18057689222967696,0.19619898728746338,1.0217590422160863,0.0,0.0,12,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,10,1,0.012832077180813209,0.015536044105827478,0.002556827700557072,0.0006890539182940257,0.27639553272990874,0.2039814161932728,0.3056189645062028,1.0720747358223608,0.0,0.0,13,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,11,1,0.012639515440464407,0.0018934224893806298,0.0025704357124755224,0.0007026619302124763,0.12079396895020121,0.07257825949923008,0.07727716709712511,0.8945056298463472,0.0,0.0,14,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,12,4,0.02265543446519904,0.008660728315941958,0.0025989710596876115,0.0008919197746113062,0.39796552572537247,0.181826392908856,0.3115577306212257,1.0305246069113723,0.060397928052938775,0.2814384156025024,9,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,13,2,0.022204941864249983,0.0030700209457886667,0.0026226856126547815,0.0008218427119059124,0.41927267027508575,0.20057477801738888,0.3896747125660548,1.117411835143724,0.021834787948658275,0.01783728899285239,10,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,14,2,0.010269368498076347,0.001995002677980814,0.0027573319809174827,0.0009180134410063329,0.4228097705939662,0.25004791261452214,0.3100350761155988,0.9757921822233353,0.04454575444116846,0.21148434340199912,15,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,15,1,0.0,0.0,0.00291740393933858,0.0010496301570755338,0.25560321578562406,0.09007929506733206,0.23038336766844766,1.1419675175354727,0.0,0.0,16,random
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,0,63,0.2774758610949374,0.6287602204535732,0.0018420558748996375,0.0004171943952652613,0.25439455542040024,0.1550160021598185,0.19526751223059047,1.0034737630772939,0.25719077987466266,0.2556059913738846,2,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,1,70,0.3385967177211697,0.16940668088859015,0.001842837938912697,0.0003319185381050069,0.16666058844469983,0.11071377461557526,0.14072960163923529,1.0211168354414415,0.19924633198046238,0.20002306885654417,1,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,2,2,0.010893464085146489,0.012229403395182328,0.0018593813665501368,0.0002296350972312679,0.21219916527459498,0.13002914716967684,0.15491655579099767,0.9533327507578695,0.025622183387654998,0.06549123354708965,9,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,3,6,0.030475657557787895,0.004717457880854053,0.0018635214662039963,0.00029771717613285507,0.13327263785578594,0.06266976042630966,0.10381556976176719,0.941242942391334,0.035450521442120804,0.08878642849144165,6,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,4,41,0.13212636545866593,0.017981163374222023,0.0018878146764770296,0.0006241127292844228,0.3734061997209548,0.265175591437121,0.3145355479567124,1.0155374989821695,0.2458592810483257,0.26434929261916024,3,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,5,25,0.0951525106710397,0.12123133381485675,0.0019797584320065515,0.000530608674608595,0.2943461421180658,0.1747034495079852,0.2566755206904111,1.0273031303025717,0.16988080051068852,0.25951647607549255,4,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,6,22,0.060355331837966146,0.02130352840165705,0.0020966773706705515,0.0007143550448535773,0.3706629324452827,0.2249457458668452,0.25518001012595404,0.9650831575455053,0.17423673224662506,0.17782166221500548,5,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,7,2,0.009390757694982916,0.014688043713977299,0.002171229835136284,0.00033846333556895045,0.3087781951065328,0.1467880534276204,0.21977652112090354,1.0275213838887993,0.01701938236805116,0.006699022982161643,10,carryover
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,8,4,0.012036149492309084,0.0008083689191656315,0.002179162477139993,0.0006221449442201232,0.4235889714231955,0.2598489438180826,0.3235191408136169,1.0191774965538478,0.11181874542222536,0.23627382110304518,8,carryover
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,9,1,0.004386522331035547,0.0022000765777152142,0.0022417091319464357,0.00039965325704679816,0.31807221641895594,0.22123047138063734,0.28101316297857315,0.935429332239881,0.0,0.0,11,exploration
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260325,10,8,0.029110662054959262,0.006673722580206446,0.0023346300168102215,0.0005700981658946708,0.4157651837919475,0.17992509933716372,0.3085126864677339,0.9377484234242659,0.11354598212519913,0.0924932056148406,7,local_expansion
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,0,8,0.18681304802204765,0.052593709310149006,0.0018348793578002707,0.0004407006723050258,0.14164697020185207,0.07926320755717967,0.12108479143153295,1.0322191510742365,0.14635531120018017,0.2437811184727292,2,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,1,11,0.1831944287289332,0.26007764345494844,0.0019016780210926905,0.0006864573412366282,0.3069899925594764,0.1859957687109498,0.26108032668848485,0.9904105112366929,0.19514635957908574,0.2780929262865606,3,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,2,4,0.06718836022160182,0.01809275744746274,0.001961185439832946,0.0006975676253022838,0.4057625500901474,0.22399232575628525,0.28912158581515063,1.0480106075916855,0.11639993666091457,0.11464214632200376,5,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,3,14,0.26139081282958,0.29840695805493506,0.0020242975672964012,0.0005654231864256809,0.19868352622947655,0.12361052857259938,0.1696541811901367,0.9889190662639257,0.2107055470487399,0.26733887191862915,1,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,4,3,0.06986809234612112,0.1772195270814351,0.0021506242414401685,0.00045352933323736613,0.27014037432507165,0.13337833464139712,0.19303009116457004,1.0150573350665941,0.07029260561347855,0.11690591357535922,4,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,5,3,0.05614520877509398,0.015603601406610037,0.002265670684923576,0.0006614934472122797,0.36071877168087724,0.2349753993728011,0.3248559891391358,0.9818222435961047,0.08671585674762002,0.2325404023873345,6,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,6,2,0.03864600313051724,0.008174560826753621,0.002292751683679121,0.0006329418143410435,0.4236463190669628,0.16918055409514193,0.3486881683160405,1.0026818862601417,0.03625742151516706,0.030450728708324055,7,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,7,1,0.019319846962240542,0.025287450860953548,0.002451047022815061,0.0006161676650147903,0.3301391248224767,0.14431894424505026,0.2610900564508469,0.9034093983553189,0.0,0.0,9,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,8,3,0.01879988782412002,0.047630272619199804,0.0024756008268902088,0.0009134900076740714,0.2495341407343956,0.19249242799952535,0.23221934644123196,0.9643311162218748,0.07687093699920451,0.28902706293734404,10,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,9,3,0.017375731485738916,0.0015034831787580452,0.0025464995981875965,0.0009708669102336158,0.39753392226580253,0.29647777205751186,0.32082070589882056,1.1111826360813755,0.09675497000533846,0.08557818004747013,11,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,10,1,0.017314215275013582,0.010706285716285685,0.0025496915689374377,0.000714812211137167,0.3533320674429725,0.1601559078815285,0.32139843404589347,1.0594605692585979,0.0,0.0,12,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,11,3,0.03293193827343718,0.07929077481071331,0.00255990365270398,0.0008681256844526251,0.22276177243648573,0.1538817706275132,0.22741561895206377,0.9505737129832316,0.05437592603041221,0.2681680316446394,8,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,12,2,0.015876636832506678,0.0012693040281423248,0.002627702857283876,0.0010106713464747058,0.41918743858774776,0.2230870583675657,0.40252795226953436,1.0341192637331609,0.07104913549331089,0.2945407710220649,13,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,13,1,0.015135789293047952,0.004143671203653437,0.0026707107574356894,0.0008358313996354187,0.34259615853604247,0.27536273532890787,0.287422878699482,0.9690775254332243,0.0,0.0,14,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,14,1,0.0,0.0,0.0028596088006033102,0.0010247294428030395,0.40805684876418846,0.24440691442978818,0.37082071074647904,1.1452397994018948,0.0,0.0,15,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,15,1,0.0,0.0,0.002869061449769451,0.0010341820919691801,0.31037521632631654,0.15997147051665994,0.20825912944238378,0.9418471445125537,0.0,0.0,16,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,16,1,0.0,0.0,0.003030385477941995,0.0011955061201417243,0.33858644414714945,0.24067498607492613,0.24072940108153157,1.1744068954537674,0.0,0.0,17,random
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,0,24,0.08329623685175203,0.0362436512085447,0.0018396066772249876,0.0005058199584734659,0.3198758418398419,0.23816011732466524,0.2732961711073338,0.9986361728089891,0.19325698564225458,0.2624816170266372,4,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,1,76,0.32699879535037313,0.18926067523125906,0.0018624974472580985,0.0003405684719595604,0.16497389752821695,0.10497166364557749,0.13259436400025962,1.0314627807731451,0.20806380263028112,0.21411991360440535,1,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,2,38,0.1507553248455733,0.37985143760751844,0.0018718151049008616,0.00040904686057824434,0.24985479172576983,0.1707154784389119,0.19762690159713261,1.0226138227838037,0.2027618660574754,0.2660548972564838,3,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,3,48,0.20359018825354439,0.29992622994245816,0.0019021949379576368,0.00035637586263920234,0.20109900467041011,0.13736958888659254,0.16335617579129164,1.0051329440279617,0.16780761788027265,0.17235810666663715,2,local_fill
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,4,13,0.05742147970066656,0.05883951754240591,0.0020238110536600056,0.00030951562972494375,0.3016361914998345,0.11750696520355536,0.24347160841606347,1.0239157742074438,0.10761990874414208,0.1553379379625959,5,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,5,18,0.0468912907865898,0.0028285239515592887,0.0021158259619933886,0.0006929269304866768,0.3931413383005198,0.27049792466307065,0.3734620296370649,1.032959634506231,0.23113663857107758,0.20362810648066385,6,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,6,12,0.046083283251524526,0.006704251183421281,0.0021448060128707275,0.00043381563461979605,0.41773187065627976,0.16711560790997562,0.3638027049334403,0.9927909962105724,0.09863551633395722,0.0963975992140008,7,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,7,2,0.004253643384793502,0.0026008634164501926,0.0021789992970751436,0.0006756643666385018,0.35388680800461303,0.19952524746025666,0.25443583526628377,1.000551779976991,0.05326282942686394,0.12317637795815194,12,exploration
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,8,10,0.028031465948097717,0.004601372851995278,0.002334363691701139,0.0006571809367143364,0.34275092538966895,0.23629628667326252,0.35648156217463073,1.1021762266604562,0.09743093164669668,0.0831726628030441,8,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,9,9,0.025846861342032224,0.004953818547513851,0.0024507784645170427,0.0006954524809460689,0.3783433257883712,0.25447979542279175,0.27316151233795344,1.083549796062774,0.1285731429900481,0.0596611253046704,9,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,10,3,0.008857476152484786,0.013059375304974004,0.002478052200586364,0.0006684365359510168,0.2690180944105935,0.21030044504568304,0.21920586128002595,1.033360246830198,0.016248995325313088,0.04969107284882919,11,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,11,8,0.01797395413256816,0.0011302832118997976,0.002562499603873479,0.000821954385610713,0.41427406094523517,0.29142643918921346,0.31354859502452703,0.9945455004215062,0.06440681153585597,0.08860995125190581,10,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,20260326,12,1,0.0,0.0,0.0029869048622026065,0.0011472981849776189,0.12675591727326463,0.053331161259654626,0.10368313661949627,0.8640307685972793,0.0,0.0,13,carryover
one_shot_random,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,0,3,0.039231104598464864,0.013751950628290776,0.001958965288681328,0.0003782177903327126,0.40838998653132896,0.25130738318205825,0.26995057425949126,1.0029337703362673,0.0762549541142055,0.1616825409498182,9,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,1,17,0.2512384303905841,0.3256757708783464,0.001989064797910791,0.0003476915235560694,0.22713451554643593,0.1410878689597011,0.190094999626205,1.0105956356374655,0.24173576887311254,0.27811895773981593,1,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,2,11,0.13661838881583172,0.06102486805223238,0.002004097468441276,0.00045376085975152615,0.18059729066381688,0.10750137974246883,0.14621946899468027,1.0404019249442096,0.17741649933316794,0.3387625734633295,3,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,3,13,0.1444370734399497,0.285173949693244,0.0020253620453175854,0.0005267846281088223,0.31188068090110244,0.17298588498165055,0.2531297503519536,1.0285555598450833,0.20003960901220377,0.31136071045053576,2,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,4,1,0.019471924654881595,0.026669525667809592,0.002030798179161304,7.183289047997619e-05,0.34436073767737063,0.1856450052983783,0.2150386036607979,0.9863617012626937,0.0,0.0,14,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,5,9,0.0724357638289183,0.011216879197864666,0.0020330769411393717,0.0007231315488346208,0.14294172814500175,0.07903818154364836,0.118366002392514,1.0252105862254801,0.11806915718324135,0.34033840584150843,4,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,6,4,0.06400447636155451,0.032992576400398925,0.002045433955204565,0.00027941521250264177,0.3719066879609157,0.15913722801898963,0.333140628256281,1.0646829753213614,0.0939292209659625,0.12352157223267353,5,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,7,4,0.054457548652301846,0.021249598127953996,0.002078398592701612,0.00042934944415504855,0.3672801156673917,0.21470389731359849,0.33923493226798807,0.925856746304247,0.1257029753948267,0.16549858549855131,6,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,8,2,0.026466663009142126,0.028023091490053213,0.0020858148396554793,0.0004913045297168322,0.30828847391048986,0.10835474426262182,0.2718044262724707,1.07715743882317,0.06923465881174602,0.15628911877876847,12,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,9,5,0.044628505928991355,0.1059892793636579,0.0021410387379981427,0.0006289551973979878,0.28139827261542477,0.14710208751863424,0.2223879729267321,1.087720034215089,0.14175875287159093,0.260087009347634,8,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,10,3,0.04666410241583592,0.002224634055334894,0.0021647559359296914,0.0002758809758971045,0.41313159611099665,0.31485935737839904,0.39947207429952497,0.9870843016064343,0.08398809540647145,0.22124248622261652,7,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,11,5,0.03868860650258892,0.007504711970592173,0.0022351467177537452,0.000699696749021361,0.36850995101687406,0.2809625504722761,0.3376834522934918,1.0693278839786455,0.10350460643684888,0.36630881723859954,10,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,12,3,0.03692566415328983,0.02663332996107497,0.002390643484569454,0.00048626995050661016,0.30828731721743935,0.24059543629802227,0.3052002024803052,0.9288663540412857,0.11691568408675768,0.057871150579448014,11,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,13,2,0.024731747247665213,0.05186983451314611,0.0024368604128043566,0.0004804663672685213,0.2625700402985572,0.1976608538670574,0.2138417866310203,1.000427593110808,0.03342574922749768,0.25058957691015266,13,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,14,1,0.0,0.0,0.00286580058122746,0.0009068352925461322,0.4384165901328508,0.27773637919976046,0.42408868437173064,1.1066512212312167,0.0,0.0,15,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,15,1,0.0,0.0,0.0029252494696218093,0.0009662841809404813,0.3848850126200215,0.2399428684899454,0.39214111508789595,1.1747941755199927,0.0,0.0,16,random
one_shot_random,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,16,1,0.0,0.0,0.002963697333523608,0.00100473204484228,0.38947191875999965,0.17986227052162132,0.2689602993287524,1.1298452776839731,0.0,0.0,17,random
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,0,41,0.1527207449107692,0.190471112702938,0.001960457052861508,0.0003154810637472732,0.30657189604991336,0.20165958503049064,0.23607147739607726,1.0279376623592842,0.214901154355982,0.2418469260984618,2,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,1,17,0.05891925413906723,0.01045972506322172,0.0019807421650680614,0.0003940683314073708,0.392998578080757,0.20133826819225176,0.3520279574539691,1.081990424552089,0.14263246551734135,0.18161555450507755,6,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,2,34,0.1332542254389027,0.34427963387398114,0.0019886454666589353,0.00027094626932567596,0.20815781174456133,0.1355005873678167,0.1513981426371652,0.9340385394069451,0.16699692440436054,0.32931947695155545,3,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,3,7,0.023974820966657626,0.0394219343971386,0.0020059542858025517,0.00037030515391235224,0.31869076723481143,0.1665103786820448,0.21485510714611952,1.0031818593524604,0.14657212096546915,0.24101693839626695,8,local_expansion
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,mid_skew,20260324,4,19,0.06887484019893891,0.1206419087762435,0.0020100160038662995,0.0003463332017010707,0.2858037308720675,0.11888004563219616,0.2530836597607376,0.9967416118551095,0.1698330545662831,0.1219093789984598,4,local_expansion
