method,split,observation_seed,condition,geometry_skew_bin,bank_seed,cluster_id,cluster_size,cluster_mass_layer1,cluster_mass_layer2,cluster_best_score,cluster_mean_score_gap,cluster_center_rho12,cluster_center_rho13,cluster_center_rho23,cluster_center_alpha,cluster_geometry_span,cluster_alpha_span,cluster_rank_by_mass,dominant_candidate_source
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260324,4,21,0.06648308403916146,0.008654965709951314,0.0020041294671649637,0.0007101358885720234,0.40676230327377166,0.26141971222049637,0.35599464639040124,1.0232689971568938,0.18940237299906648,0.24252937769512398,5,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260324,5,2,0.009836501654367818,0.000256425794519846,0.0021187124710426034,0.00043253701369232113,0.4324877580982479,0.3173640866327676,0.43252803619287694,1.0849056089855391,0.01924792131642141,0.10924936526019877,7,exploration
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260324,6,4,0.016394614511165733,0.009868451759635629,0.0021893340403671513,0.000603080983220863,0.3966761445696651,0.18736260987936848,0.2725188896546274,1.1250083203554317,0.05242903273470607,0.038076923537016735,6,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260324,7,1,0.0034098207325383824,0.008866831956413346,0.0024690350521030173,0.0007619582346944857,0.26393563851216423,0.1816735348217701,0.22491631400530065,0.89147307723605,0.0,0.0,8,exploration
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,0,7,0.14741225336107905,0.10630707254126356,0.0016482979699780436,0.0003638975924803567,0.3639963851007368,0.1996407627899974,0.29202499204095134,0.9551654762377344,0.18107521148917263,0.19577260537410635,2,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,1,6,0.0876920873857316,0.013015282878826908,0.0018119204246217903,0.0005817086934599537,0.39875738201341115,0.28444088065623413,0.3284291659469155,0.9721552390772166,0.15855348403671474,0.2675017460518824,4,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,2,3,0.02513102323575591,0.0020247756415372486,0.001828952252858434,0.0008475484033467918,0.39959845644144015,0.29703869310697995,0.41617534887232605,0.990547709470274,0.07362772779091119,0.2979870869202803,9,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,3,25,0.3750190186536008,0.3955499514913357,0.0018521623784074522,0.0006169257107207192,0.19123118137514541,0.119806680813229,0.15424562936211758,1.0381973025530011,0.21984768271058805,0.3305246435970047,1,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,4,1,0.024133019626563758,0.011425957907691693,0.0018654221038749167,0.00021712413389687315,0.38348333787103184,0.1475651653287894,0.3420340115089814,1.0095269911191815,0.0,0.0,10,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,5,3,0.06138143813049373,0.2031887848275711,0.0018934008117464946,0.00037016993813756654,0.2635533970893796,0.17749945844353274,0.2354461651185286,1.0201533517174581,0.1151032317960648,0.08238713569730698,5,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,6,4,0.03604714433538622,0.095219056774873,0.0018977810226172712,0.0008101677106092306,0.22384050563007635,0.17481118732288994,0.1991719274201377,1.0251382091579309,0.1015868815420846,0.318223120274478,6,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,7,2,0.020324895142934146,0.005960344181314946,0.0020199831676795186,0.000657588807893274,0.43469999118102964,0.19040467622557464,0.34662076060949437,0.9681090632695833,0.05031129236650265,0.07658989092491324,11,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,8,1,0.018404255159285707,0.04438903548951589,0.0021093213075586716,0.000461023337580628,0.25902821817436533,0.13834330504986636,0.16059769225653706,0.8899832108077534,0.0,0.0,12,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,9,3,0.030031705703679138,0.05006854168106328,0.00213601918369214,0.0008671347491924908,0.30847596419546885,0.19895470088187647,0.2572632150064695,1.0543815425401526,0.0818567146223378,0.18781355672088418,7,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,10,11,0.12261475117514213,0.032271600769922124,0.002156166332205044,0.0007886036233910223,0.14393883574246097,0.0790637622447899,0.11903410443509368,0.9932687344784519,0.11902980763766019,0.3321464318434151,3,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,11,2,0.027349914172964018,0.0013312974642698066,0.00234946919488627,0.000728760252653638,0.4345589740402606,0.3200868144693233,0.36967043985417947,0.97425902762527,0.032236341519556955,0.1322318496536515,8,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,12,1,0.013108245437989802,0.0369369835321394,0.002414727704984819,0.0007664297350067754,0.25124384564044044,0.11853273928033961,0.22939869170055605,0.8882608247886706,0.0,0.0,13,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,13,1,0.011350248479393874,0.002311314818675283,0.0025443293419098742,0.0008960313719318306,0.4289402399161164,0.1446771555222117,0.38104749624853557,0.9789775291276226,0.0,0.0,14,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,14,1,0.0,0.0,0.002594728776900688,0.0009464308069226444,0.30468959914690574,0.1290075212990102,0.273756327334646,0.8534271872381158,0.0,0.0,15,random
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,0,54,0.25235753200512184,0.2936001793441049,0.0017023929893320762,0.00039738694836438106,0.31496756085094574,0.20681200395821245,0.2654150905323291,0.9519948625051746,0.25272121618632215,0.28787241705341704,2,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,1,13,0.06726729518956831,0.002816299991628826,0.0017489529117472257,0.0002995959277813214,0.42788213713742745,0.2729276398111982,0.4277591230930286,0.9673176162962697,0.13920149661930184,0.07926814822221684,5,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,2,5,0.01926163180622755,0.0027395574876210044,0.0018175853932949366,0.000485084560237202,0.38406610097411753,0.24535537418779385,0.36032465496240673,0.9632791268251274,0.12877928807962927,0.1844720266209542,10,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,3,41,0.1438679932256401,0.3053257364592414,0.0019251957548911973,0.000598712237113953,0.23698444054614373,0.14438854690952166,0.19558627102527706,0.9972853461186286,0.25969166660397863,0.33092628653946077,3,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,4,20,0.06989882641985819,0.1815594229632214,0.0019592268187999086,0.000574985394678906,0.27969483218536856,0.16105227084074167,0.2099319897978221,1.0127375957485012,0.2290030987551693,0.2695560600266578,4,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,5,3,0.015205730531301725,0.037521562293413455,0.001987067850796727,0.00030408075670311556,0.2904149966788145,0.16964919536517872,0.18466903731758597,1.0890446458339984,0.03739432923673596,0.022420414428707333,11,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,6,6,0.028645727620173096,0.006564553884296599,0.002008729871183468,0.0003583115649717803,0.37024924565488293,0.25129877038606824,0.3277948324294418,1.0252375648127456,0.06500387710844059,0.09005995171044542,6,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,7,87,0.315060567765567,0.11592334264489063,0.0020271165394671305,0.0006048417390120112,0.16560730153156528,0.10042721517606557,0.12055366507064583,0.983529023401393,0.21564681308521613,0.31332824122836844,1,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,8,7,0.02159069838394433,0.0012230679801954348,0.002036307818483387,0.0006419918267633772,0.41357596239815575,0.32531007902082276,0.33992375534735997,1.1311216495825993,0.10084010669033953,0.1382703794525394,8,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,9,2,0.008180598145468928,0.015986486156923503,0.002049937065510629,0.0005116051967342789,0.29132451399262177,0.14988836921014131,0.26066266069652716,0.9628712908028207,0.02727122992284019,0.07922048400768505,13,carryover
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,10,8,0.02479267784152852,0.02462065579291364,0.0021640591533895743,0.000691156625376549,0.2124241747091664,0.11706285090743662,0.15785010764640145,1.0927287375677315,0.11792389771250884,0.166425413304124,7,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,11,3,0.011259470327773169,0.0015043319695315326,0.0022461066285366423,0.000575147526908811,0.1274383504075153,0.0684526413208824,0.09497855120119401,0.9060098353758047,0.02320572108860851,0.023295264962359785,12,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,12,6,0.01992860960674605,0.005756701032943245,0.0022901571277653137,0.00068556004614619,0.39849050651355644,0.2538572622024391,0.26446470978318487,1.0060758797885248,0.05970556728151715,0.06427591358547231,9,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,13,1,0.0026826411310811376,0.004858101999074583,0.002578761569602068,0.0008763685802699918,0.2601778251499023,0.0995417572646608,0.23397363563182003,0.8604522628765681,0.0,0.0,14,carryover
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260325,14,1,0.0,0.0,0.002925405651944702,0.001223012662612626,0.36049304584842595,0.17739045269239603,0.2393917114425073,1.128747285067442,0.0,0.0,15,carryover
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,0,8,0.10305619697807747,0.12797281989154216,0.0016507500341708667,0.0006541483482448885,0.33417999975108537,0.20048489094267968,0.28575359186379956,0.9369141861062902,0.1710600334915747,0.2550215408888316,3,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,1,5,0.05880961311304152,0.017901443064064926,0.001684693170815427,0.0006987507226139635,0.4056583804045292,0.2115718380616562,0.3212886414866557,0.9551479361411228,0.14578248941318883,0.35358277650195297,6,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,2,1,0.027444922734723005,0.013418386623599527,0.0016990255661129975,4.827553194213072e-05,0.3544094014479225,0.2658537640565968,0.2799150547735779,1.04618060796811,0.0,0.0,11,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,3,3,0.03840889790477205,0.002830220142588208,0.0017717825024301916,0.0006450665496860413,0.4293494056369485,0.2915016131546421,0.4043995961890363,0.9445613808463275,0.06959090583690791,0.19234402957966215,9,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,4,10,0.10819270052851736,0.23703214969597433,0.001924190840342948,0.0007310712567930571,0.24807675416615999,0.14635147053174197,0.20423736953995064,1.0240948763329034,0.1745278391388533,0.3139946021427429,2,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,5,20,0.2423982708658194,0.12133949665523935,0.0019302761971778412,0.0006836380429031581,0.17411070569846035,0.10067214546458333,0.14961075316079192,1.032588236378535,0.21095445569488333,0.3021132311460444,1,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,6,3,0.052774309641526664,0.06515801195442994,0.001942638286240464,0.0004733132918505634,0.22589040112586553,0.10813973198906153,0.20074193009311983,0.9512089787117085,0.07158531422863419,0.1320239635581494,8,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,7,4,0.07012245633380541,0.01955928172238221,0.0019555668028530615,0.0004610897094857152,0.36567927955688206,0.2433470488444345,0.3629718545288961,0.9634634172779021,0.09048703606968544,0.17296980109059468,5,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,8,8,0.10236246527993888,0.23261161865045815,0.001983147904507462,0.0006199530052720074,0.3113827071084326,0.14043243653758106,0.25398323638047593,0.974220601859844,0.13145029049072285,0.2371602960415478,4,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,9,2,0.02864077804388193,0.021716522426065844,0.0021041874836617886,0.0006564215358200358,0.36820675671014796,0.15540188103685842,0.314513055597458,1.013321323046728,0.06944581231845666,0.017869602556271767,10,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,10,1,0.01578824215783734,0.020375982668404024,0.0021966496879620026,0.0005458996537911359,0.19811802503460865,0.1603439404932413,0.17419891657948738,1.0320529847045667,0.0,0.0,13,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,11,2,0.027095566054325726,0.0423609010683159,0.0022222386746588393,0.0006916336069142631,0.33889003389542127,0.19025150234576954,0.20144586719677024,1.001383952891031,0.049606885087519086,0.23671644039689138,12,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,12,5,0.05638553099819157,0.009452360066234447,0.002228013453484899,0.0007248080353243044,0.13538290548896123,0.07856865920303127,0.10568783498040465,1.0848323418947161,0.12107813883676581,0.21850307773620659,7,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,13,1,0.015232019700909186,0.013743568777508866,0.002228928839867882,0.0005781788056970153,0.3700496219681931,0.230226323484242,0.23422360361707684,1.1208058854291767,0.0,0.0,14,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,14,1,0.015044621328826167,0.0026808933854773243,0.002240070147686564,0.0005893201135156974,0.41641605150944294,0.2832677558932747,0.30043643354692534,0.9532763055702956,0.0,0.0,15,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,15,1,0.013411340634339419,0.029200154607454863,0.0023434980356358036,0.0006927480014649369,0.26328355172804563,0.09813176078949332,0.23055649929319172,1.1061927591917242,0.0,0.0,16,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,16,1,0.013202183657656717,0.003448880834595458,0.002357644614093016,0.0007068945799221492,0.4398585500058725,0.1828983819869505,0.3507798267118701,0.9769745985052565,0.0,0.0,17,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,17,1,0.011629884043810554,0.019197307765664664,0.002471768437722878,0.0008210184035520112,0.35804497474053043,0.1691832540082546,0.2536064025871812,0.8629691297440482,0.0,0.0,18,random
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,18,1,0.0,0.0,0.0026199865699857877,0.0009692365358149209,0.2950488246702678,0.24016474034814028,0.2472287759528193,0.850535412613741,0.0,0.0,19,random
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,0,29,0.1226998493552923,0.024035914225136835,0.0017825275605820351,0.0004398322476145647,0.36512576157763443,0.271762855461295,0.3101967637552657,1.0454906720760182,0.21513064775401036,0.21754298416099044,3,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,1,52,0.2250349858231705,0.5217710661335161,0.0018030047158409898,0.0004292315758483963,0.26649209563312337,0.17764780164441032,0.2217033037106604,1.0465710412433569,0.26697704900362107,0.29632921038418364,2,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,2,65,0.26054909583838826,0.1832125620503062,0.0019696223133395287,0.0004892647518500943,0.19842545753624957,0.12227567730642969,0.1534497421877821,1.0005314579836797,0.20033616528786724,0.29686580065874923,1,local_fill
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,3,31,0.12230181516320524,0.12235704686234761,0.0019962433861759987,0.0004958684141841967,0.31492946987983406,0.2203185724116986,0.24058176522657793,1.0348582316728285,0.19087708401038692,0.2856494365270211,4,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,4,27,0.11386721382741573,0.017887582906132116,0.002029845356405756,0.000430104329997174,0.14697192175436985,0.08253285465904045,0.09785118958623105,0.9401214165113383,0.11499635576416543,0.29839611729706783,5,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,5,13,0.05374365937649659,0.07632341713572557,0.002046237894517809,0.00046489951772387084,0.2828826169108885,0.11395805148806157,0.22765761152147473,0.9600555644658665,0.09294727760138395,0.14982113289289878,6,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,6,10,0.03077454331939211,0.017148683276392216,0.0020791218661830916,0.0006603976045060661,0.3596430945570906,0.19058869845221366,0.30613379998407303,0.9960283701111077,0.180554708138878,0.29192438445306423,8,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,7,8,0.0309798884573002,0.0017679321650978224,0.0020806772217828603,0.0005324707687290127,0.4073807584495431,0.30092984511854826,0.36588863889805956,1.1104945974655367,0.0661456486610874,0.0488753619652786,7,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,8,9,0.013249214168490965,0.0022932478901678426,0.002195345760671969,0.0009355885379092013,0.3865640061810102,0.22358827259950578,0.34435913182235567,1.0899150545263905,0.08349682934462943,0.0884117751439239,9,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,9,3,0.011582349458765684,0.013805416130202485,0.0022130450293847016,0.0005218862561167329,0.31676005774205684,0.16160698575055385,0.2668453062251895,1.0367923561581809,0.047715328431641946,0.15658881243686074,10,carryover
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,10,3,0.011576505126049972,0.012686805228009499,0.002250113427120082,0.0005191281567435711,0.3417120030914103,0.19833233922520263,0.22587589249867754,0.968381059823508,0.04739129791925986,0.006408302936935395,11,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,11,1,0.0036408800860324208,0.006710325996965698,0.0023530972214147465,0.0005705696608327114,0.23184911012438836,0.15231765507410694,0.19703852823344736,1.036242677964002,0.0,0.0,12,local_expansion
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,20260326,12,1,0.0,0.0,0.0029105823342741102,0.0011280547736920751,0.27680504380867144,0.18905149565543708,0.2967315095840996,1.145269042097166,0.0,0.0,13,carryover
one_shot_random,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,0,16,0.12473562562563631,0.06120108738053909,0.0025205256012010894,0.000507024899112533,0.39230459947334434,0.19479415991304094,0.3375035784395594,1.013139788874251,0.20711963714867554,0.5838432441671424,4,random
one_shot_random,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,1,20,0.1467362961782462,0.025474845509279358,0.0025434194247243706,0.0005478756717511245,0.14568487850966166,0.0909499465772309,0.12095569106559687,0.9890182401957994,0.16933499134691932,0.5020826725043546,2,random
one_shot_random,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,2,17,0.13810452897271241,0.29517950499608236,0.002543487927396876,0.00047413343763040594,0.3207670508044559,0.17989010594744997,0.2536590316727829,0.9709280135161716,0.24382634904808428,0.5092097986942504,3,random
one_shot_random,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,3,7,0.06341644833704725,0.013286258167020821,0.0025440053638178706,0.0004401811772113762,0.3847811808880715,0.27950083168134704,0.35009412776985727,0.9858627899743606,0.16427239820274014,0.5665791326451823,6,random
one_shot_random,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,4,23,0.1876981930072603,0.1642901827048333,0.002559611684525835,0.0005048872950338842,0.20792537007394843,0.12784297649658286,0.17430976682399124,0.9835496936926005,0.2074788119681872,0.5814858721295826,1,random
one_shot_random,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,5,3,0.035125270930674274,0.009076816128185174,0.002570945889813815,0.00017803564449584528,0.4257960402405125,0.2508727334058,0.30095916847000703,1.052523692424085,0.05490549586750335,0.4045887287406131,8,random
one_shot_random,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,6,10,0.05974381877877014,0.14692940223609405,0.0026924254617631525,0.0006466194944180931,0.2798955694481048,0.1364879720058641,0.23210100136622044,1.0576359540755425,0.2276410836134857,0.456584670177798,7,random
one_shot_random,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,7,2,0.020664963667446266,0.009335633031409022,0.0028027046293228543,0.0002849423719147397,0.19982454760815765,0.07602180784644126,0.17858437631931945,0.9724259315259737,0.069282943672462,0.32250484636682997,13,random
one_shot_random,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,8,3,0.026848050180299683,0.03197829552476415,0.002803497304045763,0.00041958674862619126,0.32713491613512014,0.20900249735156598,0.2997318224161028,0.914788963603909,0.09561861253306736,0.10724301721577395,11,random
one_shot_random,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,9,4,0.034903163932305935,0.04651851010555798,0.0028079658901442243,0.000451347047017209,0.3490077936288646,0.1613864504622988,0.30058119436688496,0.940878081466803,0.0789832189702853,0.23955754085072004,9,random
one_shot_random,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,10,1,0.00986874882276571,0.0005100748408244976,0.002846791217412807,0.00032626561621171756,0.42166945106142023,0.30425375417131917,0.42128257702638466,1.1184237146767781,0.0,0.0,15,random
one_shot_random,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,11,2,0.014767558286603593,0.0034052418149752755,0.0029231786451009486,0.0006113208250018978,0.428750441048638,0.1765643899136285,0.378416767941419,1.1823710784192667,0.05629876779342188,0.177057872668125,14,random
one_shot_random,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,12,8,0.06462644402754963,0.1355314644867593,0.0029339142746387177,0.0005109474379574384,0.2393711026670908,0.17163631878969646,0.2294584919902366,0.9963155345446816,0.1603522316073793,0.500330861718504,5,random
one_shot_random,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,13,4,0.027042584399050912,0.026257825824672683,0.003063627660171184,0.0006756596349101552,0.3713487312422441,0.22278893025920582,0.24222623886710098,1.1480423861795384,0.10443533562735864,0.40149750062791084,10,random
one_shot_random,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,14,4,0.025689212851565446,0.02107183037865704,0.0031276347359633664,0.0007176121108031996,0.3264486744778185,0.25976541141785914,0.27814900333052295,0.981675609779553,0.0808385108305116,0.22267983904069036,12,random
one_shot_random,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,15,1,0.006864330143392636,0.0006053814343632025,0.0031735223762138958,0.0006529967750128064,0.4391115951469985,0.3108702954382714,0.3309428915362919,1.302480061496739,0.0,0.0,16,random
one_shot_random,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,16,1,0.006748562267952721,0.008879083337523597,0.0031888304528009943,0.000668304851599905,0.2518499818597574,0.1100269016122937,0.20432471938655164,1.2985837670232305,0.0,0.0,17,random
one_shot_random,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,17,2,0.006416199590720572,0.00046856209845911483,0.003234283608648469,0.0008561576455784049,0.12238469312058353,0.047894722423614956,0.09962047963978948,1.099827471144126,0.007451878088810232,0.3474439512337514,18,random
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,0,15,0.0719628335779818,0.011774905233048829,0.0024927204260338826,0.0004800412968491867,0.41375373671978505,0.2596999736604964,0.3268122718727665,0.9296745178847619,0.17796858433393062,0.24435207414874321,5,local_expansion
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,1,66,0.276958497409888,0.08445601742055249,0.0025169890960551125,0.0005314806772210773,0.16978707887248318,0.1005002348354018,0.13687253489332046,0.9773127468038307,0.17969494939033748,0.4481165454567124,1,local_expansion
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,2,48,0.22326293935221733,0.4235425606583049,0.002519598215592371,0.0004599694619006667,0.30630485930889145,0.19039512898735564,0.24088470309240032,1.1091806597270895,0.28533074829386923,0.3762568859602548,2,local_expansion
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,3,29,0.13153605303571614,0.2863546316482497,0.0025211040953360964,0.0004614616179240981,0.25044400638725733,0.16548621582222486,0.1934753827502593,1.1339187177260752,0.1537642948722812,0.4489708233114378,3,local_expansion
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,4,8,0.03059863782503218,0.0020128607517290987,0.002528574751815722,0.0005948327560401667,0.4172109808802915,0.2994689173210283,0.3674536262035552,0.9813915378849428,0.10804562406578326,0.2833030483617763,7,local_expansion
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,5,4,0.022286403151956888,0.022602570949635227,0.002577191635168931,0.0003266993846075953,0.21639393522870717,0.14754568860320622,0.1602637594363083,1.0500327131226646,0.10089889981159338,0.33193556238314165,9,carryover
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,6,22,0.10353714660617915,0.08177278963060552,0.0025774936184737376,0.0004703234221017563,0.344987790898563,0.23044201062450131,0.2563923655682421,0.9995864154822629,0.19164661692852733,0.5059468473831069,4,local_expansion
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,7,3,0.01847425234085984,0.023707267962468772,0.0026130710895492905,0.00021007973933983852,0.3424240528610927,0.2034916937052493,0.21896744565027337,1.1833449149322646,0.0794820975853172,0.07632593405971541,10,local_expansion
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,8,1,0.006713561007834985,0.003906633656031508,0.002622749494796786,0.0001300290687629036,0.3683581425685476,0.24006329097881948,0.2471693119602817,1.2053734144347852,0.0,0.0,13,carryover
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,9,3,0.0171065102813652,0.022914800089208005,0.00268914758796854,0.0002793255486795261,0.3193624685716211,0.1311446661963591,0.2456549479408048,1.2087024305751406,0.07875993486705792,0.04990387524330203,11,carryover
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,10,11,0.046163826723301715,0.016570597901901574,0.002824302806383942,0.0005642495960882728,0.35759830384753105,0.21977464453128573,0.3502888913082348,0.9202375868848414,0.1520934801261864,0.3710090395423849,6,carryover
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,11,6,0.025861494053481926,0.014584480955345067,0.002903418459455828,0.0005329556837664538,0.20276195988013798,0.09241618300461396,0.18482703449144663,1.255857558250467,0.023258837920812524,0.0537151562400246,8,local_expansion
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,12,2,0.008167754463225615,0.0012506629984673368,0.0029956704635960975,0.0005807631108678941,0.3853686715112742,0.2983269997232463,0.3093328175570186,1.172567315938532,0.05842053142922939,0.20392832975811165,12,carryover
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,13,1,0.004109848394350473,0.0001177911794075853,0.0030644185287126194,0.0005716981026787369,0.41947798708669276,0.31589862407013725,0.43947162388469063,0.9416313356530219,0.0,0.0,14,exploration
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,14,1,0.0037264842596195827,0.0004317314801364578,0.0031525473471567256,0.000659826921122843,0.43220155859979326,0.20598997871865585,0.3977335304444556,1.2838487515415695,0.0,0.0,15,carryover
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,15,1,0.003533889865455064,0.00040561243005467207,0.0032003067672162835,0.000707586341182401,0.13491682938432664,0.08028039683667737,0.09746675406606531,1.3066902848423128,0.0,0.0,16,carryover
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,16,1,0.00307924843241552,0.0013636117817127028,0.003324249058856799,0.0008315286328229162,0.3828236954846091,0.1859980082087659,0.32714272242820436,0.9895978105193499,0.0,0.0,17,carryover
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,low_skew,20260324,17,1,0.0029206192191186947,0.002230473273140725,0.0033718499658138825,0.00087912953978,0.33015119717425995,0.20016223911925002,0.3103064012395754,1.0235169650052547,0.0,0.0,18,local_expansion
