condition,geometry_mae_mean,geometry_mae_p95,weight_mae_mean,weight_mae_p95,alpha_mae_mean,alpha_mae_p95,anisotropic_fit_rmse_mean,euclidean_baseline_fit_rmse_mean,fit_improvement_factor_mean
full_clean,0.07106566974040265,0.13905940418817003,0.1616337059666292,0.39058511805509677,0.1908357657007426,0.9069627164012543,0.008038447341851176,0.09825732753686595,14.074858277096393
full_noisy,0.07897975738460203,0.18819221648350387,0.13792713452776234,0.2906675941246449,0.2674878605662264,1.013509737901379,0.007833829182108986,0.10664380372027338,15.925388078027288
partial_arc_noisy,0.08702059950951901,0.1805183285058414,0.15520959410206311,0.3502081099620303,0.2341443821289912,0.9405541499549354,0.015792949541600522,0.1222263607797626,12.702530227226339
sparse_full_noisy,0.08651612595513483,0.20518910078842398,0.15850353247051546,0.34745098316810996,0.14556560564463977,0.7390595906579364,0.0156237957451574,0.11403938094341229,9.443761949504102
sparse_partial_high_noise,0.10414070131965536,0.22781966308985652,0.16562277554387503,0.36602903246549484,0.30420812554981247,0.9077189786618545,0.04668672675501715,0.11084805669389426,3.7803557929262843
