split,observation_seed,bank_seed,condition,geometry_skew_bin,true_alpha,true_t,true_rotation_shift,candidate_count,alpha_log_span_set,geometry_span_norm_set,ambiguity_ratio,best_geometry_mae,consensus_geometry_mae,best_alpha,consensus_rho12,consensus_rho13,consensus_rho23
calibration,20260410,20260327,sparse_full_noisy,high_skew,0.8719494631553358,0.46748272124058204,4,44,0.39812420815276117,0.8612748297953258,0.46224990488503165,0.045527154004436,0.027014402939991227,0.8503250686683078,0.24919755955171113,0.158821062631822,0.2070667075404552
calibration,20260410,20260328,sparse_full_noisy,high_skew,0.8719494631553358,0.46748272124058204,4,34,0.38115938237226477,0.6832478750630608,0.5578639850685015,0.0807931697505811,0.035182127944230736,0.8731178736178767,0.22329017385005404,0.13803777076198384,0.1876876263595556
calibration,20260410,20260324,sparse_partial_high_noise,low_skew,1.1217890161161423,0.1451518868676587,53,85,0.5661057681157106,0.8829422233152844,0.6411583376204258,0.05878775380694129,0.09351383499926465,0.9172563573830217,0.2803041113844862,0.1741915771451369,0.2362633732703688
calibration,20260410,20260325,sparse_partial_high_noise,low_skew,1.1217890161161423,0.1451518868676587,53,78,0.5642657085363546,0.9361061660960198,0.6027796087377506,0.062307917369120065,0.07496426665534722,1.0444551130588429,0.3003594984970235,0.189611801897281,0.25643646643743967
calibration,20260410,20260326,sparse_partial_high_noise,low_skew,1.1217890161161423,0.1451518868676587,53,78,0.5772768120253187,0.8991189006759591,0.64204724379759,0.06612695613334145,0.08592228835078246,0.8030396857626377,0.29133741072024605,0.17777386629778416,0.24442242472740822
calibration,20260410,20260327,sparse_partial_high_noise,low_skew,1.1217890161161423,0.1451518868676587,53,86,0.5536121964779538,0.938310743975577,0.5900094398709812,0.03295281521294704,0.08636157613287165,0.8044603177404095,0.2883321259962126,0.18138390369844323,0.24249980870451499
calibration,20260410,20260328,sparse_partial_high_noise,low_skew,1.1217890161161423,0.1451518868676587,53,89,0.5728164298639746,0.9399696388850506,0.6093988637158787,0.053010483998958975,0.10719714751948532,0.8108954216320938,0.26609743438097244,0.16002392544583088,0.22358776441252656
calibration,20260410,20260324,sparse_partial_high_noise,mid_skew,1.1386629736527398,-0.2053148391190289,6,112,0.5368896803455874,0.8921318174381483,0.6018053272523374,0.04150346258739801,0.11562616130351418,0.8494792038805586,0.27385071640940933,0.16745726134967168,0.22952441809711138
calibration,20260410,20260325,sparse_partial_high_noise,mid_skew,1.1386629736527398,-0.2053148391190289,6,107,0.5560071605597894,0.9378070274845328,0.5928801387329757,0.21584926071240043,0.11034451670868299,1.178745966489655,0.28015223949302004,0.17176003792128175,0.23476505222638422
calibration,20260410,20260326,sparse_partial_high_noise,mid_skew,1.1386629736527398,-0.2053148391190289,6,100,0.5346893615303602,0.863570923681405,0.6191609129809259,0.18290455360337413,0.10812093168177701,0.8384252334127336,0.2856271986739733,0.17086711681125405,0.2368537692361766
calibration,20260410,20260327,sparse_partial_high_noise,mid_skew,1.1386629736527398,-0.2053148391190289,6,122,0.5533972352474689,0.9397370427711191,0.5888851987951841,0.12785172370163114,0.11345390732228626,0.8487407644123035,0.275401446932722,0.17120693989354555,0.23074077097360862
calibration,20260410,20260328,sparse_partial_high_noise,mid_skew,1.1386629736527398,-0.2053148391190289,6,119,0.5527941961914793,0.9605843357287552,0.5754770046006397,0.20106145969378467,0.12886221363563052,1.1769026881324118,0.25749911723363345,0.1571940082227626,0.21643111340344742
calibration,20260410,20260324,sparse_partial_high_noise,high_skew,1.2163133874347725,-0.6622995711727697,22,126,0.5425976461956308,0.9257631058551032,0.5861085225409232,0.0853874431053387,0.02543865897651662,1.139079173730286,0.27187316435697007,0.1662364105336358,0.22585025415194607
calibration,20260410,20260325,sparse_partial_high_noise,high_skew,1.2163133874347725,-0.6622995711727697,22,122,0.602910404989848,0.9413890428414989,0.6404476550630085,0.06680643744678676,0.030250174134015057,1.129991652982277,0.28423876265192,0.17160711491339162,0.2362050752150129
calibration,20260410,20260326,sparse_partial_high_noise,high_skew,1.2163133874347725,-0.6622995711727697,22,132,0.5959283392506982,0.861516281544493,0.691720344718664,0.03874706999045882,0.02763784412902164,0.8740214898872105,0.2808021913046527,0.17016620611780606,0.23324556534288549
calibration,20260410,20260327,sparse_partial_high_noise,high_skew,1.2163133874347725,-0.6622995711727697,22,142,0.5384105273585065,0.9340833762354416,0.5764052129140951,0.08703948854267696,0.025711663559850984,1.1366828157424198,0.2749244194709764,0.1700062725533396,0.23185235753565311
calibration,20260410,20260328,sparse_partial_high_noise,high_skew,1.2163133874347725,-0.6622995711727697,22,138,0.5677643722785282,0.9679689878556808,0.5865522340093595,0.05449342790151054,0.020492647994632813,1.1490415458442078,0.2546157787998539,0.15515526179592334,0.21234975280276888
calibration,20260411,20260324,sparse_full_noisy,low_skew,1.1404088967626327,0.02496537790705635,55,20,0.3009520512944498,0.8438369330392517,0.35664716666348,0.06287209800904417,0.032406058001766234,0.9191727495306373,0.3131488328973476,0.18800306590815433,0.2575160749421405
calibration,20260411,20260325,sparse_full_noisy,low_skew,1.1404088967626327,0.02496537790705635,55,19,0.2778112360869153,0.7872805849845447,0.3528744914906915,0.08466785766868383,0.04536192427159105,1.125018739847982,0.3243265117166204,0.2179634733942561,0.27854180482991997
calibration,20260411,20260326,sparse_full_noisy,low_skew,1.1404088967626327,0.02496537790705635,55,16,0.2795132048769271,0.6754001541296658,0.4138482989200875,0.11459608009390855,0.029867062033153053,0.8606202148074158,0.3041037382022446,0.18083738188147455,0.25177849770472416
calibration,20260411,20260327,sparse_full_noisy,low_skew,1.1404088967626327,0.02496537790705635,55,16,0.28485323651967254,0.7925584872910559,0.3594097357953902,0.026401479949241784,0.026486945038086667,0.8886355679695108,0.2996148243861645,0.19984493939705542,0.2647470884570634
calibration,20260411,20260328,sparse_full_noisy,low_skew,1.1404088967626327,0.02496537790705635,55,8,0.26111059887361227,0.4756256644345987,0.5489834094297839,0.04516936349922654,0.01967794810870126,0.8864441091465706,0.2772625545012796,0.17287090456689064,0.2334494276628143
calibration,20260411,20260324,sparse_full_noisy,mid_skew,1.1623349409627526,0.2213605062322707,61,26,0.435393809549658,0.8335336408010637,0.52234701545006,0.1093604465682092,0.02359970445830319,1.170743765221161,0.29145487674095116,0.18629948237522753,0.26154240994699146
calibration,20260411,20260325,sparse_full_noisy,mid_skew,1.1623349409627526,0.2213605062322707,61,24,0.4216023429109228,0.8774070135435345,0.4805094288091237,0.08261716404272605,0.06051032628037214,1.168285665776475,0.26175571812316856,0.14723222759667395,0.2195769578771208
calibration,20260411,20260326,sparse_full_noisy,mid_skew,1.1623349409627526,0.2213605062322707,61,23,0.41484247900767046,0.7528488862246415,0.5510302088484278,0.008626259303790787,0.04187832358419618,1.1451361986884867,0.2788921721286091,0.17211175067416593,0.23345698888271615
calibration,20260411,20260327,sparse_full_noisy,mid_skew,1.1623349409627526,0.2213605062322707,61,37,0.44840776052775,0.8565014822797193,0.5235341325204005,0.1408898627050053,0.041688365972221,0.8362370420892863,0.2791630910797961,0.17730022965428807,0.22856746378733256
calibration,20260411,20260328,sparse_full_noisy,mid_skew,1.1623349409627526,0.2213605062322707,61,25,0.4285154627531871,0.7483496668813322,0.5726139553705953,0.04079478885062122,0.044754017033067583,1.1347311968088822,0.27535413935192105,0.1708833436297301,0.22959634835722584
calibration,20260411,20260324,sparse_full_noisy,high_skew,0.8975141620964918,-0.45991871872541895,58,30,0.33852533353470693,0.8568667931865731,0.3950734655917479,0.04835500296669735,0.05984010380354297,0.8934606448649772,0.2622945953350955,0.15414711358530842,0.2149753855615621
calibration,20260411,20260325,sparse_full_noisy,high_skew,0.8975141620964918,-0.45991871872541895,58,29,0.35062910219584764,0.7735603680168653,0.45326663140038626,0.041812734255081196,0.04106330455838795,1.1371870216130497,0.23551586732099036,0.13892172035003553,0.2006491090754751
calibration,20260411,20260326,sparse_full_noisy,high_skew,0.8975141620964918,-0.45991871872541895,58,25,0.331871902749416,0.8300350585116646,0.399828777527175,0.10738397708533774,0.058139712150668134,0.8905927471574244,0.25798746173993947,0.15441585395354032,0.21391260382986174
calibration,20260411,20260327,sparse_full_noisy,high_skew,0.8975141620964918,-0.45991871872541895,58,48,0.3442452302621971,0.873215968000178,0.39422690706238545,0.03218487418828648,0.060699772256025186,1.108548229750765,0.2558252647060816,0.16278540264403613,0.21538543248929498
calibration,20260411,20260328,sparse_full_noisy,high_skew,0.8975141620964918,-0.45991871872541895,58,29,0.36284489496676975,0.8388714641788365,0.43253932272205164,0.03535467332643206,0.04632886102317921,0.8744872864771742,0.23586885243617756,0.1504196173299444,0.20459489637475278
calibration,20260411,20260324,sparse_partial_high_noise,low_skew,1.159371427099871,0.14686963596079392,15,62,0.2788164077448547,0.8911681671263674,0.31286621092393513,0.15506969677523294,0.03893957141906549,1.005045323436256,0.25642584882806596,0.15465554134495885,0.21027766593835623
calibration,20260411,20260325,sparse_partial_high_noise,low_skew,1.159371427099871,0.14686963596079392,15,46,0.2554564039052353,0.8657062100105897,0.295084407332726,0.13665415238870754,0.025910906109976168,1.0331560420991268,0.281639217465088,0.16182404842047118,0.2289803929753331
calibration,20260411,20260326,sparse_partial_high_noise,low_skew,1.159371427099871,0.14686963596079392,15,64,0.28562555040305615,0.8031052665808066,0.3556514473116298,0.03813144823679385,0.025459218902888797,1.0282080908428095,0.2711441164913332,0.16377415684062085,0.22688184032795708
calibration,20260411,20260327,sparse_partial_high_noise,low_skew,1.159371427099871,0.14686963596079392,15,64,0.29444460067177775,0.8908274285588945,0.33052933849163735,0.10892936325064932,0.03107682158586057,0.9691076751875678,0.26261674204076996,0.1581350382773971,0.22419552529282874
calibration,20260411,20260328,sparse_partial_high_noise,low_skew,1.159371427099871,0.14686963596079392,15,65,0.2731387979814289,0.8659219341543092,0.3154312036779461,0.13946853990343688,0.041959882997343906,0.9584676767756157,0.24902895362145694,0.15477332252393874,0.2084958452311501
calibration,20260411,20260324,sparse_partial_high_noise,mid_skew,1.2226140284530431,0.2578962401373784,21,103,0.6483824254729551,0.9131053457065166,0.710085017595936,0.17518220053305644,0.049616824747716726,0.8067209170087251,0.27201963004300633,0.17024924965136487,0.23261685234921364
calibration,20260411,20260325,sparse_partial_high_noise,mid_skew,1.2226140284530431,0.2578962401373784,21,96,0.5924292400823679,0.9316806850466648,0.6358715486869786,0.1460217914626957,0.04399505308452919,0.8066498440673229,0.26901593363072457,0.1652192577005887,0.22378522572270895
calibration,20260411,20260326,sparse_partial_high_noise,mid_skew,1.2226140284530431,0.2578962401373784,21,95,0.6426325922077689,0.9026832311389389,0.7119137367788949,0.09180168660998979,0.05398105391645222,1.2274926809195486,0.28196793383618307,0.168974724441024,0.23703576127258427
calibration,20260411,20260327,sparse_partial_high_noise,mid_skew,1.2226140284530431,0.2578962401373784,21,111,0.6137624583005384,0.9397370427711191,0.6531214907636939,0.10824558876526942,0.04842512702532542,1.214724301849235,0.2741834239714133,0.1703847897609097,0.2267424251440879
calibration,20260411,20260328,sparse_partial_high_noise,mid_skew,1.2226140284530431,0.2578962401373784,21,101,0.5858312622403301,0.8566727200135018,0.6838448902996432,0.026213558593756653,0.02501594930275794,1.2208446370752892,0.24701017708840584,0.14881843581175017,0.20525449280855249
calibration,20260411,20260324,sparse_partial_high_noise,high_skew,1.2745425961678112,0.6954212915285561,18,95,0.7540722816614541,0.9052587748403186,0.8329908558958374,0.016179612575027643,0.10105593524183741,0.7754045248053718,0.2657604396878814,0.16566211503183872,0.23015378649193804
calibration,20260411,20260325,sparse_partial_high_noise,high_skew,1.2745425961678112,0.6954212915285561,18,119,0.8299435012759846,0.9235226637118069,0.8986715041082907,0.019943887316625716,0.10798329652796035,0.7761768026639192,0.27607107837387246,0.17293263299317202,0.23335471370298252
calibration,20260411,20260326,sparse_partial_high_noise,high_skew,1.2745425961678112,0.6954212915285561,18,90,0.7252799062399449,0.8630106135467385,0.8404067051495949,0.01695697695213452,0.1078923522605582,1.303820816960108,0.2799602730398742,0.1683700357130793,0.23375528351486702
calibration,20260411,20260327,sparse_partial_high_noise,high_skew,1.2745425961678112,0.6954212915285561,18,92,0.7338711094424131,0.8788660177529618,0.8350204634362084,0.028078154262026315,0.09675002989297325,1.284862873251919,0.2683873235314642,0.16105117940630692,0.21922012222729453
calibration,20260411,20260328,sparse_partial_high_noise,high_skew,1.2745425961678112,0.6954212915285561,18,100,0.74379125332826,0.8560065778727762,0.8689083385043869,0.02334705419366571,0.07421231620298345,1.306946983535452,0.2398968888343716,0.14269703386644572,0.19845156139427897
calibration,20260412,20260324,sparse_full_noisy,low_skew,0.8962159817208718,0.07936317382920971,18,28,0.28483140920671335,0.7935910350209795,0.3589146003888306,0.13832436742707052,0.09791413481517981,0.8929555584146177,0.22956883285424323,0.13055791147848014,0.1823657640405411
calibration,20260412,20260325,sparse_full_noisy,low_skew,0.8962159817208718,0.07936317382920971,18,21,0.2677746273344867,0.7844496794379431,0.34135347920130044,0.04597352116789382,0.08186663156574152,0.9003405314420341,0.24075071077967183,0.14275260076317822,0.2071317065787293
calibration,20260412,20260326,sparse_full_noisy,low_skew,0.8962159817208718,0.07936317382920971,18,29,0.28599258609456146,0.8196222872572866,0.3489321734424553,0.1414383675060544,0.08705722405595252,1.0958405752280174,0.23966079493514197,0.1423240445516027,0.19307840116420166
calibration,20260412,20260327,sparse_full_noisy,low_skew,0.8962159817208718,0.07936317382920971,18,26,0.2692277268971096,0.6939143229091912,0.3879841041014828,0.05199874306907947,0.10473864093032914,0.9155681001186831,0.21365565851096824,0.1309801585563045,0.1773831729605438
calibration,20260412,20260328,sparse_full_noisy,low_skew,0.8962159817208718,0.07936317382920971,18,22,0.27821723083669325,0.852877787189337,0.326209962336526,0.1526384337392203,0.11029153007586061,1.108282130070085,0.20288708325539462,0.13431199671995997,0.1681612426158675
calibration,20260412,20260324,sparse_full_noisy,mid_skew,0.8301997466221273,-0.3456479674719034,7,28,0.4675832413812931,0.7587705570747597,0.6162379879155265,0.10296659218130895,0.10036170755833192,0.8356214163742935,0.25874902799653654,0.160911455284977,0.2154737421308149
calibration,20260412,20260325,sparse_full_noisy,mid_skew,0.8301997466221273,-0.3456479674719034,7,35,0.45655703981020573,0.8258404992148988,0.5528392470994586,0.1393303247588902,0.10423444017603876,1.198023335254425,0.2578419059414764,0.1523684888013055,0.2133056328164261
calibration,20260412,20260326,sparse_full_noisy,mid_skew,0.8301997466221273,-0.3456479674719034,7,23,0.4490240376623252,0.7284975211595585,0.6163700282021661,0.08769669597887793,0.10365265302048444,1.1964345617940195,0.25996875761204796,0.15087082979901387,0.21442180161480906
calibration,20260412,20260327,sparse_full_noisy,mid_skew,0.8301997466221273,-0.3456479674719034,7,31,0.4444204230422142,0.8200232620514685,0.5419607511260093,0.019858960987171537,0.09611820844714387,1.1835410565947346,0.2656399428053043,0.1630944150692731,0.2191303648713152
calibration,20260412,20260328,sparse_full_noisy,mid_skew,0.8301997466221273,-0.3456479674719034,7,29,0.4465642931892807,0.7031384462510227,0.6351015160247059,0.06333550797647712,0.11381257951421747,0.8339211397888232,0.25067844815993967,0.1411230141232115,0.20298014726152067
calibration,20260412,20260324,sparse_full_noisy,high_skew,1.1321343287894376,0.5160498421535533,31,32,0.33054731169867313,0.8568667931865731,0.38576277471252196,0.04474776661297384,0.04076830299358572,0.9088786871997468,0.2628415687259049,0.15910403092539654,0.22525319986964476
calibration,20260412,20260325,sparse_full_noisy,high_skew,1.1321343287894376,0.5160498421535533,31,18,0.275923771085539,0.6262581168369811,0.4405911295475691,0.06307167430590217,0.022546835627275746,0.8949805922678141,0.24014862124148428,0.14223003988011793,0.2101557363004141
calibration,20260412,20260326,sparse_full_noisy,high_skew,1.1321343287894376,0.5160498421535533,31,30,0.3223871322218428,0.7998281550936633,0.4030704972921213,0.05733203821038485,0.044644108773979535,1.0974692026618627,0.27123515120626346,0.16455763763241288,0.22303342802345133
calibration,20260412,20260327,sparse_full_noisy,high_skew,1.1321343287894376,0.5160498421535533,31,35,0.3260758270656616,0.8574785639025638,0.38027286137815797,0.14486699752531887,0.051895604611694755,0.896319192869568,0.27461800421922544,0.1748167503902656,0.2311459497657823
calibration,20260412,20260328,sparse_full_noisy,high_skew,1.1321343287894376,0.5160498421535533,31,23,0.31548738947807253,0.7722537507521076,0.40852814139240556,0.09061552453983095,0.038616604163802415,1.120521619340835,0.2568772676731883,0.16391360091700338,0.21995283444140462
calibration,20260412,20260324,sparse_partial_high_noise,low_skew,1.1685674195962412,0.14831088408388507,32,88,0.40827921577637305,0.9016949269729698,0.4527908537169934,0.05632229349798252,0.015228661018669598,1.069572570783417,0.26946114502453106,0.16275454203279888,0.21877988284194494
calibration,20260412,20260325,sparse_partial_high_noise,low_skew,1.1685674195962412,0.14831088408388507,32,77,0.4162960887978819,0.9225988789134115,0.451221108449832,0.08896055725573708,0.021319787021061586,1.0773595933388225,0.2801689570167677,0.16620988478507784,0.22831948110389283
calibration,20260412,20260326,sparse_partial_high_noise,low_skew,1.1685674195962412,0.14831088408388507,32,98,0.4322557763623184,0.8590521823637042,0.5031775545613021,0.01865574091638385,0.016514035666569903,0.9007022372863199,0.2697925884424529,0.16388103426787767,0.2234310556028028
calibration,20260412,20260327,sparse_partial_high_noise,low_skew,1.1685674195962412,0.14831088408388507,32,104,0.4241914970480279,0.895787121661205,0.4735405173735698,0.07476943794363368,0.015243361663318439,0.923491662648061,0.26436174277952684,0.16353692022719724,0.22470576521529403
calibration,20260412,20260328,sparse_partial_high_noise,low_skew,1.1685674195962412,0.14831088408388507,32,88,0.40663093064872885,0.9679689878556808,0.4200867339247396,0.012534187685214637,0.010012681955627064,1.0811297914373952,0.25239142537726106,0.15467813995232516,0.21049735804263775
calibration,20260412,20260324,sparse_partial_high_noise,mid_skew,0.8812085887392607,0.4266360032401446,58,18,0.38877836547955247,0.5827301924181666,0.6671670192104368,0.17308542076792044,0.09536776622393968,0.9964006427030052,0.3433041796794945,0.21685604368798508,0.3094194550568493
calibration,20260412,20260325,sparse_partial_high_noise,mid_skew,0.8812085887392607,0.4266360032401446,58,12,0.2635575790570641,0.5173469497927576,0.5094406745079715,0.17165299541694423,0.12989614491008075,1.0444551130588429,0.3858138857187517,0.2436461719412618,0.34370475682273866
calibration,20260412,20260326,sparse_partial_high_noise,mid_skew,0.8812085887392607,0.4266360032401446,58,21,0.26829416347510593,0.562891529711701,0.47663563815309057,0.18732324538266562,0.10089330559819719,1.073010060340691,0.3534787280287168,0.2263424772531893,0.3063350912651953
calibration,20260412,20260327,sparse_partial_high_noise,mid_skew,0.8812085887392607,0.4266360032401446,58,10,0.2633329492031571,0.5344383583827453,0.49272838499097327,0.17422248707834945,0.11906547135526456,0.9788723478468726,0.3751465341658686,0.2474988178908044,0.31802744176163056
calibration,20260412,20260328,sparse_partial_high_noise,mid_skew,0.8812085887392607,0.4266360032401446,58,15,0.2754613363073216,0.6304402545001387,0.436934878985049,0.14846148805377513,0.114932798952268,1.05672746920185,0.3658116365758261,0.2323313185433347,0.33013182149015313
calibration,20260412,20260324,sparse_partial_high_noise,high_skew,0.791242631916462,-0.6767255273818573,1,127,0.9782577733351806,0.8836742647176492,1.1070343591456209,0.09215895170944262,0.024671777054807182,0.760217146580334,0.2794598344802304,0.173100825519958,0.24249069161373663
calibration,20260412,20260325,sparse_partial_high_noise,high_skew,0.791242631916462,-0.6767255273818573,1,124,0.8474731952782361,0.9316806850466648,0.9096176499953833,0.11750539313230361,0.024717059927801266,1.3113692716738916,0.2689277960768088,0.16796015195102226,0.22668213102239704
calibration,20260412,20260326,sparse_partial_high_noise,high_skew,0.791242631916462,-0.6767255273818573,1,101,0.914280291088549,0.8669584661753315,1.0545837277787737,0.09664337208324524,0.026955699554290585,1.3228578688608992,0.2811889458850615,0.1718101766695875,0.23607738666974704
calibration,20260412,20260327,sparse_partial_high_noise,high_skew,0.791242631916462,-0.6767255273818573,1,105,0.8990315854210957,0.9178265275606998,0.9795223372007396,0.0390829004410336,0.027082066969855944,1.3235138870743126,0.2631543306680757,0.1589199249774108,0.21447345272031806
calibration,20260412,20260328,sparse_partial_high_noise,high_skew,0.791242631916462,-0.6767255273818573,1,123,0.8856644052331718,0.8763095682593988,1.010675265126175,0.01841824025422061,0.03222322315838885,1.2970172634358976,0.24800874588721267,0.15086142147484402,0.20613706543301558
calibration,20260416,20260324,sparse_full_noisy,low_skew,0.843420762150945,0.03544723703524339,0,34,0.45917402370327254,0.7630459239236345,0.601764598049575,0.03267499981788315,0.04321842195138318,0.8381539581447677,0.2450624792302434,0.14946069176813387,0.19924790331309425
calibration,20260416,20260325,sparse_full_noisy,low_skew,0.843420762150945,0.03544723703524339,0,38,0.4502947511383677,0.851986469194497,0.5285233597243567,0.12201527097043785,0.045562495441083206,1.1740824827592595,0.2504012296434887,0.1470706418348219,0.20333142330226098
calibration,20260416,20260326,sparse_full_noisy,low_skew,0.843420762150945,0.03544723703524339,0,26,0.4037828009318488,0.8267462716914907,0.48839990545796463,0.09425016806889404,0.04571542521423517,0.8448665270003112,0.2465573577950186,0.14253123182972643,0.2057348788323053
calibration,20260416,20260327,sparse_full_noisy,low_skew,0.843420762150945,0.03544723703524339,0,41,0.44999797569580724,0.7988110204440263,0.5633347114385976,0.026248784368085296,0.05235336712096259,0.8510663198509013,0.2538698369026236,0.16008513325637475,0.2072209396612114
calibration,20260416,20260328,sparse_full_noisy,low_skew,0.843420762150945,0.03544723703524339,0,32,0.43977096885624434,0.7126152361009942,0.6171226021806788,0.10725469432922985,0.037647192668031564,0.8428337658762582,0.22802100386859464,0.13391857779874272,0.19145388108913472
calibration,20260416,20260324,sparse_full_noisy,mid_skew,0.8914591742959608,-0.41798272193138025,2,34,0.2953710724020243,0.8735790077826439,0.33811603732528783,0.028944053695710525,0.06990396278264041,0.8934606448649772,0.2511499973603756,0.14626135615581476,0.20596447009010754
calibration,20260416,20260325,sparse_full_noisy,mid_skew,0.8914591742959608,-0.41798272193138025,2,27,0.275923771085539,0.7844496794379431,0.35174183675266196,0.08907241883672405,0.06515211870728448,0.8850539034326445,0.24064028549983887,0.14302942492742587,0.20545058095296528
calibration,20260416,20260326,sparse_full_noisy,mid_skew,0.8914591742959608,-0.41798272193138025,2,29,0.31169774533686484,0.8300350585116646,0.3755235904080605,0.12679492635632458,0.07157131142523941,0.8905927471574244,0.25246765166462365,0.15018560223227784,0.20572461563719338
calibration,20260416,20260327,sparse_full_noisy,mid_skew,0.8914591742959608,-0.41798272193138025,2,39,0.31211168681130597,0.8682160310522621,0.3594862057926208,0.01607004858199335,0.07101776086688509,1.108548229750765,0.24583654782327816,0.15118923106929677,0.20969143896645698
calibration,20260416,20260328,sparse_full_noisy,mid_skew,0.8914591742959608,-0.41798272193138025,2,33,0.2997749812132293,0.8574132277397656,0.34962719434999706,0.014515081328433996,0.049349123637563996,0.8922887000574887,0.2190223297896961,0.1384198014607087,0.1842691749206638
calibration,20260416,20260324,sparse_full_noisy,high_skew,0.7919341547849998,0.6727910454320641,59,38,0.574798651484643,0.8488174468534698,0.677175821038313,0.0727626794376648,0.022292649569268366,1.2613899836168747,0.22858567982298994,0.14618290768212688,0.1941597419824594
calibration,20260416,20260325,sparse_full_noisy,high_skew,0.7919341547849998,0.6727910454320641,59,40,0.5555648348855036,0.9053813851410819,0.6136252014933267,0.21478851897967502,0.036073602383495315,1.2569625948195438,0.25394636447515423,0.15502222737793492,0.21333887823622058
calibration,20260416,20260326,sparse_full_noisy,high_skew,0.7919341547849998,0.6727910454320641,59,28,0.5771039308238944,0.7024062729875699,0.8216098759614967,0.09578455156386008,0.025235152572835665,1.2274926809195486,0.2390511910212782,0.14510383247681816,0.19471866896473702
calibration,20260416,20260327,sparse_full_noisy,high_skew,0.7919341547849998,0.6727910454320641,59,41,0.5810274451141817,0.7545722363505932,0.7700090423738063,0.04728388913098731,0.02706297626178517,1.2472559755675552,0.24412214852229996,0.14825816418039078,0.1974604871024829
calibration,20260416,20260328,sparse_full_noisy,high_skew,0.7919341547849998,0.6727910454320641,59,45,0.5495582893986951,0.6495312634786403,0.8460844308793879,0.02934102942307634,0.014486280128600001,0.7933596868616133,0.20410423334432068,0.12497183992997461,0.17188633607364295
