split,observation_seed,condition,geometry_skew_bin,true_alpha,true_t,true_rotation_shift,mean_best_entropy,mean_candidate_count,mean_anchored_alpha_log_std,mean_anchored_alpha_log_span,mean_anchored_effective_count,best_alpha_bank_log_span,anchored_alpha_bank_log_span,best_alpha_abs_error_mean,anchored_alpha_abs_error_mean,best_alpha_output,best_alpha_output_abs_error,anchored_alpha_output,anchored_alpha_output_abs_error,alpha_point_recoverable_flag,alpha_point_unrecoverable_flag,gate_threshold,gate_open_flag,point_output_flag,abstain_flag,gate_correct_flag,gate_open_and_recoverable_flag,gate_closed_and_unrecoverable_flag,trial_backbone_rho12,trial_backbone_rho13,trial_backbone_rho23,refined_alpha_output,refined_alpha_output_abs_error,refined_alpha_bank_log_span,refined_alpha_abs_error_mean,refined_beats_anchored_flag,refined_beats_best_flag
calibration,20260416,sparse_partial_high_noise,high_skew,1.1866154632460388,0.6027915804267757,5,0.5435061560909835,123.0,0.2942339422463644,0.7166568823973366,69.32580417954888,0.624076665767614,0.06889729794194674,0.27272577328944303,0.11457829007782201,1.0448906313241213,0.14172483192191754,1.071690403755521,0.11492505949051779,1,0,0.18902735609863774,0,0,1,0,0,0,0.27261433742916663,0.16644187247750084,0.2295394773349416,nan,nan,nan,nan,0,0
calibration,20260417,sparse_full_noisy,low_skew,1.1253636301066579,0.0032712117242083226,39,0.5664489308187474,42.4,0.13701625231477382,0.3387957646759875,24.138250778011034,0.315158025239328,0.04322459211929286,0.1258573181830451,0.12726942331973173,1.0151480269560427,0.11021560315061518,0.9979015990700923,0.1274620310365655,1,0,0.18902735609863774,1,1,0,1,1,0,0.24573477651136852,0.14757243718244267,0.20264108735963843,0.965659627512065,0.15970400259459283,0.23629170928642407,0.15670658421118294,0,0
calibration,20260417,sparse_full_noisy,mid_skew,0.7818524568839363,0.22568076777600718,9,0.4706303214284572,22.8,0.24082891903672676,0.5330884407154456,14.12474960859364,0.5050224175459032,0.17435621980970284,0.29892402710839744,0.21363137334397395,1.0457039204184733,0.2638514635345369,0.9932921088689786,0.21143965198504222,0,1,0.18902735609863774,0,0,1,1,0,1,0.22988910784733313,0.14367425970215575,0.1933734948560012,nan,nan,nan,nan,0,0
calibration,20260417,sparse_full_noisy,high_skew,0.8225173096767153,0.5662878117286482,16,0.4121263613431562,13.8,0.17528752396114822,0.39576600365068737,7.516481502187422,0.4077934116042922,0.13955771092042912,0.3014685908253022,0.1340702151160757,1.1065916144672139,0.28407430479049856,0.9554117771252887,0.13289446744857336,1,0,0.18902735609863774,1,1,0,1,1,0,0.2821580285128021,0.17143137676042347,0.23726834764325888,0.9522025333618827,0.12968522368516733,0.32155247346496124,0.13707402111533518,1,1
calibration,20260417,sparse_partial_high_noise,low_skew,0.8118979550083474,-0.1806085087754579,29,0.6492393327361862,101.4,0.15683960533587593,0.40510622510420424,55.93279422448732,0.3181586779898219,0.07940470342031862,0.10131258714188437,0.18386888066440338,0.9054662493885764,0.09356829438022907,0.9953728556623218,0.18347490065397443,0,1,0.18902735609863774,1,1,0,0,0,0,0.27046176410074674,0.1651995599439771,0.22688684496552908,0.9514363464123419,0.1395383914039945,0.23400781999645412,0.144421812869246,1,0
calibration,20260417,sparse_partial_high_noise,mid_skew,1.2619160489624313,0.23231582095435085,4,0.6015355120725714,106.4,0.26863221942696935,0.6357473146389717,57.575341739446586,0.021953827567274264,0.06466268918266802,0.009557058499272974,0.20816077809530129,1.2692444838639898,0.007328434901558545,1.0534615830683165,0.20845446589411476,0,1,0.18902735609863774,0,0,1,1,0,1,0.26879993762586685,0.16490532598319957,0.22439820418227904,nan,nan,nan,nan,0,0
calibration,20260417,sparse_partial_high_noise,high_skew,0.86848329444384,-0.6280079309469837,40,0.6403411630453155,86.2,0.17929096922062426,0.43684278982397406,48.540922004357505,0.3753261110235563,0.08045372971133725,0.15153256238692808,0.1329955356539885,0.9740175898679942,0.10553429542415427,1.0010255596902207,0.13254226524638069,1,0,0.18902735609863774,1,1,0,1,1,0,0.26390657874345486,0.1613568460103318,0.2200418340130998,0.9475077897600865,0.07902449531624656,0.25087524824215013,0.10911371798970193,1,1
calibration,20260418,sparse_full_noisy,low_skew,0.8433559122909388,0.14583597539702348,3,0.5315967129681702,31.8,0.16936500628359957,0.3965450520215185,18.659865433107797,0.37847326633874157,0.10830706145091354,0.14680639272216045,0.1420184093171811,0.964030049370515,0.1206741370795762,0.9846442183852328,0.141288306094294,1,0,0.18902735609863774,1,1,0,1,1,0,0.23258233594039415,0.1407611638976334,0.1929894169194037,0.9282421132200562,0.08488620092911747,0.357157639091727,0.09722480000872931,1,1
calibration,20260418,sparse_full_noisy,mid_skew,1.2669206668244894,0.35992966721599756,52,0.3046836620802467,1.8,0.09594247237963756,0.2167351479466566,1.6022127339317578,0.5395119875265447,0.42030395619292615,0.13955730152754992,0.14132903911167677,1.1525189679655787,0.11440169885891072,1.1307036195688742,0.13621704725561523,0,1,0.18902735609863774,1,1,0,0,0,0,0.3895921271622589,0.27194926531416164,0.3767840934496621,1.1642793891521364,0.10264127767235309,0.3780763784967624,0.10385632808517183,1,1
calibration,20260418,sparse_full_noisy,high_skew,0.8130490064634044,0.4964261640515543,13,0.38430698157704557,32.4,0.2036624809581779,0.4840512422571643,19.673327386103175,0.41197816104360296,0.14973343653584448,0.08553040972572772,0.1615217618417268,0.8841178623577164,0.071068855894312,0.9726050284020731,0.1595560219386687,0,1,0.18902735609863774,0,0,1,1,0,1,0.24108689672862163,0.14819460144348648,0.20047697372793083,nan,nan,nan,nan,0,0
calibration,20260418,sparse_partial_high_noise,low_skew,1.1668612367248918,-0.14594916659893772,41,0.9918081875746697,63.6,0.07276067265016598,0.20788865662031064,34.737699616248875,0.019312156556158554,0.016172371169166387,0.16675964655106384,0.15993814043685137,1.000078561738752,0.16678267498613986,1.00690772417238,0.15995351255251178,0,1,0.18902735609863774,1,1,0,0,0,0,0.2645131015937031,0.16033611630323866,0.21884722895544623,1.0010659220342613,0.16579531469063058,0.03257756628226416,0.16572622522137814,0,1
calibration,20260418,sparse_partial_high_noise,mid_skew,0.8927899215802785,0.31239828831979416,15,0.8403635805319443,79.0,0.10921696205156409,0.30289911267273856,41.87434516570387,0.0319187398053562,0.02449037392204562,0.16513699362767215,0.12269753712783238,1.0578424329621887,0.16505251138191024,1.0154321311797556,0.12264220959947714,1,0,0.18902735609863774,1,1,0,1,1,0,0.2798291974653878,0.17091830064017652,0.2329716205598366,1.0558193048339162,0.1630293832536377,0.1511511750652602,0.16437889343388634,0,1
calibration,20260418,sparse_partial_high_noise,high_skew,1.1985688418340448,0.4633307896967259,24,0.6293043304828976,104.2,0.19662185155357564,0.4747084770012521,55.706011573702696,0.046540059088622104,0.09152212973048164,0.020037070021354308,0.17157419694057902,1.2080486438644484,0.009479802030403661,1.0264837768231554,0.17208506501088938,0,1,0.18902735609863774,0,0,1,1,0,1,0.2737357988892556,0.16763814675282776,0.2304829703588923,nan,nan,nan,nan,0,0
holdout,20260422,sparse_full_noisy,low_skew,0.8454209249936677,0.16946780190594682,35,0.5061510292908702,34.6,0.1428397872976997,0.3432281180016316,20.737096231197388,0.3064288671857942,0.0776413169362482,0.1267285156068869,0.1251377872844652,0.9603379448419725,0.11491701984830482,0.9701682977755574,0.12474737278188963,1,0,0.18902735609863774,1,1,0,1,1,0,0.23451250785268404,0.14049833161464192,0.19469412357756896,0.9254455987588652,0.08002467376519751,0.11558720866989144,0.08081795031957835,1,1
holdout,20260422,sparse_full_noisy,mid_skew,1.1375779426247343,-0.4219389980466032,15,0.45421428387875806,39.0,0.13224278732311845,0.3148006610796986,22.776495646267456,0.2907176211052672,0.04978677803644005,0.07141085533720545,0.14166124145714296,1.0680471881470985,0.06953075447763579,0.9957390077287207,0.14183893489601362,1,0,0.18902735609863774,1,1,0,1,1,0,0.24533916335374065,0.14667172549059435,0.20233616760112633,0.9678627074266949,0.16971523519803944,0.16686558697546874,0.1681617447283979,0,0
holdout,20260422,sparse_full_noisy,high_skew,0.8791076466259337,0.6874423450019049,63,0.5044649749836905,9.8,0.09814035523854056,0.25302089799912614,6.107039009291971,0.23371718416844084,0.05792020215302901,0.14990870342979173,0.16062794193725355,1.0239149355541501,0.14480728892821648,1.0395067137684444,0.16039906714251073,0,1,0.18902735609863774,1,1,0,0,0,0,0.3268432521009839,0.2064961519091261,0.27660625413909135,1.0577485201278474,0.1786408735019137,0.11829049023534707,0.17987710058291434,0,0
holdout,20260422,sparse_partial_high_noise,low_skew,0.881734382249758,0.17784105610841,54,0.9966784470107299,56.8,0.06846646141906218,0.187348760407483,31.69382965378542,0.021816271556068995,0.023382542368592024,0.12022214425177222,0.11709069252940214,1.0019268382645317,0.12019245601477369,0.9987951362522158,0.11706075400245786,1,0,0.18902735609863774,1,1,0,1,1,0,0.26232780810003054,0.1579731185368873,0.21701783048556486,0.9925564238203264,0.11082204157056841,0.030473651182538967,0.11086885376863095,1,1
holdout,20260422,sparse_partial_high_noise,mid_skew,1.193340098604452,-0.28236615286284156,37,0.8986221462296736,70.8,0.08023759055613824,0.2313560527983276,38.17714725336077,0.11550601167523154,0.023372642150625726,0.21591164213724764,0.1821614570443757,0.9762622326773646,0.21707786592708744,1.0111350325167237,0.18220506608772835,0,1,0.18902735609863774,1,1,0,0,0,0,0.2664372524095671,0.1620594224908599,0.22050286226838614,1.0076495494670918,0.18569054913736016,0.024231992437079554,0.18565686106178114,0,1
holdout,20260422,sparse_partial_high_noise,high_skew,0.8058417417559449,-0.5118742378742865,56,0.70779492223395,108.8,0.14675034007574086,0.38857426379568816,59.15695724899983,0.3275829516986462,0.0474069328614318,0.2316302323283448,0.21454013680326356,1.026498747503714,0.22065700574776903,1.0202287520555962,0.21438701029965124,0,1,0.18902735609863774,1,1,0,0,0,0,0.27487284683035096,0.1671909898565334,0.22946393697787298,1.0692946722909824,0.2634529305350375,0.20137312289281678,0.2663223632423686,0,0
holdout,20260423,sparse_full_noisy,low_skew,1.1624723636075858,-0.1594309746744751,38,0.39656788755681605,15.8,0.12672798913868966,0.29198309494506425,9.261924916289974,0.33716146238624234,0.09552207333875137,0.1346531710663493,0.07865127524197808,1.0202752700067592,0.14219709360082655,1.0833065433262787,0.07916582028130703,1,0,0.18902735609863774,1,1,0,1,1,0,0.2798329739622051,0.16879302285799896,0.22666692622394996,1.1418555067576899,0.020616856849895893,0.08983559311585315,0.0241515758660118,1,1
holdout,20260423,sparse_full_noisy,mid_skew,0.7901616811706246,-0.36926069541729967,39,0.2384336646852395,29.2,0.24020043284761788,0.5660787983183784,17.02454857254533,0.5539168778037842,0.06119428662801231,0.22005029241226975,0.20430754406037846,0.9482686967052377,0.15810701553461315,0.9941946576521256,0.20403297648150098,0,1,0.18902735609863774,0,0,1,1,0,1,0.2930355583482195,0.1790598795161178,0.24333962102283105,nan,nan,nan,nan,0,0
holdout,20260423,sparse_full_noisy,high_skew,0.8688163105521297,-0.5257667371670004,28,0.40922968778116725,11.4,0.1466963151743731,0.35517956770490655,7.632537211365968,0.3609290665237666,0.11623143962035168,0.1345270735557727,0.09928386621333649,0.9683528928404943,0.0995365822883646,0.9672974698906145,0.09848115933848478,1,0,0.18902735609863774,1,1,0,1,1,0,0.3377812393372551,0.2115305258166639,0.2866469321557804,0.92907106392621,0.06025475337408026,0.13520548341432784,0.06570416370888292,1,1
holdout,20260423,sparse_partial_high_noise,low_skew,1.284002752037176,0.09283757178881881,29,0.6099831270590059,107.6,0.21995473973531848,0.5489336343840882,59.13492308359107,0.4557085879986672,0.08178704873711658,0.21680377842400186,0.24962706504077542,1.0437540384155741,0.24024871362160183,1.033988897239146,0.25001385479802996,0,1,0.18902735609863774,0,0,1,1,0,1,0.2667014366459006,0.16262871322536082,0.2233648342905994,nan,nan,nan,nan,0,0
holdout,20260423,sparse_partial_high_noise,mid_skew,1.2481451346845953,-0.2693313050528414,37,0.7499151677441482,112.0,0.12409373779205198,0.3408233611203972,61.10863694744243,0.22656524162169112,0.02733253001497698,0.3134354090294048,0.24036691571248464,0.9309950076604843,0.31715012702411105,1.0077295678888436,0.2404155667957517,0,1,0.18902735609863774,1,1,0,0,0,0,0.27202163297927784,0.1650978241273993,0.22675938437252774,1.0060029433636946,0.24214219132090076,0.22836073113477123,0.23915916838905865,0,1
holdout,20260423,sparse_partial_high_noise,high_skew,1.1892117130269413,-0.6618817448914281,0,0.856627124516252,57.4,0.07263285239592285,0.20621407542720727,28.83761362183669,0.053950256843221335,0.026715902951672893,0.25052308358303427,0.19685748647206572,0.9384621219658349,0.2507495910611064,0.9923133657473758,0.19689834727956546,0,1,0.18902735609863774,1,1,0,0,0,0,0.2746961878407175,0.16562847241439987,0.229481895871048,0.9736045174316735,0.21560719559526775,0.06950583966734365,0.21530928066452248,0,1
holdout,20260424,sparse_full_noisy,low_skew,1.220903502241568,-0.08422455438773073,27,0.37385086881332535,36.2,0.1786392014407741,0.41135905724987004,20.74734560017086,0.380772850619722,0.09854211454443157,0.18106762030973492,0.20400178915497866,1.0235221697571835,0.1973813324843845,1.016280847208544,0.2046226550330239,0,1,0.18902735609863774,1,1,0,0,0,0,0.24470535383592118,0.14578878982447185,0.19917820242737458,0.9665122478767973,0.2543912543647706,0.27118674064415316,0.2499989961409809,0,0
holdout,20260424,sparse_full_noisy,mid_skew,1.2370805507722022,-0.2678446141747568,36,0.4699066977329898,23.4,0.22876015280434644,0.5106724644702989,14.07423906015301,0.019726712669818874,0.15248997815347196,0.024679369357251613,0.24328886091313945,1.2617259847342517,0.024645433962049434,0.9921770857132672,0.244903465058935,0,1,0.18902735609863774,0,0,1,1,0,1,0.22969451951311753,0.14455649178250768,0.19342617623728792,nan,nan,nan,nan,0,0
holdout,20260424,sparse_full_noisy,high_skew,1.1240444792751552,0.6531923374747928,11,0.8105328577517457,47.0,0.06908300378792023,0.1885743765994495,28.38874510192354,0.11197911752379536,0.015529912915187386,0.1079309389616651,0.11784329170937406,1.0148753826830184,0.1091690965921368,1.0061844407994156,0.11786003847573956,1,0,0.18902735609863774,1,1,0,1,1,0,0.2538554543708561,0.15109601652462015,0.20779680405983583,0.9845933819615343,0.13945109731362082,0.0402417327622304,0.13936630676789163,0,0
holdout,20260424,sparse_partial_high_noise,low_skew,0.7901446823273661,-0.11149395428809702,51,0.6568931677256151,110.0,0.1709586617846583,0.4374574252381528,59.12403023057696,0.03571916981300463,0.07039091430856598,0.39905355759674577,0.23286829925669408,1.1890917347385261,0.39894705241116,1.0226619764076854,0.2325172940803193,0,1,0.18902735609863774,1,1,0,0,0,0,0.2721025660835395,0.16621809951245875,0.227381053239971,1.0612191337857004,0.2710744514583343,0.2277433176317298,0.27387628499057126,0,1
holdout,20260424,sparse_partial_high_noise,mid_skew,0.8649653549713395,-0.2613324334384325,2,0.721395694288011,92.6,0.12399555381411827,0.3311195398519872,50.581919117261286,0.26590490459570243,0.02718734177136244,0.11666623922307998,0.1270523273348096,0.9739151793202978,0.10894982434895828,0.9919625256652927,0.12699717069395322,1,0,0.18902735609863774,1,1,0,1,1,0,0.2705090110595379,0.16397008090835696,0.22626390023718948,0.9837333224563595,0.11876796748501994,0.2602262561790263,0.12337505149905699,1,0
