split,observation_seed,condition,geometry_skew_bin,true_alpha,true_t,true_rotation_shift,mean_best_entropy,mean_candidate_count,mean_anchored_alpha_log_std,mean_anchored_alpha_log_span,mean_anchored_effective_count,best_alpha_bank_log_span,anchored_alpha_bank_log_span,best_alpha_abs_error_mean,anchored_alpha_abs_error_mean,best_alpha_output,best_alpha_output_abs_error,anchored_alpha_output,anchored_alpha_output_abs_error,alpha_point_recoverable_flag,alpha_point_unrecoverable_flag,gate_threshold,gate_open_flag,point_output_flag,abstain_flag,gate_correct_flag,gate_open_and_recoverable_flag,gate_closed_and_unrecoverable_flag,trial_backbone_rho12,trial_backbone_rho13,trial_backbone_rho23,refined_alpha_output,refined_alpha_output_abs_error,refined_alpha_bank_log_span,refined_alpha_abs_error_mean,refined_beats_anchored_flag,refined_beats_best_flag
holdout,20260424,sparse_partial_high_noise,high_skew,1.2822085684698488,0.4737218196896238,35,0.5071606081742754,91.8,0.27847586017762144,0.6342187617217324,50.85616949795603,0.5683813192832111,0.06161381191495541,0.43206645466124527,0.251434294237807,0.8381408229424803,0.4440677455273685,1.030541788802066,0.2516667796677827,0,1,0.18902735609863774,0,0,1,1,0,1,0.26445534953600386,0.1615408920736507,0.22220351950187953,nan,nan,nan,nan,0,0
confirmation,20260425,sparse_full_noisy,low_skew,1.1796315323071715,0.16422008158074786,57,0.32025918009420706,3.6,0.03532292471036151,0.09788604151517155,2.498723121964669,0.046540059088622104,0.07492504809601247,0.029684923049826173,0.027665584372661957,1.20633423790162,0.026702705594448428,1.1931209659977662,0.013489433690594632,1,0,0.18902735609863774,1,1,0,1,1,0,0.35583397062062333,0.20172124974656197,0.29279278851144735,1.189238960506447,0.009607428199275514,0.06838223280046225,0.029181631241422236,1,1
confirmation,20260425,sparse_full_noisy,mid_skew,1.1188307723106752,0.4398380556486153,28,0.657028965889596,21.6,0.11930180779965693,0.2669045068785679,12.992962023247808,0.2459643016377893,0.057019975593221986,0.14265517461607685,0.13457837072494416,0.9742738340360317,0.14455693827464344,0.984006648094372,0.1348241242163032,1,0,0.18902735609863774,1,1,0,1,1,0,0.2273791439592542,0.13734969965549035,0.18716110731241703,1.0408359053419225,0.07799486696875269,0.10700591888971503,0.07884761500616681,1,1
confirmation,20260425,sparse_full_noisy,high_skew,0.8339713012585691,-0.45060961323439513,42,0.45254238740345587,11.6,0.14885891007538726,0.34401633962062544,6.630866124799951,0.3041218572992644,0.1069913140771396,0.2593868804564677,0.1705677323726471,1.086365003710022,0.252393702451453,1.0039015326799476,0.16993023142137853,0,1,0.18902735609863774,1,1,0,0,0,0,0.3048512291962822,0.1831140991907813,0.2583808053261961,1.0180820009419769,0.18411069968340776,0.19591339312094544,0.18722671822174766,0,1
confirmation,20260425,sparse_partial_high_noise,low_skew,1.1495547960554364,0.03523116428113053,17,0.820395891309359,89.0,0.10057578355498578,0.26924715563027235,46.579535210118,0.02933873774334768,0.03129921229120765,0.24359221780553,0.15635441148425838,0.9059106466091325,0.24364414944630397,0.9931323884926885,0.15642240756274794,0,1,0.18902735609863774,1,1,0,0,0,0,0.27504840647202383,0.16619103177205302,0.23048438497514862,0.9623869589481923,0.18716783710724416,0.15179189748783484,0.18537448285010708,0,1
confirmation,20260425,sparse_partial_high_noise,mid_skew,1.1089816388146323,0.41077650719586833,48,0.7885969519203744,96.2,0.13337455738211618,0.3649474971859128,53.17911879782931,0.21791611833670022,0.02595369504019993,0.0864433507403265,0.09147566394415754,1.0192141788581768,0.08976745995645552,1.0174571054549058,0.09152453335972655,1,0,0.18902735609863774,1,1,0,1,1,0,0.2825030481409175,0.17247673003333372,0.23634376617080263,1.1039614876335637,0.005020151181068577,0.08182925385315074,0.03635072598981015,1,1
confirmation,20260425,sparse_partial_high_noise,high_skew,1.2826531927841773,-0.5313299359465913,24,0.5305759162782319,110.6,0.30649495572246815,0.7358460293574319,63.74690242485108,0.6667916770653108,0.04981519214806283,0.16709550212976573,0.19899411494783598,1.1912947095707878,0.09135848321338957,1.0834709275680054,0.19918226521617188,0,1,0.18902735609863774,0,0,1,1,0,1,0.2712814734166408,0.1658025553096505,0.22913327313232368,nan,nan,nan,nan,0,0
confirmation,20260426,sparse_full_noisy,low_skew,1.2103793013687527,0.04212600469119543,42,0.349149003394869,8.4,0.16885113613982514,0.3936968008625127,4.965732616046049,0.4344708723523424,0.08403794703062423,0.09991193761376346,0.17285077707796773,1.1114750734724825,0.09890422789627018,1.0370389746972302,0.17334032667152255,0,1,0.18902735609863774,1,1,0,0,0,0,0.3122493037037774,0.19109406141020274,0.2641139967633849,1.0543837444901998,0.15599555687855293,0.2046013763504464,0.15284534297237368,1,0
confirmation,20260426,sparse_full_noisy,mid_skew,1.1128276435635405,-0.35023869377937256,59,0.5747078746173335,32.6,0.1385960681336645,0.3269915516457442,19.988548591825655,0.2877248286089051,0.052243850347519286,0.1582595346262054,0.13416208213775577,0.971945064616796,0.1408825789467445,0.9784617191707368,0.1343659243928037,1,0,0.18902735609863774,1,1,0,1,1,0,0.23174750582477355,0.13968076310096902,0.19262534310327428,0.9710378376796496,0.1417898058838909,0.13353552321577175,0.1407584455077762,0,0
confirmation,20260426,sparse_full_noisy,high_skew,0.8937364337370768,-0.5769045728103854,17,0.744979984331923,40.8,0.07962492198603485,0.22252686087395004,26.12774265962579,0.16405856888107254,0.020599877381826625,0.09607590698000998,0.10753280420874711,0.9871982560312894,0.09346182229421263,1.0012436137711334,0.10750718003405657,1,0,0.18902735609863774,1,1,0,1,1,0,0.23528837423255822,0.14153020205550024,0.1930476745507288,0.9945804066345442,0.10084397289746738,0.10249435871939674,0.10151147052612042,1,0
confirmation,20260426,sparse_partial_high_noise,low_skew,0.8367153816937006,-0.09721380364975842,58,0.7460834157242705,90.2,0.1356703059645059,0.3674646150736613,49.99710932764298,0.3162609632284565,0.06119504628727436,0.09923775665846224,0.14962140535881452,0.9292436007273682,0.09252821903366759,0.9860587453044098,0.1493433636107092,1,0,0.18902735609863774,1,1,0,1,1,0,0.27579983353781384,0.16803086097148362,0.2321450755014336,0.9455379425705367,0.10882256087683606,0.30585550617688273,0.11483244715354497,1,0
confirmation,20260426,sparse_partial_high_noise,mid_skew,1.2188639297390595,-0.2911026935130036,30,0.543334855871309,105.6,0.2279490313161397,0.5548657834374509,58.66422853199165,0.46490626273953917,0.07611624522107155,0.11408443465175319,0.20916340001658895,1.1450680344332536,0.07379589530580599,1.0093261281265198,0.20953780161253976,0,1,0.18902735609863774,0,0,1,1,0,1,0.267098760170714,0.1629728721251699,0.22372846440287,nan,nan,nan,nan,0,0
confirmation,20260426,sparse_partial_high_noise,high_skew,0.8019425689008923,-0.6495091928693849,42,0.6662746160269816,105.4,0.14893342806563628,0.3879827759804786,57.89750659745546,0.31994845956690054,0.062169837106536015,0.16999525871293947,0.19270464215900046,0.960563665232095,0.1586210963312027,0.9943749406959683,0.192432371795076,0,1,0.18902735609863774,1,1,0,0,0,0,0.27007292413056894,0.16442666842989487,0.2266093484349331,0.9607163480550005,0.15877377915410817,0.2008351329237524,0.16170360965561056,1,0
confirmation,20260427,sparse_full_noisy,low_skew,1.2484364223773405,-0.05535812108117959,3,0.48698043317574957,26.2,0.20786875786845718,0.49235502142682525,16.584971347724796,0.44774196140932954,0.17553450445833207,0.10067840534392367,0.257578259676903,1.1354435558316442,0.11299286654569629,0.9890869176482585,0.259349504729082,0,1,0.18902735609863774,0,0,1,1,0,1,0.23025202911116568,0.14197410355074075,0.1912217463266257,nan,nan,nan,nan,0,0
confirmation,20260427,sparse_full_noisy,mid_skew,1.142549518606605,-0.4232779746677641,60,0.6235858074262983,23.6,0.13555906637511828,0.3239317265956275,15.272205158095437,0.26590490459570243,0.06543221952156233,0.1106141150576287,0.15325512534304372,1.0238687025685718,0.11868081603803327,0.9890554951715842,0.15349402343502083,0,1,0.18902735609863774,1,1,0,0,0,0,0.22114354874026226,0.13335460237928115,0.182802628452227,0.9595437517660826,0.1830057668405224,0.2086907911055056,0.1807838136094781,0,0
confirmation,20260427,sparse_full_noisy,high_skew,1.1904656127747277,-0.48602453422396796,60,0.3948964550800817,15.0,0.14709723394739718,0.34047903099936133,8.64723410037634,0.40715489739771504,0.13332548819031254,0.08487211968613413,0.10068370203028136,1.106223206297555,0.08424240647717274,1.0930259132343176,0.0974396995404101,1,0,0.18902735609863774,1,1,0,1,1,0,0.2766694246599348,0.1609077000401778,0.2223062882598882,1.1556247615632262,0.03484085121150149,0.10797104359305615,0.045357562774426576,1,1
confirmation,20260427,sparse_partial_high_noise,low_skew,1.1919344353632797,-0.14797549125154508,6,0.5927323741949319,85.6,0.21951816253177378,0.5319589982820551,46.788448583250194,0.48175598213464366,0.09593298992500955,0.12862582325384994,0.15997938660422029,1.1390768108165594,0.05285762454672027,1.0314600222816481,0.16047441308163157,0,1,0.18902735609863774,0,0,1,1,0,1,0.27385353569114484,0.16721542854918856,0.22968783110120422,nan,nan,nan,nan,0,0
confirmation,20260427,sparse_partial_high_noise,mid_skew,0.8371333086222645,0.323964267389595,6,0.7434967650956128,86.4,0.13316259245662745,0.34548309982228587,46.59703034334376,0.26590490459570243,0.017553131053063425,0.14505661120865065,0.17202174210739388,0.9745317442249213,0.13739843560265674,1.0091307299247756,0.17199742130251106,0,1,0.18902735609863774,1,1,0,0,0,0,0.26793847408228,0.16197659131617256,0.223857724327598,1.004847188828396,0.16771388020613154,0.259926664292946,0.17170657227430092,1,0
confirmation,20260427,sparse_partial_high_noise,high_skew,0.8731351834837112,-0.6812330477156526,52,0.6395177587806458,93.4,0.1794657492251917,0.43883451015701197,52.05112743996743,0.3679343082068783,0.07199384008924808,0.15098639571057776,0.14860763445907826,0.9636420022953018,0.09050681881159062,1.021422907483535,0.14828772399982382,1,0,0.18902735609863774,1,1,0,1,1,0,0.2700480103139814,0.1647328806701988,0.22595653167464377,0.9850073178172365,0.11187213433352527,0.25108196211681694,0.12980851227928053,1,0
