condition,geometry_mae_mean,geometry_mae_p95,weight_mae_mean,weight_mae_p95,alpha_mae_mean,alpha_mae_p95,fit_rmse_mean
full_clean,0.07020590982592152,0.13788341179530164,0.15961590605176748,0.36607427522441427,0.21503496912691844,0.94428180645354,0.004500364178727618
full_noisy,0.07602806043481462,0.13073069450614153,0.17416932762108633,0.3137366384747723,0.17675923324879175,0.7824594139253211,0.006139662783499851
partial_arc_noisy,0.0639550280970712,0.12277150831956014,0.12584800320371442,0.24512430681844036,0.10676144797485523,0.49035849514385715,0.014140259122103468
sparse_full_noisy,0.08506187995266434,0.1387543238109398,0.17353693154539504,0.253690260755619,0.2313523064216553,0.7774114688256974,0.012280325354601909
sparse_partial_high_noise,0.10289951850318461,0.19672939439239123,0.12868875538070101,0.20698070731683857,0.1329400746393104,0.5465558263279289,0.04262589772784209
