condition,geometry_improvement_factor,weight_improvement_factor,alpha_improvement_factor,fit_improvement_factor_vs_baseline,fit_improvement_factor_vs_euclidean
full_clean,1.2040981949725587,0.9354077834518925,0.8717586814760401,1.5584223362145713,18.940863396202435
full_noisy,1.1658151428841323,0.9309669384174539,1.6448648023683563,1.3434636716875643,18.33926067026627
partial_arc_noisy,0.966523256395891,1.0828996032190956,0.9565106422377972,0.8122823793412944,8.462044816858088
sparse_full_noisy,0.9270280181175298,1.094080883667761,0.8626542268557023,1.0599559877821678,6.059001426407592
sparse_partial_high_noise,0.8532527604692326,1.2429959815765648,1.1751257389509395,1.1733637025148351,2.8957322402940675
