split,observation_seed,condition,geometry_skew_bin,mean_band_candidate_count,mean_frontier_candidate_count,mean_cluster_count,mean_cluster_entropy,mean_geometry_span_norm_set,consensus_geometry_bank_span_norm,compression_load,mean_alpha_log_span_set,mean_ambiguity_ratio,mean_poison_pull,mean_supportive_pull,mode_persistence_rate,true_alpha,true_t,true_rotation_shift,alpha_fan,broad_fan,compact_minor,dominant_core,fringe_singleton,dominant_core_mean_mass,broad_fan_mean_mass,alpha_fan_mean_mass,fringe_singleton_mean_mass,compact_minor_mean_mass,fan_vs_core,fringe_vs_fan,useful_structure_ratio,fringe_burden,residual_shell_mass,residual_shell_alpha_mass,gate_open_flag,anchored_alpha_output_abs_error,refined_alpha_output_abs_error,correction_pressure,correction_flux,refined_alpha_bank_log_span,triggered_alpha_output_abs_error,improve,fan_rule_fire_flag,fan_rule_output_abs_error
calibration,20260417,sparse_partial_high_noise,high_skew,86.2,16.0,18.8,0.8121958676105075,0.915078697627236,0.0628590701973729,14.557623820300794,0.5440473595068542,0.595370017071876,0.0,0.3342741071153093,0.9784788080921508,0.86848329444384,-0.6280079309469837,40,0.6918163324867695,2.5190445835815383,0.3178723532536406,1.207049912345394,0.2642168183326534,0.2414099824690788,0.5038089167163077,0.13836326649735392,0.05284336366653068,0.06357447065072812,0.6760549380417367,0.09493065155537958,1.794640195893738,0.08463059899189473,0.3667690899361125,0.3021996471374425,1,0.1325422652463806,0.0790244953162465,0.2518259747342632,0.0752502051417241,0.2508752482421501,0.0790244953162465,0.0535177699301341,1,0.0790244953162465
calibration,20260418,sparse_full_noisy,low_skew,31.8,16.0,11.4,0.7965055944499506,0.7886383332689766,0.0838217253270777,9.408519452345557,0.4516351310438161,0.5800079906040995,0.0022253976042317,0.2357343165128649,0.9117144321609232,0.8433559122909388,0.1458359753970234,3,0.9127816179978813,1.3189462228251367,0.8195315204471313,1.8928062655028843,0.055934373226964096,0.37856125310057687,0.26378924456502734,0.18255632359957624,0.011186874645392818,0.16390630408942625,0.4106624740288613,0.040683077052346785,0.8061807916626669,0.09314002669010595,0.0,0.0,1,0.141288306094294,0.0848862009291174,0.5462613399163117,0.115646944084267,0.357157639091727,0.0848862009291174,0.05640210516517659,1,0.0848862009291174
calibration,20260418,sparse_full_noisy,mid_skew,1.8,16.0,9.8,0.1569309706930091,0.0723260726692185,0.4399488744155131,0.1643965398600147,0.2167351479466566,1.9616687699586184,0.0,0.0523361107016599,1.0,1.2669206668244894,0.3599296672159975,52,1.7213143107505475,0.0,3.2786856892494525,0.0,0.0,0.0,0.0,0.3442628621501095,0.0,0.6557371378498905,0.0,0.0,0.5250013187889888,0.32786856892494526,0.2588192532704786,0.14426286215010947,1,0.1362170472556152,0.102641277672353,0.2429191034218633,0.038843765617564,0.3780763784967624,0.102641277672353,0.03357576958326221,0,0.1362170472556152
calibration,20260418,sparse_partial_high_noise,low_skew,63.6,16.0,17.2,0.7990969134692474,0.8901399029574047,0.0937961044119293,9.49015855763188,0.2780541861522917,0.3133796389400217,0.0,0.3931585391936541,0.9815034800251838,1.1668612367248918,-0.1459491665989377,41,1.357256632303454,0.0,1.253399207854595,2.077134013893878,0.3122101459480692,0.41542680277877564,0.0,0.2714513264606908,0.062442029189613835,0.250679841570919,0.0,1.0,0.3725918889426744,0.18778194997507333,0.34491184257237667,0.15747494171318197,1,0.1599535125525117,0.1657953146906305,0.0993462063567416,0.0120474946662645,0.0325775662822641,0.1599535125525117,-0.005841802138118801,0,0.1599535125525117
calibration,20260418,sparse_partial_high_noise,mid_skew,79.0,16.0,18.6,0.8614447254683585,0.908629744878238,0.0380438528128894,23.883746721109972,0.4048597642207223,0.446373900795954,0.0,0.4336567647557761,0.97247243071758,0.8927899215802785,0.3123982883197941,15,0.8609419106922792,1.8926555755868366,1.1104482748583,0.8173754117174705,0.3185788271451101,0.16347508234349412,0.3785311151173673,0.17218838213845583,0.06371576542902202,0.22208965497166,0.6983889056816573,0.1440728430923066,1.2257809851352646,0.17476059291485202,0.6530333269112912,0.5462533204686372,1,0.1226422095994771,0.1630293832536377,0.410403751030531,0.0560288136276513,0.1511511750652602,0.1630293832536377,-0.0403871736541606,1,0.1630293832536377
holdout,20260422,sparse_full_noisy,low_skew,34.6,16.0,13.2,0.8160612020940144,0.777503989402197,0.0854464938948622,9.099308280090208,0.3993542335701358,0.5177702762466074,0.0,0.4708028294328638,0.9399769097087576,0.8454209249936677,0.1694678019059468,35,1.3346071095409124,0.590799775075026,0.9261744552666338,2.029890775898212,0.1185278842192133,0.40597815517964236,0.1181599550150052,0.26692142190818247,0.02370557684384266,0.18523489105332674,0.2254366792201477,0.1670989177796128,0.6262314434329398,0.11632302237050604,0.0,0.0,1,0.1247473727818896,0.0800246737651975,0.296222104302311,0.0528903779642738,0.1155872086698914,0.0800246737651975,0.04472269901669211,0,0.1247473727818896
holdout,20260422,sparse_full_noisy,mid_skew,39.0,16.0,13.4,0.8134950632936843,0.8351315178039831,0.0607343551574946,13.750562027675162,0.3683439923591065,0.4415973438631882,0.0,0.2637352245207996,0.9482476181794196,1.1375779426247343,-0.4219389980466032,15,1.2476209612009144,0.4598580261856462,0.978548441707783,2.1952396433132737,0.1187329275923802,0.43904792866265474,0.09197160523712924,0.24952419224018288,0.02374658551847604,0.1957096883415566,0.17319815819522466,0.20521048042159937,0.5185931937397873,0.12160142968925435,0.0,0.0,1,0.1418389348960136,0.1697152351980394,0.2284935960044818,0.037770787526394,0.1668655869754687,0.1418389348960136,-0.027876300302025814,0,0.1418389348960136
holdout,20260422,sparse_full_noisy,high_skew,9.8,16.0,13.0,0.6495450297500467,0.6094126447942695,0.1572332682858226,3.8758505209372345,0.2792992317204471,0.4683971957208301,0.0054239918549211,0.3138710385939438,0.8681113798231672,0.8791076466259337,0.6874423450019049,63,1.536040636174077,0.0,3.4639593638259214,0.0,0.0,0.0,0.0,0.3072081272348154,0.0,0.6927918727651843,0.0,0.0,0.443434946788039,0.34639593638259214,0.10755780775078534,0.06211549541313242,1,0.1603990671425107,0.1786408735019137,0.183881941015494,0.0300770650220215,0.118290490235347,0.1603990671425107,-0.018241806359403007,0,0.1603990671425107
holdout,20260422,sparse_partial_high_noise,low_skew,56.8,16.0,16.0,0.8098828481534875,0.8639022515214432,0.066361663017134,13.018092257549224,0.2618496394140573,0.3030607228365005,0.0,0.3157085227876841,0.9789748681597092,0.881734382249758,0.17784105610841,54,0.9257824989493393,0.0,1.7545464980377816,2.0725902498318836,0.2470807531809923,0.4145180499663767,0.0,0.18515649978986787,0.04941615063619846,0.35090929960755635,0.0,1.0,0.22722952289871587,0.22487080043997665,0.562338528011422,0.31202942962136776,1,0.1170607540024578,0.1108220415705684,0.0981407704054164,0.0083991890882493,0.0304736511825389,0.1170607540024578,0.006238712431889407,0,0.1170607540024578
holdout,20260422,sparse_partial_high_noise,mid_skew,70.8,16.0,17.0,0.8206819773462156,0.901543178313054,0.0915348862035979,9.84917571545107,0.3305921905846413,0.3672161293659498,0.0,0.4157507230846723,0.968400738151435,1.193340098604452,-0.2823661528628415,37,1.6563550917494185,0.4019283375966948,1.2504136360785074,1.4496209515063572,0.2416819830690187,0.2899241903012714,0.08038566751933895,0.3312710183498837,0.04833639661380374,0.25008272721570146,0.21707676914796115,0.3755098004317842,0.6996878794780013,0.17337776022165446,0.19974609050376568,0.12350320538670947,1,0.1822050660877283,0.1856905491373601,0.100078523361812,0.0133834326349466,0.0242319924370795,0.1822050660877283,-0.00348548304963181,0,0.1822050660877283
holdout,20260422,sparse_partial_high_noise,high_skew,108.8,16.0,19.0,0.8332546647162629,0.9158486503226267,0.0516807256759637,17.72128077428643,0.516858257626248,0.5653692766890297,0.0,0.5656427847392111,0.9799206318488952,0.8058417417559449,-0.5118742378742865,56,0.8367430457273058,2.4208068105778766,0.3038375609852896,1.1015587335891037,0.33705384912042,0.22031174671782075,0.4841613621155753,0.16734860914546118,0.067410769824084,0.060767512197057914,0.6872673435574341,0.12221569205649893,1.869522561717402,0.09779452592261297,0.2786530961267085,0.22758168416789792,1,0.2143870102996512,0.2634529305350375,0.370519163231663,0.0679672665110318,0.2013731228928167,0.2634529305350375,-0.04906592023538628,1,0.2634529305350375
holdout,20260423,sparse_full_noisy,low_skew,15.8,16.0,11.0,0.7868785640996934,0.7132180943711048,0.0960233729088368,7.427546781221941,0.3879305486032044,0.5502972390960897,0.0094141162345174,0.3587049923326922,0.903423778480897,1.1624723636075858,-0.1594309746744751,38,1.877415045795428,1.0839672792624377,1.7962953115617182,0.2423223633804149,0.0,0.04846447267608298,0.21679345585248755,0.3754830091590856,0.0,0.3592590623123436,0.8172930289212337,0.0,1.4526423279156184,0.1796295311561718,0.0,0.0,1,0.079165820281307,0.0206168568498958,0.4153510126219843,0.0526365986163025,0.0898355931158531,0.0206168568498958,0.05854896343141121,1,0.0206168568498958
holdout,20260423,sparse_full_noisy,high_skew,11.4,16.0,13.0,0.7062656698665809,0.5579127112436792,0.2123472321090301,2.627360412012424,0.4130929627654509,0.7610851402368819,0.0170540405788567,0.2527150311945852,0.97859221972777,0.8688163105521297,-0.5257667371670004,28,1.6264208810336054,1.1225451661176917,2.251033952848701,0.0,0.0,0.0,0.22450903322353835,0.32528417620672107,0.0,0.45020679056974017,1.0,0.0,1.2212015032791752,0.22510339528487008,0.022684105098621198,0.01154009462083014,1,0.0984811593384847,0.0602547533740802,0.2748592459968733,0.0403208385793478,0.1352054834143278,0.0602547533740802,0.0382264059644045,1,0.0602547533740802
holdout,20260423,sparse_partial_high_noise,mid_skew,112.0,16.0,18.8,0.832842399843029,0.9162501519275914,0.0497936122556855,18.40095768153419,0.4382863718481329,0.4788884627066866,0.0,0.4495549786773719,0.967723366096808,1.248145134684595,-0.2693313050528414,37,0.502707574014383,3.0420972261512147,0.2528082422447153,0.9049022859792248,0.2974846716104583,0.18098045719584496,0.6084194452302429,0.10054151480287661,0.05949693432209165,0.050561648448943064,0.7707366613048318,0.08907841781327323,2.435965154756556,0.08477775854656319,0.13665742464376848,0.11370059599143985,1,0.2404155667957517,0.2421421913209007,0.3195729097010061,0.0660949947697996,0.2283607311347712,0.2421421913209007,-0.0017266245251489898,1,0.2421421913209007
holdout,20260423,sparse_partial_high_noise,high_skew,57.4,16.0,16.8,0.8471062829401153,0.8654332265964177,0.0544263891876514,15.900985523999662,0.291478117793381,0.3368142475365104,0.0,0.2436110494057776,0.9753946111296252,1.1892117130269413,-0.6618817448914281,0,1.2922325025039525,0.1316128089933151,2.5527010464411997,0.7563018875120111,0.2671517545495179,0.15126037750240223,0.02632256179866302,0.2584465005007905,0.05343035090990358,0.51054020928824,0.1482268617822406,0.6699485836354212,0.39814981048635956,0.30870045555402353,0.6437712747528173,0.3884386145274292,1,0.1968983472795654,0.2156071955952677,0.2579356236041459,0.0234182500961128,0.0695058396673436,0.2156071955952677,-0.018708848315702298,0,0.1968983472795654
holdout,20260424,sparse_full_noisy,low_skew,36.2,16.0,12.2,0.8068561007982706,0.7931258919190322,0.0643053175820806,12.333752817668143,0.4682628586226854,0.5932636489110511,0.0013859608671791,0.3424962134813963,0.9330524141694012,1.220903502241568,-0.0842245543877307,27,0.9078538749678479,1.0913477699375558,0.6286869946542673,2.316915309272002,0.0551960511683248,0.4633830618544004,0.21826955398751116,0.18157077499356958,0.01103921023366496,0.12573739893085345,0.32020643494182977,0.048141248639835085,0.6662232540587963,0.07390790969909168,0.0,0.0,1,0.2046226550330239,0.2543912543647706,0.2233832907039812,0.0665083544442858,0.2711867406441531,0.2046226550330239,-0.04976859933174671,0,0.2046226550330239
holdout,20260424,sparse_full_noisy,high_skew,47.0,16.0,14.6,0.8092120796960789,0.8323554701131404,0.0833862225343984,9.981930405466894,0.2519061601852364,0.3038310196016792,0.0,0.4122321664138796,0.9865815432637752,1.1240444792751552,0.6531923374747928,11,0.9829965433009664,0.0,1.6206902237785048,2.171261609071487,0.2250516238490389,0.4342523218142974,0.0,0.1965993086601933,0.04501032476980778,0.32413804475570096,0.0,1.0,0.24470891148018653,0.20707934714765824,0.0,0.0,1,0.1178600384757395,0.1394510973136208,0.2787653964619756,0.0240724386746546,0.0402417327622304,0.1394510973136208,-0.02159105883788129,0,0.1178600384757395
