split,observation_seed,condition,geometry_skew_bin,bank_seed,cluster_id,cluster_size,cluster_mass_layer1,cluster_mass_layer2,cluster_best_score,cluster_mean_score_gap,cluster_center_rho12,cluster_center_rho13,cluster_center_rho23,cluster_center_alpha,cluster_geometry_span,cluster_alpha_span,cluster_rank_by_mass,archetype
calibration,20260410,sparse_full_noisy,low_skew,20260326,2,2,0.1505240558398516,0.0321253087105084,0.0016047594013476,0.0002318917536948,0.4196003377348226,0.3159693451797592,0.3701927740840969,1.0066472990966178,0.0682088266680789,0.1276850725580087,3,compact_minor
calibration,20260410,sparse_full_noisy,low_skew,20260326,3,3,0.2073204142323148,0.1114547781359567,0.0016375589368175,0.0002613834134601,0.2429990314426516,0.1530585421155658,0.2359088771108637,1.0441521716447828,0.104459140456904,0.2300624474939687,2,compact_minor
calibration,20260410,sparse_full_noisy,low_skew,20260326,4,1,0.0815085379496252,0.1270811331302934,0.0016525494232667,0.000190036593593,0.3524273376967702,0.2240894437194812,0.2259262364242839,1.0763462663926795,0.0,0.0,5,compact_minor
calibration,20260410,sparse_full_noisy,low_skew,20260326,5,2,0.0525393409117465,0.0623231071537455,0.0018282076373481,0.0004142595339533,0.3488092140661186,0.1594759312553221,0.2710529247643865,1.1169602777919512,0.0733041816986572,0.1040426424461726,6,compact_minor
calibration,20260410,sparse_full_noisy,low_skew,20260326,6,3,0.0,0.0,0.0018734148426074,0.0005324812171874,0.2022011952250037,0.1350952383184267,0.1615889739287421,0.9727223307422896,0.1079068732746268,0.34492132938221,7,alpha_fan
calibration,20260410,sparse_full_noisy,low_skew,20260326,7,2,0.0,0.0,0.0018789009741162,0.0004421365694811,0.1224879876107917,0.0644916538531556,0.1025606354986125,1.1678127284551372,0.0142119532093319,0.0155528517742769,8,fringe_singleton
calibration,20260410,sparse_full_noisy,low_skew,20260326,8,1,0.0,0.0,0.0019919101435554,0.0005293973138817,0.319905971101863,0.1741051199514051,0.211934138052362,0.8180452348776677,0.0,0.0,9,fringe_singleton
calibration,20260410,sparse_full_noisy,low_skew,20260326,9,2,0.0,0.0,0.0020176590989502,0.0005833181058379,0.3738455392221009,0.1957847053446126,0.3208411888676084,0.9906679322219044,0.0597873312331617,0.3998290039057547,10,alpha_fan
calibration,20260410,sparse_full_noisy,low_skew,20260326,10,1,0.0,0.0,0.0020250688093085,0.0005625559796348,0.2794217769152062,0.1120470560335393,0.2183940269444466,1.1684078779104914,0.0,0.0,11,fringe_singleton
calibration,20260410,sparse_full_noisy,low_skew,20260326,11,2,0.0,0.0,0.0020295193375384,0.0005903531093207,0.1443847765073093,0.1109047515949084,0.1364941398233963,1.0169357677956183,0.0305059404585072,0.3588364475116286,12,alpha_fan
calibration,20260410,sparse_full_noisy,low_skew,20260326,12,1,0.0,0.0,0.0020794469322077,0.000616934102534,0.4179895065620356,0.2377726719598137,0.3666346476476967,1.202529513602335,0.0,0.0,13,fringe_singleton
calibration,20260410,sparse_full_noisy,low_skew,20260327,0,2,0.1308017679469491,0.3031352954435672,0.0014470341970711,0.0001430833983054,0.2845661208766309,0.1997225803546764,0.254387932161161,1.0768759089029984,0.0774778512206211,0.0648213864775045,4,compact_minor
calibration,20260410,sparse_full_noisy,low_skew,20260327,1,6,0.162140799937348,0.289623390329605,0.0015181816681761,0.000383833187852,0.3166801331084263,0.2279104931151661,0.3241164831011565,0.9917990457838648,0.130759175849084,0.3391560218828646,3,alpha_fan
calibration,20260410,sparse_full_noisy,low_skew,20260327,2,7,0.2080360641406128,0.219771852444491,0.0015637691120637,0.0003636541613186,0.3963732906708415,0.2230767130541448,0.3031802463570957,1.031208512342532,0.1659283017933827,0.3601889229458398,2,broad_fan
calibration,20260410,sparse_full_noisy,low_skew,20260327,3,7,0.2331320876721419,0.0684809259923396,0.0015667344427303,0.0003332167170854,0.2064663702837298,0.1259141799799292,0.1437969351136242,1.162319508770612,0.1258914338012593,0.0768991884896794,1,compact_minor
calibration,20260410,sparse_full_noisy,low_skew,20260327,4,2,0.0571117555046819,0.0080853888379695,0.0016192646684763,0.0004073808260814,0.417152406432969,0.2936210454920749,0.4173262431536801,0.9960191695147876,0.0600677202740392,0.2807102487388019,5,alpha_fan
calibration,20260410,sparse_full_noisy,low_skew,20260327,5,1,0.0502687483656069,0.0059347752291239,0.0016703152252979,0.0002232810282268,0.4372143821115892,0.3260141663675688,0.3850552181349491,0.8690471321607491,0.0,0.0,6,compact_minor
calibration,20260410,sparse_full_noisy,low_skew,20260327,6,3,0.0429511485244961,0.0048601459710152,0.0017332433013452,0.0004872658637434,0.1607969747607197,0.0790364691681712,0.14065062359235,1.0258664977563292,0.0791009544686739,0.307274412232611,7,alpha_fan
calibration,20260410,sparse_full_noisy,low_skew,20260327,7,1,0.0417032340446385,0.0488612463815801,0.0017450371846308,0.0002980029875597,0.3784647221354648,0.1980697191860426,0.3497766356968318,1.0594893841856838,0.0,0.0,8,compact_minor
calibration,20260410,sparse_full_noisy,low_skew,20260327,8,1,0.0380715331309717,0.0199637344147113,0.0017814819205802,0.0003344477235091,0.3999410254365201,0.1371730352122083,0.3414701518470399,1.034223003477533,0.0,0.0,9,compact_minor
calibration,20260410,sparse_full_noisy,low_skew,20260327,9,3,0.0357828607325526,0.0312832449555969,0.0018062810456481,0.0005143619512006,0.2263423226118962,0.1654819380114371,0.2099969460692855,1.0928185538441115,0.0821118076817318,0.2800166893711028,10,alpha_fan
calibration,20260410,sparse_full_noisy,low_skew,20260327,10,1,0.0,0.0,0.001931726759719,0.0004846925626479,0.3619164113098106,0.1758611252804926,0.3014279443432283,1.1451087948398757,0.0,0.0,11,fringe_singleton
calibration,20260410,sparse_full_noisy,low_skew,20260327,11,1,0.0,0.0,0.0019626455628571,0.000515611365786,0.1688038396597926,0.1081333235808828,0.1151914224341084,1.1703884955545507,0.0,0.0,12,fringe_singleton
calibration,20260410,sparse_full_noisy,low_skew,20260328,0,5,0.3858069743819161,0.469986408918265,0.0014089934115024,0.0002785478856497,0.3277700094334218,0.2217118035217882,0.2721768355206797,1.0781875165176735,0.1253467606882851,0.24865365102632,1,compact_minor
calibration,20260410,sparse_full_noisy,low_skew,20260328,1,5,0.1022367587749507,0.0978973832206239,0.0016077853719057,0.0004162821040726,0.2097860576767677,0.1426442298847554,0.1771906451418658,0.9688767828532404,0.0858833137059844,0.3548506871754865,3,alpha_fan
calibration,20260410,sparse_full_noisy,low_skew,20260328,2,1,0.1020727648743474,0.0579566364978466,0.0016084275110792,0.0001994340995767,0.3930673638590142,0.2492936964106062,0.2555156663396128,1.1347311968088822,0.0,0.0,4,compact_minor
calibration,20260410,sparse_full_noisy,low_skew,20260328,3,1,0.0929145293805053,0.2287867357921827,0.0016460298744437,0.0002370364629412,0.2740164890547844,0.1700575057770016,0.1798611786223125,1.0811297914373952,0.0,0.0,5,compact_minor
calibration,20260410,sparse_full_noisy,low_skew,20260328,4,3,0.0906030796700286,0.0839083124786285,0.0016561066053416,0.0004231015739848,0.3940135063761902,0.1888212020878022,0.3158391858530556,1.142964991389805,0.0981849891642414,0.11443001456711,6,compact_minor
calibration,20260410,sparse_full_noisy,low_skew,20260328,5,3,0.1556052030076816,0.0547723032727877,0.0017110289113104,0.0003533532236746,0.1791532034053938,0.0874105070042878,0.1630989818813342,1.1390623716771464,0.0714119747137617,0.0616952846296246,2,compact_minor
calibration,20260410,sparse_full_noisy,low_skew,20260328,6,1,0.0707606899105699,0.0066922198196655,0.0017549804394064,0.0003459870279039,0.1363061941436631,0.0521098785003322,0.1134638317980747,1.12935687418403,0.0,0.0,7,compact_minor
calibration,20260410,sparse_full_noisy,low_skew,20260328,7,1,0.0,0.0,0.0018101637849239,0.0004011703734214,0.2996039415291128,0.1935318150231453,0.3036047076074237,1.120521619340835,0.0,0.0,8,fringe_singleton
calibration,20260410,sparse_full_noisy,low_skew,20260328,8,4,0.0,0.0,0.001834924149435,0.0005184032606334,0.2651246014649732,0.1397136429204182,0.2296726052965966,1.0472011512138444,0.1533938275772361,0.2249875722199246,9,compact_minor
calibration,20260410,sparse_full_noisy,low_skew,20260328,9,2,0.0,0.0,0.0018441963703528,0.0004689428743059,0.4189028501025987,0.2813815720237134,0.3377821510654366,1.1458797915232624,0.0647281544712991,0.0252175669298711,10,fringe_singleton
calibration,20260410,sparse_full_noisy,mid_skew,20260324,0,2,0.1182079640039671,0.2495864410312276,0.0013208254997548,8.077005247702227e-06,0.2238278554079076,0.1679339479495692,0.2051372121996106,0.8211234054790164,0.0567464103420372,0.0007331551448484,4,compact_minor
calibration,20260410,sparse_full_noisy,mid_skew,20260324,1,10,0.2386619932614101,0.1031048997565484,0.001339382243051,0.0003028773020693,0.1513543032822516,0.0897679657457067,0.129988909551214,1.0252796933434911,0.1651260298453903,0.4697184577811431,1,dominant_core
calibration,20260410,sparse_full_noisy,mid_skew,20260324,2,6,0.1053924904493224,0.1989452517302627,0.0013451304591173,0.0004146638414846,0.2719318939222064,0.1579374698429196,0.1805009768822293,0.9980374063912744,0.1127900253063444,0.4801577311147137,5,alpha_fan
calibration,20260410,sparse_full_noisy,mid_skew,20260324,3,1,0.0531212035771375,0.0039975426171741,0.0013715098177819,5.068431802706763e-05,0.4008171019285645,0.2736541292303307,0.2891196126280322,1.1488557429081974,0.0,0.0,6,compact_minor
calibration,20260410,sparse_full_noisy,mid_skew,20260324,4,1,0.0465960457785591,0.0271375334761782,0.0014239340096298,0.0001031085098749,0.3353021620094983,0.1315366007931543,0.2636251997642228,0.8112467853857629,0.0,0.0,7,compact_minor
calibration,20260410,sparse_full_noisy,mid_skew,20260324,5,6,0.1294716370739888,0.1249908790323635,0.001459160745187,0.0003602563563792,0.2855070773335879,0.2073503624369081,0.2241510903305126,0.9946228801898968,0.0909890556465695,0.4561462147476491,3,alpha_fan
calibration,20260410,sparse_full_noisy,mid_skew,20260324,6,7,0.154094644217077,0.1592790431998025,0.0014596462615085,0.0003595424566234,0.1860114989207074,0.1062669441639123,0.1721564663142413,0.9904810197514268,0.1215243391521342,0.3822763016506689,2,broad_fan
calibration,20260410,sparse_full_noisy,mid_skew,20260324,7,2,0.0425973364825407,0.0787033120918525,0.0014598235918527,0.0003932680570139,0.2519102898416203,0.117546762029623,0.2290478844770562,0.8462341557794888,0.0585744468593345,0.0943728416073002,8,compact_minor
calibration,20260410,sparse_full_noisy,mid_skew,20260324,8,2,0.0404732274160939,0.0186339232400875,0.0014802840012005,0.0002983011024363,0.300838202140503,0.1881989210006313,0.2858266317599779,1.0264251522273995,0.0682389737188342,0.346028405906658,9,alpha_fan
calibration,20260410,sparse_full_noisy,mid_skew,20260324,9,2,0.0361311337900513,0.0289001100917007,0.0015256783126212,0.0003922142700965,0.3396488836334945,0.1941108953669248,0.2072951447749309,1.0074541881446497,0.0397446398819064,0.2780879375281507,10,alpha_fan
calibration,20260410,sparse_full_noisy,mid_skew,20260324,10,1,0.0352523239498516,0.0067210637328018,0.0015355277009312,0.0002147022011763,0.3658570392780665,0.2090909429491197,0.3066730597964249,1.1409762368896827,0.0,0.0,11,compact_minor
calibration,20260410,sparse_full_noisy,mid_skew,20260324,11,1,0.0,0.0,0.00174170815643,0.0004208826566751,0.4153309054768026,0.3131914298535591,0.3294571738236894,0.8641015621120582,0.0,0.0,12,fringe_singleton
calibration,20260410,sparse_full_noisy,mid_skew,20260325,0,13,0.3483378239127636,0.2497018001844079,0.0012765652599876,0.0002823156120008,0.1619345910391381,0.089207446984991,0.1291635212254649,1.0997191024244188,0.1876281265922326,0.4458024621854705,1,dominant_core
calibration,20260410,sparse_full_noisy,mid_skew,20260325,1,10,0.2401844349940385,0.5639993547107782,0.0013060449330035,0.0003357257181683,0.2245276339553069,0.1335431242046765,0.1889868383001231,1.0458907541453095,0.1992842415427862,0.4259163042529355,2,dominant_core
calibration,20260410,sparse_full_noisy,mid_skew,20260325,2,2,0.0846223087871137,0.0222188476187264,0.0013201755366894,9.1071936636007e-05,0.1282910608992573,0.0616673926790078,0.096572538159009,0.8333419703040825,0.0178634448849707,0.0178539765888796,4,compact_minor
calibration,20260410,sparse_full_noisy,mid_skew,20260325,3,4,0.0676273840661025,0.0184722359244229,0.0013521919955213,0.0004203998799831,0.3379170888774326,0.1920496702078483,0.2893821102445745,1.154878404174859,0.1439388640183196,0.0382767308692487,6,compact_minor
calibration,20260410,sparse_full_noisy,mid_skew,20260325,4,9,0.1469579573116782,0.135295167186469,0.001378914387418,0.0003458097718452,0.2880689935332832,0.1606021830880922,0.2278372914497383,1.0691739316189626,0.2018945717078405,0.4218398661228995,3,broad_fan
calibration,20260410,sparse_full_noisy,mid_skew,20260325,5,4,0.0843232623032908,0.0053264670368433,0.001470780342257,0.0002912870677553,0.3695581911975961,0.2688416856915128,0.3071271560371975,1.0085148080988855,0.1068555825486437,0.4313145137653183,5,alpha_fan
calibration,20260410,sparse_full_noisy,mid_skew,20260325,6,1,0.0279468286250122,0.0049861273383521,0.0015307268261167,0.0002541615661291,0.3902974805473777,0.1470683065204538,0.3341535868062331,1.1834734098371875,0.0,0.0,7,compact_minor
calibration,20260410,sparse_full_noisy,mid_skew,20260325,7,2,0.0,0.0,0.0017173828538639,0.0005570142232284,0.4202016969174595,0.3021063544991902,0.4390770477142574,1.2535166600473353,0.0395195889031832,0.0054904846230884,8,fringe_singleton
calibration,20260410,sparse_full_noisy,mid_skew,20260325,8,1,0.0,0.0,0.0018493474675238,0.0005727822075362,0.4122151258529367,0.3354446002517354,0.3648771741910049,0.807147471560463,0.0,0.0,9,fringe_singleton
calibration,20260410,sparse_full_noisy,mid_skew,20260326,0,9,0.2166712277734336,0.1825241254993952,0.001266388187546,0.0003850658521466,0.1702624918707934,0.1146112339969719,0.1461899470023794,0.9176339507278736,0.1765338002832228,0.439481814265669,1,dominant_core
calibration,20260410,sparse_full_noisy,mid_skew,20260326,1,3,0.1259477218934129,0.1291601862974672,0.0012940048472948,0.0002781736690552,0.2201492077862416,0.0845410452459863,0.1796106482168167,1.0513649595421513,0.1194240914703198,0.3478674242877421,4,alpha_fan
calibration,20260410,sparse_full_noisy,mid_skew,20260326,2,4,0.1704524661637833,0.3373200858180387,0.0013337064454265,0.000301778279893,0.2551178992714101,0.1263506938785912,0.2083930087197655,0.9947377740034182,0.1197517471176853,0.3451753834967268,2,alpha_fan
calibration,20260410,sparse_full_noisy,mid_skew,20260326,3,2,0.0666588596385408,0.0261158255570128,0.0013836967241049,0.0004141050246456,0.3119957813512593,0.2314125795928504,0.2677071583363639,1.2500025842905709,0.0723762567902458,0.0363440013335325,6,compact_minor
calibration,20260410,sparse_full_noisy,mid_skew,20260326,4,3,0.1586336292214285,0.1414328683389112,0.00140011066255,0.0002161715117022,0.302420770589239,0.1584464050257606,0.2621971605311168,0.8527211764200483,0.0894560925304504,0.0235268985477108,3,compact_minor
calibration,20260410,sparse_full_noisy,mid_skew,20260326,5,1,0.0506335134442162,0.0696942551957928,0.0014936864391102,0.0002272982515641,0.2555482681588255,0.1887269837897983,0.2288540082020665,1.1964345617940195,0.0,0.0,7,compact_minor
calibration,20260410,sparse_full_noisy,mid_skew,20260326,6,2,0.0500824683487231,0.002096503228922,0.0014980635048689,0.0004182918200161,0.374272510894765,0.2897868080669185,0.331954986897582,1.0375905130254957,0.0642830000341313,0.3717191970710695,8,alpha_fan
calibration,20260410,sparse_full_noisy,mid_skew,20260326,7,4,0.0842067537412548,0.0164770324289628,0.0015312138283987,0.0003564957970501,0.1280430665552184,0.0702996092651763,0.1066152278258197,1.0150096728995897,0.0722257938854226,0.289827409582874,5,alpha_fan
calibration,20260410,sparse_full_noisy,mid_skew,20260326,8,2,0.0406619358753187,0.0824267952212173,0.0015814149429998,0.000452845399094,0.2365898490869156,0.1538217411735567,0.1602575168441654,1.0149606077347777,0.0163059556733733,0.3283757003188273,9,alpha_fan
calibration,20260410,sparse_full_noisy,mid_skew,20260326,9,3,0.0360514238998879,0.0127523224142795,0.0016295533659982,0.0004940425265856,0.3816599216591514,0.1805209033778163,0.2894402868184352,1.2190145078483996,0.0775170731285554,0.0633116045348797,10,compact_minor
calibration,20260410,sparse_full_noisy,mid_skew,20260326,10,1,0.0,0.0,0.0017300568599193,0.0004636686723733,0.3466712642977184,0.2105068286875722,0.2281414750335549,1.2532335889250084,0.0,0.0,11,fringe_singleton
calibration,20260410,sparse_full_noisy,mid_skew,20260326,11,1,0.0,0.0,0.001832252304993,0.0005658641174469,0.434267937169099,0.2208997416102669,0.3733665786283831,0.8606202148074158,0.0,0.0,12,fringe_singleton
calibration,20260410,sparse_full_noisy,mid_skew,20260327,0,5,0.1589925049901573,0.0723047734627629,0.0012782376015248,0.0002008096871635,0.340544775855207,0.2382837288535803,0.2679702405537451,0.9554370662474188,0.1312843975710728,0.4050551152533547,2,broad_fan
calibration,20260410,sparse_full_noisy,mid_skew,20260327,1,16,0.2635713948274292,0.126943940762023,0.0012789199201386,0.0003685725699797,0.152633250564475,0.0901855177195546,0.1189349314288453,1.0478051763781775,0.1586930390674993,0.4101501794873896,1,dominant_core
calibration,20260410,sparse_full_noisy,mid_skew,20260327,2,4,0.1422592244033461,0.3669118181966487,0.0013083300438636,0.000202461463645,0.2425244544242467,0.1951584051766777,0.2046156610421006,0.926566341452722,0.0910150791921071,0.3179236802646616,4,alpha_fan
calibration,20260410,sparse_full_noisy,mid_skew,20260327,3,5,0.1529070564172137,0.2139583719448162,0.0013220089380446,0.0002116971334788,0.1953066698222447,0.121235583679681,0.1630293726284092,0.9647996534899048,0.1431245767502995,0.4004755661970497,3,broad_fan
calibration,20260410,sparse_full_noisy,mid_skew,20260327,4,1,0.0481903181238823,0.0409488926923721,0.0013253755199973,4.713791847249472e-05,0.1578831992598191,0.1278711349122699,0.1344224836946497,0.8513494746518546,0.0,0.0,7,compact_minor
calibration,20260410,sparse_full_noisy,mid_skew,20260327,5,3,0.1127175994097703,0.0264703747644405,0.0013591188785768,0.0001599799804873,0.422870578201191,0.2203353507059989,0.2799748068523861,0.9268643239460352,0.0992561397413082,0.3903213107734128,5,alpha_fan
calibration,20260410,sparse_full_noisy,mid_skew,20260327,6,3,0.0442259196009279,0.0239352277262014,0.0013597143594218,0.0003212358073964,0.3341694622008208,0.1921956129081595,0.311796226195717,1.0437388107460883,0.114425255652107,0.3961060971448181,8,alpha_fan
calibration,20260410,sparse_full_noisy,mid_skew,20260327,7,3,0.0559453955303904,0.0866104943327111,0.0015026618857036,0.0003295303937969,0.2819444630228483,0.1212214679536482,0.2353047842068243,0.8347461278894828,0.0738969700987563,0.0643950315512012,6,compact_minor
calibration,20260410,sparse_full_noisy,mid_skew,20260327,8,2,0.0211905866968825,0.0419161061180236,0.0016540159490942,0.0004598891635975,0.2911328442936086,0.1743495890170587,0.2595427484954565,0.8518299081125064,0.0671915466621689,0.0612308446845566,9,compact_minor
calibration,20260410,sparse_full_noisy,mid_skew,20260327,9,1,0.0,0.0,0.0018399187744542,0.0005616811729293,0.4172253904825787,0.3016764314255295,0.3909861618139986,1.1461016902316192,0.0,0.0,10,fringe_singleton
calibration,20260410,sparse_full_noisy,mid_skew,20260327,10,1,0.0,0.0,0.0018783007963224,0.0006000631947975,0.3255696328464644,0.2397872485573837,0.3550093450398077,1.147478657583562,0.0,0.0,11,fringe_singleton
calibration,20260410,sparse_full_noisy,mid_skew,20260328,0,4,0.0929452769621191,0.0956230678547991,0.0012703297605924,0.0003306449239495,0.2346478655943335,0.1861256216879413,0.2097011323033774,0.8828524574477573,0.1043884429449045,0.4125034019246332,4,alpha_fan
calibration,20260410,sparse_full_noisy,mid_skew,20260328,1,16,0.3280176863526147,0.5548434520838535,0.0012848578160648,0.0004227064414573,0.1945726720652483,0.1265767250298617,0.1546836767333662,1.03542469614192,0.2559423926304848,0.4908714890249465,1,dominant_core
calibration,20260410,sparse_full_noisy,mid_skew,20260328,2,8,0.2688696532183035,0.1571757147324406,0.0012952155381115,0.0002586648168615,0.1479817098427538,0.0825730535952541,0.1223861785349993,1.0175924847184956,0.1219019729054626,0.4533018198100211,2,dominant_core
calibration,20260410,sparse_full_noisy,mid_skew,20260328,3,5,0.1841654730136859,0.1271587825743061,0.0013304806874604,0.0002453297982987,0.3019137866623892,0.1428165247645234,0.2447718338079414,1.0399178059803402,0.1472847574072168,0.4053665106452366,3,broad_fan
calibration,20260410,sparse_full_noisy,mid_skew,20260328,4,2,0.0533575716700371,0.0046305296405018,0.0013509769274762,0.0003229500686986,0.3989758243968432,0.1841938256650758,0.3259675409038136,1.0086151762117843,0.060442497433587,0.3715116346895812,5,alpha_fan
calibration,20260410,sparse_full_noisy,mid_skew,20260328,5,1,0.0384299539324193,0.051883669887169,0.0014822484019975,0.0002119186414051,0.1957760362399242,0.0827481839114253,0.1592959265223981,1.1490415458442078,0.0,0.0,6,compact_minor
calibration,20260410,sparse_full_noisy,mid_skew,20260328,6,3,0.0342143848508202,0.0086847832269295,0.0015287248182078,0.0004024119506732,0.3373532766246447,0.1736507989589716,0.2812338312812061,0.8208577021966654,0.1019831916755425,0.0544743344489497,7,compact_minor
