split,condition,count,mean_dominant_core_mass,mean_broad_fan_mass,mean_alpha_fan_mass,mean_fringe_singleton_mass,mean_compact_minor_mass,mean_fan_vs_core,mean_useful_structure_ratio,mean_fringe_burden,mean_residual_shell_alpha_mass,mean_improve,mean_correction_pressure
calibration,sparse_full_noisy,18,0.30477849485307573,0.13846315026623046,0.24399151037867503,0.005813982800542881,0.3069528617014756,0.29715204368421994,0.6904901716679047,0.15929041365128066,0.00801460345278386,-0.0018891940774424252,0.2919957522756595
calibration,sparse_partial_high_noise,18,0.2326052930926499,0.4550122054744316,0.14828716274771264,0.051085401497334204,0.11300993718787088,0.6169313811254108,1.8848883883281726,0.10759037009126964,0.2552118796313703,0.01926451803349697,0.25675879695500164
holdout,sparse_full_noisy,9,0.26517202039074683,0.14686133118765918,0.27129300263028905,0.011906237110002575,0.304767408681302,0.38243225034324013,0.841677334714814,0.16428994145065356,0.008183954448218062,0.0034314719402072855,0.2715652267295859
holdout,sparse_partial_high_noise,9,0.26541277762400506,0.34577501084871726,0.17218150351342143,0.052682194202232926,0.16394851381162254,0.48285228285250387,1.3191538874074844,0.1346564511080442,0.24667652450206004,-0.013868016837580242,0.2608326133085684
confirmation,sparse_full_noisy,9,0.26292348753791406,0.11058367019661673,0.31306269936908226,0.005021607454887732,0.3084085354414989,0.4371465261255273,0.9825188179180085,0.15922587517563716,0.022985836131684756,0.012025249354839897,0.24240402421538865
confirmation,sparse_partial_high_noise,9,0.23881098226971773,0.45906766451637954,0.1615442065243852,0.05566858193127641,0.08490856475824021,0.6612352079141857,1.6637424845115243,0.09812286431039653,0.28648865915538746,0.028439579795280168,0.4097330036802562
