e,alpha1,a1,alpha2,a2,mean_whitened_collapse_error,max_whitened_collapse_error
0.25,0.75,4.0,1.0,1.0,2.148281552649678e-17,1.1102230246251565e-16
0.25,0.75,4.0,1.0,1.5,4.520608059814057e-16,4.668302997739993e-15
0.25,0.75,4.0,1.0,2.5,4.500709157564834e-16,6.996070742043272e-15
0.25,0.75,4.0,1.0,4.0,2.148281552649678e-17,1.1102230246251565e-16
0.25,0.75,4.0,1.5,0.75,4.503699151133225e-16,4.668302997739993e-15
0.25,0.75,4.0,1.5,1.0,0.0,0.0
0.25,0.75,4.0,1.5,1.5,4.503699151133225e-16,4.668302997739993e-15
0.25,0.75,4.0,1.5,2.5,4.547355851911033e-16,6.996070742043272e-15
0.25,0.75,4.0,1.5,4.0,0.0,0.0
0.25,0.75,4.0,2.0,0.75,4.520608059814057e-16,4.668302997739993e-15
0.25,0.75,4.0,2.0,1.0,2.148281552649678e-17,1.1102230246251565e-16
0.25,0.75,4.0,2.0,1.5,4.520608059814057e-16,4.668302997739993e-15
0.25,0.75,4.0,2.0,2.5,4.500709157564834e-16,6.996070742043272e-15
0.25,0.75,4.0,2.0,4.0,2.148281552649678e-17,1.1102230246251565e-16
0.25,1.0,0.75,1.0,1.0,4.445467029562241e-16,4.668302997739993e-15
0.25,1.0,0.75,1.0,1.5,0.0,0.0
0.25,1.0,0.75,1.0,2.5,4.1067107122282244e-16,3.29450615336938e-15
0.25,1.0,0.75,1.0,4.0,4.445467029562241e-16,4.668302997739993e-15
0.25,1.0,0.75,1.5,0.75,3.297362383136715e-17,1.1102230246251565e-16
0.25,1.0,0.75,1.5,1.0,4.520608059814057e-16,4.668302997739993e-15
0.25,1.0,0.75,1.5,1.5,3.297362383136715e-17,1.1102230246251565e-16
0.25,1.0,0.75,1.5,2.5,4.2023140403374333e-16,3.305856843456076e-15
0.25,1.0,0.75,1.5,4.0,4.520608059814057e-16,4.668302997739993e-15
0.25,1.0,0.75,2.0,0.75,0.0,0.0
0.25,1.0,0.75,2.0,1.0,4.445467029562241e-16,4.668302997739993e-15
0.25,1.0,0.75,2.0,1.5,0.0,0.0
0.25,1.0,0.75,2.0,2.5,4.1067107122282244e-16,3.29450615336938e-15
0.25,1.0,0.75,2.0,4.0,4.445467029562241e-16,4.668302997739993e-15
0.25,1.0,1.0,1.0,1.5,4.445467029562241e-16,4.668302997739993e-15
0.25,1.0,1.0,1.0,2.5,4.4376278067999773e-16,6.996070742043272e-15
0.25,1.0,1.0,1.0,4.0,0.0,0.0
0.25,1.0,1.0,1.5,0.75,4.505785277106261e-16,4.668302997739993e-15
0.25,1.0,1.0,1.5,1.0,2.148281552649678e-17,1.1102230246251565e-16
0.25,1.0,1.0,1.5,1.5,4.505785277106261e-16,4.668302997739993e-15
0.25,1.0,1.0,1.5,2.5,4.513554027155933e-16,6.996070742043272e-15
0.25,1.0,1.0,1.5,4.0,2.148281552649678e-17,1.1102230246251565e-16
0.25,1.0,1.0,2.0,0.75,4.445467029562241e-16,4.668302997739993e-15
0.25,1.0,1.0,2.0,1.0,0.0,0.0
0.25,1.0,1.0,2.0,1.5,4.445467029562241e-16,4.668302997739993e-15
0.25,1.0,1.0,2.0,2.5,4.4376278067999773e-16,6.996070742043272e-15
0.25,1.0,1.0,2.0,4.0,0.0,0.0
0.25,1.0,1.5,1.0,2.5,4.1067107122282244e-16,3.29450615336938e-15
0.25,1.0,1.5,1.0,4.0,4.445467029562241e-16,4.668302997739993e-15
0.25,1.0,1.5,1.5,0.75,3.297362383136715e-17,1.1102230246251565e-16
0.25,1.0,1.5,1.5,1.0,4.520608059814057e-16,4.668302997739993e-15
0.25,1.0,1.5,1.5,1.5,3.297362383136715e-17,1.1102230246251565e-16
0.25,1.0,1.5,1.5,2.5,4.2023140403374333e-16,3.305856843456076e-15
0.25,1.0,1.5,1.5,4.0,4.520608059814057e-16,4.668302997739993e-15
0.25,1.0,1.5,2.0,0.75,0.0,0.0
0.25,1.0,1.5,2.0,1.0,4.445467029562241e-16,4.668302997739993e-15
0.25,1.0,1.5,2.0,1.5,0.0,0.0
0.25,1.0,1.5,2.0,2.5,4.1067107122282244e-16,3.29450615336938e-15
0.25,1.0,1.5,2.0,4.0,4.445467029562241e-16,4.668302997739993e-15
0.25,1.0,2.5,1.0,4.0,4.4376278067999773e-16,6.996070742043272e-15
0.25,1.0,2.5,1.5,0.75,4.193080686102885e-16,3.29450615336938e-15
0.25,1.0,2.5,1.5,1.0,4.500709157564834e-16,6.996070742043272e-15
0.25,1.0,2.5,1.5,1.5,4.193080686102885e-16,3.29450615336938e-15
0.25,1.0,2.5,1.5,2.5,5.02098362886727e-17,1.1102230246251565e-16
0.25,1.0,2.5,1.5,4.0,4.500709157564834e-16,6.996070742043272e-15
0.25,1.0,2.5,2.0,0.75,4.1067107122282244e-16,3.29450615336938e-15
0.25,1.0,2.5,2.0,1.0,4.4376278067999773e-16,6.996070742043272e-15
0.25,1.0,2.5,2.0,1.5,4.1067107122282244e-16,3.29450615336938e-15
0.25,1.0,2.5,2.0,2.5,0.0,0.0
0.25,1.0,2.5,2.0,4.0,4.4376278067999773e-16,6.996070742043272e-15
0.25,1.0,4.0,1.5,0.75,4.505785277106261e-16,4.668302997739993e-15
0.25,1.0,4.0,1.5,1.0,2.148281552649678e-17,1.1102230246251565e-16
0.25,1.0,4.0,1.5,1.5,4.505785277106261e-16,4.668302997739993e-15
0.25,1.0,4.0,1.5,2.5,4.513554027155933e-16,6.996070742043272e-15
0.25,1.0,4.0,1.5,4.0,2.148281552649678e-17,1.1102230246251565e-16
0.25,1.0,4.0,2.0,0.75,4.445467029562241e-16,4.668302997739993e-15
0.25,1.0,4.0,2.0,1.0,0.0,0.0
0.25,1.0,4.0,2.0,1.5,4.445467029562241e-16,4.668302997739993e-15
0.25,1.0,4.0,2.0,2.5,4.4376278067999773e-16,6.996070742043272e-15
0.25,1.0,4.0,2.0,4.0,0.0,0.0
0.25,1.5,0.75,1.5,1.0,4.503699151133225e-16,4.668302997739993e-15
0.25,1.5,0.75,1.5,1.5,0.0,0.0
0.25,1.5,0.75,1.5,2.5,4.2214922455115206e-16,3.305856843456076e-15
0.25,1.5,0.75,1.5,4.0,4.503699151133225e-16,4.668302997739993e-15
0.25,1.5,0.75,2.0,0.75,3.297362383136715e-17,1.1102230246251565e-16
0.25,1.5,0.75,2.0,1.0,4.505785277106261e-16,4.668302997739993e-15
0.25,1.5,0.75,2.0,1.5,3.297362383136715e-17,1.1102230246251565e-16
0.25,1.5,0.75,2.0,2.5,4.193080686102885e-16,3.29450615336938e-15
0.25,1.5,0.75,2.0,4.0,4.505785277106261e-16,4.668302997739993e-15
0.25,1.5,1.0,1.5,1.5,4.503699151133225e-16,4.668302997739993e-15
0.25,1.5,1.0,1.5,2.5,4.547355851911033e-16,6.996070742043272e-15
0.25,1.5,1.0,1.5,4.0,0.0,0.0
0.25,1.5,1.0,2.0,0.75,4.520608059814057e-16,4.668302997739993e-15
0.25,1.5,1.0,2.0,1.0,2.148281552649678e-17,1.1102230246251565e-16
0.25,1.5,1.0,2.0,1.5,4.520608059814057e-16,4.668302997739993e-15
0.25,1.5,1.0,2.0,2.5,4.500709157564834e-16,6.996070742043272e-15
0.25,1.5,1.0,2.0,4.0,2.148281552649678e-17,1.1102230246251565e-16
0.25,1.5,1.5,1.5,2.5,4.2214922455115206e-16,3.305856843456076e-15
0.25,1.5,1.5,1.5,4.0,4.503699151133225e-16,4.668302997739993e-15
0.25,1.5,1.5,2.0,0.75,3.297362383136715e-17,1.1102230246251565e-16
0.25,1.5,1.5,2.0,1.0,4.505785277106261e-16,4.668302997739993e-15
0.25,1.5,1.5,2.0,1.5,3.297362383136715e-17,1.1102230246251565e-16
0.25,1.5,1.5,2.0,2.5,4.193080686102885e-16,3.29450615336938e-15
0.25,1.5,1.5,2.0,4.0,4.505785277106261e-16,4.668302997739993e-15
0.25,1.5,2.5,1.5,4.0,4.547355851911033e-16,6.996070742043272e-15
0.25,1.5,2.5,2.0,0.75,4.2023140403374333e-16,3.305856843456076e-15
0.25,1.5,2.5,2.0,1.0,4.513554027155933e-16,6.996070742043272e-15
0.25,1.5,2.5,2.0,1.5,4.2023140403374333e-16,3.305856843456076e-15
0.25,1.5,2.5,2.0,2.5,5.02098362886727e-17,1.1102230246251565e-16
0.25,1.5,2.5,2.0,4.0,4.513554027155933e-16,6.996070742043272e-15
0.25,1.5,4.0,2.0,0.75,4.520608059814057e-16,4.668302997739993e-15
0.25,1.5,4.0,2.0,1.0,2.148281552649678e-17,1.1102230246251565e-16
0.25,1.5,4.0,2.0,1.5,4.520608059814057e-16,4.668302997739993e-15
0.25,1.5,4.0,2.0,2.5,4.500709157564834e-16,6.996070742043272e-15
0.25,1.5,4.0,2.0,4.0,2.148281552649678e-17,1.1102230246251565e-16
0.25,2.0,0.75,2.0,1.0,4.445467029562241e-16,4.668302997739993e-15
0.25,2.0,0.75,2.0,1.5,0.0,0.0
0.25,2.0,0.75,2.0,2.5,4.1067107122282244e-16,3.29450615336938e-15
0.25,2.0,0.75,2.0,4.0,4.445467029562241e-16,4.668302997739993e-15
0.25,2.0,1.0,2.0,1.5,4.445467029562241e-16,4.668302997739993e-15
0.25,2.0,1.0,2.0,2.5,4.4376278067999773e-16,6.996070742043272e-15
0.25,2.0,1.0,2.0,4.0,0.0,0.0
0.25,2.0,1.5,2.0,2.5,4.1067107122282244e-16,3.29450615336938e-15
0.25,2.0,1.5,2.0,4.0,4.445467029562241e-16,4.668302997739993e-15
0.25,2.0,2.5,2.0,4.0,4.4376278067999773e-16,6.996070742043272e-15
0.3,0.5,0.75,0.5,1.0,4.211995452225621e-16,9.14705197099063e-15
0.3,0.5,0.75,0.5,1.5,0.0,0.0
0.3,0.5,0.75,0.5,2.5,3.495433293315561e-16,6.127950885545863e-15
0.3,0.5,0.75,0.5,4.0,4.211995452225621e-16,9.14705197099063e-15
0.3,0.5,0.75,0.75,0.75,3.266831249959523e-17,1.1102230246251565e-16
0.3,0.5,0.75,0.75,1.0,4.276202457318938e-16,9.14705197099063e-15
0.3,0.5,0.75,0.75,1.5,3.266831249959523e-17,1.1102230246251565e-16
0.3,0.5,0.75,0.75,2.5,3.577245312912336e-16,6.100420436443986e-15
0.3,0.5,0.75,0.75,4.0,4.276202457318938e-16,9.14705197099063e-15
0.3,0.5,0.75,1.0,0.75,0.0,0.0
0.3,0.5,0.75,1.0,1.0,4.211995452225621e-16,9.14705197099063e-15
0.3,0.5,0.75,1.0,1.5,0.0,0.0
0.3,0.5,0.75,1.0,2.5,3.495433293315561e-16,6.127950885545863e-15
0.3,0.5,0.75,1.0,4.0,4.211995452225621e-16,9.14705197099063e-15
0.3,0.5,0.75,1.5,0.75,3.266831249959523e-17,1.1102230246251565e-16
0.3,0.5,0.75,1.5,1.0,4.276202457318938e-16,9.14705197099063e-15
0.3,0.5,0.75,1.5,1.5,3.266831249959523e-17,1.1102230246251565e-16
0.3,0.5,0.75,1.5,2.5,3.577245312912336e-16,6.100420436443986e-15
0.3,0.5,0.75,1.5,4.0,4.276202457318938e-16,9.14705197099063e-15
0.3,0.5,0.75,2.0,0.75,0.0,0.0
0.3,0.5,0.75,2.0,1.0,4.211995452225621e-16,9.14705197099063e-15
0.3,0.5,0.75,2.0,1.5,0.0,0.0
0.3,0.5,0.75,2.0,2.5,3.495433293315561e-16,6.127950885545863e-15
0.3,0.5,0.75,2.0,4.0,4.211995452225621e-16,9.14705197099063e-15
0.3,0.5,1.0,0.5,1.5,4.211995452225621e-16,9.14705197099063e-15
0.3,0.5,1.0,0.5,2.5,4.210370634492594e-16,6.214336398431863e-15
0.3,0.5,1.0,0.5,4.0,0.0,0.0
0.3,0.5,1.0,0.75,0.75,4.253516783173684e-16,9.14705197099063e-15
0.3,0.5,1.0,0.75,1.0,2.6423307986078724e-17,1.1102230246251565e-16
0.3,0.5,1.0,0.75,1.5,4.253516783173684e-16,9.14705197099063e-15
0.3,0.5,1.0,0.75,2.5,4.266254426913575e-16,6.228158830417612e-15
0.3,0.5,1.0,0.75,4.0,2.6423307986078724e-17,1.1102230246251565e-16
0.3,0.5,1.0,1.0,0.75,4.211995452225621e-16,9.14705197099063e-15
0.3,0.5,1.0,1.0,1.0,0.0,0.0
0.3,0.5,1.0,1.0,1.5,4.211995452225621e-16,9.14705197099063e-15
0.3,0.5,1.0,1.0,2.5,4.210370634492594e-16,6.214336398431863e-15
0.3,0.5,1.0,1.0,4.0,0.0,0.0
0.3,0.5,1.0,1.5,0.75,4.253516783173684e-16,9.14705197099063e-15
0.3,0.5,1.0,1.5,1.0,2.6423307986078724e-17,1.1102230246251565e-16
0.3,0.5,1.0,1.5,1.5,4.253516783173684e-16,9.14705197099063e-15
0.3,0.5,1.0,1.5,2.5,4.266254426913575e-16,6.228158830417612e-15
0.3,0.5,1.0,1.5,4.0,2.6423307986078724e-17,1.1102230246251565e-16
0.3,0.5,1.0,2.0,0.75,4.211995452225621e-16,9.14705197099063e-15
0.3,0.5,1.0,2.0,1.0,0.0,0.0
0.3,0.5,1.0,2.0,1.5,4.211995452225621e-16,9.14705197099063e-15
0.3,0.5,1.0,2.0,2.5,4.210370634492594e-16,6.214336398431863e-15
0.3,0.5,1.0,2.0,4.0,0.0,0.0
0.3,0.5,1.5,0.5,2.5,3.495433293315561e-16,6.127950885545863e-15
0.3,0.5,1.5,0.5,4.0,4.211995452225621e-16,9.14705197099063e-15
0.3,0.5,1.5,0.75,0.75,3.266831249959523e-17,1.1102230246251565e-16
0.3,0.5,1.5,0.75,1.0,4.276202457318938e-16,9.14705197099063e-15
0.3,0.5,1.5,0.75,1.5,3.266831249959523e-17,1.1102230246251565e-16
0.3,0.5,1.5,0.75,2.5,3.577245312912336e-16,6.100420436443986e-15
0.3,0.5,1.5,0.75,4.0,4.276202457318938e-16,9.14705197099063e-15
0.3,0.5,1.5,1.0,0.75,0.0,0.0
0.3,0.5,1.5,1.0,1.0,4.211995452225621e-16,9.14705197099063e-15
0.3,0.5,1.5,1.0,1.5,0.0,0.0
0.3,0.5,1.5,1.0,2.5,3.495433293315561e-16,6.127950885545863e-15
0.3,0.5,1.5,1.0,4.0,4.211995452225621e-16,9.14705197099063e-15
0.3,0.5,1.5,1.5,0.75,3.266831249959523e-17,1.1102230246251565e-16
0.3,0.5,1.5,1.5,1.0,4.276202457318938e-16,9.14705197099063e-15
0.3,0.5,1.5,1.5,1.5,3.266831249959523e-17,1.1102230246251565e-16
0.3,0.5,1.5,1.5,2.5,3.577245312912336e-16,6.100420436443986e-15
0.3,0.5,1.5,1.5,4.0,4.276202457318938e-16,9.14705197099063e-15
0.3,0.5,1.5,2.0,0.75,0.0,0.0
0.3,0.5,1.5,2.0,1.0,4.211995452225621e-16,9.14705197099063e-15
0.3,0.5,1.5,2.0,1.5,0.0,0.0
0.3,0.5,1.5,2.0,2.5,3.495433293315561e-16,6.127950885545863e-15
0.3,0.5,1.5,2.0,4.0,4.211995452225621e-16,9.14705197099063e-15
0.3,0.5,2.5,0.5,4.0,4.210370634492594e-16,6.214336398431863e-15
0.3,0.5,2.5,0.75,0.75,3.532840824647563e-16,6.127950885545863e-15
0.3,0.5,2.5,0.75,1.0,4.2659132104860875e-16,6.214336398431863e-15
0.3,0.5,2.5,0.75,1.5,3.532840824647563e-16,6.127950885545863e-15
0.3,0.5,2.5,0.75,2.5,4.846123502488808e-17,1.1102230246251565e-16
0.3,0.5,2.5,0.75,4.0,4.2659132104860875e-16,6.214336398431863e-15
0.3,0.5,2.5,1.0,0.75,3.495433293315561e-16,6.127950885545863e-15
0.3,0.5,2.5,1.0,1.0,4.210370634492594e-16,6.214336398431863e-15
0.3,0.5,2.5,1.0,1.5,3.495433293315561e-16,6.127950885545863e-15
0.3,0.5,2.5,1.0,2.5,0.0,0.0
0.3,0.5,2.5,1.0,4.0,4.210370634492594e-16,6.214336398431863e-15
0.3,0.5,2.5,1.5,0.75,3.532840824647563e-16,6.127950885545863e-15
0.3,0.5,2.5,1.5,1.0,4.2659132104860875e-16,6.214336398431863e-15
0.3,0.5,2.5,1.5,1.5,3.532840824647563e-16,6.127950885545863e-15
0.3,0.5,2.5,1.5,2.5,4.846123502488808e-17,1.1102230246251565e-16
0.3,0.5,2.5,1.5,4.0,4.2659132104860875e-16,6.214336398431863e-15
0.3,0.5,2.5,2.0,0.75,3.495433293315561e-16,6.127950885545863e-15
0.3,0.5,2.5,2.0,1.0,4.210370634492594e-16,6.214336398431863e-15
0.3,0.5,2.5,2.0,1.5,3.495433293315561e-16,6.127950885545863e-15
0.3,0.5,2.5,2.0,2.5,0.0,0.0
0.3,0.5,2.5,2.0,4.0,4.210370634492594e-16,6.214336398431863e-15
0.3,0.5,4.0,0.75,0.75,4.253516783173684e-16,9.14705197099063e-15
0.3,0.5,4.0,0.75,1.0,2.6423307986078724e-17,1.1102230246251565e-16
0.3,0.5,4.0,0.75,1.5,4.253516783173684e-16,9.14705197099063e-15
0.3,0.5,4.0,0.75,2.5,4.266254426913575e-16,6.228158830417612e-15
0.3,0.5,4.0,0.75,4.0,2.6423307986078724e-17,1.1102230246251565e-16
0.3,0.5,4.0,1.0,0.75,4.211995452225621e-16,9.14705197099063e-15
0.3,0.5,4.0,1.0,1.0,0.0,0.0
0.3,0.5,4.0,1.0,1.5,4.211995452225621e-16,9.14705197099063e-15
0.3,0.5,4.0,1.0,2.5,4.210370634492594e-16,6.214336398431863e-15
0.3,0.5,4.0,1.0,4.0,0.0,0.0
0.3,0.5,4.0,1.5,0.75,4.253516783173684e-16,9.14705197099063e-15
0.3,0.5,4.0,1.5,1.0,2.6423307986078724e-17,1.1102230246251565e-16
0.3,0.5,4.0,1.5,1.5,4.253516783173684e-16,9.14705197099063e-15
0.3,0.5,4.0,1.5,2.5,4.266254426913575e-16,6.228158830417612e-15
0.3,0.5,4.0,1.5,4.0,2.6423307986078724e-17,1.1102230246251565e-16
0.3,0.5,4.0,2.0,0.75,4.211995452225621e-16,9.14705197099063e-15
0.3,0.5,4.0,2.0,1.0,0.0,0.0
0.3,0.5,4.0,2.0,1.5,4.211995452225621e-16,9.14705197099063e-15
0.3,0.5,4.0,2.0,2.5,4.210370634492594e-16,6.214336398431863e-15
0.3,0.5,4.0,2.0,4.0,0.0,0.0
0.3,0.75,0.75,0.75,1.0,4.2146795268175907e-16,9.14705197099063e-15
0.3,0.75,0.75,0.75,1.5,0.0,0.0
0.3,0.75,0.75,0.75,2.5,3.528536001441735e-16,6.100420436443986e-15
0.3,0.75,0.75,0.75,4.0,4.2146795268175907e-16,9.14705197099063e-15
0.3,0.75,0.75,1.0,0.75,3.266831249959523e-17,1.1102230246251565e-16
0.3,0.75,0.75,1.0,1.0,4.253516783173684e-16,9.14705197099063e-15
0.3,0.75,0.75,1.0,1.5,3.266831249959523e-17,1.1102230246251565e-16
0.3,0.75,0.75,1.0,2.5,3.532840824647563e-16,6.127950885545863e-15
0.3,0.75,0.75,1.0,4.0,4.253516783173684e-16,9.14705197099063e-15
0.3,0.75,0.75,1.5,0.75,0.0,0.0
0.3,0.75,0.75,1.5,1.0,4.2146795268175907e-16,9.14705197099063e-15
0.3,0.75,0.75,1.5,1.5,0.0,0.0
0.3,0.75,0.75,1.5,2.5,3.528536001441735e-16,6.100420436443986e-15
0.3,0.75,0.75,1.5,4.0,4.2146795268175907e-16,9.14705197099063e-15
0.3,0.75,0.75,2.0,0.75,3.266831249959523e-17,1.1102230246251565e-16
0.3,0.75,0.75,2.0,1.0,4.253516783173684e-16,9.14705197099063e-15
0.3,0.75,0.75,2.0,1.5,3.266831249959523e-17,1.1102230246251565e-16
0.3,0.75,0.75,2.0,2.5,3.532840824647563e-16,6.127950885545863e-15
0.3,0.75,0.75,2.0,4.0,4.253516783173684e-16,9.14705197099063e-15
0.3,0.75,1.0,0.75,1.5,4.2146795268175907e-16,9.14705197099063e-15
0.3,0.75,1.0,0.75,2.5,4.2390089210131915e-16,6.228158830417612e-15
0.3,0.75,1.0,0.75,4.0,0.0,0.0
0.3,0.75,1.0,1.0,0.75,4.276202457318938e-16,9.14705197099063e-15
0.3,0.75,1.0,1.0,1.0,2.6423307986078724e-17,1.1102230246251565e-16
0.3,0.75,1.0,1.0,1.5,4.276202457318938e-16,9.14705197099063e-15
0.3,0.75,1.0,1.0,2.5,4.2659132104860875e-16,6.214336398431863e-15
0.3,0.75,1.0,1.0,4.0,2.6423307986078724e-17,1.1102230246251565e-16
0.3,0.75,1.0,1.5,0.75,4.2146795268175907e-16,9.14705197099063e-15
0.3,0.75,1.0,1.5,1.0,0.0,0.0
0.3,0.75,1.0,1.5,1.5,4.2146795268175907e-16,9.14705197099063e-15
0.3,0.75,1.0,1.5,2.5,4.2390089210131915e-16,6.228158830417612e-15
0.3,0.75,1.0,1.5,4.0,0.0,0.0
0.3,0.75,1.0,2.0,0.75,4.276202457318938e-16,9.14705197099063e-15
0.3,0.75,1.0,2.0,1.0,2.6423307986078724e-17,1.1102230246251565e-16
0.3,0.75,1.0,2.0,1.5,4.276202457318938e-16,9.14705197099063e-15
0.3,0.75,1.0,2.0,2.5,4.2659132104860875e-16,6.214336398431863e-15
0.3,0.75,1.0,2.0,4.0,2.6423307986078724e-17,1.1102230246251565e-16
0.3,0.75,1.5,0.75,2.5,3.528536001441735e-16,6.100420436443986e-15
0.3,0.75,1.5,0.75,4.0,4.2146795268175907e-16,9.14705197099063e-15
0.3,0.75,1.5,1.0,0.75,3.266831249959523e-17,1.1102230246251565e-16
0.3,0.75,1.5,1.0,1.0,4.253516783173684e-16,9.14705197099063e-15
0.3,0.75,1.5,1.0,1.5,3.266831249959523e-17,1.1102230246251565e-16
0.3,0.75,1.5,1.0,2.5,3.532840824647563e-16,6.127950885545863e-15
0.3,0.75,1.5,1.0,4.0,4.253516783173684e-16,9.14705197099063e-15
0.3,0.75,1.5,1.5,0.75,0.0,0.0
0.3,0.75,1.5,1.5,1.0,4.2146795268175907e-16,9.14705197099063e-15
0.3,0.75,1.5,1.5,1.5,0.0,0.0
0.3,0.75,1.5,1.5,2.5,3.528536001441735e-16,6.100420436443986e-15
0.3,0.75,1.5,1.5,4.0,4.2146795268175907e-16,9.14705197099063e-15
0.3,0.75,1.5,2.0,0.75,3.266831249959523e-17,1.1102230246251565e-16
0.3,0.75,1.5,2.0,1.0,4.253516783173684e-16,9.14705197099063e-15
0.3,0.75,1.5,2.0,1.5,3.266831249959523e-17,1.1102230246251565e-16
0.3,0.75,1.5,2.0,2.5,3.532840824647563e-16,6.127950885545863e-15
0.3,0.75,1.5,2.0,4.0,4.253516783173684e-16,9.14705197099063e-15
0.3,0.75,2.5,0.75,4.0,4.2390089210131915e-16,6.228158830417612e-15
0.3,0.75,2.5,1.0,0.75,3.577245312912336e-16,6.100420436443986e-15
0.3,0.75,2.5,1.0,1.0,4.266254426913575e-16,6.228158830417612e-15
0.3,0.75,2.5,1.0,1.5,3.577245312912336e-16,6.100420436443986e-15
0.3,0.75,2.5,1.0,2.5,4.846123502488808e-17,1.1102230246251565e-16
0.3,0.75,2.5,1.0,4.0,4.266254426913575e-16,6.228158830417612e-15
0.3,0.75,2.5,1.5,0.75,3.528536001441735e-16,6.100420436443986e-15
0.3,0.75,2.5,1.5,1.0,4.2390089210131915e-16,6.228158830417612e-15
0.3,0.75,2.5,1.5,1.5,3.528536001441735e-16,6.100420436443986e-15
0.3,0.75,2.5,1.5,2.5,0.0,0.0
0.3,0.75,2.5,1.5,4.0,4.2390089210131915e-16,6.228158830417612e-15
0.3,0.75,2.5,2.0,0.75,3.577245312912336e-16,6.100420436443986e-15
0.3,0.75,2.5,2.0,1.0,4.266254426913575e-16,6.228158830417612e-15
0.3,0.75,2.5,2.0,1.5,3.577245312912336e-16,6.100420436443986e-15
0.3,0.75,2.5,2.0,2.5,4.846123502488808e-17,1.1102230246251565e-16
0.3,0.75,2.5,2.0,4.0,4.266254426913575e-16,6.228158830417612e-15
0.3,0.75,4.0,1.0,0.75,4.276202457318938e-16,9.14705197099063e-15
0.3,0.75,4.0,1.0,1.0,2.6423307986078724e-17,1.1102230246251565e-16
0.3,0.75,4.0,1.0,1.5,4.276202457318938e-16,9.14705197099063e-15
0.3,0.75,4.0,1.0,2.5,4.2659132104860875e-16,6.214336398431863e-15
0.3,0.75,4.0,1.0,4.0,2.6423307986078724e-17,1.1102230246251565e-16
0.3,0.75,4.0,1.5,0.75,4.2146795268175907e-16,9.14705197099063e-15
0.3,0.75,4.0,1.5,1.0,0.0,0.0
0.3,0.75,4.0,1.5,1.5,4.2146795268175907e-16,9.14705197099063e-15
0.3,0.75,4.0,1.5,2.5,4.2390089210131915e-16,6.228158830417612e-15
0.3,0.75,4.0,1.5,4.0,0.0,0.0
0.3,0.75,4.0,2.0,0.75,4.276202457318938e-16,9.14705197099063e-15
0.3,0.75,4.0,2.0,1.0,2.6423307986078724e-17,1.1102230246251565e-16
0.3,0.75,4.0,2.0,1.5,4.276202457318938e-16,9.14705197099063e-15
0.3,0.75,4.0,2.0,2.5,4.2659132104860875e-16,6.214336398431863e-15
0.3,0.75,4.0,2.0,4.0,2.6423307986078724e-17,1.1102230246251565e-16
0.3,1.0,0.75,1.0,1.0,4.211995452225621e-16,9.14705197099063e-15
0.3,1.0,0.75,1.0,1.5,0.0,0.0
0.3,1.0,0.75,1.0,2.5,3.495433293315561e-16,6.127950885545863e-15
0.3,1.0,0.75,1.0,4.0,4.211995452225621e-16,9.14705197099063e-15
0.3,1.0,0.75,1.5,0.75,3.266831249959523e-17,1.1102230246251565e-16
0.3,1.0,0.75,1.5,1.0,4.276202457318938e-16,9.14705197099063e-15
0.3,1.0,0.75,1.5,1.5,3.266831249959523e-17,1.1102230246251565e-16
0.3,1.0,0.75,1.5,2.5,3.577245312912336e-16,6.100420436443986e-15
0.3,1.0,0.75,1.5,4.0,4.276202457318938e-16,9.14705197099063e-15
0.3,1.0,0.75,2.0,0.75,0.0,0.0
0.3,1.0,0.75,2.0,1.0,4.211995452225621e-16,9.14705197099063e-15
0.3,1.0,0.75,2.0,1.5,0.0,0.0
0.3,1.0,0.75,2.0,2.5,3.495433293315561e-16,6.127950885545863e-15
0.3,1.0,0.75,2.0,4.0,4.211995452225621e-16,9.14705197099063e-15
0.3,1.0,1.0,1.0,1.5,4.211995452225621e-16,9.14705197099063e-15
0.3,1.0,1.0,1.0,2.5,4.210370634492594e-16,6.214336398431863e-15
0.3,1.0,1.0,1.0,4.0,0.0,0.0
0.3,1.0,1.0,1.5,0.75,4.253516783173684e-16,9.14705197099063e-15
0.3,1.0,1.0,1.5,1.0,2.6423307986078724e-17,1.1102230246251565e-16
0.3,1.0,1.0,1.5,1.5,4.253516783173684e-16,9.14705197099063e-15
0.3,1.0,1.0,1.5,2.5,4.266254426913575e-16,6.228158830417612e-15
0.3,1.0,1.0,1.5,4.0,2.6423307986078724e-17,1.1102230246251565e-16
0.3,1.0,1.0,2.0,0.75,4.211995452225621e-16,9.14705197099063e-15
0.3,1.0,1.0,2.0,1.0,0.0,0.0
0.3,1.0,1.0,2.0,1.5,4.211995452225621e-16,9.14705197099063e-15
0.3,1.0,1.0,2.0,2.5,4.210370634492594e-16,6.214336398431863e-15
0.3,1.0,1.0,2.0,4.0,0.0,0.0
0.3,1.0,1.5,1.0,2.5,3.495433293315561e-16,6.127950885545863e-15
0.3,1.0,1.5,1.0,4.0,4.211995452225621e-16,9.14705197099063e-15
0.3,1.0,1.5,1.5,0.75,3.266831249959523e-17,1.1102230246251565e-16
0.3,1.0,1.5,1.5,1.0,4.276202457318938e-16,9.14705197099063e-15
0.3,1.0,1.5,1.5,1.5,3.266831249959523e-17,1.1102230246251565e-16
0.3,1.0,1.5,1.5,2.5,3.577245312912336e-16,6.100420436443986e-15
