e,alpha1,a1,alpha2,a2,mean_whitened_collapse_error,max_whitened_collapse_error
0.5,1.0,4.0,1.5,0.75,2.893877235471093e-16,4.229880516439846e-15
0.5,1.0,4.0,1.5,1.0,2.015054789694659e-17,1.1102230246251565e-16
0.5,1.0,4.0,1.5,1.5,2.893877235471093e-16,4.229880516439846e-15
0.5,1.0,4.0,1.5,2.5,2.556617693238097e-16,2.6945789820192467e-15
0.5,1.0,4.0,1.5,4.0,2.015054789694659e-17,1.1102230246251565e-16
0.5,1.0,4.0,2.0,0.75,2.8470700802170447e-16,4.257021306583529e-15
0.5,1.0,4.0,2.0,1.0,0.0,0.0
0.5,1.0,4.0,2.0,1.5,2.8470700802170447e-16,4.257021306583529e-15
0.5,1.0,4.0,2.0,2.5,2.495383365180707e-16,2.6945789820192467e-15
0.5,1.0,4.0,2.0,4.0,0.0,0.0
0.5,1.5,0.75,1.5,1.0,2.8551885303361383e-16,4.257021306583529e-15
0.5,1.5,0.75,1.5,1.5,0.0,0.0
0.5,1.5,0.75,1.5,2.5,2.4653336442299935e-16,2.315720047231923e-15
0.5,1.5,0.75,1.5,4.0,2.8551885303361383e-16,4.257021306583529e-15
0.5,1.5,0.75,2.0,0.75,2.6728619317850643e-17,1.1102230246251565e-16
0.5,1.5,0.75,2.0,1.0,2.893877235471093e-16,4.229880516439846e-15
0.5,1.5,0.75,2.0,1.5,2.6728619317850643e-17,1.1102230246251565e-16
0.5,1.5,0.75,2.0,2.5,2.45075271076452e-16,2.315720047231923e-15
0.5,1.5,0.75,2.0,4.0,2.893877235471093e-16,4.229880516439846e-15
0.5,1.5,1.0,1.5,1.5,2.8551885303361383e-16,4.257021306583529e-15
0.5,1.5,1.0,1.5,2.5,2.5537727093608347e-16,2.7217452008024307e-15
0.5,1.5,1.0,1.5,4.0,0.0,0.0
0.5,1.5,1.0,2.0,0.75,2.9140167821284987e-16,4.28416997445367e-15
0.5,1.5,1.0,2.0,1.0,2.015054789694659e-17,1.1102230246251565e-16
0.5,1.5,1.0,2.0,1.5,2.9140167821284987e-16,4.28416997445367e-15
0.5,1.5,1.0,2.0,2.5,2.5373446352759143e-16,2.7217452008024307e-15
0.5,1.5,1.0,2.0,4.0,2.015054789694659e-17,1.1102230246251565e-16
0.5,1.5,1.5,1.5,2.5,2.4653336442299935e-16,2.315720047231923e-15
0.5,1.5,1.5,1.5,4.0,2.8551885303361383e-16,4.257021306583529e-15
0.5,1.5,1.5,2.0,0.75,2.6728619317850643e-17,1.1102230246251565e-16
0.5,1.5,1.5,2.0,1.0,2.893877235471093e-16,4.229880516439846e-15
0.5,1.5,1.5,2.0,1.5,2.6728619317850643e-17,1.1102230246251565e-16
0.5,1.5,1.5,2.0,2.5,2.45075271076452e-16,2.315720047231923e-15
0.5,1.5,1.5,2.0,4.0,2.893877235471093e-16,4.229880516439846e-15
0.5,1.5,2.5,1.5,4.0,2.5537727093608347e-16,2.7217452008024307e-15
0.5,1.5,2.5,2.0,0.75,2.5100265876011956e-16,2.315720047231923e-15
0.5,1.5,2.5,2.0,1.0,2.556617693238097e-16,2.6945789820192467e-15
0.5,1.5,2.5,2.0,1.5,2.5100265876011956e-16,2.315720047231923e-15
0.5,1.5,2.5,2.0,2.5,4.346523141407488e-17,1.1102230246251565e-16
0.5,1.5,2.5,2.0,4.0,2.556617693238097e-16,2.6945789820192467e-15
0.5,1.5,4.0,2.0,0.75,2.9140167821284987e-16,4.28416997445367e-15
0.5,1.5,4.0,2.0,1.0,2.015054789694659e-17,1.1102230246251565e-16
0.5,1.5,4.0,2.0,1.5,2.9140167821284987e-16,4.28416997445367e-15
0.5,1.5,4.0,2.0,2.5,2.5373446352759143e-16,2.7217452008024307e-15
0.5,1.5,4.0,2.0,4.0,2.015054789694659e-17,1.1102230246251565e-16
0.5,2.0,0.75,2.0,1.0,2.8470700802170447e-16,4.257021306583529e-15
0.5,2.0,0.75,2.0,1.5,0.0,0.0
0.5,2.0,0.75,2.0,2.5,2.4310139682969324e-16,2.315720047231923e-15
0.5,2.0,0.75,2.0,4.0,2.8470700802170447e-16,4.257021306583529e-15
0.5,2.0,1.0,2.0,1.5,2.8470700802170447e-16,4.257021306583529e-15
0.5,2.0,1.0,2.0,2.5,2.495383365180707e-16,2.6945789820192467e-15
0.5,2.0,1.0,2.0,4.0,0.0,0.0
0.5,2.0,1.5,2.0,2.5,2.4310139682969324e-16,2.315720047231923e-15
0.5,2.0,1.5,2.0,4.0,2.8470700802170447e-16,4.257021306583529e-15
0.5,2.0,2.5,2.0,4.0,2.495383365180707e-16,2.6945789820192467e-15
0.55,0.5,0.75,0.5,1.0,3.102526622048904e-16,3.828358248229503e-15
0.55,0.5,0.75,0.5,1.5,0.0,0.0
0.55,0.5,0.75,0.5,2.5,2.9397911113683836e-16,3.402521136113713e-15
0.55,0.5,0.75,0.5,4.0,3.102526622048904e-16,3.828358248229503e-15
0.55,0.5,0.75,0.75,0.75,2.3897550605056494e-17,1.1102230246251565e-16
0.55,0.5,0.75,0.75,1.0,3.1916874269779957e-16,3.828358248229503e-15
0.55,0.5,0.75,0.75,1.5,2.3897550605056494e-17,1.1102230246251565e-16
0.55,0.5,0.75,0.75,2.5,3.021084594924222e-16,3.402521136113713e-15
0.55,0.5,0.75,0.75,4.0,3.1916874269779957e-16,3.828358248229503e-15
0.55,0.5,0.75,1.0,0.75,0.0,0.0
0.55,0.5,0.75,1.0,1.0,3.102526622048904e-16,3.828358248229503e-15
0.55,0.5,0.75,1.0,1.5,0.0,0.0
0.55,0.5,0.75,1.0,2.5,2.9397911113683836e-16,3.402521136113713e-15
0.55,0.5,0.75,1.0,4.0,3.102526622048904e-16,3.828358248229503e-15
0.55,0.5,0.75,1.5,0.75,2.3897550605056494e-17,1.1102230246251565e-16
0.55,0.5,0.75,1.5,1.0,3.1916874269779957e-16,3.828358248229503e-15
0.55,0.5,0.75,1.5,1.5,2.3897550605056494e-17,1.1102230246251565e-16
0.55,0.5,0.75,1.5,2.5,3.021084594924222e-16,3.402521136113713e-15
0.55,0.5,0.75,1.5,4.0,3.1916874269779957e-16,3.828358248229503e-15
0.55,0.5,0.75,2.0,0.75,0.0,0.0
0.55,0.5,0.75,2.0,1.0,3.102526622048904e-16,3.828358248229503e-15
0.55,0.5,0.75,2.0,1.5,0.0,0.0
0.55,0.5,0.75,2.0,2.5,2.9397911113683836e-16,3.402521136113713e-15
0.55,0.5,0.75,2.0,4.0,3.102526622048904e-16,3.828358248229503e-15
0.55,0.5,1.0,0.5,1.5,3.102526622048904e-16,3.828358248229503e-15
0.55,0.5,1.0,0.5,2.5,2.355417500668864e-16,1.849081780308989e-15
0.55,0.5,1.0,0.5,4.0,0.0,0.0
0.55,0.5,1.0,0.75,0.75,3.1963215506491436e-16,3.828358248229503e-15
0.55,0.5,1.0,0.75,1.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,0.5,1.0,0.75,1.5,3.1963215506491436e-16,3.828358248229503e-15
0.55,0.5,1.0,0.75,2.5,2.426225657167286e-16,1.849081780308989e-15
0.55,0.5,1.0,0.75,4.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,0.5,1.0,1.0,0.75,3.102526622048904e-16,3.828358248229503e-15
0.55,0.5,1.0,1.0,1.0,0.0,0.0
0.55,0.5,1.0,1.0,1.5,3.102526622048904e-16,3.828358248229503e-15
0.55,0.5,1.0,1.0,2.5,2.355417500668864e-16,1.849081780308989e-15
0.55,0.5,1.0,1.0,4.0,0.0,0.0
0.55,0.5,1.0,1.5,0.75,3.1963215506491436e-16,3.828358248229503e-15
0.55,0.5,1.0,1.5,1.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,0.5,1.0,1.5,1.5,3.1963215506491436e-16,3.828358248229503e-15
0.55,0.5,1.0,1.5,2.5,2.426225657167286e-16,1.849081780308989e-15
0.55,0.5,1.0,1.5,4.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,0.5,1.0,2.0,0.75,3.102526622048904e-16,3.828358248229503e-15
0.55,0.5,1.0,2.0,1.0,0.0,0.0
0.55,0.5,1.0,2.0,1.5,3.102526622048904e-16,3.828358248229503e-15
0.55,0.5,1.0,2.0,2.5,2.355417500668864e-16,1.849081780308989e-15
0.55,0.5,1.0,2.0,4.0,0.0,0.0
0.55,0.5,1.5,0.5,2.5,2.9397911113683836e-16,3.402521136113713e-15
0.55,0.5,1.5,0.5,4.0,3.102526622048904e-16,3.828358248229503e-15
0.55,0.5,1.5,0.75,0.75,2.3897550605056494e-17,1.1102230246251565e-16
0.55,0.5,1.5,0.75,1.0,3.1916874269779957e-16,3.828358248229503e-15
0.55,0.5,1.5,0.75,1.5,2.3897550605056494e-17,1.1102230246251565e-16
0.55,0.5,1.5,0.75,2.5,3.021084594924222e-16,3.402521136113713e-15
0.55,0.5,1.5,0.75,4.0,3.1916874269779957e-16,3.828358248229503e-15
0.55,0.5,1.5,1.0,0.75,0.0,0.0
0.55,0.5,1.5,1.0,1.0,3.102526622048904e-16,3.828358248229503e-15
0.55,0.5,1.5,1.0,1.5,0.0,0.0
0.55,0.5,1.5,1.0,2.5,2.9397911113683836e-16,3.402521136113713e-15
0.55,0.5,1.5,1.0,4.0,3.102526622048904e-16,3.828358248229503e-15
0.55,0.5,1.5,1.5,0.75,2.3897550605056494e-17,1.1102230246251565e-16
0.55,0.5,1.5,1.5,1.0,3.1916874269779957e-16,3.828358248229503e-15
0.55,0.5,1.5,1.5,1.5,2.3897550605056494e-17,1.1102230246251565e-16
0.55,0.5,1.5,1.5,2.5,3.021084594924222e-16,3.402521136113713e-15
0.55,0.5,1.5,1.5,4.0,3.1916874269779957e-16,3.828358248229503e-15
0.55,0.5,1.5,2.0,0.75,0.0,0.0
0.55,0.5,1.5,2.0,1.0,3.102526622048904e-16,3.828358248229503e-15
0.55,0.5,1.5,2.0,1.5,0.0,0.0
0.55,0.5,1.5,2.0,2.5,2.9397911113683836e-16,3.402521136113713e-15
0.55,0.5,1.5,2.0,4.0,3.102526622048904e-16,3.828358248229503e-15
0.55,0.5,2.5,0.5,4.0,2.355417500668864e-16,1.849081780308989e-15
0.55,0.5,2.5,0.75,0.75,2.981528144739078e-16,3.402521136113713e-15
0.55,0.5,2.5,0.75,1.0,2.39075850486418e-16,1.86293471699515e-15
0.55,0.5,2.5,0.75,1.5,2.981528144739078e-16,3.402521136113713e-15
0.55,0.5,2.5,0.75,2.5,4.02178290670463e-17,1.1102230246251565e-16
0.55,0.5,2.5,0.75,4.0,2.39075850486418e-16,1.86293471699515e-15
0.55,0.5,2.5,1.0,0.75,2.9397911113683836e-16,3.402521136113713e-15
0.55,0.5,2.5,1.0,1.0,2.355417500668864e-16,1.849081780308989e-15
0.55,0.5,2.5,1.0,1.5,2.9397911113683836e-16,3.402521136113713e-15
0.55,0.5,2.5,1.0,2.5,0.0,0.0
0.55,0.5,2.5,1.0,4.0,2.355417500668864e-16,1.849081780308989e-15
0.55,0.5,2.5,1.5,0.75,2.981528144739078e-16,3.402521136113713e-15
0.55,0.5,2.5,1.5,1.0,2.39075850486418e-16,1.86293471699515e-15
0.55,0.5,2.5,1.5,1.5,2.981528144739078e-16,3.402521136113713e-15
0.55,0.5,2.5,1.5,2.5,4.02178290670463e-17,1.1102230246251565e-16
0.55,0.5,2.5,1.5,4.0,2.39075850486418e-16,1.86293471699515e-15
0.55,0.5,2.5,2.0,0.75,2.9397911113683836e-16,3.402521136113713e-15
0.55,0.5,2.5,2.0,1.0,2.355417500668864e-16,1.849081780308989e-15
0.55,0.5,2.5,2.0,1.5,2.9397911113683836e-16,3.402521136113713e-15
0.55,0.5,2.5,2.0,2.5,0.0,0.0
0.55,0.5,2.5,2.0,4.0,2.355417500668864e-16,1.849081780308989e-15
0.55,0.5,4.0,0.75,0.75,3.1963215506491436e-16,3.828358248229503e-15
0.55,0.5,4.0,0.75,1.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,0.5,4.0,0.75,1.5,3.1963215506491436e-16,3.828358248229503e-15
0.55,0.5,4.0,0.75,2.5,2.426225657167286e-16,1.849081780308989e-15
0.55,0.5,4.0,0.75,4.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,0.5,4.0,1.0,0.75,3.102526622048904e-16,3.828358248229503e-15
0.55,0.5,4.0,1.0,1.0,0.0,0.0
0.55,0.5,4.0,1.0,1.5,3.102526622048904e-16,3.828358248229503e-15
0.55,0.5,4.0,1.0,2.5,2.355417500668864e-16,1.849081780308989e-15
0.55,0.5,4.0,1.0,4.0,0.0,0.0
0.55,0.5,4.0,1.5,0.75,3.1963215506491436e-16,3.828358248229503e-15
0.55,0.5,4.0,1.5,1.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,0.5,4.0,1.5,1.5,3.1963215506491436e-16,3.828358248229503e-15
0.55,0.5,4.0,1.5,2.5,2.426225657167286e-16,1.849081780308989e-15
0.55,0.5,4.0,1.5,4.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,0.5,4.0,2.0,0.75,3.102526622048904e-16,3.828358248229503e-15
0.55,0.5,4.0,2.0,1.0,0.0,0.0
0.55,0.5,4.0,2.0,1.5,3.102526622048904e-16,3.828358248229503e-15
0.55,0.5,4.0,2.0,2.5,2.355417500668864e-16,1.849081780308989e-15
0.55,0.5,4.0,2.0,4.0,0.0,0.0
0.55,0.75,0.75,0.75,1.0,3.173837335287344e-16,3.828358248229503e-15
0.55,0.75,0.75,0.75,1.5,0.0,0.0
0.55,0.75,0.75,0.75,2.5,3.0217343327607417e-16,3.402521136113713e-15
0.55,0.75,0.75,0.75,4.0,3.173837335287344e-16,3.828358248229503e-15
0.55,0.75,0.75,1.0,0.75,2.3897550605056494e-17,1.1102230246251565e-16
0.55,0.75,0.75,1.0,1.0,3.1963215506491436e-16,3.828358248229503e-15
0.55,0.75,0.75,1.0,1.5,2.3897550605056494e-17,1.1102230246251565e-16
0.55,0.75,0.75,1.0,2.5,2.981528144739078e-16,3.402521136113713e-15
0.55,0.75,0.75,1.0,4.0,3.1963215506491436e-16,3.828358248229503e-15
0.55,0.75,0.75,1.5,0.75,0.0,0.0
0.55,0.75,0.75,1.5,1.0,3.173837335287344e-16,3.828358248229503e-15
0.55,0.75,0.75,1.5,1.5,0.0,0.0
0.55,0.75,0.75,1.5,2.5,3.0217343327607417e-16,3.402521136113713e-15
0.55,0.75,0.75,1.5,4.0,3.173837335287344e-16,3.828358248229503e-15
0.55,0.75,0.75,2.0,0.75,2.3897550605056494e-17,1.1102230246251565e-16
0.55,0.75,0.75,2.0,1.0,3.1963215506491436e-16,3.828358248229503e-15
0.55,0.75,0.75,2.0,1.5,2.3897550605056494e-17,1.1102230246251565e-16
0.55,0.75,0.75,2.0,2.5,2.981528144739078e-16,3.402521136113713e-15
0.55,0.75,0.75,2.0,4.0,3.1963215506491436e-16,3.828358248229503e-15
0.55,0.75,1.0,0.75,1.5,3.173837335287344e-16,3.828358248229503e-15
0.55,0.75,1.0,0.75,2.5,2.3968875351195134e-16,1.86293471699515e-15
0.55,0.75,1.0,0.75,4.0,0.0,0.0
0.55,0.75,1.0,1.0,0.75,3.1916874269779957e-16,3.828358248229503e-15
0.55,0.75,1.0,1.0,1.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,0.75,1.0,1.0,1.5,3.1916874269779957e-16,3.828358248229503e-15
0.55,0.75,1.0,1.0,2.5,2.39075850486418e-16,1.86293471699515e-15
0.55,0.75,1.0,1.0,4.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,0.75,1.0,1.5,0.75,3.173837335287344e-16,3.828358248229503e-15
0.55,0.75,1.0,1.5,1.0,0.0,0.0
0.55,0.75,1.0,1.5,1.5,3.173837335287344e-16,3.828358248229503e-15
0.55,0.75,1.0,1.5,2.5,2.3968875351195134e-16,1.86293471699515e-15
0.55,0.75,1.0,1.5,4.0,0.0,0.0
0.55,0.75,1.0,2.0,0.75,3.1916874269779957e-16,3.828358248229503e-15
0.55,0.75,1.0,2.0,1.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,0.75,1.0,2.0,1.5,3.1916874269779957e-16,3.828358248229503e-15
0.55,0.75,1.0,2.0,2.5,2.39075850486418e-16,1.86293471699515e-15
0.55,0.75,1.0,2.0,4.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,0.75,1.5,0.75,2.5,3.0217343327607417e-16,3.402521136113713e-15
0.55,0.75,1.5,0.75,4.0,3.173837335287344e-16,3.828358248229503e-15
0.55,0.75,1.5,1.0,0.75,2.3897550605056494e-17,1.1102230246251565e-16
0.55,0.75,1.5,1.0,1.0,3.1963215506491436e-16,3.828358248229503e-15
0.55,0.75,1.5,1.0,1.5,2.3897550605056494e-17,1.1102230246251565e-16
0.55,0.75,1.5,1.0,2.5,2.981528144739078e-16,3.402521136113713e-15
0.55,0.75,1.5,1.0,4.0,3.1963215506491436e-16,3.828358248229503e-15
0.55,0.75,1.5,1.5,0.75,0.0,0.0
0.55,0.75,1.5,1.5,1.0,3.173837335287344e-16,3.828358248229503e-15
0.55,0.75,1.5,1.5,1.5,0.0,0.0
0.55,0.75,1.5,1.5,2.5,3.0217343327607417e-16,3.402521136113713e-15
0.55,0.75,1.5,1.5,4.0,3.173837335287344e-16,3.828358248229503e-15
0.55,0.75,1.5,2.0,0.75,2.3897550605056494e-17,1.1102230246251565e-16
0.55,0.75,1.5,2.0,1.0,3.1963215506491436e-16,3.828358248229503e-15
0.55,0.75,1.5,2.0,1.5,2.3897550605056494e-17,1.1102230246251565e-16
0.55,0.75,1.5,2.0,2.5,2.981528144739078e-16,3.402521136113713e-15
0.55,0.75,1.5,2.0,4.0,3.1963215506491436e-16,3.828358248229503e-15
0.55,0.75,2.5,0.75,4.0,2.3968875351195134e-16,1.86293471699515e-15
0.55,0.75,2.5,1.0,0.75,3.021084594924222e-16,3.402521136113713e-15
0.55,0.75,2.5,1.0,1.0,2.426225657167286e-16,1.849081780308989e-15
0.55,0.75,2.5,1.0,1.5,3.021084594924222e-16,3.402521136113713e-15
0.55,0.75,2.5,1.0,2.5,4.02178290670463e-17,1.1102230246251565e-16
0.55,0.75,2.5,1.0,4.0,2.426225657167286e-16,1.849081780308989e-15
0.55,0.75,2.5,1.5,0.75,3.0217343327607417e-16,3.402521136113713e-15
0.55,0.75,2.5,1.5,1.0,2.3968875351195134e-16,1.86293471699515e-15
0.55,0.75,2.5,1.5,1.5,3.0217343327607417e-16,3.402521136113713e-15
0.55,0.75,2.5,1.5,2.5,0.0,0.0
0.55,0.75,2.5,1.5,4.0,2.3968875351195134e-16,1.86293471699515e-15
0.55,0.75,2.5,2.0,0.75,3.021084594924222e-16,3.402521136113713e-15
0.55,0.75,2.5,2.0,1.0,2.426225657167286e-16,1.849081780308989e-15
0.55,0.75,2.5,2.0,1.5,3.021084594924222e-16,3.402521136113713e-15
0.55,0.75,2.5,2.0,2.5,4.02178290670463e-17,1.1102230246251565e-16
0.55,0.75,2.5,2.0,4.0,2.426225657167286e-16,1.849081780308989e-15
0.55,0.75,4.0,1.0,0.75,3.1916874269779957e-16,3.828358248229503e-15
0.55,0.75,4.0,1.0,1.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,0.75,4.0,1.0,1.5,3.1916874269779957e-16,3.828358248229503e-15
0.55,0.75,4.0,1.0,2.5,2.39075850486418e-16,1.86293471699515e-15
0.55,0.75,4.0,1.0,4.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,0.75,4.0,1.5,0.75,3.173837335287344e-16,3.828358248229503e-15
0.55,0.75,4.0,1.5,1.0,0.0,0.0
0.55,0.75,4.0,1.5,1.5,3.173837335287344e-16,3.828358248229503e-15
0.55,0.75,4.0,1.5,2.5,2.3968875351195134e-16,1.86293471699515e-15
0.55,0.75,4.0,1.5,4.0,0.0,0.0
0.55,0.75,4.0,2.0,0.75,3.1916874269779957e-16,3.828358248229503e-15
0.55,0.75,4.0,2.0,1.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,0.75,4.0,2.0,1.5,3.1916874269779957e-16,3.828358248229503e-15
0.55,0.75,4.0,2.0,2.5,2.39075850486418e-16,1.86293471699515e-15
0.55,0.75,4.0,2.0,4.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,1.0,0.75,1.0,1.0,3.102526622048904e-16,3.828358248229503e-15
0.55,1.0,0.75,1.0,1.5,0.0,0.0
0.55,1.0,0.75,1.0,2.5,2.9397911113683836e-16,3.402521136113713e-15
0.55,1.0,0.75,1.0,4.0,3.102526622048904e-16,3.828358248229503e-15
0.55,1.0,0.75,1.5,0.75,2.3897550605056494e-17,1.1102230246251565e-16
0.55,1.0,0.75,1.5,1.0,3.1916874269779957e-16,3.828358248229503e-15
0.55,1.0,0.75,1.5,1.5,2.3897550605056494e-17,1.1102230246251565e-16
0.55,1.0,0.75,1.5,2.5,3.021084594924222e-16,3.402521136113713e-15
0.55,1.0,0.75,1.5,4.0,3.1916874269779957e-16,3.828358248229503e-15
0.55,1.0,0.75,2.0,0.75,0.0,0.0
0.55,1.0,0.75,2.0,1.0,3.102526622048904e-16,3.828358248229503e-15
0.55,1.0,0.75,2.0,1.5,0.0,0.0
0.55,1.0,0.75,2.0,2.5,2.9397911113683836e-16,3.402521136113713e-15
0.55,1.0,0.75,2.0,4.0,3.102526622048904e-16,3.828358248229503e-15
0.55,1.0,1.0,1.0,1.5,3.102526622048904e-16,3.828358248229503e-15
0.55,1.0,1.0,1.0,2.5,2.355417500668864e-16,1.849081780308989e-15
0.55,1.0,1.0,1.0,4.0,0.0,0.0
0.55,1.0,1.0,1.5,0.75,3.1963215506491436e-16,3.828358248229503e-15
0.55,1.0,1.0,1.5,1.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,1.0,1.0,1.5,1.5,3.1963215506491436e-16,3.828358248229503e-15
0.55,1.0,1.0,1.5,2.5,2.426225657167286e-16,1.849081780308989e-15
0.55,1.0,1.0,1.5,4.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,1.0,1.0,2.0,0.75,3.102526622048904e-16,3.828358248229503e-15
0.55,1.0,1.0,2.0,1.0,0.0,0.0
0.55,1.0,1.0,2.0,1.5,3.102526622048904e-16,3.828358248229503e-15
0.55,1.0,1.0,2.0,2.5,2.355417500668864e-16,1.849081780308989e-15
0.55,1.0,1.0,2.0,4.0,0.0,0.0
0.55,1.0,1.5,1.0,2.5,2.9397911113683836e-16,3.402521136113713e-15
0.55,1.0,1.5,1.0,4.0,3.102526622048904e-16,3.828358248229503e-15
0.55,1.0,1.5,1.5,0.75,2.3897550605056494e-17,1.1102230246251565e-16
0.55,1.0,1.5,1.5,1.0,3.1916874269779957e-16,3.828358248229503e-15
0.55,1.0,1.5,1.5,1.5,2.3897550605056494e-17,1.1102230246251565e-16
0.55,1.0,1.5,1.5,2.5,3.021084594924222e-16,3.402521136113713e-15
0.55,1.0,1.5,1.5,4.0,3.1916874269779957e-16,3.828358248229503e-15
0.55,1.0,1.5,2.0,0.75,0.0,0.0
0.55,1.0,1.5,2.0,1.0,3.102526622048904e-16,3.828358248229503e-15
0.55,1.0,1.5,2.0,1.5,0.0,0.0
0.55,1.0,1.5,2.0,2.5,2.9397911113683836e-16,3.402521136113713e-15
0.55,1.0,1.5,2.0,4.0,3.102526622048904e-16,3.828358248229503e-15
0.55,1.0,2.5,1.0,4.0,2.355417500668864e-16,1.849081780308989e-15
0.55,1.0,2.5,1.5,0.75,2.981528144739078e-16,3.402521136113713e-15
0.55,1.0,2.5,1.5,1.0,2.39075850486418e-16,1.86293471699515e-15
0.55,1.0,2.5,1.5,1.5,2.981528144739078e-16,3.402521136113713e-15
0.55,1.0,2.5,1.5,2.5,4.02178290670463e-17,1.1102230246251565e-16
0.55,1.0,2.5,1.5,4.0,2.39075850486418e-16,1.86293471699515e-15
0.55,1.0,2.5,2.0,0.75,2.9397911113683836e-16,3.402521136113713e-15
0.55,1.0,2.5,2.0,1.0,2.355417500668864e-16,1.849081780308989e-15
0.55,1.0,2.5,2.0,1.5,2.9397911113683836e-16,3.402521136113713e-15
0.55,1.0,2.5,2.0,2.5,0.0,0.0
0.55,1.0,2.5,2.0,4.0,2.355417500668864e-16,1.849081780308989e-15
0.55,1.0,4.0,1.5,0.75,3.1963215506491436e-16,3.828358248229503e-15
0.55,1.0,4.0,1.5,1.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,1.0,4.0,1.5,1.5,3.1963215506491436e-16,3.828358248229503e-15
0.55,1.0,4.0,1.5,2.5,2.426225657167286e-16,1.849081780308989e-15
0.55,1.0,4.0,1.5,4.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,1.0,4.0,2.0,0.75,3.102526622048904e-16,3.828358248229503e-15
0.55,1.0,4.0,2.0,1.0,0.0,0.0
0.55,1.0,4.0,2.0,1.5,3.102526622048904e-16,3.828358248229503e-15
0.55,1.0,4.0,2.0,2.5,2.355417500668864e-16,1.849081780308989e-15
0.55,1.0,4.0,2.0,4.0,0.0,0.0
0.55,1.5,0.75,1.5,1.0,3.173837335287344e-16,3.828358248229503e-15
0.55,1.5,0.75,1.5,1.5,0.0,0.0
0.55,1.5,0.75,1.5,2.5,3.0217343327607417e-16,3.402521136113713e-15
0.55,1.5,0.75,1.5,4.0,3.173837335287344e-16,3.828358248229503e-15
0.55,1.5,0.75,2.0,0.75,2.3897550605056494e-17,1.1102230246251565e-16
0.55,1.5,0.75,2.0,1.0,3.1963215506491436e-16,3.828358248229503e-15
0.55,1.5,0.75,2.0,1.5,2.3897550605056494e-17,1.1102230246251565e-16
0.55,1.5,0.75,2.0,2.5,2.981528144739078e-16,3.402521136113713e-15
0.55,1.5,0.75,2.0,4.0,3.1963215506491436e-16,3.828358248229503e-15
0.55,1.5,1.0,1.5,1.5,3.173837335287344e-16,3.828358248229503e-15
0.55,1.5,1.0,1.5,2.5,2.3968875351195134e-16,1.86293471699515e-15
0.55,1.5,1.0,1.5,4.0,0.0,0.0
0.55,1.5,1.0,2.0,0.75,3.1916874269779957e-16,3.828358248229503e-15
0.55,1.5,1.0,2.0,1.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,1.5,1.0,2.0,1.5,3.1916874269779957e-16,3.828358248229503e-15
0.55,1.5,1.0,2.0,2.5,2.39075850486418e-16,1.86293471699515e-15
0.55,1.5,1.0,2.0,4.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,1.5,1.5,1.5,2.5,3.0217343327607417e-16,3.402521136113713e-15
0.55,1.5,1.5,1.5,4.0,3.173837335287344e-16,3.828358248229503e-15
0.55,1.5,1.5,2.0,0.75,2.3897550605056494e-17,1.1102230246251565e-16
0.55,1.5,1.5,2.0,1.0,3.1963215506491436e-16,3.828358248229503e-15
0.55,1.5,1.5,2.0,1.5,2.3897550605056494e-17,1.1102230246251565e-16
0.55,1.5,1.5,2.0,2.5,2.981528144739078e-16,3.402521136113713e-15
0.55,1.5,1.5,2.0,4.0,3.1963215506491436e-16,3.828358248229503e-15
0.55,1.5,2.5,1.5,4.0,2.3968875351195134e-16,1.86293471699515e-15
0.55,1.5,2.5,2.0,0.75,3.021084594924222e-16,3.402521136113713e-15
0.55,1.5,2.5,2.0,1.0,2.426225657167286e-16,1.849081780308989e-15
0.55,1.5,2.5,2.0,1.5,3.021084594924222e-16,3.402521136113713e-15
0.55,1.5,2.5,2.0,2.5,4.02178290670463e-17,1.1102230246251565e-16
0.55,1.5,2.5,2.0,4.0,2.426225657167286e-16,1.849081780308989e-15
0.55,1.5,4.0,2.0,0.75,3.1916874269779957e-16,3.828358248229503e-15
0.55,1.5,4.0,2.0,1.0,2.067790383364354e-17,1.1102230246251565e-16
0.55,1.5,4.0,2.0,1.5,3.1916874269779957e-16,3.828358248229503e-15
0.55,1.5,4.0,2.0,2.5,2.39075850486418e-16,1.86293471699515e-15
