e,alpha,a,c,b,raw_vertical_residue,whitened_vertical_residue,raw_major_tip_response,whitened_major_tip_response,max_equation_residual,rms_equation_residual
0.15,0.75,2.5,0.375,2.4717149916606487,1.318247995552346,0.9886859966642595,0.5754475703324807,1.023017902813299,4.440892098500626e-16,1.616509124176106e-16
0.15,0.75,4.0,0.6,3.954743986657038,1.318247995552346,0.9886859966642595,0.5754475703324807,1.023017902813299,5.551115123125783e-16,2.0070179364631477e-16
0.15,1.0,0.75,0.11249999999999999,0.7415144974981945,0.9886859966642594,0.9886859966642594,1.0230179028132993,1.0230179028132993,8.881784197001252e-16,1.456043846448818e-16
0.15,1.0,1.0,0.15,0.9886859966642595,0.9886859966642595,0.9886859966642595,1.023017902813299,1.023017902813299,4.440892098500626e-16,1.631687946612622e-16
0.15,1.0,1.5,0.22499999999999998,1.483028994996389,0.9886859966642594,0.9886859966642594,1.0230179028132993,1.0230179028132993,8.881784197001252e-16,1.456043846448818e-16
0.15,1.0,2.5,0.375,2.4717149916606487,0.9886859966642595,0.9886859966642595,1.023017902813299,1.023017902813299,4.440892098500626e-16,1.5802651053194413e-16
0.15,1.0,4.0,0.6,3.954743986657038,0.9886859966642595,0.9886859966642595,1.023017902813299,1.023017902813299,4.440892098500626e-16,1.631687946612622e-16
0.15,1.5,0.75,0.11249999999999999,0.7415144974981945,0.6591239977761729,0.9886859966642594,2.3017902813299234,1.0230179028132993,8.881784197001252e-16,1.4753857327303356e-16
0.15,1.5,1.0,0.15,0.9886859966642595,0.659123997776173,0.9886859966642595,2.301790281329923,1.023017902813299,5.551115123125783e-16,2.0070179364631477e-16
0.15,1.5,1.5,0.22499999999999998,1.483028994996389,0.6591239977761729,0.9886859966642594,2.3017902813299234,1.0230179028132993,8.881784197001252e-16,1.4753857327303356e-16
0.15,1.5,2.5,0.375,2.4717149916606487,0.659123997776173,0.9886859966642595,2.301790281329923,1.023017902813299,4.440892098500626e-16,1.616509124176106e-16
0.15,1.5,4.0,0.6,3.954743986657038,0.659123997776173,0.9886859966642595,2.301790281329923,1.023017902813299,5.551115123125783e-16,2.0070179364631477e-16
0.15,2.0,0.75,0.11249999999999999,0.7415144974981945,0.4943429983321297,0.9886859966642594,4.092071611253197,1.0230179028132993,8.881784197001252e-16,1.456043846448818e-16
0.15,2.0,1.0,0.15,0.9886859966642595,0.49434299833212975,0.9886859966642595,4.092071611253196,1.023017902813299,4.440892098500626e-16,1.631687946612622e-16
0.15,2.0,1.5,0.22499999999999998,1.483028994996389,0.4943429983321297,0.9886859966642594,4.092071611253197,1.0230179028132993,8.881784197001252e-16,1.456043846448818e-16
0.15,2.0,2.5,0.375,2.4717149916606487,0.49434299833212975,0.9886859966642595,4.092071611253196,1.023017902813299,4.440892098500626e-16,1.5802651053194413e-16
0.15,2.0,4.0,0.6,3.954743986657038,0.49434299833212975,0.9886859966642595,4.092071611253196,1.023017902813299,4.440892098500626e-16,1.631687946612622e-16
0.2,0.5,0.75,0.15000000000000002,0.7348469228349535,1.9595917942265426,0.9797958971132713,0.26041666666666663,1.0416666666666665,4.440892098500626e-16,1.201915776036731e-16
0.2,0.5,1.0,0.2,0.9797958971132712,1.9595917942265424,0.9797958971132712,0.2604166666666667,1.0416666666666667,4.440892098500626e-16,1.2232622489029516e-16
0.2,0.5,1.5,0.30000000000000004,1.469693845669907,1.9595917942265426,0.9797958971132713,0.26041666666666663,1.0416666666666665,4.440892098500626e-16,1.201915776036731e-16
0.2,0.5,2.5,0.5,2.449489742783178,1.9595917942265424,0.9797958971132712,0.2604166666666667,1.0416666666666667,4.440892098500626e-16,1.6601454115877652e-16
0.2,0.5,4.0,0.8,3.919183588453085,1.9595917942265424,0.9797958971132712,0.2604166666666667,1.0416666666666667,4.440892098500626e-16,1.2232622489029516e-16
0.2,0.75,0.75,0.15000000000000002,0.7348469228349535,1.3063945294843617,0.9797958971132713,0.5859375,1.0416666666666665,4.440892098500626e-16,1.214159716277791e-16
0.2,0.75,1.0,0.2,0.9797958971132712,1.3063945294843615,0.9797958971132712,0.5859375,1.0416666666666667,4.440892098500626e-16,1.5926960941596221e-16
0.2,0.75,1.5,0.30000000000000004,1.469693845669907,1.3063945294843617,0.9797958971132713,0.5859375,1.0416666666666665,4.440892098500626e-16,1.214159716277791e-16
0.2,0.75,2.5,0.5,2.449489742783178,1.3063945294843615,0.9797958971132712,0.5859375000000001,1.0416666666666667,4.440892098500626e-16,1.680805793904444e-16
0.2,0.75,4.0,0.8,3.919183588453085,1.3063945294843615,0.9797958971132712,0.5859375,1.0416666666666667,4.440892098500626e-16,1.5926960941596221e-16
0.2,1.0,0.75,0.15000000000000002,0.7348469228349535,0.9797958971132713,0.9797958971132713,1.0416666666666665,1.0416666666666665,4.440892098500626e-16,1.201915776036731e-16
0.2,1.0,1.0,0.2,0.9797958971132712,0.9797958971132712,0.9797958971132712,1.0416666666666667,1.0416666666666667,4.440892098500626e-16,1.2232622489029516e-16
0.2,1.0,1.5,0.30000000000000004,1.469693845669907,0.9797958971132713,0.9797958971132713,1.0416666666666665,1.0416666666666665,4.440892098500626e-16,1.201915776036731e-16
0.2,1.0,2.5,0.5,2.449489742783178,0.9797958971132712,0.9797958971132712,1.0416666666666667,1.0416666666666667,4.440892098500626e-16,1.6601454115877652e-16
0.2,1.0,4.0,0.8,3.919183588453085,0.9797958971132712,0.9797958971132712,1.0416666666666667,1.0416666666666667,4.440892098500626e-16,1.2232622489029516e-16
0.2,1.5,0.75,0.15000000000000002,0.7348469228349535,0.6531972647421809,0.9797958971132713,2.34375,1.0416666666666665,4.440892098500626e-16,1.214159716277791e-16
0.2,1.5,1.0,0.2,0.9797958971132712,0.6531972647421808,0.9797958971132712,2.34375,1.0416666666666667,4.440892098500626e-16,1.5926960941596221e-16
0.2,1.5,1.5,0.30000000000000004,1.469693845669907,0.6531972647421809,0.9797958971132713,2.34375,1.0416666666666665,4.440892098500626e-16,1.214159716277791e-16
0.2,1.5,2.5,0.5,2.449489742783178,0.6531972647421808,0.9797958971132712,2.3437500000000004,1.0416666666666667,4.440892098500626e-16,1.680805793904444e-16
0.2,1.5,4.0,0.8,3.919183588453085,0.6531972647421808,0.9797958971132712,2.34375,1.0416666666666667,4.440892098500626e-16,1.5926960941596221e-16
0.2,2.0,0.75,0.15000000000000002,0.7348469228349535,0.48989794855663565,0.9797958971132713,4.166666666666666,1.0416666666666665,4.440892098500626e-16,1.201915776036731e-16
0.2,2.0,1.0,0.2,0.9797958971132712,0.4898979485566356,0.9797958971132712,4.166666666666667,1.0416666666666667,4.440892098500626e-16,1.2232622489029516e-16
0.2,2.0,1.5,0.30000000000000004,1.469693845669907,0.48989794855663565,0.9797958971132713,4.166666666666666,1.0416666666666665,4.440892098500626e-16,1.201915776036731e-16
0.2,2.0,2.5,0.5,2.449489742783178,0.4898979485566356,0.9797958971132712,4.166666666666667,1.0416666666666667,4.440892098500626e-16,1.6601454115877652e-16
0.2,2.0,4.0,0.8,3.919183588453085,0.4898979485566356,0.9797958971132712,4.166666666666667,1.0416666666666667,4.440892098500626e-16,1.2232622489029516e-16
0.25,0.5,0.75,0.1875,0.7261843774138906,1.9364916731037083,0.9682458365518541,0.26666666666666666,1.0666666666666667,4.440892098500626e-16,1.1717981964273216e-16
0.25,0.5,1.0,0.25,0.9682458365518543,1.9364916731037085,0.9682458365518543,0.2666666666666666,1.0666666666666664,4.440892098500626e-16,1.5645874844552324e-16
0.25,0.5,1.5,0.375,1.4523687548277813,1.9364916731037083,0.9682458365518541,0.26666666666666666,1.0666666666666667,4.440892098500626e-16,1.1717981964273216e-16
0.25,0.5,2.5,0.625,2.4206145913796355,1.9364916731037085,0.9682458365518543,0.26666666666666666,1.0666666666666667,3.3306690738754696e-16,1.2342964081646187e-16
0.25,0.5,4.0,1.0,3.872983346207417,1.9364916731037085,0.9682458365518543,0.2666666666666666,1.0666666666666664,4.440892098500626e-16,1.5645874844552324e-16
0.25,0.75,0.75,0.1875,0.7261843774138906,1.2909944487358056,0.9682458365518541,0.6,1.0666666666666667,4.440892098500626e-16,1.1957467920563633e-16
0.25,0.75,1.0,0.25,0.9682458365518543,1.2909944487358056,0.9682458365518543,0.6,1.0666666666666664,5.551115123125783e-16,1.7784372892712562e-16
0.25,0.75,1.5,0.375,1.4523687548277813,1.2909944487358056,0.9682458365518541,0.6,1.0666666666666667,4.440892098500626e-16,1.1957467920563633e-16
0.25,0.75,2.5,0.625,2.4206145913796355,1.2909944487358056,0.9682458365518543,0.6,1.0666666666666667,3.3306690738754696e-16,1.2842166211265443e-16
0.25,0.75,4.0,1.0,3.872983346207417,1.2909944487358056,0.9682458365518543,0.6,1.0666666666666664,5.551115123125783e-16,1.7784372892712562e-16
0.25,1.0,0.75,0.1875,0.7261843774138906,0.9682458365518541,0.9682458365518541,1.0666666666666667,1.0666666666666667,4.440892098500626e-16,1.1717981964273216e-16
0.25,1.0,1.0,0.25,0.9682458365518543,0.9682458365518543,0.9682458365518543,1.0666666666666664,1.0666666666666664,4.440892098500626e-16,1.5645874844552324e-16
0.25,1.0,1.5,0.375,1.4523687548277813,0.9682458365518541,0.9682458365518541,1.0666666666666667,1.0666666666666667,4.440892098500626e-16,1.1717981964273216e-16
0.25,1.0,2.5,0.625,2.4206145913796355,0.9682458365518543,0.9682458365518543,1.0666666666666667,1.0666666666666667,3.3306690738754696e-16,1.2342964081646187e-16
0.25,1.0,4.0,1.0,3.872983346207417,0.9682458365518543,0.9682458365518543,1.0666666666666664,1.0666666666666664,4.440892098500626e-16,1.5645874844552324e-16
0.25,1.5,0.75,0.1875,0.7261843774138906,0.6454972243679028,0.9682458365518541,2.4,1.0666666666666667,4.440892098500626e-16,1.1957467920563633e-16
0.25,1.5,1.0,0.25,0.9682458365518543,0.6454972243679028,0.9682458365518543,2.4,1.0666666666666664,5.551115123125783e-16,1.7784372892712562e-16
0.25,1.5,1.5,0.375,1.4523687548277813,0.6454972243679028,0.9682458365518541,2.4,1.0666666666666667,4.440892098500626e-16,1.1957467920563633e-16
0.25,1.5,2.5,0.625,2.4206145913796355,0.6454972243679028,0.9682458365518543,2.4,1.0666666666666667,3.3306690738754696e-16,1.2842166211265443e-16
0.25,1.5,4.0,1.0,3.872983346207417,0.6454972243679028,0.9682458365518543,2.4,1.0666666666666664,5.551115123125783e-16,1.7784372892712562e-16
0.25,2.0,0.75,0.1875,0.7261843774138906,0.48412291827592707,0.9682458365518541,4.266666666666667,1.0666666666666667,4.440892098500626e-16,1.1717981964273216e-16
0.25,2.0,1.0,0.25,0.9682458365518543,0.4841229182759271,0.9682458365518543,4.266666666666666,1.0666666666666664,4.440892098500626e-16,1.5645874844552324e-16
0.25,2.0,1.5,0.375,1.4523687548277813,0.48412291827592707,0.9682458365518541,4.266666666666667,1.0666666666666667,4.440892098500626e-16,1.1717981964273216e-16
0.25,2.0,2.5,0.625,2.4206145913796355,0.4841229182759271,0.9682458365518543,4.266666666666667,1.0666666666666667,3.3306690738754696e-16,1.2342964081646187e-16
0.25,2.0,4.0,1.0,3.872983346207417,0.4841229182759271,0.9682458365518543,4.266666666666666,1.0666666666666664,4.440892098500626e-16,1.5645874844552324e-16
0.3,0.5,0.75,0.22499999999999998,0.7154544010627092,1.907878402833891,0.9539392014169455,0.27472527472527475,1.098901098901099,4.440892098500626e-16,1.2745824518992568e-16
0.3,0.5,1.0,0.3,0.9539392014169457,1.9078784028338913,0.9539392014169457,0.2747252747252747,1.0989010989010988,4.440892098500626e-16,1.441580884720522e-16
0.3,0.5,1.5,0.44999999999999996,1.4309088021254184,1.907878402833891,0.9539392014169455,0.27472527472527475,1.098901098901099,4.440892098500626e-16,1.2745824518992568e-16
0.3,0.5,2.5,0.75,2.384848003542364,1.9078784028338913,0.9539392014169457,0.27472527472527475,1.098901098901099,4.440892098500626e-16,1.4278348650773842e-16
0.3,0.5,4.0,1.2,3.8157568056677826,1.9078784028338913,0.9539392014169457,0.2747252747252747,1.0989010989010988,4.440892098500626e-16,1.441580884720522e-16
0.3,0.75,0.75,0.22499999999999998,0.7154544010627092,1.2719189352225941,0.9539392014169455,0.6181318681318682,1.098901098901099,4.440892098500626e-16,1.3051614908552974e-16
0.3,0.75,1.0,0.3,0.9539392014169457,1.2719189352225941,0.9539392014169457,0.6181318681318682,1.0989010989010988,5.551115123125783e-16,1.7299540627375668e-16
0.3,0.75,1.5,0.44999999999999996,1.4309088021254184,1.2719189352225941,0.9539392014169455,0.6181318681318682,1.098901098901099,4.440892098500626e-16,1.3051614908552974e-16
0.3,0.75,2.5,0.75,2.384848003542364,1.2719189352225941,0.9539392014169457,0.6181318681318682,1.098901098901099,4.440892098500626e-16,1.5043419564224013e-16
0.3,0.75,4.0,1.2,3.8157568056677826,1.2719189352225941,0.9539392014169457,0.6181318681318682,1.0989010989010988,5.551115123125783e-16,1.7299540627375668e-16
0.3,1.0,0.75,0.22499999999999998,0.7154544010627092,0.9539392014169455,0.9539392014169455,1.098901098901099,1.098901098901099,4.440892098500626e-16,1.2745824518992568e-16
0.3,1.0,1.0,0.3,0.9539392014169457,0.9539392014169457,0.9539392014169457,1.0989010989010988,1.0989010989010988,4.440892098500626e-16,1.441580884720522e-16
0.3,1.0,1.5,0.44999999999999996,1.4309088021254184,0.9539392014169455,0.9539392014169455,1.098901098901099,1.098901098901099,4.440892098500626e-16,1.2745824518992568e-16
0.3,1.0,2.5,0.75,2.384848003542364,0.9539392014169457,0.9539392014169457,1.098901098901099,1.098901098901099,4.440892098500626e-16,1.4278348650773842e-16
0.3,1.0,4.0,1.2,3.8157568056677826,0.9539392014169457,0.9539392014169457,1.0989010989010988,1.0989010989010988,4.440892098500626e-16,1.441580884720522e-16
0.3,1.5,0.75,0.22499999999999998,0.7154544010627092,0.6359594676112971,0.9539392014169455,2.4725274725274726,1.098901098901099,4.440892098500626e-16,1.3051614908552974e-16
0.3,1.5,1.0,0.3,0.9539392014169457,0.6359594676112971,0.9539392014169457,2.4725274725274726,1.0989010989010988,5.551115123125783e-16,1.7299540627375668e-16
0.3,1.5,1.5,0.44999999999999996,1.4309088021254184,0.6359594676112971,0.9539392014169455,2.4725274725274726,1.098901098901099,4.440892098500626e-16,1.3051614908552974e-16
0.3,1.5,2.5,0.75,2.384848003542364,0.6359594676112971,0.9539392014169457,2.4725274725274726,1.098901098901099,4.440892098500626e-16,1.5043419564224013e-16
0.3,1.5,4.0,1.2,3.8157568056677826,0.6359594676112971,0.9539392014169457,2.4725274725274726,1.0989010989010988,5.551115123125783e-16,1.7299540627375668e-16
0.3,2.0,0.75,0.22499999999999998,0.7154544010627092,0.4769696007084728,0.9539392014169455,4.395604395604396,1.098901098901099,4.440892098500626e-16,1.2745824518992568e-16
0.3,2.0,1.0,0.3,0.9539392014169457,0.47696960070847283,0.9539392014169457,4.395604395604395,1.0989010989010988,4.440892098500626e-16,1.441580884720522e-16
0.3,2.0,1.5,0.44999999999999996,1.4309088021254184,0.4769696007084728,0.9539392014169455,4.395604395604396,1.098901098901099,4.440892098500626e-16,1.2745824518992568e-16
0.3,2.0,2.5,0.75,2.384848003542364,0.47696960070847283,0.9539392014169457,4.395604395604396,1.098901098901099,4.440892098500626e-16,1.4278348650773842e-16
0.3,2.0,4.0,1.2,3.8157568056677826,0.47696960070847283,0.9539392014169457,4.395604395604395,1.0989010989010988,4.440892098500626e-16,1.441580884720522e-16
0.35,0.5,0.75,0.26249999999999996,0.7025622748198198,1.8734993995195195,0.9367496997597597,0.2849002849002849,1.1396011396011396,4.440892098500626e-16,1.3013784061126724e-16
0.35,0.5,1.0,0.35,0.9367496997597597,1.8734993995195195,0.9367496997597597,0.2849002849002849,1.1396011396011396,5.551115123125783e-16,1.6712452371055976e-16
0.35,0.5,1.5,0.5249999999999999,1.4051245496396396,1.8734993995195195,0.9367496997597597,0.2849002849002849,1.1396011396011396,4.440892098500626e-16,1.3013784061126724e-16
0.35,0.5,2.5,0.875,2.341874249399399,1.8734993995195193,0.9367496997597596,0.28490028490028496,1.1396011396011398,4.440892098500626e-16,1.9351031263142e-16
0.35,0.5,4.0,1.4,3.746998799039039,1.8734993995195195,0.9367496997597597,0.2849002849002849,1.1396011396011396,5.551115123125783e-16,1.6712452371055976e-16
0.35,0.75,0.75,0.26249999999999996,0.7025622748198198,1.2489995996796797,0.9367496997597597,0.6410256410256411,1.1396011396011396,4.440892098500626e-16,1.3424060974102616e-16
0.35,0.75,1.0,0.35,0.9367496997597597,1.2489995996796797,0.9367496997597597,0.641025641025641,1.1396011396011396,5.551115123125783e-16,1.875587001239865e-16
0.35,0.75,1.5,0.5249999999999999,1.4051245496396396,1.2489995996796797,0.9367496997597597,0.6410256410256411,1.1396011396011396,4.440892098500626e-16,1.3424060974102616e-16
0.35,0.75,2.5,0.875,2.341874249399399,1.2489995996796794,0.9367496997597596,0.6410256410256411,1.1396011396011398,4.440892098500626e-16,2.0113123401367826e-16
0.35,0.75,4.0,1.4,3.746998799039039,1.2489995996796797,0.9367496997597597,0.641025641025641,1.1396011396011396,5.551115123125783e-16,1.875587001239865e-16
0.35,1.0,0.75,0.26249999999999996,0.7025622748198198,0.9367496997597597,0.9367496997597597,1.1396011396011396,1.1396011396011396,4.440892098500626e-16,1.3013784061126724e-16
0.35,1.0,1.0,0.35,0.9367496997597597,0.9367496997597597,0.9367496997597597,1.1396011396011396,1.1396011396011396,5.551115123125783e-16,1.6712452371055976e-16
0.35,1.0,1.5,0.5249999999999999,1.4051245496396396,0.9367496997597597,0.9367496997597597,1.1396011396011396,1.1396011396011396,4.440892098500626e-16,1.3013784061126724e-16
0.35,1.0,2.5,0.875,2.341874249399399,0.9367496997597596,0.9367496997597596,1.1396011396011398,1.1396011396011398,4.440892098500626e-16,1.9351031263142e-16
0.35,1.0,4.0,1.4,3.746998799039039,0.9367496997597597,0.9367496997597597,1.1396011396011396,1.1396011396011396,5.551115123125783e-16,1.6712452371055976e-16
0.35,1.5,0.75,0.26249999999999996,0.7025622748198198,0.6244997998398398,0.9367496997597597,2.5641025641025643,1.1396011396011396,4.440892098500626e-16,1.3424060974102616e-16
0.35,1.5,1.0,0.35,0.9367496997597597,0.6244997998398398,0.9367496997597597,2.564102564102564,1.1396011396011396,5.551115123125783e-16,1.875587001239865e-16
0.35,1.5,1.5,0.5249999999999999,1.4051245496396396,0.6244997998398398,0.9367496997597597,2.5641025641025643,1.1396011396011396,4.440892098500626e-16,1.3424060974102616e-16
0.35,1.5,2.5,0.875,2.341874249399399,0.6244997998398397,0.9367496997597596,2.5641025641025643,1.1396011396011398,4.440892098500626e-16,2.0113123401367826e-16
0.35,1.5,4.0,1.4,3.746998799039039,0.6244997998398398,0.9367496997597597,2.564102564102564,1.1396011396011396,5.551115123125783e-16,1.875587001239865e-16
0.35,2.0,0.75,0.26249999999999996,0.7025622748198198,0.4683748498798799,0.9367496997597597,4.5584045584045585,1.1396011396011396,4.440892098500626e-16,1.3013784061126724e-16
0.35,2.0,1.0,0.35,0.9367496997597597,0.4683748498798799,0.9367496997597597,4.5584045584045585,1.1396011396011396,5.551115123125783e-16,1.6712452371055976e-16
0.35,2.0,1.5,0.5249999999999999,1.4051245496396396,0.4683748498798799,0.9367496997597597,4.5584045584045585,1.1396011396011396,4.440892098500626e-16,1.3013784061126724e-16
0.35,2.0,2.5,0.875,2.341874249399399,0.4683748498798798,0.9367496997597596,4.558404558404559,1.1396011396011398,4.440892098500626e-16,1.9351031263142e-16
0.35,2.0,4.0,1.4,3.746998799039039,0.4683748498798799,0.9367496997597597,4.5584045584045585,1.1396011396011396,5.551115123125783e-16,1.6712452371055976e-16
0.4,0.5,0.75,0.30000000000000004,0.687386354243376,1.833030277982336,0.916515138991168,0.2976190476190476,1.1904761904761905,7.771561172376096e-16,1.6331980699775964e-16
0.4,0.5,1.0,0.4,0.916515138991168,1.833030277982336,0.916515138991168,0.2976190476190476,1.1904761904761905,5.551115123125783e-16,1.8683440543976308e-16
0.4,0.5,1.5,0.6000000000000001,1.374772708486752,1.833030277982336,0.916515138991168,0.2976190476190476,1.1904761904761905,7.771561172376096e-16,1.6331980699775964e-16
0.4,0.5,2.5,1.0,2.29128784747792,1.833030277982336,0.916515138991168,0.2976190476190476,1.1904761904761905,4.440892098500626e-16,1.4737139070004728e-16
0.4,0.5,4.0,1.6,3.666060555964672,1.833030277982336,0.916515138991168,0.2976190476190476,1.1904761904761905,5.551115123125783e-16,1.8683440543976308e-16
0.4,0.75,0.75,0.30000000000000004,0.687386354243376,1.2220201853215573,0.916515138991168,0.6696428571428571,1.1904761904761905,7.771561172376096e-16,1.6399764171285778e-16
0.4,0.75,1.0,0.4,0.916515138991168,1.2220201853215573,0.916515138991168,0.6696428571428572,1.1904761904761905,5.551115123125783e-16,2.1181705310112557e-16
0.4,0.75,1.5,0.6000000000000001,1.374772708486752,1.2220201853215573,0.916515138991168,0.6696428571428571,1.1904761904761905,7.771561172376096e-16,1.6399764171285778e-16
0.4,0.75,2.5,1.0,2.29128784747792,1.2220201853215573,0.916515138991168,0.6696428571428571,1.1904761904761905,4.440892098500626e-16,1.5182071523486656e-16
0.4,0.75,4.0,1.6,3.666060555964672,1.2220201853215573,0.916515138991168,0.6696428571428572,1.1904761904761905,5.551115123125783e-16,2.1181705310112557e-16
0.4,1.0,0.75,0.30000000000000004,0.687386354243376,0.916515138991168,0.916515138991168,1.1904761904761905,1.1904761904761905,7.771561172376096e-16,1.6331980699775964e-16
0.4,1.0,1.0,0.4,0.916515138991168,0.916515138991168,0.916515138991168,1.1904761904761905,1.1904761904761905,5.551115123125783e-16,1.8683440543976308e-16
0.4,1.0,1.5,0.6000000000000001,1.374772708486752,0.916515138991168,0.916515138991168,1.1904761904761905,1.1904761904761905,7.771561172376096e-16,1.6331980699775964e-16
0.4,1.0,2.5,1.0,2.29128784747792,0.916515138991168,0.916515138991168,1.1904761904761905,1.1904761904761905,4.440892098500626e-16,1.4737139070004728e-16
0.4,1.0,4.0,1.6,3.666060555964672,0.916515138991168,0.916515138991168,1.1904761904761905,1.1904761904761905,5.551115123125783e-16,1.8683440543976308e-16
