split,observation_seed,bank_seed,condition,geometry_skew_bin,true_alpha,true_t,true_rotation_shift,candidate_count,best_entropy,best_alpha,best_alpha_abs_error,anchored_alpha,anchored_alpha_abs_error,anchored_alpha_log_std,anchored_alpha_log_span,anchored_effective_count,local_consensus_rho12,local_consensus_rho13,local_consensus_rho23,trial_backbone_rho12,trial_backbone_rho13,trial_backbone_rho23,gate_open_flag,refined_alpha,refined_alpha_abs_error,refined_effective_count,refined_seed_count,correction_log,correction_abs_log,correction_sign
calibration,20260410,20260324,sparse_full_noisy,low_skew,1.147529461864347,0.10972497877703384,47,14,0.43966859915469414,1.0913040778755296,0.05622538398881738,1.0598811929112282,0.08764826895311884,0.1039892370579213,0.315840807841285,8.558464930315123,0.32791054718279017,0.19682370993918133,0.27684140772942306,0.31772549974327724,0.19937646144845533,0.2621874894062334,1,1.1059224214195131,0.041607040444833876,2.6892817623763103,3,0.04252293757490316,0.04252293757490316,1
calibration,20260410,20260325,sparse_full_noisy,low_skew,1.147529461864347,0.10972497877703384,47,10,0.44929877619822867,1.0773595933388225,0.07016986852552454,1.0497928743791425,0.09773658748520453,0.09051106105982493,0.22512108544965334,4.147056251966944,0.32940849297143526,0.2126923614030762,0.26275437280256114,0.31772549974327724,0.19937646144845533,0.2621874894062334,1,1.0834518725016526,0.06407758936269436,2.4758510881666806,3,0.03155924024370483,0.03155924024370483,1
calibration,20260410,20260326,sparse_full_noisy,low_skew,1.147529461864347,0.10972497877703384,47,12,0.453429734454915,1.0763505750404045,0.07117888682394247,1.0685363930399778,0.07899306882436918,0.0842171126694118,0.27627409373685097,8.452792641326656,0.3293599567412908,0.21394594842729664,0.2725159517926571,0.31772549974327724,0.19937646144845533,0.2621874894062334,1,1.1100498134780024,0.037479648386344655,2.5382913916704166,3,0.03811503619300363,0.03811503619300363,1
calibration,20260410,20260327,sparse_full_noisy,low_skew,1.147529461864347,0.10972497877703384,47,19,0.41845226847368217,1.1123499677980049,0.03517949406634213,1.0165728004809884,0.1309566613833586,0.10801185714452205,0.26956388352825034,10.249077148544785,0.31319481260384807,0.1971944300217337,0.2687533626470774,0.31772549974327724,0.19937646144845533,0.2621874894062334,1,1.0161134801076386,0.13141598175670843,2.7692667511612616,3,-0.00045193435460649453,0.00045193435460649453,-1
calibration,20260410,20260328,sparse_full_noisy,low_skew,1.147529461864347,0.10972497877703384,47,10,0.43445123660633395,1.0872103672203692,0.06031909464397778,1.0615885503507283,0.08594091151361871,0.0788996150048097,0.23451741532814213,6.743445650553563,0.288753689217022,0.17622585745098887,0.23007235205944826,0.31772549974327724,0.19937646144845533,0.2621874894062334,1,1.0353806158767085,0.11214884598763852,2.960507444427215,3,-0.024997314777247523,0.024997314777247523,-1
calibration,20260410,20260324,sparse_full_noisy,mid_skew,1.2255287217844368,-0.42211193196284297,21,25,0.4962831072626835,0.8208224552185532,0.4047062665658836,0.9103541986251666,0.3151745231592702,0.15984178191271117,0.39460250740090874,14.035315434721525,0.24019825990637805,0.1496316263333715,0.1980542182404046,0.23599569744228957,0.1415490630462552,0.19361503989872442,1,0.8423504045982022,0.38317831718623463,2.9954963019354293,3,-0.07763766788639345,0.07763766788639345,-1
calibration,20260410,20260325,sparse_full_noisy,mid_skew,1.2255287217844368,-0.42211193196284297,21,30,0.5193033998753428,1.1894498768467103,0.036078844937726506,1.0330096837723586,0.19251903801207826,0.1808251483073058,0.4058404161858883,15.307875876791748,0.23133162798376725,0.13399400496647773,0.18693967343882356,0.23599569744228957,0.1415490630462552,0.19361503989872442,1,0.9240337997939636,0.30149492199047323,2.8058882833316554,3,-0.11148319265605518,0.11148319265605518,-1
calibration,20260410,20260326,sparse_full_noisy,mid_skew,1.2255287217844368,-0.42211193196284297,21,19,0.5451147560277179,0.8384252334127336,0.3871034883717033,0.9928808446036873,0.23264787718074953,0.17242046659769775,0.37065567556262613,11.712711075073878,0.2391075967676967,0.1423606165639687,0.20099315620436223,0.23599569744228957,0.1415490630462552,0.19361503989872442,1,0.9186327782484559,0.30689594353598093,2.881962841311738,3,-0.07772420739532683,0.07772420739532683,-1
calibration,20260410,20260327,sparse_full_noisy,mid_skew,1.2255287217844368,-0.42211193196284297,21,28,0.5143492277389314,0.8295188134940455,0.3960099082903913,0.930549498836286,0.2949792229481508,0.15498096211144033,0.37972689250866476,15.993804615863711,0.2502938493038057,0.1556766167411314,0.20117605810641903,0.23599569744228957,0.1415490630462552,0.19361503989872442,1,0.9400292662282802,0.28549945555615663,2.99522773829004,3,0.010135738442171097,0.010135738442171097,1
calibration,20260410,20260328,sparse_full_noisy,mid_skew,1.2255287217844368,-0.42211193196284297,21,25,0.5423660003509728,1.198444923274014,0.027083798510422863,1.0215190380185966,0.20400968376584028,0.18664023421906334,0.41611768645566527,17.596841917649442,0.21904715324980029,0.1260824506263267,0.18091209350361265,0.23599569744228957,0.1415490630462552,0.19361503989872442,1,1.0812776290300634,0.14425109275437342,2.9469508396476622,3,0.05685255937949424,0.05685255937949424,1
calibration,20260410,20260324,sparse_full_noisy,high_skew,0.8719494631553358,0.46748272124058204,4,31,0.5922596536137356,1.1488557429081974,0.27690627975286153,0.9534040075542999,0.08145454439896405,0.12577793017161137,0.31531991529932973,20.100255503333244,0.2539768514363804,0.14973178281716246,0.20831419353637307,0.23722907838899573,0.143549646718725,0.19800511853894745,1,1.0588659471568662,0.18691648400153038,2.9795727466412236,3,0.10491500702713302,0.10491500702713302,1
calibration,20260410,20260325,sparse_full_noisy,high_skew,0.8719494631553358,0.46748272124058204,4,32,0.5851199134944463,1.1455032343505196,0.27355377119518376,1.0019968263147825,0.13004736315944665,0.14162133730673562,0.3547766129373394,21.510075459989,0.22405810280019897,0.1299361209410967,0.18677810087613322,0.23722907838899573,0.143549646718725,0.19800511853894745,1,0.9724873497799142,0.10053788662457841,2.7823966048229507,3,-0.029893046819671688,0.029893046819671688,-1
calibration,20260410,20260326,sparse_full_noisy,high_skew,0.8719494631553358,0.46748272124058204,4,30,0.5790944094725189,0.8616049674762232,0.010344495679112664,0.9744919115666366,0.10254244841130078,0.13681336245068507,0.3199836688858312,19.048550140810462,0.23562270430663418,0.1412214964415601,0.20017896438222013,0.23722907838899573,0.143549646718725,0.19800511853894745,1,1.086059261512173,0.21410979835683708,2.8853830191953715,3,0.10839484878902067,0.10839484878902067,1
calibration,20260410,20260327,sparse_full_noisy,high_skew,0.8719494631553358,0.46748272124058204,4,44,0.5849127119196863,0.8503250686683078,0.02162439448702802,0.9680393493704101,0.0960898862150743,0.13505792540233877,0.31792368026466167,20.33234203863074,0.24919755955171113,0.158821062631822,0.2070667075404552,0.23722907838899573,0.143549646718725,0.19800511853894745,1,0.8543244143240327,0.017625048831303114,2.995025192044602,3,-0.12496173871492308,0.12496173871492308,-1
calibration,20260410,20260328,sparse_full_noisy,high_skew,0.8719494631553358,0.46748272124058204,4,34,0.6021261088900829,0.8731178736178767,0.001168410462540903,1.0118342607191126,0.1398847975637768,0.13774126870833253,0.32495642933924074,20.09567265868295,0.22329017385005404,0.13803777076198384,0.1876876263595556,0.23722907838899573,0.143549646718725,0.19800511853894745,1,0.9518226437525783,0.07987318059724247,2.873844864166628,3,-0.061141343585609416,0.061141343585609416,-1
calibration,20260410,20260324,sparse_partial_high_noise,low_skew,1.1217890161161423,0.1451518868676587,53,85,0.5418036348984495,0.9172563573830217,0.20453265873312065,0.9907481771027381,0.13104083901340424,0.1904243319876955,0.480799798860916,49.005726727715576,0.2803041113844862,0.1741915771451369,0.2362633732703688,0.28528611619578814,0.17659701489689522,0.24064196751045164,1,1.1421459602868076,0.020356944170665248,2.943611277241595,3,0.14220380100573787,0.14220380100573787,1
calibration,20260410,20260325,sparse_partial_high_noise,low_skew,1.1217890161161423,0.1451518868676587,53,78,0.5458610694474002,1.0444551130588429,0.07733390305729948,1.047733326969834,0.07405568914630845,0.1803107492859275,0.45056798608761656,37.469453145297614,0.3003594984970235,0.189611801897281,0.25643646643743967,0.28528611619578814,0.17659701489689522,0.24064196751045164,1,1.0347052288903318,0.08708378722581056,2.947392271094442,3,-0.012512511371672037,0.012512511371672037,-1
calibration,20260410,20260326,sparse_partial_high_noise,low_skew,1.1217890161161423,0.1451518868676587,53,78,0.6014059371000922,0.8030396857626377,0.3187493303535046,1.009104228354179,0.11268478776196345,0.17492139783411714,0.42128509047817,42.63663404891399,0.29133741072024605,0.17777386629778416,0.24442242472740822,0.28528611619578814,0.17659701489689522,0.24064196751045164,1,1.0077696615821203,0.11401935453402201,2.956691277014305,3,-0.0013234015012012369,0.0013234015012012369,-1
calibration,20260410,20260327,sparse_partial_high_noise,low_skew,1.1217890161161423,0.1451518868676587,53,86,0.603122914533252,0.8044603177404095,0.31732869837573285,0.9562121541188601,0.16557686199728228,0.16793916087312843,0.43424845311954263,38.82460667852738,0.2883321259962126,0.18138390369844323,0.24249980870451499,0.28528611619578814,0.17659701489689522,0.24064196751045164,1,0.9009735368594853,0.220815479256657,2.947539138517716,3,-0.0595039206436695,0.0595039206436695,-1
calibration,20260410,20260328,sparse_partial_high_noise,low_skew,1.1217890161161423,0.1451518868676587,53,89,0.5992676520486954,0.8108954216320938,0.3108935944840485,1.0246860401425588,0.09710297597358353,0.1935686632376308,0.47826165117634123,52.257436078403735,0.26609743438097244,0.16002392544583088,0.22358776441252656,0.28528611619578814,0.17659701489689522,0.24064196751045164,1,1.207361950035439,0.08557293391929655,2.9210635523368675,3,0.16405150954564823,0.16405150954564823,1
calibration,20260410,20260324,sparse_partial_high_noise,mid_skew,1.1386629736527398,-0.2053148391190289,6,112,0.6806883195890363,0.8494792038805586,0.2891837697721812,1.0002878506078068,0.13837512304493305,0.17075570067337098,0.43365580421654976,62.758491106444225,0.27385071640940933,0.16745726134967168,0.22952441809711138,0.2745061437485516,0.16769707283970314,0.22966302478734563,1,1.1774732004129236,0.03881022676018375,2.980649890024337,3,0.1630829777284125,0.1630829777284125,1
calibration,20260410,20260325,sparse_partial_high_noise,mid_skew,1.1386629736527398,-0.2053148391190289,6,107,0.665453537658204,1.178745966489655,0.04008299283691508,1.0600572046164018,0.07860576903633798,0.16345436030770907,0.41928213350309307,49.38819588372924,0.28015223949302004,0.17176003792128175,0.23476505222638422,0.2745061437485516,0.16769707283970314,0.22966302478734563,1,1.0645194685149306,0.0741435051378092,2.984851950977264,3,0.004200620779119452,0.004200620779119452,1
calibration,20260410,20260326,sparse_partial_high_noise,mid_skew,1.1386629736527398,-0.2053148391190289,6,100,0.6563159874903775,0.8384252334127336,0.30023774024000627,1.0170092294424304,0.12165374421030939,0.15123167708523833,0.38783425419733447,52.5196356215471,0.2856271986739733,0.17086711681125405,0.2368537692361766,0.2745061437485516,0.16769707283970314,0.22966302478734563,1,1.0574537381317242,0.08120923552101567,2.986386275099742,3,0.03899769234397453,0.03899769234397453,1
calibration,20260410,20260327,sparse_partial_high_noise,mid_skew,1.1386629736527398,-0.2053148391190289,6,122,0.667344043782605,0.8487407644123035,0.2899222092404363,0.9975448622315274,0.14111811142121244,0.16262941101290943,0.41521120342472206,64.52244894141336,0.275401446932722,0.17120693989354555,0.23074077097360862,0.2745061437485516,0.16769707283970314,0.22966302478734563,1,0.9414288280187767,0.19723414563396313,2.9995393711091753,3,-0.05789837142559634,0.05789837142559634,-1
calibration,20260410,20260328,sparse_partial_high_noise,mid_skew,1.1386629736527398,-0.2053148391190289,6,119,0.6664031314673388,1.1769026881324118,0.038239714479672005,1.0363321741323512,0.1023307995203886,0.17348340658856912,0.455982210329018,69.56458131745862,0.25749911723363345,0.1571940082227626,0.21643111340344742,0.2745061437485516,0.16769707283970314,0.22966302478734563,1,1.0620147416456034,0.07664823200713644,2.9999345102500277,3,0.024480079897720386,0.024480079897720386,1
calibration,20260410,20260324,sparse_partial_high_noise,high_skew,1.2163133874347725,-0.6622995711727697,22,126,0.7124877938424018,1.139079173730286,0.07723421370448635,1.0044691832623418,0.21184420417243066,0.1577249043433211,0.40991791371768865,69.63643529606298,0.27187316435697007,0.1662364105336358,0.22585025415194607,0.27329086331687463,0.16663425318281927,0.2279006010096533,1,1.1460188537825775,0.07029453365219496,2.993208453367844,3,0.1318348438558065,0.1318348438558065,1
