condition,geometry_mae_mean,geometry_mae_p95,weight_mae_mean,weight_mae_p95,weighted_fit_rmse_mean,equal_weight_baseline_fit_rmse_mean,fit_improvement_factor_mean
full_clean,0.05529653723248771,0.15229886481689525,0.14503200231820576,0.32038432425595376,0.0011064639736277629,0.006347078868474239,5.441739449919811
full_noisy,0.05787114849517629,0.13045317148401514,0.1693687329765163,0.3760155041315341,0.0020846066623225077,0.004014357637750025,2.4632149458811092
partial_arc_noisy,0.08682605577414634,0.20666319059954683,0.14781914065056248,0.3142801132619297,0.004316783601258752,0.00830457774633544,2.3936699315033465
sparse_full_noisy,0.10775770302877541,0.21822746311725685,0.1255448315507795,0.2857254365146173,0.008752726256179209,0.010741046647421634,1.3465665996931104
sparse_partial_high_noise,0.07768197201445035,0.18575818581062808,0.14868339579832018,0.30246681811524706,0.014553812492276174,0.014556629253897052,1.123951499188491
