condition,geometry_mae_mean,geometry_mae_p95,weight_mae_mean,weight_mae_p95,alpha_mae_mean,alpha_mae_p95,anisotropic_fit_rmse_mean,euclidean_baseline_fit_rmse_mean,fit_improvement_factor_mean
full_clean,0.0772902655927302,0.1669599204814524,0.11398526664837291,0.2195195571537082,0.018349639818968567,0.048566563781225834,0.009954019970732903,0.11466143567228866,14.036094138520431
full_noisy,0.08608514868398372,0.1887580918764752,0.08125929911329108,0.16604723685880055,0.01858577838362544,0.043336711911803175,0.011077084614136532,0.11079071044079496,13.862122610559833
partial_arc_noisy,0.08864545041143149,0.22389199395828213,0.10578714981997461,0.24638915505121547,0.025984317068186387,0.05935422746182924,0.013933121491151968,0.10921396972455491,10.779889556889671
sparse_full_noisy,0.08769241410770914,0.2268273081520077,0.10281005090046946,0.2653459090404147,0.024773613106872656,0.06676134906346784,0.01371950715150246,0.10874477541360998,9.760323572313698
sparse_partial_high_noise,0.08409498356160008,0.16924309406975677,0.1333935197105712,0.27969068840379024,0.06378909249695108,0.18268423057160763,0.03127143490563486,0.12776989624420712,7.610376969611859
