condition,trial,true_rho,true_t,true_h,true_w1,true_w2,true_w3,true_alpha,pred_rho,pred_t,pred_h,pred_w1,pred_w2,pred_w3,pred_alpha,euclidean_pred_rho,euclidean_pred_t,euclidean_pred_h,euclidean_pred_w1,euclidean_pred_w2,geometry_mae,weight_mae,alpha_abs_error,anisotropic_fit_rmse,euclidean_baseline_fit_rmse,fit_improvement_factor
full_clean,0,0.10482054239736856,-0.1818913323807451,0.8968970029098505,0.2950298388273578,0.5278645504439969,0.17710561072864528,1.372351333106461,0.17516499216314943,-0.6815668703584398,1.217957638787717,0.14355784687041317,0.750521637097315,0.10592051603227182,1.3970504085962803,0.20522961756525965,-0.6394112191910737,0.7441086411326208,0.2612900505373079,0.7059760136556741,0.14737754588934068,0.14843805776887872,0.02469907548981931,0.008273712927256809,0.10789898648194567,13.0411808375034
full_clean,1,0.07058744492905088,-0.45420487319688213,0.8929483178701365,0.4568582665020253,0.23746789378632024,0.3056738397116544,0.7880597314916096,0.08247721196580533,-0.5552944154450455,1.1956495032360241,0.74138648824412,0.12825051218750644,0.13036299956837355,0.7969528596547981,0.06415352235464952,-0.31649062313305976,0.9382339799676921,0.6986851204858455,0.08830765549586324,0.03215521937701925,0.18968548116139647,0.008893128163188546,0.004538839708136469,0.08393827386075066,18.4933329349085
full_clean,2,0.12577100387257104,0.0972931577627244,0.6333145686045955,0.2771780678669,0.426645021902737,0.29617691023036297,1.1595822300445173,0.20040855096428228,0.0541757381907145,0.9848632664611636,0.3704332492876162,0.3836536325227554,0.24591311818962847,1.1488557429081974,0.1366467062716608,-0.15108169447688444,0.7983650595459899,0.37516814436862816,0.3371308605947606,0.138005193168531,0.06217012094714408,0.010726487136319962,0.0029215942017511384,0.05255048236395616,17.986920405461706
full_clean,3,0.18810827974531444,-0.3085860819433525,0.6910169037815628,0.36785056936520455,0.3539611651296387,0.27818826550515674,0.9332708610847792,0.06585733122524734,-0.16597284032583695,0.8203244258987624,0.17927599057626697,0.2540129257434204,0.5667110836803126,0.9536164547816214,0.1703614719524184,0.4960772947314652,0.563571765154204,0.048695031978561884,0.4788031634719251,0.17860674558680656,0.19234854545010394,0.02034559369684219,0.01180999683148204,0.0213794747470998,1.8102862390367709
full_clean,4,0.11504440786021111,-0.1141222676319211,1.0491889809139683,0.3127079283777988,0.22594297130610422,0.461349100316097,1.3091658016910508,0.1330564487304612,-0.39158687469804154,1.0742113340095998,0.2551247264074716,0.13687468716567155,0.6080005864268568,1.300938477977131,0.1714906199752382,-0.03825622612685033,0.7427876624870742,0.2575421960031809,0.3221788556243924,0.03338672755537725,0.09776765740717325,0.008227323713919876,0.0057876262276894035,0.09333359167144796,16.1264027771727
full_clean,5,0.15312734484112883,-0.5764034090576143,0.9636411185619842,0.11999491673322445,0.290328117880436,0.5896769653863395,1.414114613645324,0.10702029620809991,-0.5062520392795221,0.5983620869543875,0.2563194801842568,0.32103517143092963,0.4226453483848136,1.4885861199730266,0.21664990884385968,-0.693504495671074,0.6130550050474094,0.3051806717926031,0.3591442848360093,0.09328120434336888,0.11135441133435064,0.07447150632770261,0.023674125637707058,0.11827245191391894,4.99585301370286
full_clean,6,0.12595098096705493,-0.35336687387800403,1.3991151325987718,0.40694478656123567,0.22216650170958885,0.3708887117291755,1.516011815758618,0.07777833561163401,-0.34206699604604995,1.4087755625518767,0.5117222132187391,0.30167345006105867,0.1866043367202022,1.510389932856425,0.17949774130167653,-0.18341595143973244,0.9496907904736851,0.460186496063422,0.43043552596561035,0.08779358861137859,0.12285625000598217,0.0056218829021930095,0.00833814357346889,0.14225890827246437,17.06122076442981
full_clean,7,0.11656290562334334,-0.11266340168835504,0.8676320230929863,0.2684190665299241,0.10019235538404991,0.631388578086026,1.5449341414151356,0.1297531567649146,0.38695161341272405,0.7422938989060839,0.26633637953603595,0.10184222915854313,0.6318213913054209,1.5468781314147346,0.17384478656902397,0.5105689483241829,0.552052492812944,0.3303942612377566,0.3367816457676513,0.04179551959520533,0.0013884579959254257,0.001943989999598994,0.009140673039982053,0.1510244946258676,16.522251038328804
full_clean,8,0.15879837725792956,0.6991246834486912,0.744012808734632,0.42263079452072017,0.21311234109347513,0.36425686438580474,1.3719386934490934,0.10787677124289763,0.5539105000319607,0.6290592841173502,0.3455041968616818,0.27796953158522364,0.3765262715530945,1.3584398120108636,0.17384478656902397,0.5105689483241829,0.552052492812944,0.3303942612377566,0.3367816457676513,0.08660017946202227,0.0514177317726922,0.013498881438229748,0.006820813127641626,0.11141611917525415,16.334726826591357
full_clean,9,0.06316384489614409,0.5643055391161973,1.1129203972518837,0.5508397185992762,0.10719018316576073,0.3419700982349631,1.4155932470618997,0.2080847611147997,-0.3207663638110024,0.8489172469663516,0.7390577654751916,0.05051815786571198,0.21042407665909638,1.3750203907235314,0.17949774130167653,-0.18341595143973244,0.9496907904736851,0.460186496063422,0.43043552596561035,0.21534163110259363,0.12547869791727698,0.04057285633836827,0.012244437199625938,0.11905629853975835,9.723296922409425
