condition,trial,true_rho,true_t,true_h,true_w1,true_w2,true_w3,true_alpha,true_rotation_shift,baseline_geometry_mae,baseline_weight_mae,baseline_alpha_error,baseline_fit_rmse,harmonic_geometry_mae,harmonic_weight_mae,harmonic_alpha_error,harmonic_fit_rmse,pca_geometry_mae,pca_weight_mae,pca_alpha_error,pca_fit_rmse,oracle_geometry_mae,oracle_weight_mae,oracle_alpha_error,oracle_fit_rmse
full_clean,11,0.18414453182647894,-0.6179996560566202,0.7789182153887967,0.25388335253177,0.5844251843394114,0.16169146312881855,0.6880306025923729,17,0.048880926758300185,0.22545794932183685,0.7939684220192588,0.01878581749014325,0.048880926758300185,0.22545794932183685,0.7939684220192588,0.01878581749014325,0.048880926758300185,0.22545794932183685,0.7939684220192588,0.01878581749014325,0.07116071703175393,0.10908481373820572,0.026332053634064656,0.020025010424603428
full_clean,12,0.15046414586976956,-0.14657795174838592,0.8805571324606922,0.21902616283734402,0.40707406005529057,0.37389977710736544,1.5182967574886956,47,0.04185560177837894,0.04697490040493752,0.8666616014980653,0.0037321599318946804,0.126405747530138,0.029628324837425463,0.02709560901688146,0.007080897750146545,0.126405747530138,0.029628324837425463,0.02709560901688146,0.007080897750146545,0.126405747530138,0.029628324837425463,0.02709560901688146,0.007080897750146545
full_clean,13,0.17820971574240999,-0.18634174566751838,1.3532719994546318,0.402711327760141,0.11889547458018601,0.4783931976596729,1.4579717252017927,12,0.054746582052750375,0.049558111916339874,0.024027299409838943,0.01654476344095736,0.054746582052750375,0.049558111916339874,0.024027299409838943,0.01654476344095736,0.04381283279019482,0.0916249822686842,0.0031931703161904856,0.029884464066035267,0.054746582052750375,0.049558111916339874,0.024027299409838943,0.01654476344095736
full_clean,14,0.07114446450497634,0.48696598131066277,0.7424617194521815,0.3136145316450615,0.09627393598438919,0.5901115323705494,1.60765074249144,38,0.12256740711296814,0.11525766696003092,0.9965677074946079,0.006529762068765802,0.12256740711296814,0.11525766696003092,0.9965677074946079,0.006529762068765802,0.12256740711296814,0.11525766696003092,0.9965677074946079,0.006529762068765802,0.06414984992884025,0.04929309749665165,0.008909937251967648,0.008152889228819894
full_clean,15,0.139043825574408,-0.24323911532783446,1.3541688967258276,0.2883109621133981,0.12766492884806144,0.5840241090385404,1.452255727862879,56,0.05958502108502541,0.2767922846934349,0.7550539483331133,0.012933536208872855,0.0801884048957947,0.07788810800982585,0.06162607214876337,0.015734505816424788,0.0801884048957947,0.07788810800982585,0.06162607214876337,0.015734505816424788,0.0801884048957947,0.07788810800982585,0.06162607214876337,0.01573450581642479
full_clean,16,0.19768013722202496,0.19586909934137003,0.6497383927748613,0.14511197075521387,0.784430400950905,0.07045762829388114,1.6308525531169789,56,0.1426488509397905,0.07280765883456748,0.02444480005919969,0.00959708365041955,0.1426488509397905,0.07280765883456748,0.02444480005919969,0.009597083650419549,0.1426488509397905,0.07280765883456748,0.02444480005919969,0.009597083650419549,0.16579628443604622,0.1353975695368345,0.04563796630013339,0.009600541874710829
full_clean,17,0.15444395744811365,-0.3029132159782836,1.2944156815757422,0.34804274142925606,0.1365712647672755,0.5153859938034684,1.0895265957258378,42,0.05348779391162883,0.2492393003990311,0.18064790852609092,0.013145705768232265,0.0889608448278067,0.2062581544759041,0.1589165955904166,0.018921766912055462,0.0889608448278067,0.2062581544759041,0.1589165955904166,0.018921766912055462,0.06607919630869943,0.03741858570626322,0.013030913467191985,0.013858386250041505
full_clean,18,0.10222549463068283,0.2789118019468293,1.226074205108297,0.3235178920737563,0.4361227705888576,0.24035933733738613,1.338789460674236,31,0.005830847827249065,0.1479933468804485,0.003451877164486694,0.0012825419585325807,0.005830847827249065,0.1479933468804485,0.003451877164486694,0.0012825419585325809,0.005830847827249065,0.1479933468804485,0.003451877164486694,0.0012825419585325809,0.005830847827249065,0.1479933468804485,0.003451877164486694,0.0012825419585325807
full_clean,19,0.1455499702554287,0.6664052017487576,0.7185980120984388,0.419496845435991,0.3123413609771156,0.2681617935868934,1.7620225868561104,42,0.11669564133843009,0.06766338176432575,0.01581126480913886,0.009759782394541191,0.11669564133843009,0.06766338176432575,0.01581126480913886,0.009759782394541191,0.11669564133843009,0.06766338176432575,0.01581126480913886,0.009759782394541191,0.11669564133843009,0.06766338176432575,0.01581126480913886,0.013786303780216717
full_clean,20,0.1668103456362659,0.6910937217782551,0.5529004115054603,0.7409802530655085,0.0732005498897523,0.18581919704473918,1.7709916445493912,29,0.11485304655840324,0.11869272757238962,0.020995980726289387,0.010409759649209632,0.11485304655840324,0.11869272757238962,0.020995980726289387,0.010409759649209632,0.11485304655840324,0.11869272757238962,0.020995980726289387,0.010409759649209632,0.11485304655840324,0.11869272757238962,0.020995980726289387,0.010409759649209632
