split,observation_seed,condition,geometry_skew_bin,true_alpha,true_t,true_rotation_shift,mean_best_entropy,mean_candidate_count,mean_alpha_log_span_set,mean_geometry_span_norm_set,mean_weight_span_norm_set,mean_ambiguity_ratio,max_ambiguity_ratio,alpha_bank_log_span,geometry_bank_span_norm,weight_bank_span_norm,alpha_unstable_flag,best_alpha_error_mean,best_alpha_error_std,best_geometry_error_mean,best_weight_error_mean
calibration,20260411,sparse_partial_high_noise,high_skew,1.2745425961678112,0.6954212915285561,18,0.5434076445960477,99.2,0.7573916103896113,0.8853329295449204,0.7854377117857905,0.9067676330048291,0.9399638939191645,0.522064288657915,0.12634840180860696,0.5770414995241172,1,0.2139013500220753,0.23270243117095915,0.02090113705989598,0.1422906429606779
calibration,20260412,sparse_full_noisy,low_skew,0.8962159817208718,0.07936317382920971,18,0.7021156599643512,25.2,0.27720871607391284,0.7888910223629475,0.6267552504376955,0.39275515002531886,0.4217707031975545,0.21602965189652829,0.400026770369413,0.31248306778828444,1,0.08768556665631726,0.09672681465486961,0.1071543446682055,0.08820398837842701
calibration,20260412,sparse_full_noisy,mid_skew,0.8301997466221273,-0.3456479674719034,7,0.3929704904254173,29.2,0.45282980701706377,0.7672540571503417,0.6601996595327697,0.6370979873037944,0.6692897358187896,0.36228941571536444,0.38001801992845957,0.4236344823522959,1,0.2193085553391319,0.17540481440188996,0.09886623856535406,0.28852385634716515
calibration,20260412,sparse_full_noisy,high_skew,1.1321343287894376,0.5160498421535533,31,0.47181021416206537,27.6,0.3140842863099578,0.7825370759543777,0.6264095472825326,0.4497481664018868,0.5111532926581827,0.22474755400140514,0.34698650837357276,0.41810174051218757,1,0.14850046992147234,0.1027310398393655,0.08033866943167572,0.1238304651841589
calibration,20260412,sparse_partial_high_noise,low_skew,1.1685674195962412,0.14831088408388507,32,0.829277371461042,91.0,0.417530701726666,0.9094204195533943,0.7523742205286917,0.5029364542089617,0.5352129843589014,0.18258715378805346,0.2857117636760633,0.44430426491455294,0,0.1581162484974381,0.08071471838921933,0.05155559983916515,0.1473912845707551
calibration,20260412,sparse_partial_high_noise,mid_skew,0.8812085887392607,0.4266360032401446,58,0.7459480354766436,15.2,0.29188487870444024,0.5655694569611018,0.5031203029215654,0.5442205270645799,0.6740191942875704,0.09182187480827454,0.17036907272646454,0.29867189957232676,0,0.14868453789099165,0.036100054597925875,0.17094912733993098,0.09943823107686814
calibration,20260412,sparse_partial_high_noise,high_skew,0.791242631916462,-0.6767255273818573,1,0.5371664912460958,116.0,0.9049414500712466,0.8952899023519489,0.8157070649870418,1.059056865893476,1.1445198818220133,0.5544414026463524,0.6333980543046572,0.606717587300378,1,0.4241626497430562,0.19680445220973483,0.07276177152404914,0.16857868625799696
calibration,20260416,sparse_full_noisy,low_skew,0.843420762150945,0.03544723703524339,0,0.4214937678292384,34.2,0.4406041040651081,0.7906409842709285,0.6798069695205959,0.6021874912414259,0.6644486990381747,0.3370404512630697,0.3988948973911173,0.2457626207732725,1,0.06912136868770022,0.13079524762540506,0.07694740969544933,0.08478481741352042
calibration,20260416,sparse_full_noisy,mid_skew,0.8914591742959608,-0.41798272193138025,2,0.5474355383035876,32.4,0.29897585136979266,0.8427386009048558,0.6661862271558667,0.3963074095071086,0.4120740911630617,0.2251579861451467,0.47367467903293864,0.4287508903254709,1,0.04543834995744025,0.08584976639715626,0.055079305759837306,0.13977852523617018
calibration,20260416,sparse_full_noisy,high_skew,0.7919341547849998,0.6727910454320641,59,0.45856160878223146,38.4,0.5676106303413835,0.772141720962271,0.7380085887108886,0.7572684389999547,0.8261220390722397,0.4636928573317858,0.8268150756438164,0.1849576121939657,1,0.36535802957202723,0.18233979198866906,0.09623016584483969,0.0467803990995075
calibration,20260416,sparse_partial_high_noise,low_skew,1.251449993747517,-0.011978891607849106,32,0.5929523989309361,94.4,0.6747641241018935,0.897427787439448,0.7936477057318179,0.7988804728585798,0.8389950425031553,0.48337979020085386,0.8067517576036435,0.3240073273768679,1,0.10408498492001901,0.18182360120407465,0.10968032293653276,0.13824376849726594
calibration,20260416,sparse_partial_high_noise,mid_skew,1.2419793681897893,-0.44764907761156186,12,0.520745691441466,102.8,0.686822949001196,0.9026830015305249,0.7806511235797403,0.8170821033143698,0.8577890735531171,0.5383166464631396,0.33144749938355006,0.36841543813603655,1,0.30755137135625293,0.20376036005159726,0.1647248468280459,0.14118498079792519
calibration,20260416,sparse_partial_high_noise,high_skew,1.1866154632460388,0.6027915804267757,5,0.5435061560909835,123.0,0.8423572842061494,0.9100605016919993,0.8206902812105499,0.9739955286446579,1.0051954241358443,0.624076665767614,0.5577331346545142,0.38391918907129935,1,0.27272577328944303,0.1545377790353871,0.08548765098635397,0.16400785430226045
calibration,20260417,sparse_full_noisy,low_skew,1.1253636301066579,0.0032712117242083226,39,0.5664489308187474,42.4,0.41052688095492085,0.8314061300388351,0.7159602842085919,0.5308198962226229,0.5452001818254923,0.315158025239328,0.5533434873609029,0.1737409354879921,1,0.1258573181830451,0.12672620706931126,0.05965150550571717,0.10117399165305507
calibration,20260417,sparse_full_noisy,mid_skew,0.7818524568839363,0.22568076777600718,9,0.4706303214284572,22.8,0.583024113304415,0.7122236950930946,0.6624733125820492,0.8744629924262094,1.211990954937707,0.5050224175459032,0.14699418633462055,0.38903240616919926,1,0.29892402710839744,0.23917042390024293,0.025237600948226184,0.2139938355448614
calibration,20260417,sparse_full_noisy,high_skew,0.8225173096767153,0.5662878117286482,16,0.4121263613431562,13.8,0.4377998361577705,0.6985176515603606,0.5901581240448659,0.6854022164706627,0.7968775074111963,0.4077934116042922,0.43241259565917184,0.29606970335189015,1,0.3014685908253022,0.14530501364398807,0.10606263603193729,0.18471757103114644
calibration,20260417,sparse_partial_high_noise,low_skew,0.8118979550083474,-0.1806085087754579,29,0.6492393327361862,101.4,0.5398872197459053,0.9023913402736513,0.7683385589059841,0.646647367705851,0.6847872269214783,0.3181586779898219,0.4738413230481861,0.36715556716041126,1,0.10131258714188437,0.12653718181007115,0.05368733885475637,0.1513281989738407
calibration,20260417,sparse_partial_high_noise,mid_skew,1.2619160489624313,0.23231582095435085,4,0.6015355120725714,106.4,0.920124625668097,0.8869612633276308,0.7871321147498394,1.1014882930750691,1.1827701264948052,0.021953827567274264,0.8496331304393866,0.3987138586939863,0,0.009557058499272974,0.0075177917635769805,0.07516514121493768,0.16719864553920324
calibration,20260417,sparse_partial_high_noise,high_skew,0.86848329444384,-0.6280079309469837,40,0.6403411630453155,86.2,0.5440473595068542,0.915078697627236,0.764816488032908,0.6480564396215784,0.6814343150588213,0.3753261110235563,0.48243092531888565,0.4772703034417536,1,0.15153256238692808,0.15481436269580925,0.18079827026114273,0.10461588952749919
calibration,20260418,sparse_full_noisy,low_skew,0.8433559122909388,0.14583597539702348,3,0.5315967129681702,31.8,0.4516351310438161,0.7886383332689766,0.6910772169041596,0.6156060602312092,0.7372873727877387,0.37847326633874157,0.2765387354017757,0.13767136760321208,1,0.14680639272216045,0.16653511234367732,0.047755193165318455,0.042015754536888994
calibration,20260418,sparse_full_noisy,mid_skew,1.2669206668244894,0.35992966721599756,52,0.3046836620802467,1.8,0.2167351479466566,0.07232607266921853,0.11683867839611643,1.499733406660769,4.410282130424015,0.5395119875265447,0.4288506260900715,0.4406431543004293,1,0.13955730152754992,0.17941494520726628,0.05829170650288158,0.10458006301494757
calibration,20260418,sparse_full_noisy,high_skew,0.8130490064634044,0.4964261640515543,13,0.38430698157704557,32.4,0.5179869468213749,0.7291546558904417,0.6895440586886883,0.7364031852624542,0.837404409104468,0.41197816104360296,0.406669868837974,0.714982090803876,1,0.08553040972572772,0.16088503510030105,0.08661287363324635,0.2726590799740548
calibration,20260418,sparse_partial_high_noise,low_skew,1.1668612367248918,-0.14594916659893772,41,0.9918081875746697,63.6,0.2780541861522917,0.8901399029574047,0.7095757115721272,0.34782287014573876,0.36645571910306846,0.019312156556158554,0.7711150238507346,0.17633934249794078,0,0.16675964655106384,0.006770964688152132,0.09577169078992441,0.096479930622083
calibration,20260418,sparse_partial_high_noise,mid_skew,0.8927899215802785,0.31239828831979416,15,0.8403635805319443,79.0,0.40485976422072234,0.908629744878238,0.7291301386610488,0.49469062726971263,0.5130848850262448,0.0319187398053562,0.3351188204235611,0.14661776137693486,0,0.16513699362767215,0.013377516359202384,0.056724985619512946,0.26164162685160974
calibration,20260418,sparse_partial_high_noise,high_skew,1.1985688418340448,0.4633307896967259,24,0.6293043304828976,104.2,0.6006100623526038,0.9179350204434957,0.7822359394776284,0.7070443729308309,0.7339559703990822,0.046540059088622104,0.3474679498829114,0.32004964563694066,0,0.020037070021354308,0.007868582724565422,0.14578562025466799,0.3565079611437945
holdout,20260422,sparse_full_noisy,low_skew,0.8454209249936677,0.16946780190594682,35,0.5061510292908702,34.6,0.3993542335701358,0.777503989402197,0.6947837055392376,0.544450330098093,0.5919245245953596,0.3064288671857942,0.681903680829329,0.3085759881315737,1,0.1267285156068869,0.13643743442647108,0.08409466942898079,0.2190164858245051
holdout,20260422,sparse_full_noisy,mid_skew,1.1375779426247343,-0.4219389980466032,15,0.45421428387875806,39.0,0.36834399235910653,0.8351315178039831,0.6897212251443315,0.48352786830784344,0.5066427565985423,0.2907176211052672,0.37562795339028837,0.5465678382968024,1,0.07141085533720545,0.10127604141834798,0.05633197087136392,0.1545109176556418
holdout,20260422,sparse_full_noisy,high_skew,0.8791076466259337,0.6874423450019049,63,0.5044649749836905,9.8,0.2792992317204471,0.6094126447942695,0.5490939589601318,0.48493994261465617,0.5393222258810172,0.23371718416844084,0.5414266006992933,0.32144233585212506,1,0.14990870342979173,0.10108920393594999,0.08418021605542127,0.14329289351013322
holdout,20260422,sparse_partial_high_noise,low_skew,0.881734382249758,0.17784105610841,54,0.9966784470107299,56.8,0.26184963941405737,0.8639022515214432,0.707726968525317,0.33350032037065225,0.36566961541603843,0.021816271556068995,0.3889852715031156,0.18865964746300742,0,0.12022214425177222,0.007691202164661068,0.06992137622328566,0.15296899166807948
holdout,20260422,sparse_partial_high_noise,mid_skew,1.193340098604452,-0.28236615286284156,37,0.8986221462296736,70.8,0.33059219058464134,0.9015431783130541,0.718994546752788,0.408178813191297,0.4200372762996131,0.11550601167523154,0.5362882507273737,0.4649616340018768,0,0.21591164213724764,0.04811424472517304,0.10624204055023759,0.1304921256939435
holdout,20260422,sparse_partial_high_noise,high_skew,0.8058417417559449,-0.5118742378742865,56,0.70779492223395,108.8,0.516858257626248,0.9158486503226267,0.7580203148537312,0.618041973728926,0.6537050889523893,0.3275829516986462,0.8276881948981152,0.4419122688003862,1,0.2316302323283448,0.14766440992724827,0.11591386597831735,0.14613659794168435
holdout,20260423,sparse_full_noisy,low_skew,1.1624723636075858,-0.1594309746744751,38,0.39656788755681605,15.8,0.3879305486032044,0.7132180943711048,0.5577964151132984,0.6158199656245367,0.7447863659999747,0.33716146238624234,0.5295024716926436,0.44495416384902825,1,0.1346531710663493,0.14493772619918824,0.10826283593006691,0.1326766860218372
holdout,20260423,sparse_full_noisy,mid_skew,0.7901616811706246,-0.36926069541729967,39,0.2384336646852395,29.2,0.6288999338073177,0.7907994701204137,0.6224752509677893,0.8905622408799665,0.9345914271696858,0.5539168778037842,0.4128017218840852,0.4928251373229828,1,0.22005029241226975,0.23693624122324533,0.11245178316262665,0.1804098092553543
holdout,20260423,sparse_full_noisy,high_skew,0.8688163105521297,-0.5257667371670004,28,0.40922968778116725,11.4,0.4130929627654509,0.5579127112436792,0.5035221782739764,0.780520232900326,0.879861369186791,0.3609290665237666,0.43177528772062984,0.45936880378144257,1,0.1345270735557727,0.13091526276824927,0.0879449584012346,0.14232640727825493
holdout,20260423,sparse_partial_high_noise,low_skew,1.284002752037176,0.09283757178881881,29,0.6099831270590059,107.6,0.6624193071211382,0.894669016299224,0.7981958972020726,0.7836305980268301,0.8325857305378553,0.4557085879986672,0.8343584613819691,0.3842622033032848,1,0.21680377842400186,0.216375344362489,0.12514461387210443,0.15092871203928082
holdout,20260423,sparse_partial_high_noise,mid_skew,1.2481451346845953,-0.2693313050528414,37,0.7499151677441482,112.0,0.4382863718481329,0.9162501519275914,0.7558950353771512,0.5243061120859278,0.5379341295089278,0.22656524162169112,0.3916144615800348,0.22298647578095845,1,0.3134354090294048,0.08696159537649166,0.17450846553749494,0.16347048838754724
holdout,20260423,sparse_partial_high_noise,high_skew,1.1892117130269413,-0.6618817448914281,0,0.856627124516252,57.4,0.29147811779338106,0.8654332265964177,0.7036443757904488,0.37147194437991704,0.40497821029036624,0.053950256843221335,0.3612521800516543,0.26595751181229604,0,0.25052308358303427,0.020670545541759993,0.06810526002000468,0.2886702602318262
holdout,20260424,sparse_full_noisy,low_skew,1.220903502241568,-0.08422455438773073,27,0.37385086881332535,36.2,0.46826285862268546,0.7931258919190322,0.7094682053883218,0.6263595090477051,0.7049365079528335,0.380772850619722,0.27886469748851206,0.3537642163994887,1,0.18106762030973492,0.17916046814731304,0.08713840235997246,0.13259060058326405
holdout,20260424,sparse_full_noisy,mid_skew,1.2370805507722022,-0.2678446141747568,36,0.4699066977329898,23.4,0.5494829421550164,0.7159502142915177,0.6300387836929859,0.8303764570593868,0.9752373597321594,0.019726712669818874,0.8268150756438164,0.19709653251776085,0,0.024679369357251613,0.009246749988003948,0.1243328044868306,0.07237893999068581
holdout,20260424,sparse_full_noisy,high_skew,1.1240444792751552,0.6531923374747928,11,0.8105328577517457,47.0,0.2519061601852364,0.8323554701131404,0.7046998094223232,0.32818766890274925,0.3432072872230913,0.11197911752379536,0.5397255542878043,0.48022272080257383,0,0.1079309389616651,0.049880677238248836,0.1510745118806606,0.16336647327574477
holdout,20260424,sparse_partial_high_noise,low_skew,0.7901446823273661,-0.11149395428809702,51,0.6568931677256151,110.0,0.5712137092713883,0.9163417149241819,0.7788385384215266,0.6743976361561106,0.6998004477157362,0.03571916981300463,0.5856215809685742,0.29964074009109565,0,0.39905355759674577,0.015916043364433096,0.07335224870879162,0.10293281952612547
holdout,20260424,sparse_partial_high_noise,mid_skew,0.8649653549713395,-0.2613324334384325,2,0.721395694288011,92.6,0.42928998959751336,0.8884171253505851,0.7361825535100726,0.5285345453421023,0.5373639572142612,0.26590490459570243,0.48640444758889684,0.15603091455725146,1,0.11666623922307998,0.12493807837127811,0.10763710964844656,0.23656363830706276
holdout,20260424,sparse_partial_high_noise,high_skew,1.2822085684698488,0.4737218196896238,35,0.5071606081742754,91.8,0.7455928308527424,0.8907641935866668,0.7991789007573213,0.8839594360396774,0.9534820274149779,0.5683813192832111,0.7057251073531635,0.41444516834734996,1,0.43206645466124527,0.20149277004347363,0.09440146428445649,0.21588967200825976
confirmation,20260425,sparse_full_noisy,low_skew,1.1796315323071715,0.16422008158074786,57,0.32025918009420706,3.6,0.10732994711619588,0.28672260504329156,0.3022202537547069,0.37756832088388237,1.4281287288521767,0.046540059088622104,0.34772274548001,0.3391922714037605,0,0.029684923049826173,0.014522593390327174,0.05670519158101957,0.05617805836238517
confirmation,20260425,sparse_full_noisy,mid_skew,1.1188307723106752,0.4398380556486153,28,0.657028965889596,21.6,0.3225915510254872,0.7702607198413636,0.5910916936768994,0.47673495396670973,0.5291018176340376,0.2459643016377893,0.49129111513945833,0.22298647578095845,1,0.14265517461607685,0.10765545052480266,0.04575359949638924,0.07605874930726952
confirmation,20260425,sparse_full_noisy,high_skew,0.8339713012585691,-0.45060961323439513,42,0.45254238740345587,11.6,0.36854323433011205,0.6588546444726565,0.5313284759593504,0.6239265566573005,0.6834245996505223,0.3041218572992644,0.41748022213617747,0.45309932660634306,1,0.2593868804564677,0.11664730376878737,0.16797565152436222,0.13135325004372472
confirmation,20260425,sparse_partial_high_noise,low_skew,1.1495547960554364,0.03523116428113053,17,0.820395891309359,89.0,0.38012795246109193,0.8959511365490849,0.7318143403621662,0.4672139197964985,0.4942504978668685,0.02933873774334768,0.37527133922013745,0.33846870245854754,0,0.24359221780553,0.009712494118580519,0.11459778897570354,0.47578925542853
confirmation,20260425,sparse_partial_high_noise,mid_skew,1.1089816388146323,0.41077650719586833,48,0.7885969519203744,96.2,0.48173830031421866,0.9138922475192086,0.7557298992948491,0.577439714487839,0.6004783237821287,0.21791611833670022,0.35184611010017336,0.3955096155958227,1,0.0864433507403265,0.07923323565570034,0.18343348582712377,0.2514751550022648
confirmation,20260425,sparse_partial_high_noise,high_skew,1.2826531927841773,-0.5313299359465913,24,0.5305759162782319,110.6,0.8647974952922726,0.9070518247468871,0.8262884179745311,0.9982905192574945,1.0350446563228204,0.6667916770653108,0.5350778078230674,0.34903732329925957,1,0.16709550212976573,0.19941186540418535,0.09520713146100361,0.3872773403864207
confirmation,20260426,sparse_full_noisy,low_skew,1.2103793013687527,0.04212600469119543,42,0.349149003394869,8.4,0.41710241244475676,0.5428398510876226,0.4494250079018086,0.9139452964144524,1.4687982335094172,0.4344708723523424,0.5317063562966312,0.4328812850453561,1,0.09991193761376346,0.15188061881873374,0.07543321476122228,0.08808453167771943
confirmation,20260426,sparse_full_noisy,mid_skew,1.1128276435635405,-0.35023869377937256,59,0.5747078746173335,32.6,0.38497013915064016,0.8279156214100357,0.6985500038541557,0.5045096073112391,0.5188308442257263,0.2877248286089051,0.6576926402943063,0.2858194925718473,1,0.1582595346262054,0.10249682022030467,0.11391232024610917,0.09452387498564864
confirmation,20260426,sparse_full_noisy,high_skew,0.8937364337370768,-0.5769045728103854,17,0.744979984331923,40.8,0.2736387897598069,0.8238572072553844,0.6790209798832848,0.3652785522232863,0.3901467030330631,0.16405856888107254,0.34270002891678725,0.21303754702878505,0,0.09607590698000998,0.07251552584323762,0.12092576115460985,0.21695867453960577
confirmation,20260426,sparse_partial_high_noise,low_skew,0.8367153816937006,-0.09721380364975842,58,0.7460834157242705,90.2,0.47957361440680424,0.9173436427096556,0.7467848818293874,0.5767879964427011,0.6508451480793952,0.3162609632284565,0.6136932329162055,0.43048460089636037,1,0.09923775665846224,0.1177385904469238,0.06913455519883194,0.09059597684528582
confirmation,20260426,sparse_partial_high_noise,mid_skew,1.2188639297390595,-0.2911026935130036,30,0.543334855871309,105.6,0.6366183985369614,0.9026619265602427,0.7988806707068373,0.7493152953217106,0.8002028493525838,0.46490626273953917,0.7506495437240349,0.3427666650366616,1,0.11408443465175319,0.15579315016768072,0.10491898700979063,0.0875694734828297
confirmation,20260426,sparse_partial_high_noise,high_skew,0.8019425689008923,-0.6495091928693849,42,0.6662746160269816,105.4,0.5136310551657424,0.9196930592918611,0.7673373506320972,0.6093279182272582,0.6582200935200443,0.31994845956690054,0.46895731313032524,0.31542033404753467,1,0.16999525871293947,0.15138950685926972,0.1059488721577169,0.28265663140916086
confirmation,20260427,sparse_full_noisy,low_skew,1.2484364223773405,-0.05535812108117959,3,0.48698043317574957,26.2,0.5206668074270342,0.6766818727434709,0.693729983059805,0.7708358158361058,0.8700113786968402,0.44774196140932954,0.801092347255396,0.27968189385363645,1,0.10067840534392367,0.17248289525328,0.08920373389207459,0.06909070520588234
confirmation,20260427,sparse_full_noisy,mid_skew,1.142549518606605,-0.4232779746677641,60,0.6235858074262983,23.6,0.3535276582367769,0.7677627600943113,0.6025822127537899,0.5241334935758548,0.6420292589865461,0.26590490459570243,0.5243814730490959,0.13855554418701493,1,0.1106141150576287,0.12659391056252886,0.08254752591986196,0.06520859588165925
confirmation,20260427,sparse_full_noisy,high_skew,1.1904656127747277,-0.48602453422396796,60,0.3948964550800817,15.0,0.4429041809469699,0.6942221154306121,0.5510810968924302,0.7143269713264047,0.7971802246024324,0.40715489739771504,0.6538269576315461,0.4499831759048936,1,0.08487211968613413,0.14956756831576565,0.1259787464628156,0.12283152958018576
confirmation,20260427,sparse_partial_high_noise,low_skew,1.1919344353632797,-0.14797549125154508,6,0.5927323741949319,85.6,0.6475824337714295,0.9032006737413057,0.7786480702777824,0.7709118060221324,0.8100279089728378,0.48175598213464366,0.5135114198482326,0.33839122840907576,1,0.12862582325384994,0.14021013571790447,0.07337482378494313,0.2879247883791682
confirmation,20260427,sparse_partial_high_noise,mid_skew,0.8371333086222645,0.323964267389595,6,0.7434967650956128,86.4,0.44755169851471,0.8881097807311302,0.7358024887849924,0.5512164269699641,0.5916068396579669,0.26590490459570243,0.49763304103935946,0.26361681002495874,1,0.14505661120865065,0.1244916975248037,0.15280344692890593,0.12098951890504987
confirmation,20260427,sparse_partial_high_noise,high_skew,0.8731351834837112,-0.6812330477156526,52,0.6395177587806458,93.4,0.570426816928871,0.904560999413652,0.764485558018454,0.683889825678747,0.7180473944722536,0.3679343082068783,0.47597495951006313,0.19787693928980535,1,0.15098639571057776,0.13872837350926154,0.16667612457424968,0.03798765240435372
