split,observation_seed,bank_seed,condition,geometry_skew_bin,true_alpha,true_t,true_rotation_shift,best_score,best_entropy,candidate_count,alpha_log_span_set,geometry_span_norm_set,weight_span_norm_set,ambiguity_ratio,best_alpha,best_alpha_error,best_geometry_error,best_weight_error
calibration,20260410,20260324,sparse_full_noisy,low_skew,1.147529461864347,0.10972497877703384,47,0.0014557340184666945,0.43966859915469414,14,0.3520943713053996,0.6130845057164208,0.6380939259643703,0.562820397778769,1.0913040778755296,0.05622538398881738,0.04691501820867805,0.09149932201049782
calibration,20260410,20260325,sparse_full_noisy,low_skew,1.147529461864347,0.10972497877703384,47,0.001458531287790566,0.44929877619822867,10,0.35401716646693154,0.7818513408693315,0.4901138434391179,0.556646000746327,1.0773595933388225,0.07016986852552454,0.09774220561406755,0.12856391898004665
calibration,20260410,20260326,sparse_full_noisy,low_skew,1.147529461864347,0.10972497877703384,47,0.0014625128296737173,0.453429734454915,12,0.27627409373685097,0.563375476017519,0.5321885337386488,0.5043504373575386,1.0763505750404045,0.07117888682394247,0.049955439862068345,0.09441934050369372
calibration,20260410,20260327,sparse_full_noisy,low_skew,1.147529461864347,0.10972497877703384,47,0.0014470341970711082,0.41845226847368217,19,0.32902590243947627,0.8070937416697053,0.6091161983687665,0.4646569595896753,1.1123499677980049,0.03517949406634213,0.04070923971760574,0.162001873912196
calibration,20260410,20260328,sparse_full_noisy,low_skew,1.147529461864347,0.10972497877703384,47,0.0014089934115024871,0.43445123660633395,10,0.23461957392538763,0.6466273569650043,0.49732998172502113,0.41018937680675477,1.0872103672203692,0.06031909464397778,0.09754066587140331,0.015380508107501264
calibration,20260410,20260324,sparse_full_noisy,mid_skew,1.2255287217844368,-0.42211193196284297,21,0.0013208254997548992,0.4962831072626835,25,0.4433097689781408,0.6580877973135931,0.6863784030363448,0.659458406411044,0.8208224552185532,0.4047062665658836,0.18867787954575813,0.3345048806894097
calibration,20260410,20260325,sparse_full_noisy,mid_skew,1.2255287217844368,-0.42211193196284297,21,0.001276565259987668,0.5193033998753428,30,0.44504178972725594,0.7248018114841877,0.7884434756479167,0.588195176963937,1.1894498768467103,0.036078844937726506,0.24521322940707332,0.2695446317685773
calibration,20260410,20260326,sparse_full_noisy,mid_skew,1.2255287217844368,-0.42211193196284297,21,0.0012663881875460377,0.5451147560277179,19,0.4037828009318488,0.7324629188337332,0.6650522766419567,0.5778581903639455,0.8384252334127336,0.3871034883717033,0.22212587001198134,0.2600547834295836
calibration,20260410,20260327,sparse_full_noisy,mid_skew,1.2255287217844368,-0.42211193196284297,21,0.0012782376015248718,0.5143492277389314,28,0.4444204230422142,0.6907712993016001,0.6200776259455331,0.6780650530852409,0.8295188134940455,0.3960099082903913,0.0914529105226352,0.2613139289689948
calibration,20260410,20260328,sparse_full_noisy,mid_skew,1.2255287217844368,-0.42211193196284297,21,0.0012703297605924375,0.5423660003509728,25,0.4322360505216134,0.6278589949237898,0.6074798293710418,0.6997854224622896,1.198444923274014,0.027083798510422863,0.15716355538498752,0.3079972772369239
calibration,20260410,20260324,sparse_full_noisy,high_skew,0.8719494631553358,0.46748272124058204,4,0.001065905414705002,0.5922596536137356,31,0.3581354583018357,0.8568667931865731,0.6530561691142599,0.474375802267562,1.1488557429081974,0.27690627975286153,0.1131928750026399,0.34577216153042806
calibration,20260410,20260325,sparse_full_noisy,high_skew,0.8719494631553358,0.46748272124058204,4,0.0010947451297402505,0.5851199134944463,32,0.3792479787428029,0.6461214355071109,0.7172218534247485,0.5563499403586502,1.1455032343505196,0.27355377119518376,0.022949139931030715,0.29508088502363045
calibration,20260410,20260326,sparse_full_noisy,high_skew,0.8719494631553358,0.46748272124058204,4,0.0010866202603162702,0.5790944094725189,30,0.399978634445054,0.8022200948719519,0.6269509309800593,0.5597351572483827,0.8616049674762232,0.010344495679112664,0.13446686394301743,0.31948982766705925
calibration,20260410,20260327,sparse_full_noisy,high_skew,0.8719494631553358,0.46748272124058204,4,0.0010796133988169926,0.5849127119196863,44,0.39812420815276117,0.8612748297953258,0.7036548353454021,0.5088077975912859,0.8503250686683078,0.02162439448702802,0.04554518093996266,0.3238813888791782
calibration,20260410,20260328,sparse_full_noisy,high_skew,0.8719494631553358,0.46748272124058204,4,0.001087626146002916,0.6021261088900829,34,0.38115938237226477,0.6832478750630608,0.6565763879644751,0.5689692191586042,0.8731178736178767,0.001168410462540903,0.0807931697505811,0.3115861551418062
calibration,20260410,20260324,sparse_partial_high_noise,low_skew,1.1217890161161423,0.1451518868676587,53,0.0032417933562216765,0.5418036348984495,85,0.5661057681157106,0.8829422233152844,0.767781218727131,0.6858880823977109,0.9172563573830217,0.20453265873312065,0.05878775380694129,0.1256493339892115
calibration,20260410,20260325,sparse_partial_high_noise,low_skew,1.1217890161161423,0.1451518868676587,53,0.0032559083259609753,0.5458610694474002,78,0.5642657085363546,0.9361061660960198,0.8383009561412763,0.6360047831919081,1.0444551130588429,0.07733390305729948,0.08751939459929543,0.28748552241846287
