condition,marginalized_alpha_error_mean,support_gated_alpha_error_mean,joint_alpha_error_mean,oracle_pose_alpha_error_mean,joint_vs_support_gated_alpha_ratio,joint_fraction_of_support_to_oracle_gap_closed,joint_seed_rank_mean,joint_pose_entropy_mean,support_gated_choose_family_fraction
sparse_full_noisy,0.1941510582408892,0.12331280002327195,0.1283654281963597,0.01747297893366469,0.9606387152360152,-0.04773844212009811,1.8333333333333333,0.4908581597139814,1.0
sparse_partial_high_noise,0.2202579047739935,0.21947538605127156,0.23869513446294252,0.034840472094735585,0.9194799321950368,-0.10409595888346115,1.6666666666666667,0.7013004526724199,0.0
