rho,t,h,w1,w2,w3
0.07795881850447017,-0.5984641594432175,1.4871268733023892,0.049581403093851624,0.7366204049149495,0.21379819199119876
0.13867013866752737,-0.6957883604790367,1.5382305489356098,0.49258047962449364,0.45144494388532325,0.05597457649018312
0.1432554432385427,0.3922551475051407,0.7954745142226137,0.6559888720445604,0.08655849197420679,0.25745263598123275
0.13398220775764844,-0.2823161803689681,1.4654240325000756,0.6619244119674026,0.0840055875662139,0.2540700004663835
0.2004623368319045,0.6727806497341113,1.0586340327268144,0.6431751086331058,0.13543225607735876,0.22139263528953537
0.2393646601987325,-0.4621368465865315,0.9478538737178394,0.4016891574136155,0.21720829405177816,0.38110254853460646
0.1689937957729285,-0.24510319212491805,1.0381341023667188,0.12191930022863598,0.3067103508536152,0.5713703489177487
0.09451326333359458,-0.4453316199357243,1.119359465290947,0.40332717417724034,0.16491589401120396,0.4317569318115556
0.1985941884660471,0.4861125832393066,1.3802284791664006,0.42926140537134344,0.37454382735112324,0.1961947672775333
0.2299281959768223,0.28067352608503277,0.9990596663684707,0.2814413909076387,0.6799248356210349,0.03863377347132649
0.1875158203022992,0.26071851308700394,0.5169559091323286,0.4263164099076426,0.15035394390255608,0.42332964618980123
0.05049172068891608,0.7162389434173728,1.2111259301941055,0.2100550535354474,0.5428935247429776,0.247051421721575
0.06741693262481586,0.3234123066016128,1.2237421447216346,0.051272076891878134,0.0920498584366197,0.8566780646715021
0.08397679829944353,-0.08077864931601067,0.6524448359946895,0.36476096930382074,0.42166568960063866,0.21357334109554058
0.17469259294454878,-0.6176449592863714,1.198117585563122,0.22370604807355782,0.5974794168367726,0.1788145350896695
0.23663509761119828,0.38331911915170774,0.5571096236883032,0.13361199700831844,0.1525606813912767,0.7138273216004049
0.1348802310060182,-0.5409628030473117,1.1070177069663418,0.29565953022611197,0.21119516555619344,0.4931453042176946
0.13663559373171538,0.38199849070722736,0.46009113919611805,0.37271898828915634,0.5601529441174833,0.06712806759336046
0.18374569078540995,0.5086262193162903,1.4110451717851953,0.0458399533076178,0.5022748252207793,0.4518852214716028
0.11919230526184814,-0.2257375518302075,0.5089242209171512,0.48137557516692797,0.18522861565291202,0.33339580918015993
0.13618001003312513,-0.3486036174527712,1.1217305068577201,0.6028887286742064,0.25558422812087184,0.14152704320492174
0.09890579213995991,0.04236975250149815,1.050567805156277,0.09751858437823786,0.3355144192496729,0.5669669963720892
0.14180855523759095,-0.48389633436226465,0.9901096250401588,0.6629071353148995,0.14747714751369678,0.18961571717140363
0.08391028965700056,-0.5148721665758765,1.2575021284156322,0.4016606436114697,0.3565586330969251,0.24178072329160524
0.05888095788330503,0.4066452833891678,0.9804384123463189,0.19755773349704744,0.15161919870259902,0.6508230678003534
0.12626297804649048,0.5037444920280871,1.5201929665793907,0.15116727501945929,0.6727909897546739,0.17604173522586683
0.12749276328810924,0.6809196101260837,0.7680031526459827,0.217456744139275,0.20567325612496282,0.5768699997357623
0.13905509604338276,0.3350269689705897,1.5326794621293374,0.19878876891552716,0.5840636914412376,0.21714753964323524
0.08295872543515022,0.09761434762538351,1.0709225934189082,0.125536169311115,0.5279818555642919,0.34648197512459306
0.14677610681586423,0.5172516369292263,1.327752064705327,0.1323422858203229,0.5563338726869383,0.31132384149273873
0.1765081756368666,0.4979138671971372,0.45226258746276027,0.1744993331848731,0.2227297853810773,0.6027708814340496
0.06704735470821668,8.110950012358843e-05,0.4654254928839931,0.14953238334558347,0.5264633944820298,0.32400422217238656
0.19347391631179484,-0.115531102973498,0.4743952690846235,0.3620290413815478,0.3401044230639101,0.297866535554542
0.1632424850490471,0.6729229542103017,0.8381684349597452,0.3441692881175096,0.6022508258112139,0.05357988607127651
0.19840052284171686,0.01526699532514293,0.6066583799313082,0.6030044940466561,0.2174308884866812,0.1795646174666626
0.06588671988293586,-0.42343699906868015,0.7552146397048545,0.18218118568792727,0.6192905696299696,0.19852824468210306
0.19815778514038043,-0.2849329770782674,0.4730881183074389,0.05366144668053815,0.628207103916894,0.31813144940256766
