family,rho,t,h,label1,w1_1,w2_1,w3_1,label2,w1_2,w2_2,w3_2,mean_boundary_family_distance,max_boundary_family_distance,mean_simplex_loop_family_distance,max_simplex_loop_family_distance
offset,0.14,0.25,1.15,equal,0.3333333333333333,0.3333333333333333,0.3333333333333333,mild skew,0.2,0.35,0.45,0.04227405108092652,0.06820118579839399,0.17685037817789942,0.19330260884128553
offset,0.14,0.25,1.15,equal,0.3333333333333333,0.3333333333333333,0.3333333333333333,source 3 heavy,0.1,0.2,0.7,0.01948234006965454,0.03405672524255145,0.4540885582299721,0.47158764741421
offset,0.14,0.25,1.15,equal,0.3333333333333333,0.3333333333333333,0.3333333333333333,source 1 heavy,0.55,0.25,0.2,0.08490476384628398,0.13477777554168593,0.261343662943883,0.2757005004721861
offset,0.14,0.25,1.15,mild skew,0.2,0.35,0.45,source 3 heavy,0.1,0.2,0.7,0.025848927976652745,0.042565332473710256,0.3091675787430008,0.316001870452227
offset,0.14,0.25,1.15,mild skew,0.2,0.35,0.45,source 1 heavy,0.55,0.25,0.2,0.10094681593719383,0.15928264198109987,0.43452499082308804,0.46618057075001423
offset,0.14,0.25,1.15,source 3 heavy,0.1,0.2,0.7,source 1 heavy,0.55,0.25,0.2,0.08235325323347575,0.12966379637099093,0.6689549323269027,0.7073553624719988
