condition,baseline_alpha_penalty_vs_canonical,harmonic_alpha_penalty_vs_canonical,pca_alpha_penalty_vs_canonical,baseline_geometry_penalty_vs_canonical,harmonic_geometry_penalty_vs_canonical,pca_geometry_penalty_vs_canonical
full_clean,12.269705376470794,11.809839232100856,12.739693646742522,0.9891327019702059,0.9787883895035817,0.9910260451921517
full_noisy,12.836514631431275,12.7019428566916,11.535723441888011,0.9119047196885823,0.890130909651314,0.8680349661694637
partial_arc_noisy,9.268045091022685,13.835917602719118,11.814004813777977,0.9595093765723168,1.305016372569836,1.040772518180382
sparse_full_noisy,8.689247512321948,12.162514830605408,11.027492032771208,0.8670417112056517,0.9365590495711054,1.1191604727756146
sparse_partial_high_noise,3.8919076391190255,4.903359758438683,4.43141196494408,1.1437375084700436,1.2436161374702668,1.125320496612462
