condition,trial,true_rho,true_t,true_h,true_w1,true_w2,true_w3,true_alpha,true_rotation_shift,baseline_geometry_mae,baseline_weight_mae,baseline_alpha_error,baseline_fit_rmse,harmonic_geometry_mae,harmonic_weight_mae,harmonic_alpha_error,harmonic_fit_rmse,harmonic_alignment_shift,pca_geometry_mae,pca_weight_mae,pca_alpha_error,pca_fit_rmse,pca_alignment_shift
full_clean,0,0.1321639767651932,0.16570142626714357,1.1771347373607148,0.21037533624489801,0.35079228078887614,0.43883238296622584,0.766702199513243,24,0.05604401139233551,0.1748196834420115,0.5023220013651661,0.010336879559801187,0.05604401139233551,0.1748196834420115,0.5023220013651661,0.010336879559801187,8,0.05604401139233551,0.1748196834420115,0.5023220013651661,0.010336879559801187,8
full_clean,1,0.15977598500964546,-0.5425767655133641,1.0171469093537775,0.41421628335866373,0.06375575999952572,0.5220279566418105,1.624161167974143,2,0.07774389156808888,0.22180543603565014,1.0058704423121974,0.012164232018516219,0.06515039860505324,0.08451737722971857,0.992666137090241,0.015326207108726354,34,0.06515039860505324,0.08451737722971857,0.992666137090241,0.015326207108726354,34
full_clean,2,0.1022563492774046,-0.09808684475587656,0.8311654418123646,0.34208346936924344,0.5314041082228442,0.12651242240791238,1.7507511588566473,14,0.10891464669958227,0.10002846364873601,0.03469189361766434,0.006886931081642995,0.10891464669958227,0.10002846364873601,0.03469189361766434,0.006886931081642995,46,0.10891464669958227,0.10002846364873601,0.03469189361766434,0.006886931081642995,46
full_clean,3,0.06198101327317186,0.03558260904277335,1.1315159253583258,0.6131169783816194,0.03528030181188823,0.3516027198064924,0.7875741522355545,54,0.12086276395357898,0.17058116850996893,0.0024860760464052722,0.004680242771542551,0.12086276395357898,0.17058116850996893,0.0024860760464052722,0.004680242771542551,6,0.12086276395357898,0.17058116850996893,0.0024860760464052722,0.004680242771542551,6
full_clean,4,0.06812846668555567,0.02159851173572842,0.8194864794254814,0.6023013729881502,0.26929588937180055,0.12840273764004922,0.6878588621056557,11,0.008758551196787145,0.30860926181335097,0.0026318462017900224,0.008847798176404282,0.008758551196787145,0.30860926181335097,0.0026318462017900224,0.008847798176404282,27,0.008758551196787145,0.30860926181335097,0.0026318462017900224,0.008847798176404282,27
full_clean,5,0.14481416713882825,0.36923399207618823,0.7787192836784517,0.2678757887889879,0.3610375649055853,0.3710866463054268,0.9093172463182392,9,0.03847840044689969,0.21846511266067145,0.17359100193991395,0.005399346422024036,0.03847840044689969,0.21846511266067145,0.17359100193991395,0.005399346422024035,57,0.03847840044689969,0.21846511266067145,0.17359100193991395,0.005399346422024035,57
full_clean,6,0.1277873478885264,0.2940854119409102,1.438633201897995,0.09672917814953767,0.1472438876342186,0.7560269342162438,1.7200946757114592,16,0.10754550386263233,0.17653018477287793,0.013776842493816943,0.005649011916516374,0.10754550386263233,0.17653018477287793,0.013776842493816943,0.005649011916516375,48,0.10754550386263233,0.17653018477287793,0.013776842493816943,0.005649011916516375,48
full_clean,7,0.2046554762498537,0.5857684104447208,0.7215416316353029,0.22485968852680607,0.13728353286501094,0.637856778608183,1.427711039643138,15,0.05801239400199879,0.20768439942013425,0.748594961990192,0.010165577597713771,0.05801239400199879,0.20768439942013425,0.748594961990192,0.010165577597713771,47,0.05801239400199879,0.20768439942013425,0.748594961990192,0.010165577597713771,47
full_clean,8,0.19669454796931032,-0.6788883653156826,1.4467465700035191,0.624911986657247,0.11138392866919761,0.2637040846735554,0.6738089959449712,41,0.21676247577041516,0.2025845434842116,0.8147771240280554,0.005932531216193818,0.21676247577041516,0.2025845434842116,0.8147771240280554,0.005932531216193818,57,0.21676247577041516,0.2025845434842116,0.8147771240280554,0.005932531216193818,57
full_clean,9,0.07802183148808212,-0.40471839655027475,1.0577015133516943,0.17466685931597778,0.49169873817691306,0.33363440250710913,1.753712604324874,2,0.14902918692714026,0.1309873671747322,0.03156346763965945,0.008124338409437295,0.14902918692714026,0.1309873671747322,0.03156346763965945,0.008124338409437295,34,0.14902918692714026,0.1309873671747322,0.03156346763965945,0.008124338409437295,34
full_clean,10,0.12534642447290656,0.16764564957336497,0.7110746787887307,0.23962344966691798,0.22025842060881837,0.5401181297242637,1.2610278399813672,38,0.03043315475728543,0.12856557104773683,0.0018936500440833726,0.00437781989985332,0.03043315475728543,0.12856557104773683,0.0018936500440833726,0.00437781989985332,6,0.03043315475728543,0.12856557104773683,0.0018936500440833726,0.00437781989985332,6
full_clean,11,0.0710685206152578,0.07190672461988402,0.9881160172974828,0.19332465535972268,0.3226690000991888,0.48400634454108854,1.2400388553263615,45,0.10282984225795938,0.16597342783652025,0.022882634699089133,0.0072109136496967,0.1499217902072553,0.2038228736915768,0.019739450705077877,0.007351332619065,45,0.1499217902072553,0.2038228736915768,0.019739450705077877,0.007351332619065,45
full_clean,12,0.15027318809209875,-0.6900846162763252,0.6602759296510045,0.18141351917869306,0.39925510396746666,0.41933137685384025,0.9351056139523207,17,0.13455351266680768,0.16618535104077875,0.004495613816899557,0.006217952644985051,0.13455351266680768,0.16618535104077875,0.004495613816899557,0.0065847010418190475,2,0.13455351266680768,0.16618535104077875,0.004495613816899557,0.0065847010418190475,3
full_clean,13,0.1229258362078731,-0.25617160461714644,1.2724358828741096,0.5702925417458746,0.40779412825886185,0.02191332999526352,1.568673367107893,25,0.08153798765100054,0.062114877165300765,0.004053385177038349,0.013813149051283063,0.08153798765100054,0.062114877165300765,0.004053385177038349,0.013813149051283063,25,0.08153798765100054,0.062114877165300765,0.004053385177038349,0.013813149051283063,25
full_clean,14,0.14360280130767006,-0.35943440098420043,1.002544517503355,0.5254701623699237,0.20768734828142743,0.26684248934864885,1.2070631437536448,48,0.03491269341190629,0.02828209567610755,0.013600916663549789,0.008935676494214942,0.03491269341190629,0.02828209567610755,0.013600916663549789,0.008935676494214942,48,0.03491269341190629,0.02828209567610755,0.013600916663549789,0.008935676494214942,48
full_clean,15,0.09406273864556201,0.5008834451984111,0.8829673113263656,0.5666684656037821,0.3972479113295104,0.03608362306670748,1.5064129921529548,15,0.018637314263223657,0.05534948959015085,0.03065676223458036,0.009754721957531734,0.018637314263223657,0.05534948959015085,0.03065676223458036,0.009754721957531734,15,0.018637314263223657,0.05534948959015085,0.03065676223458036,0.009754721957531734,15
full_clean,16,0.08877254127000608,-0.3299490959248477,0.9001130111279578,0.05745981073059236,0.2737865449208814,0.6687536443485262,0.9311534127279866,4,0.02810404307743355,0.09869735113902722,0.12358262289010447,0.006449848620848679,0.02810404307743355,0.09869735113902722,0.12358262289010447,0.006449848620848679,52,0.02810404307743355,0.09869735113902722,0.12358262289010447,0.006449848620848679,53
