condition,trial,true_rho,true_t,true_h,true_w1,true_w2,true_w3,true_alpha,true_rotation_shift,baseline_geometry_mae,baseline_weight_mae,baseline_alpha_error,baseline_fit_rmse,harmonic_geometry_mae,harmonic_weight_mae,harmonic_alpha_error,harmonic_fit_rmse,harmonic_alignment_shift,pca_geometry_mae,pca_weight_mae,pca_alpha_error,pca_fit_rmse,pca_alignment_shift
full_clean,17,0.06937146787924339,-0.34390499828409404,1.3499269149691686,0.3191789837446972,0.3269881778794852,0.3538328383758176,1.2784810940232718,49,0.11529286774895812,0.07580288560127019,0.008705191322267325,0.004387558427046583,0.11529286774895812,0.07580288560127019,0.008705191322267325,0.004387558427046583,49,0.11529286774895812,0.07580288560127019,0.008705191322267325,0.004387558427046583,49
full_clean,18,0.12324823408589874,-0.18580001617225658,0.5668702058071461,0.20074014034622514,0.2145052305137832,0.5847546291399917,1.0402785037135558,10,0.15341116969072383,0.10891862511645067,0.024541814318247424,0.01024974778580193,0.08263368353581058,0.12853916383512387,0.10864413930753425,0.011108028607052777,10,0.08263368353581058,0.12853916383512387,0.10864413930753425,0.01130910848331567,9
full_clean,19,0.1473184394529592,-0.5508339071134362,0.6394795030834826,0.3506767468520036,0.49455977367621545,0.15476347947178098,0.856615625936242,57,0.080207665549917,0.061024538732397604,0.007040062075848286,0.007492899047759068,0.080207665549917,0.061024538732397604,0.007040062075848286,0.007492899047759068,9,0.08922393722449469,0.10087306754246143,0.00673691618190031,0.009558000373319803,10
full_clean,20,0.19857779000661677,0.6961383314729679,1.01231975069533,0.38698448232738286,0.22095750168928216,0.3920580159833349,1.6531095929267916,13,0.02344826802894633,0.07890995889787053,0.006323410093265203,0.0072003188690566424,0.02344826802894633,0.07890995889787053,0.006323410093265203,0.0072003188690566424,45,0.02344826802894633,0.07890995889787053,0.006323410093265203,0.0072003188690566424,45
full_clean,21,0.1122012439625332,0.550929394906843,1.0007859560419456,0.5525579632834009,0.34428332338576534,0.10315871333083376,1.6326010291651873,31,0.05876427277234555,0.02355655551628825,0.00592008457506954,0.011211072377590973,0.05876427277234555,0.02355655551628825,0.00592008457506954,0.011211072377590973,31,0.05876427277234555,0.02355655551628825,0.00592008457506954,0.011211072377590973,31
full_clean,22,0.162385039924728,-0.5448513890168825,1.1428324891940564,0.28945690066854735,0.21873635050025364,0.491806748831199,1.3995823907348075,25,0.014981202691361634,0.2819707964478712,0.7023806112050419,0.014606723900028077,0.014981202691361634,0.2819707964478712,0.7023806112050419,0.014606723900028078,25,0.014981202691361634,0.2819707964478712,0.7023806112050419,0.014606723900028078,25
full_clean,23,0.10538134674533901,0.4579799491178211,1.026455272307528,0.2438066163708908,0.7155883236330295,0.04060505999607977,0.9166912097301213,37,0.08084084075144314,0.29958699378009807,0.15418371066678527,0.0039785088962647095,0.02519790361592671,0.319961408006797,0.15887692841372025,0.007468815490435343,53,0.02519790361592671,0.319961408006797,0.15887692841372025,0.009432107370257034,54
full_clean,24,0.17187563450820906,0.35167098572401734,1.3543147721716464,0.11140488285392319,0.3473379349142895,0.5412571822317873,1.396440939649652,40,0.04419704829154251,0.05380703924473964,0.016436270515840068,0.016553081621570126,0.04419704829154251,0.05380703924473964,0.016436270515840068,0.01655308162157013,40,0.07301484295304296,0.2482810001555995,0.6992391601198864,0.021107501303548035,40
full_clean,25,0.21616059448557232,-0.4377364256246508,0.5758317725757097,0.2326692438931592,0.48262820651397853,0.28470254959286223,1.4010775922719942,34,0.11686546643907815,0.19730996358795153,0.6964007052617693,0.004309787011412335,0.11686546643907815,0.19730996358795153,0.6964007052617693,0.004309787011412335,2,0.11686546643907815,0.19730996358795153,0.6964007052617693,0.004309787011412335,2
full_clean,26,0.21898213963180058,-0.695488248769284,0.7332134887751227,0.24972216190758537,0.6290269790934012,0.12125085899901344,1.7709916445493912,29,0.09006572423942649,0.06170893830225935,0.07744423074217832,0.02637244814526749,0.09006572423942649,0.06170893830225935,0.07744423074217832,0.02637244814526749,61,0.09006572423942649,0.06170893830225935,0.07744423074217832,0.02637244814526749,61
full_clean,27,0.18396352906330424,0.1782761556337222,1.423852764559558,0.09589956761017222,0.24109231759001767,0.66300811479981,1.3516014786220119,27,0.12544066209703392,0.3818132603087216,0.5949969975499998,0.012320283134832776,0.11535436030610263,0.03667168558196881,0.05066300064488094,0.020022490776168377,27,0.11535436030610263,0.03667168558196881,0.05066300064488094,0.020022490776168377,27
full_clean,28,0.06589806791237651,-0.011647324251779034,1.1925249482788791,0.15197082417788765,0.6594743095825124,0.18855486623959994,1.1119014524850146,15,0.03001191187871167,0.08529393738436486,0.002322403248328442,0.006852908075335248,0.03001191187871167,0.08529393738436486,0.002322403248328442,0.006852908075335247,47,0.03001191187871167,0.08529393738436486,0.002322403248328442,0.006852908075335247,47
full_clean,29,0.06593186912701618,0.5201896931036664,1.208937992010993,0.15057181827219765,0.18930009494293312,0.6601280867848692,1.3764086790298207,50,0.06769723735517924,0.11227783038209249,0.0015844975618009016,0.005544188994828855,0.06769723735517924,0.11227783038209249,0.0015844975618009016,0.005544188994828855,18,0.06769723735517924,0.11227783038209249,0.0015844975618009016,0.005544188994828855,18
full_clean,30,0.0966036099077964,0.13130948647196536,1.2362004425951947,0.3595455038106527,0.6046354910940449,0.035819005095302336,0.6380754672290648,34,0.0459947187165381,0.2681479513944118,0.9043854967921602,0.0066153558607665985,0.09581522728629381,0.1587758322591008,0.005538068966209675,0.008963766116165294,50,0.09581522728629381,0.1587758322591008,0.005538068966209675,0.008963766116165294,50
full_clean,31,0.16312816100624083,0.2197395304401418,0.9243987005708046,0.23281956573461768,0.08800508212795104,0.6791753521374313,0.9511083489386436,44,0.12811127716411197,0.28041789267437583,0.07606942419842389,0.008149094956669718,0.12811127716411197,0.28041789267437583,0.07606942419842389,0.008573775551739724,28,0.12811127716411197,0.28041789267437583,0.07606942419842389,0.008573775551739724,27
full_clean,32,0.11893491030874462,-0.0662789744885789,1.2011761429828944,0.26305054186716914,0.23445105535213062,0.5024984027807002,1.6736967033234607,2,0.04987334801009723,0.09106258603701851,0.04594243831011258,0.013438170087354508,0.04560640854436773,0.21395050350297784,1.0554059776615152,0.0152348177384443,2,0.04560640854436773,0.21395050350297784,1.0554059776615152,0.0152348177384443,2
full_clean,33,0.1863213115182268,0.6622953908022537,1.0355559892824533,0.14272170573105247,0.4060294205249795,0.45124887374396805,1.1799188119269988,23,0.10439142406355374,0.13651986547080389,0.3442973955527052,0.004481841617565392,0.10439142406355374,0.13651986547080389,0.3442973955527052,0.004481841617565392,55,0.10439142406355374,0.13651986547080389,0.3442973955527052,0.004481841617565392,55
full_clean,34,0.2096133533479906,-0.0659122399281159,0.7199191193869467,0.733294390956214,0.12959088062689228,0.13711472841689376,1.445351685257244,44,0.052847682824217035,0.07175236564475862,0.008332428653995416,0.01070339334511773,0.052847682824217035,0.07175236564475862,0.008332428653995416,0.01070339334511773,44,0.052847682824217035,0.07175236564475862,0.008332428653995416,0.01070339334511773,44
full_clean,35,0.16493249889418649,0.25964130291865484,1.3589544847185775,0.2893584559642928,0.21645437891754415,0.4941871651181631,0.7051563397220532,31,0.0377584441957613,0.30744212075534816,0.6918940688742271,0.0024352144103810033,0.0377584441957613,0.30744212075534816,0.6918940688742271,0.0024352144103810033,15,0.0377584441957613,0.30744212075534816,0.6918940688742271,0.0024352144103810033,15
full_clean,36,0.06391512149414925,-0.6795381347102889,0.8546642692846818,0.8337171956916165,0.10295180066094879,0.0633310036474347,0.7986872159677585,42,0.02574582778143535,0.2499496868779855,0.0045993257017955536,0.004092524781432917,0.02574582778143535,0.2499496868779855,0.0045993257017955536,0.004092524781432917,58,0.02574582778143535,0.2499496868779855,0.0045993257017955536,0.004092524781432917,58
full_clean,37,0.12125467221640335,-0.25940544386294206,0.7655955694524939,0.2855866306700741,0.08483390881273199,0.6295794605171939,0.6122003291316451,11,0.05715940868910833,0.30938039083724567,1.0130302218343956,0.0022343853993334424,0.05715940868910833,0.30938039083724567,1.0130302218343956,0.0022343853993334424,59,0.05715940868910833,0.30938039083724567,1.0130302218343956,0.0022343853993334424,59
full_clean,38,0.15295265171754802,-0.5436672757618073,1.1882090036431914,0.29008055815928296,0.3781492997075435,0.3317701421331736,1.7970765955597965,5,0.14101155881249966,0.2511653229764498,0.03159641812799374,0.00945056463708546,0.16548567348679147,0.20414576945292304,0.055331125422359406,0.014132907666122857,5,0.16548567348679147,0.20414576945292304,0.055331125422359406,0.014132907666122857,5
full_clean,39,0.1517261627385944,0.5794909558736469,0.8176653372455189,0.19123299697183926,0.6105030813316107,0.19826392169655005,1.7293875485829429,47,0.04073476797221651,0.1262380678829841,0.05588852338159067,0.010871293098268984,0.04073476797221651,0.1262380678829841,0.05588852338159067,0.010871293098268982,15,0.04073476797221651,0.1262380678829841,0.05588852338159067,0.010871293098268982,15
full_noisy,0,0.19103792360726232,-0.1214699237626339,1.355750430609021,0.2274267864218449,0.6020219049407302,0.17055130863742496,1.2616583720267749,61,0.09744767640982087,0.06999157808141342,0.0746294557121161,0.020334113674207187,0.09744767640982087,0.06999157808141342,0.0746294557121161,0.020334113674207187,29,0.09744767640982087,0.06999157808141342,0.0746294557121161,0.020334113674207187,29
full_noisy,1,0.12545566505583555,-0.004293878985799159,0.673430110835781,0.14784283855207983,0.3077673519415393,0.5443898095063808,1.4429018392280384,4,0.04100068258151932,0.23681594782001658,0.768178925738572,0.008754872481632214,0.05318213849965145,0.1442053703730626,0.7416722894202195,0.03750195554717003,36,0.04100068258151932,0.23681594782001658,0.768178925738572,0.008754872481632214,4
full_noisy,2,0.21836336528480374,-0.09232828712186586,0.8302260439831234,0.18825733373917788,0.36467926144443485,0.4470634048163873,1.3486991479359867,41,0.07169561346846254,0.09327672040714541,0.05360211473529164,0.022390629255508727,0.07169561346846254,0.09327672040714541,0.05360211473529164,0.022390629255508727,41,0.07169561346846254,0.09327672040714541,0.05360211473529164,0.022390629255508727,40
full_noisy,3,0.19613890991571262,-0.6721513325841351,1.2372413244048814,0.42948868663513257,0.3724621193556577,0.19804919400920967,1.3611074084335526,11,0.137427935881638,0.06625757386192048,0.031530293319221414,0.008903694414767896,0.137427935881638,0.06625757386192048,0.031530293319221414,0.008903694414767896,11,0.137427935881638,0.06625757386192048,0.031530293319221414,0.008903694414767896,11
full_noisy,4,0.1752735461061316,-0.23928514046465546,1.1399253106906864,0.22151349365851208,0.53480155724828,0.24368494909320781,0.7786797575966777,59,0.10009924125336402,0.10053526897374515,0.51780748764066,0.01511596743043002,0.10009924125336402,0.10053526897374515,0.51780748764066,0.01511596743043002,11,0.10009924125336402,0.10053526897374515,0.51780748764066,0.01511596743043002,12
full_noisy,5,0.15777848694100244,0.40622439122528387,0.8812551594772666,0.062291730633307583,0.6993153337454217,0.23839293562127073,1.5374076603673275,51,0.08582654951222528,0.2262611829847175,0.001497324095089514,0.011281879460150268,0.08582654951222528,0.2262611829847175,0.001497324095089514,0.011281879460150268,19,0.08582654951222528,0.2262611829847175,0.001497324095089514,0.011281879460150268,19
full_noisy,6,0.060984788810788115,-0.3313451502306299,0.7285894608428525,0.13686909709254746,0.5803865520021741,0.2827443509052784,1.4585326093181443,54,0.10421042563148264,0.27007955601595085,0.7786552361167781,0.004579469449579858,0.10421042563148264,0.27007955601595085,0.7786552361167781,0.004579469449579858,22,0.10421042563148264,0.27007955601595085,0.7786552361167781,0.004579469449579858,22
full_noisy,7,0.2134522147367621,-0.33875127520311016,1.1953964446053544,0.36963444323199435,0.4153652694738545,0.21500028729415116,0.6429709747722193,32,0.15585711781524414,0.07776558016715636,0.00866418121841106,0.007669091121269706,0.25928555529908376,0.13556131804623497,0.9024213917333578,0.019855755610976404,48,0.15585711781524414,0.07776558016715636,0.00866418121841106,0.007669091121269707,16
full_noisy,8,0.18713538567214535,0.6801401119124921,0.7589834601620279,0.2194547482564344,0.4631208931284824,0.31742435861508317,1.2728505295042376,27,0.08870629567927087,0.05464574595710198,0.048962005537064535,0.01610462614567454,0.08870629567927087,0.05464574595710198,0.048962005537064535,0.01610462614567454,59,0.08870629567927087,0.05464574595710198,0.048962005537064535,0.01610462614567454,59
full_noisy,9,0.1614723558170261,0.27270067349102456,1.0181205005478142,0.5253587360155163,0.17426619171299715,0.3003750722714865,1.1999908143187714,57,0.06581794247365368,0.03571127502385497,0.02852791301120039,0.017515208805456085,0.06581794247365368,0.03571127502385497,0.02852791301120039,0.017515208805456085,57,0.06581794247365368,0.03571127502385497,0.02852791301120039,0.017515208805456085,57
full_noisy,10,0.1623945934800643,-0.14074744077089388,1.3832088841262173,0.18704066412258757,0.0481114376856152,0.7648478981917972,1.5621852101285265,13,0.08045252681160131,0.21787131066991816,0.019724246107301502,0.007623394892155888,0.039822746552930964,0.32753848494182636,0.9296478118656714,0.008755549358957455,45,0.039822746552930964,0.32753848494182636,0.9296478118656714,0.008755549358957455,45
full_noisy,11,0.06273897104284551,-0.6598534718431238,0.5900133659825559,0.6734050208402619,0.23187070814350152,0.0947242710162366,1.0572644238268487,53,0.030291789566918303,0.31465787510938403,0.10364796904522733,0.005203899505274061,0.030291789566918303,0.31465787510938403,0.10364796904522733,0.005203899505274061,53,0.030291789566918303,0.31465787510938403,0.10364796904522733,0.005203899505274061,53
full_noisy,12,0.179669185164998,0.5547575002346374,1.3148353657604654,0.4921128479793781,0.16996288102112705,0.3379242709994948,1.221139477835203,53,0.08635084739355266,0.11922157953934241,0.07534776740213478,0.03554786763501496,0.08635084739355266,0.11922157953934241,0.07534776740213478,0.03554786763501496,53,0.08635084739355266,0.11922157953934241,0.07534776740213478,0.03554786763501496,54
full_noisy,13,0.1337715431586305,0.36569704762690397,1.4263790430877716,0.2338446094462649,0.601208648218335,0.16494674233540008,1.7527740248607466,32,0.03149520374586524,0.12004177914080032,0.0325020471037869,0.007612506024708305,0.03149520374586524,0.12004177914080032,0.0325020471037869,0.007612506024708305,0,0.03149520374586524,0.12004177914080032,0.0325020471037869,0.007612506024708305,0
full_noisy,14,0.2035297891907788,-0.07286302018322637,1.3711016308716644,0.2615575742924937,0.24895002370680264,0.48949240200070365,1.7342093594188872,41,0.06369319733297713,0.21878645425999213,1.1241066159806512,0.03617183476319188,0.07176136464280053,0.062139533475274074,0.11144698059350211,0.039123706260846026,41,0.07176136464280053,0.062139533475274074,0.11144698059350211,0.039123706260846026,41
full_noisy,15,0.13600712603308535,0.3404632377611631,0.8995757847312668,0.11744128197607742,0.5676866542652429,0.3148720637586797,1.4783713375002132,23,0.11877865703457686,0.07911466525625234,0.7920311473364421,0.011296399267586488,0.11877865703457686,0.07911466525625234,0.7920311473364421,0.011296399267586488,55,0.11877865703457686,0.07911466525625234,0.7920311473364421,0.011296399267586488,55
full_noisy,16,0.13667804587875676,0.5890736201696324,0.877666467315271,0.605581944676803,0.3187450046183441,0.07567305070485286,1.0778786231223685,6,0.06419637781490818,0.22059829338722836,0.15870587359173116,0.011748885436923635,0.06419637781490818,0.22059829338722836,0.15870587359173116,0.013421749392288367,6,0.06419637781490818,0.22059829338722836,0.15870587359173116,0.011748885436923635,6
full_noisy,17,0.08909922225535094,-0.5485759761344698,0.7473275873309256,0.6294862237056117,0.2586324924092435,0.11188128388514479,1.4619045499478445,38,0.06320041147297303,0.2768488603604058,0.7851243322871836,0.008649823527059586,0.06320041147297303,0.2768488603604058,0.7851243322871836,0.008649823527059586,38,0.06320041147297303,0.2768488603604058,0.7851243322871836,0.008649823527059586,38
full_noisy,18,0.08069141611436242,-0.2115457050344406,1.2211858023658768,0.37438708289168865,0.21059380196300254,0.4150191151453088,1.3468842631836444,28,0.0189893768283869,0.1778759027164151,0.6070662996856611,0.00387195859642603,0.017868824002116406,0.29871594596601775,0.6169645924227174,0.010730674911936054,60,0.0189893768283869,0.1778759027164151,0.6070662996856611,0.00387195859642603,28
full_noisy,19,0.07480195538121182,-0.08471406180633749,1.1229327047226845,0.36223367640970416,0.49959391222306676,0.13817241136722908,1.7470105852448332,22,0.014520910428602568,0.08103848779627454,0.02117776656733783,0.006994221535515113,0.014520910428602568,0.08103848779627454,0.02117776656733783,0.006994221535515113,54,0.014520910428602568,0.08103848779627454,0.02117776656733783,0.006994221535515113,54
full_noisy,20,0.06453015400435165,-0.6571445701056103,0.7690947666237953,0.5582106446834395,0.13113196352624015,0.31065739179032037,1.2299462788443738,41,0.10450549882613398,0.2854213155540781,0.4227154340550572,0.0022020568715542042,0.10450549882613398,0.2854213155540781,0.4227154340550572,0.0022020568715542042,41,0.10450549882613398,0.2854213155540781,0.4227154340550572,0.0022020568715542042,41
full_noisy,21,0.19986964130916063,0.2965286077999987,1.1983170732525597,0.05365336751441273,0.5443521448970627,0.4019944875885245,1.7821710625203273,17,0.05743670234376177,0.1497748964518613,0.15181553855584595,0.029397913317904378,0.05743670234376177,0.1497748964518613,0.15181553855584595,0.02939791331790438,49,0.05743670234376177,0.1497748964518613,0.15181553855584595,0.02939791331790438,49
full_noisy,22,0.16166672457247416,-0.6623001898487614,0.9516094716993542,0.2998479378075957,0.16439234071410574,0.5357597214782985,1.244904472840749,1,0.08645021347158971,0.2523862760832087,0.4382091950060194,0.006171372193219038,0.08645021347158971,0.2523862760832087,0.4382091950060194,0.006171372193219038,1,0.08645021347158971,0.2523862760832087,0.4382091950060194,0.006171372193219038,0
full_noisy,23,0.14047272149916218,-0.3326638981370034,0.6811487993959732,0.49196804333737304,0.19951728318538425,0.30851467347724276,1.1657186834489532,16,0.027358534718817034,0.041137675827692434,0.005744217858617784,0.0034779611120951816,0.027358534718817034,0.041137675827692434,0.005744217858617784,0.0034779611120951816,16,0.027358534718817034,0.041137675827692434,0.005744217858617784,0.0034779611120951816,16
full_noisy,24,0.07370520395896239,0.5565942737560436,0.8768651082513418,0.6820436250614627,0.2878110687389039,0.03014530619963346,1.3500191892853166,37,0.009758575599021343,0.12097408826948626,0.00907916590577984,0.007914149878921362,0.009758575599021343,0.12097408826948626,0.00907916590577984,0.007914149878921363,37,0.009758575599021343,0.12097408826948626,0.00907916590577984,0.007914149878921363,37
full_noisy,25,0.07504617657998172,0.27206224732874573,1.0985143630718102,0.0842555075852119,0.3191980985250329,0.5965463938897552,1.5579679801585067,5,0.06647765442119756,0.32151993591248673,0.9215547674989034,0.00775624926922068,0.012443180862412737,0.2569376184748602,0.0069031532802197315,0.011148057722379178,5,0.012443180862412737,0.2569376184748602,0.0069031532802197315,0.011148057722379178,5
full_noisy,26,0.18692008326273155,-0.5134201322399151,1.0537700359602875,0.3093869823852322,0.08162991140372232,0.6089831062110455,0.8627920971522831,1,0.08124773174660853,0.29990155369839266,0.30219380903173354,0.008564289378748414,0.08124773174660853,0.29990155369839266,0.30219380903173354,0.008564289378748414,49,0.08124773174660853,0.29990155369839266,0.30219380903173354,0.008564289378748414,49
full_noisy,27,0.11502224373546097,-0.5715040801422898,1.0209021921829444,0.08127807915971169,0.3422678232994221,0.5764540975408663,1.3812218287244864,59,0.081655650247779,0.16190854858938908,0.006922128720826759,0.0074570915931046694,0.081655650247779,0.16190854858938908,0.006922128720826759,0.007457091593104669,59,0.081655650247779,0.16190854858938908,0.006922128720826759,0.007457091593104669,59
full_noisy,28,0.16332035501757253,0.5274890022911922,1.046135790208533,0.328861567585128,0.4297500132092834,0.2413884192055885,0.7660214532699312,14,0.028962695955476226,0.01637779429859911,0.0029525966305108398,0.003324903720190941,0.028962695955476226,0.01637779429859911,0.0029525966305108398,0.003324903720190941,30,0.028962695955476226,0.01637779429859911,0.0029525966305108398,0.003324903720190941,30
full_noisy,29,0.16637830593036765,-0.6983047147615209,0.8623437546972612,0.5761130253460545,0.11704746023548432,0.30683951441846125,1.671518348002782,10,0.09822169745628116,0.10361796665694685,1.0661879013199849,0.007991314758879367,0.09822169745628116,0.10361796665694685,1.0661879013199849,0.007991314758879367,10,0.09822169745628116,0.10361796665694685,1.0661879013199849,0.007991314758879367,10
full_noisy,30,0.2070575010386496,0.6350330088366849,0.8133210220889098,0.37278453327050176,0.39075989029112157,0.23645557643837667,0.9713020978510024,11,0.1706085419019754,0.1084653749543741,0.004240621910606035,0.005668058080628088,0.06773922085490378,0.341117993584194,0.04443459154430596,0.01630491846788873,26,0.10614325823268629,0.19052925753614955,0.05457963486912243,0.009111638123153075,53
full_noisy,31,0.12956910563920204,-0.12983320598963946,0.8958694635199674,0.3117121560903056,0.5258007722871402,0.16248707162255427,0.6248787292160328,56,0.09231694570520947,0.1551765461164523,0.0066163016678691955,0.014711693809304816,0.09231694570520947,0.1551765461164523,0.0066163016678691955,0.014711693809304816,8,0.09231694570520947,0.1551765461164523,0.0066163016678691955,0.014711693809304816,8
full_noisy,32,0.2195459750503976,-0.4889258144072778,1.2709997754308684,0.6351554078537073,0.13794409886565398,0.22690049328063874,1.327834328372292,45,0.12303830441287161,0.19407384410206077,0.04402053232665781,0.01308458472896289,0.12303830441287161,0.19407384410206077,0.04402053232665781,0.01308458472896289,45,0.12303830441287161,0.19407384410206077,0.04402053232665781,0.01308458472896289,45
