condition,alpha_strength_bin,geometry_skew_bin,trial_in_cell,true_alpha,true_t,true_rotation_shift,baseline_geometry_mae,baseline_weight_mae,baseline_alpha_error,baseline_fit_rmse,marginalized_geometry_mae,marginalized_weight_mae,marginalized_alpha_error,marginalized_fit_rmse,conditioned_geometry_mae,conditioned_weight_mae,conditioned_alpha_error,conditioned_fit_rmse,conditioned_seed_rank,conditioned_alpha_shift,oracle_geometry_mae,oracle_weight_mae,oracle_alpha_error,oracle_fit_rmse
full_clean,weak,high_skew,2,1.0307499821844366,0.5386930498244344,11,0.05426720911535345,0.061185033923179116,0.061078615754749155,0.004351444756344537,0.05426720911535345,0.061185033923179116,0.061078615754749155,0.004351444756344537,0.05426720911535345,0.061185033923179116,0.061078615754749155,0.004351444756344537,1,0.0,0.05570444377591007,0.09279396577511068,0.0035722090473691015,0.010561393641979673
full_clean,weak,high_skew,3,0.9267551634417557,0.64210696865902,3,0.01864471976514609,0.1760451749821108,0.1503738511344852,0.006146872419650557,0.01864471976514609,0.1760451749821108,0.1503738511344852,0.006146872419650557,0.01864471976514609,0.1760451749821108,0.1503738511344852,0.006146872419650557,1,0.0,0.03610591172325914,0.05566782077290164,0.004879200964265862,0.01235760994694814
full_clean,moderate,low_skew,0,1.2352398573788776,-0.1914213756893353,2,0.056850068067733094,0.20113713068653996,0.4319533157093236,0.003005691622830115,0.056850068067733094,0.20113713068653996,0.4319533157093236,0.003005691622830115,0.0644004582127744,0.016026750780543775,0.002816792904663634,0.0032709531697043756,3,0.43477010861398724,0.0644004582127744,0.016026750780543775,0.026150126237997062,0.007850469895012414
full_clean,moderate,low_skew,1,1.1141953221422283,-0.10822636907555651,27,0.05238218087578672,0.17250704465671196,0.018849030726018734,0.005361010797038147,0.05238218087578672,0.17250704465671196,0.018849030726018734,0.005361010797038147,0.05238218087578672,0.17250704465671196,0.004484302607314694,0.002496840273491892,1,0.023333333333333428,0.05238218087578672,0.17250704465671196,0.018849030726018734,0.005361010797038147
full_clean,moderate,low_skew,2,0.8113080092961457,-0.12198162154440778,14,0.06333114398246516,0.21343675565262646,0.3864564979696036,0.009663451301523638,0.06333114398246516,0.21343675565262646,0.3864564979696036,0.009663451301523638,0.06333114398246516,0.21343675565262646,0.4181231646362701,0.003986801094288337,1,0.03166666666666651,0.0600226640644535,0.047788851246408665,0.0011474999329901259,0.013552580556842383
full_clean,moderate,low_skew,3,0.8267019988190603,0.16529525477217388,46,0.05292307308071631,0.23560281827121674,0.3939620615981343,0.008907582760770222,0.05292307308071631,0.23560281827121674,0.3939620615981343,0.008907582760770222,0.09897838274315013,0.11619596513069726,0.00999179301863562,0.007462445813387574,2,0.3839702685794987,0.09897838274315013,0.11619596513069726,0.0199810818103352,0.00933853556086761
full_clean,moderate,mid_skew,0,1.1616983093824873,0.3767812652051118,37,0.025948442110388714,0.16146420538937642,0.29834576726434503,0.0060994226233126074,0.025948442110388714,0.16146420538937642,0.29834576726434503,0.0060994226233126074,0.025948442110388714,0.16146420538937642,0.32167910059767835,0.003936651510271147,1,0.023333333333333317,0.02792209792261931,0.07407213647127933,0.020722072492804555,0.019060149651835088
full_clean,moderate,mid_skew,1,0.8789431439247063,0.3142098222398481,44,0.04213652493448661,0.30162391365379165,0.24367526429374264,0.007185521379225795,0.04213652493448661,0.30162391365379165,0.24367526429374264,0.007185521379225795,0.04213652493448661,0.30162391365379165,0.24367526429374264,0.007185521379225795,1,0.0,0.1280827879899061,0.03481693127614214,0.01084465049054939,0.008230777903527496
full_clean,moderate,mid_skew,2,0.8878768776349307,0.282612588081469,10,0.24219813023606648,0.09110967791894203,0.005583767230046499,0.006238200322726512,0.24219813023606648,0.09110967791894203,0.005583767230046499,0.006238200322726512,0.24219813023606648,0.09110967791894203,0.00558376723004661,0.006238200322726505,1,1.1102230246251565e-16,0.24219813023606648,0.09110967791894203,0.005583767230046499,0.006238200322726513
full_clean,moderate,mid_skew,3,0.8062200084050797,-0.32532848260384606,3,0.07305373715552067,0.03287604820081137,0.0015361365101365099,0.009075204266067505,0.07305373715552067,0.03287604820081137,0.0015361365101365099,0.009075204266067505,0.1833634714010922,0.26530074263695475,0.4188190511522183,0.006054302931823866,3,0.4203551876623548,0.07305373715552067,0.03287604820081137,0.0015361365101365099,0.009075204266067505
full_clean,moderate,high_skew,0,1.137439369290829,0.5523005419389903,29,0.09208242758300801,0.14271235218170558,0.029074716478404206,0.0073075530147970165,0.09208242758300801,0.14271235218170558,0.029074716478404206,0.0073075530147970165,0.09208242758300801,0.14271235218170558,0.0057413831450707775,0.004562744248330071,1,0.023333333333333428,0.08459469777991487,0.03615946961191941,0.0035368675988538545,0.011872841323956761
full_clean,moderate,high_skew,1,0.8249329323467938,-0.5145474963157313,51,0.11945762260465316,0.05659672043180869,0.3558102115517965,0.021476176969921053,0.11945762260465316,0.05659672043180869,0.3558102115517965,0.021476176969921053,0.11945762260465316,0.05659672043180869,0.3791435448851299,0.020173900460645842,1,0.023333333333333428,0.13328071395262334,0.055058955845608354,0.038419609771348506,0.03463104807412943
full_clean,moderate,high_skew,2,1.2838548798315343,0.5711783079241198,27,0.08233999564658477,0.07097653671259373,0.5130833383670199,0.0034552798854013216,0.08233999564658477,0.07097653671259373,0.5130833383670199,0.0034552798854013216,0.08233999564658477,0.07097653671259373,0.5130833383670199,0.0034552798854013216,1,0.0,0.08029309143741524,0.03125881013499921,0.010889735158422953,0.004430268155806398
full_clean,moderate,high_skew,3,1.186795142868343,-0.5436154893192763,26,0.07615081274429719,0.11456655118290877,0.004971962553245168,0.0032940589719701566,0.07615081274429719,0.11456655118290877,0.004971962553245168,0.0032940589719701566,0.07615081274429719,0.11456655118290877,0.004971962553245168,0.0032940589719701566,1,0.0,0.07615081274429719,0.11456655118290877,0.004971962553245168,0.003294058971970157
full_clean,strong,low_skew,0,1.4399861542345842,0.07993181733761873,58,0.08429258285209983,0.3166504420306435,0.002588928472881946,0.002671422929652203,0.08429258285209983,0.3166504420306435,0.002588928472881946,0.002671422929652203,0.048247109435699986,0.1198898217372301,0.012846741134618034,0.0035518196194244,2,0.010257812661736088,0.08429258285209983,0.3166504420306435,0.002588928472881946,0.002671422929652203
full_clean,strong,low_skew,1,0.7626236689957239,-0.18579348421671257,40,0.19295461870178485,0.029746306159283604,0.5643804573157277,0.009374502341822613,0.19295461870178485,0.029746306159283604,0.5643804573157277,0.009374502341822613,0.19295461870178485,0.029746306159283604,0.5410471239823943,0.007471053698485155,1,0.023333333333333428,0.01835612770620616,0.01601376997844824,0.008147872468790562,0.014041756572365428
full_clean,strong,low_skew,2,0.7363008128219511,0.03173677510947217,52,0.025221957411113795,0.4076218137739766,0.0063811420610241365,0.005590033374038139,0.025221957411113795,0.4076218137739766,0.0063811420610241365,0.005590033374038139,0.025221957411113795,0.4076218137739766,0.0050809362866035546,0.005174819717921453,1,0.001300205774420582,0.025221957411113795,0.4076218137739766,0.0063811420610241365,0.0055900333740381385
full_clean,strong,low_skew,3,0.6044092189511248,-0.051422462940572816,59,0.08134567805847255,0.009381221450922109,1.0423769638824016,0.007270453620514323,0.08134567805847255,0.009381221450922109,1.0423769638824016,0.007270453620514323,0.16869456477038022,0.08250455752057528,1.0446023341096864,0.007934247002944867,3,0.002225370227284751,0.0555433648956288,0.10526293278654371,0.00667381604570727,0.013256968253108823
full_clean,strong,mid_skew,0,1.6889273436007197,0.3608070416547208,51,0.17663149713132933,0.16240994184216404,0.015183310610383138,0.006080644633860088,0.17663149713132933,0.16240994184216404,0.015183310610383138,0.006080644633860088,0.15089871573542968,0.2425363293201924,0.0023746164394269353,0.005266978893799438,2,0.012808694170956203,0.15089871573542968,0.2425363293201924,0.028546595496060867,0.008027790314514551
full_clean,strong,mid_skew,1,0.6482871406720393,-0.4048580538266458,15,0.038197650607843504,0.19447002137749606,0.8941738233491857,0.006349369378937146,0.038197650607843504,0.19447002137749606,0.8941738233491857,0.006349369378937146,0.038197650607843504,0.19447002137749606,0.8941738233491857,0.006349369378937146,1,0.0,0.053350210674275166,0.06384063478087848,0.008805950688226538,0.007384078585787343
full_clean,strong,mid_skew,2,1.4703483144199225,-0.3217489080467215,19,0.0869189363724443,0.1992710606120074,0.7912322367669765,0.008951819044405156,0.0869189363724443,0.1992710606120074,0.7912322367669765,0.008951819044405156,0.0869189363724443,0.1992710606120074,0.795569295006686,0.008132742622862054,1,0.004337058239709535,0.051504464726199684,0.03757892362226063,0.020502840283654455,0.012970717488874572
full_clean,strong,mid_skew,3,1.4840095228843748,0.21256776962184998,28,0.08353403147563214,0.10482616066957144,0.030786913672969485,0.013738325977598652,0.08353403147563214,0.10482616066957144,0.030786913672969485,0.013738325977598652,0.08353403147563214,0.10482616066957144,0.000879752993697025,0.010921189772486177,1,0.03166666666666651,0.08353403147563214,0.10482616066957144,0.030786913672969485,0.013738325977598652
full_clean,strong,high_skew,0,1.4085948080072446,0.49389380429183527,3,0.124746505436112,0.29091246438555807,0.7009273045869286,0.0019203127701011332,0.124746505436112,0.29091246438555807,0.7009273045869286,0.0019203127701011332,0.124746505436112,0.29091246438555807,0.7009273045869286,0.0019203127701011332,1,0.0,0.18887790714317085,0.11892469381632788,0.0036597834953140396,0.003960651624981871
full_clean,strong,high_skew,1,0.768682383843571,0.4888247964536331,57,0.06602166587638625,0.17363012897573485,0.012669206161792679,0.009126343249372424,0.06602166587638625,0.17363012897573485,0.012669206161792679,0.009126343249372424,0.23948943812230783,0.1682921900368004,0.5266550758012141,0.007072977094989155,2,0.5139858696394214,0.06602166587638625,0.17363012897573485,0.012669206161792679,0.009126343249372424
full_clean,strong,high_skew,2,1.5562087893383834,-0.5037927659456888,4,0.045274859389736355,0.10574259364057247,0.09992493484596543,0.023269095941365094,0.045274859389736355,0.10574259364057247,0.09992493484596543,0.023269095941365094,0.045274859389736355,0.10574259364057247,0.006958545056498844,0.0096895636472825,1,0.10688347990246427,0.045274859389736355,0.10574259364057247,0.09992493484596543,0.023269095941365094
full_clean,strong,high_skew,3,1.3794953293162782,-0.548238036738508,41,0.058176969322513365,0.1668121782335749,0.0542254309720549,0.011925331062487892,0.058176969322513365,0.1668121782335749,0.0542254309720549,0.011925331062487892,0.058176969322513365,0.1668121782335749,0.0007745690279450379,0.004188929841594196,1,0.05499999999999994,0.08425262106771536,0.0750761695770241,0.0385559809397642,0.02998593544069159
full_noisy,weak,low_skew,0,1.0247854237128837,-0.15362822953434474,10,0.040685381816664555,0.05015366664416909,0.024549285268885335,0.009185844207686644,0.032244572826419744,0.1494629354134002,0.022663008220258796,0.010264450319088968,0.040685381816664555,0.05015366664416909,0.0012159519355519066,0.00486608912399267,2,0.023878960155810702,0.040685381816664555,0.05015366664416909,0.024549285268885335,0.009664782221007398
full_noisy,weak,low_skew,1,1.0724714422297688,-0.09138308880783252,12,0.04856048262114409,0.067364571754557,0.16330020472397688,0.011399639575056077,0.04856048262114409,0.067364571754557,0.16330020472397688,0.011399639575056077,0.04856048262114409,0.067364571754557,0.13996687139064357,0.00814795268141863,1,0.023333333333333317,0.02195215151676544,0.12323989837650944,0.010436806028384371,0.015038598598427846
full_noisy,weak,low_skew,2,0.9479301990380572,0.12142943468414234,38,0.026210848396822792,0.08545116177401318,0.005686255743564184,0.008245170540512438,0.026210848396822792,0.08545116177401318,0.005686255743564184,0.008245170540512438,0.011216231732599969,0.21123123085973353,0.10258090743234372,0.006813529859109915,2,0.09689465168877953,0.026210848396822792,0.08545116177401318,0.005686255743564184,0.008217793822800105
full_noisy,weak,low_skew,3,0.925385440319773,-0.08460662657225326,60,0.08790739364076923,0.23798860223699156,0.11555273525399579,0.012699571190717053,0.08790739364076923,0.23798860223699156,0.11555273525399579,0.012699571190717053,0.08790739364076923,0.23798860223699156,0.13888606858732921,0.006908470242159111,1,0.023333333333333428,0.16796482026414564,0.08658661176572298,0.006248924086248553,0.016389848484706166
full_noisy,weak,mid_skew,0,0.9877228763579926,-0.2896906543002001,60,0.03116969864103603,0.29719213787628795,0.0032886312619336833,0.0026134940636114686,0.07760950472083065,0.08730548323343372,0.01732244707826336,0.0018945639909258576,0.07760950472083065,0.08730548323343372,0.01732244707826336,0.0018945639909258576,1,0.0,0.03116969864103603,0.29719213787628795,0.0032886312619336833,0.002941559556927259
full_noisy,weak,mid_skew,1,1.1040058693051755,-0.3092104057864431,50,0.09825446139306986,0.2831476155183427,0.2105452244401983,0.003764640360455149,0.09825446139306986,0.2831476155183427,0.2105452244401983,0.003764640360455149,0.053971875857510544,0.04971805957210979,0.009797615574935525,0.004724630685714453,2,0.20074760886526277,0.053971875857510544,0.04971805957210979,0.03313094890826895,0.010249537158443317
full_noisy,weak,mid_skew,2,0.9112292063706863,0.3190792662408289,4,0.04734225677506835,0.1975973986232652,0.17167904188746685,0.0063288527197150725,0.04734225677506835,0.1975973986232652,0.17167904188746685,0.0063288527197150725,0.04734225677506835,0.1975973986232652,0.17167904188746685,0.0063288527197150725,1,0.0,0.04288647161214256,0.027430149776343078,0.02040515803533527,0.009804345051562486
full_noisy,weak,mid_skew,3,1.0368061134076807,-0.42051265166096474,1,0.09626478956762502,0.09169745511450499,0.0758899983571445,0.004240697938752832,0.09626478956762502,0.09169745511450499,0.0758899983571445,0.004240697938752832,0.09626478956762502,0.09169745511450499,0.0058899983571443215,0.004079013371686208,1,0.07000000000000017,0.18244480619749262,0.15902834481820535,0.017929922210410343,0.012021219355600224
full_noisy,weak,high_skew,0,1.0193612453627436,-0.6591619909775748,51,0.10823602750655288,0.1742651396419065,0.046152951655608065,0.004111555957086612,0.12559730934452148,0.21556766710576744,0.014315921926487674,0.008542407891352138,0.12559730934452148,0.21556766710576744,0.014315921926487674,0.008542407891352138,1,0.0,0.08787538634317814,0.1840966830538094,0.02834973774281735,0.013580047309340725
full_noisy,weak,high_skew,1,1.007332729963814,-0.6412576689374812,1,0.04780998842774017,0.0874532531491275,0.030750854470082745,0.005016600064574816,0.06489500486410617,0.06842730334286402,0.002287406527557989,0.008123361045018894,0.04780998842774017,0.0874532531491275,0.007417521136749428,0.004948081257874529,3,0.0051301146091914385,0.031376653215744184,0.062354787463143435,0.005210314471189026,0.008545164969627048
full_noisy,weak,high_skew,2,0.9874102104223501,-0.5954394380710747,11,0.07829177696082795,0.1451253061958041,0.026519298157836824,0.007395747599066158,0.07829177696082795,0.1451253061958041,0.026519298157836824,0.007395747599066158,0.07829177696082795,0.1451253061958041,0.0031859648245035066,0.0019623734695866984,1,0.023333333333333317,0.07829177696082795,0.1451253061958041,0.026519298157836824,0.01079835543377692
full_noisy,weak,high_skew,3,0.9769278156137796,0.4616513093976129,47,0.05861327203140774,0.11191150986686083,0.011890816490859213,0.0063346290575032795,0.05861327203140774,0.11191150986686083,0.011890816490859213,0.0063346290575032795,0.05861327203140774,0.11191150986686083,0.011890816490859213,0.0063346290575032795,1,0.0,0.05861327203140774,0.11191150986686083,0.011890816490859213,0.010184751586382238
full_noisy,moderate,low_skew,0,0.8625054825097512,0.07880224454699515,7,0.04604081198837478,0.03195689660047763,0.023116609004816713,0.010394788344311274,0.04604081198837478,0.03195689660047763,0.023116609004816713,0.010394788344311274,0.04604081198837478,0.03195689660047763,0.00021672432851649326,0.006043537565747178,1,0.023333333333333206,0.04604081198837478,0.03195689660047763,0.023116609004816713,0.010394788344311274
full_noisy,moderate,low_skew,1,1.159854061317581,-0.10794911577860541,36,0.044455987291263384,0.14024242296951805,0.00016786710890781542,0.0021096294730758142,0.044455987291263384,0.14024242296951805,0.00016786710890781542,0.0021096294730758142,0.044455987291263384,0.14024242296951805,0.00016786710890781542,0.0021096294730758142,1,0.0,0.044455987291263384,0.14024242296951805,0.00016786710890781542,0.0021096294730758142
full_noisy,moderate,low_skew,2,0.867303495069694,0.1682566636427444,38,0.056624529375654785,0.0628434948380797,0.3134396488288963,0.01455996768419456,0.056624529375654785,0.0628434948380797,0.3134396488288963,0.01455996768419456,0.056624529375654785,0.0628434948380797,0.2817729821622298,0.010248058511950198,1,0.03166666666666651,0.06182513072892414,0.04881218143933735,0.003950952951551678,0.017207539711417728
full_noisy,moderate,low_skew,3,0.8925118907610227,0.14784877354267845,0,0.040643102407235954,0.09493033581242653,0.02915934864288039,0.01845393154577094,0.021756928894119,0.057452280757386266,0.016366796438724185,0.01778020342413516,0.040643102407235954,0.09493033581242653,0.0025073180237862314,0.013581274476955013,2,0.013859478414937954,0.040643102407235954,0.09493033581242653,0.02915934864288039,0.01845393154577094
full_noisy,moderate,mid_skew,0,1.2602891243625596,0.2955904445151764,54,0.1204443659040872,0.0576749884134933,0.07599870337633141,0.022067104791525027,0.1204443659040872,0.0576749884134933,0.07599870337633141,0.022067104791525027,0.08003874033997503,0.03363062927229387,0.0021470982538334127,0.007294281711624158,2,0.073851605122498,0.1204443659040872,0.0576749884134933,0.07599870337633141,0.022067104791525027
full_noisy,moderate,mid_skew,1,0.8071636751692475,-0.4216172591482971,30,0.01158657929769962,0.09744716228236738,0.4343731902770209,0.0075808058457982955,0.01158657929769962,0.09744716228236738,0.4343731902770209,0.0075808058457982955,0.01158657929769962,0.09744716228236738,0.4110398569436875,0.009456286498234765,1,0.023333333333333428,0.05133860841615361,0.08152844979611808,0.0038771334996934304,0.009525457674040479
full_noisy,moderate,mid_skew,2,0.8313240933714168,-0.41719594189542236,51,0.057618292474438344,0.1860051693457944,0.0057536558568848095,0.009670546845013544,0.057618292474438344,0.1860051693457944,0.0057536558568848095,0.009670546845013544,0.058137684233443655,0.14634942368970338,0.007548747530116584,0.006386812297467894,3,0.013302403387001394,0.057618292474438344,0.1860051693457944,0.0057536558568848095,0.009670546845013544
full_noisy,moderate,mid_skew,3,0.8307362671262473,-0.4147109060569153,9,0.050048959923861165,0.12346499394122958,0.004885149248046283,0.008419711913337511,0.12613749421518636,0.11862658897775048,0.34358109584433816,0.009260727590928433,0.054083323461161265,0.17689003689561936,0.014021532288404637,0.005371393924322603,3,0.3295595635559335,0.07464035000457139,0.059112841491088926,0.0074176910185204115,0.009540908063500712
full_noisy,moderate,high_skew,0,1.1578404871388779,-0.5042343860001189,3,0.11900888303508478,0.10458470247931073,0.011398439927237991,0.020336972383607335,0.11900888303508478,0.10458470247931073,0.011398439927237991,0.020336972383607335,0.11900888303508478,0.10458470247931073,0.011934893406095437,0.02018876920233488,1,0.023333333333333428,0.11900888303508478,0.10458470247931073,0.011398439927237991,0.020336972383607335
full_noisy,moderate,high_skew,1,1.2079510437988,-0.6756640695709735,5,0.05013081731395574,0.14052844935151665,0.011543145692110013,0.01638162049631848,0.10850657033573907,0.1808423762658494,0.017894445951276428,0.015316613375515063,0.10850657033573907,0.1808423762658494,0.013772220715390082,0.013134543396672674,1,0.03166666666666651,0.11175460278526568,0.08539659478882082,0.0587449818197161,0.01548959489445007
full_noisy,moderate,high_skew,2,0.9019901217379209,-0.6146524471807363,23,0.11447282944236857,0.34140778129362803,0.009175847291583716,0.00682462994320024,0.11447282944236857,0.34140778129362803,0.009175847291583716,0.00682462994320024,0.11447282944236857,0.34140778129362803,0.009175847291583716,0.00682462994320024,1,0.0,0.13659128013765695,0.2188335588403102,0.008529476872943698,0.006230899517805233
full_noisy,moderate,high_skew,3,0.8511430217534545,-0.6093475147425648,48,0.08536035268761184,0.3209441548127004,0.3180959053126614,0.01400365072922958,0.08536035268761184,0.3209441548127004,0.3180959053126614,0.01400365072922958,0.08536035268761184,0.3209441548127004,0.294762571979328,0.013079750487233388,1,0.023333333333333428,0.08954634262554556,0.04990970296691688,0.001663817872895823,0.018638200371304335
full_noisy,strong,low_skew,0,1.7856844387261788,-0.03818347572837019,30,0.1265632573840816,0.17408718183265717,0.03568877490307698,0.008796130056468421,0.1265632573840816,0.17408718183265717,0.03568877490307698,0.008796130056468421,0.1265632573840816,0.17408718183265717,0.002976195729864184,0.005055715157770547,1,0.0327125791732128,0.1265632573840816,0.17408718183265717,0.03568877490307698,0.008796130056468421
full_noisy,strong,low_skew,1,1.360576746456535,0.08707954724202173,44,0.04179973088122987,0.029384562905666396,0.011473857173475599,0.004525508661651097,0.04179973088122987,0.029384562905666396,0.011473857173475599,0.004525508661651097,0.04179973088122987,0.029384562905666396,0.011473857173475599,0.004525508661651097,1,0.0,0.04179973088122987,0.029384562905666396,0.011473857173475599,0.004525508661651097
full_noisy,strong,low_skew,2,1.44592471583394,-0.13990935933998566,24,0.046650472167983854,0.2850806693108134,0.7487229363041745,0.008162317225114887,0.046650472167983854,0.2850806693108134,0.7487229363041745,0.008162317225114887,0.046650472167983854,0.2850806693108134,0.7487229363041745,0.008162317225114887,1,0.0,0.023792140813832,0.04573973337691473,0.06795708417770219,0.017699067080739303
full_noisy,strong,low_skew,3,1.4649926644702553,-0.12271468813430565,46,0.04773490960255449,0.25613496248909634,0.7851152912688891,0.008066190566598921,0.04773490960255449,0.25613496248909634,0.7851152912688891,0.008066190566598921,0.04773490960255449,0.25613496248909634,0.7851152912688891,0.008066190566598921,1,0.0,0.0721832648651994,0.22112134227020588,0.026132323319353334,0.010721648215808509
full_noisy,strong,mid_skew,0,1.6428741264239224,-0.35922210553740797,27,0.1610971196175941,0.030003040358733617,0.025509984928425933,0.006704385522197311,0.1610971196175941,0.030003040358733617,0.025509984928425933,0.006704385522197311,0.1610971196175941,0.030003040358733617,0.006137426636888765,0.005228988743581904,1,0.0316474115653147,0.1610971196175941,0.030003040358733617,0.025509984928425933,0.0069588379752642815
full_noisy,strong,mid_skew,1,0.697791172970089,0.39224656436951616,25,0.06405326993129645,0.23912635241357386,0.01256415706622327,0.008467615234777104,0.06405326993129645,0.23912635241357386,0.01256415706622327,0.008467615234777104,0.06405326993129645,0.23912635241357386,0.01256415706622327,0.008467615234777104,1,0.0,0.06405326993129645,0.23912635241357386,0.01256415706622327,0.008467615234777104
full_noisy,strong,mid_skew,2,1.7323225595520666,-0.249310311998969,23,0.1023870283752557,0.0785877345406636,0.0162632943130836,0.004819720851969248,0.1023870283752557,0.0785877345406636,0.0162632943130836,0.004819720851969248,0.1023870283752557,0.0785877345406636,0.008307743242320864,0.004534652685886505,1,0.007955551070762734,0.1023870283752557,0.0785877345406636,0.0162632943130836,0.004819720851969248
full_noisy,strong,mid_skew,3,1.5913813154010388,-0.39740066321747813,33,0.0911168605514494,0.14654494125069387,0.003949194471839057,0.004387909972519367,0.0911168605514494,0.14654494125069387,0.003949194471839057,0.004387909972519367,0.026678869933925178,0.09783892949060412,0.003802032143073175,0.0023681241538776447,3,0.007751226614912232,0.0911168605514494,0.14654494125069387,0.003949194471839057,0.004387909972519367
full_noisy,strong,high_skew,0,0.6516842147472102,-0.6231378507411189,37,0.07883557996609829,0.18318111572569515,0.8780555080660715,0.011642920722669953,0.07883557996609829,0.18318111572569515,0.8780555080660715,0.011642920722669953,0.07883557996609829,0.18318111572569515,0.8780555080660715,0.011642920722669953,1,0.0,0.05081958835314656,0.11775016552212637,0.020189183863308147,0.020039887856943547
full_noisy,strong,high_skew,1,1.5179517522883499,-0.48677986169498966,43,0.1260026656498919,0.13914844626626824,0.012610537423463741,0.004297738765222807,0.1260026656498919,0.13914844626626824,0.012610537423463741,0.004297738765222807,0.1260026656498919,0.13914844626626824,0.010722795909869687,0.0037319783845290652,1,0.023333333333333428,0.1260026656498919,0.13914844626626824,0.012610537423463741,0.004297738765222807
