split,observation_seed,bank_seed,condition,geometry_skew_bin,true_alpha,true_t,true_rotation_shift,best_entropy,candidate_count,alpha_log_span_set,geometry_span_norm_set,ambiguity_ratio,anchored_alpha,anchored_alpha_abs_error,anchored_alpha_log_std,anchored_alpha_log_span,anchored_effective_count,best_alpha,best_alpha_abs_error
calibration,20260410,20260324,sparse_full_noisy,low_skew,1.147529461864347,0.10972497877703384,47,0.43966859915469414,14,0.3520943713053996,0.6130845057164208,0.5742999015999584,1.0598811929112282,0.08764826895311884,0.1039892370579213,0.315840807841285,8.558464930315123,1.0913040778755296,0.05622538398881738
calibration,20260410,20260325,sparse_full_noisy,low_skew,1.147529461864347,0.10972497877703384,47,0.44929877619822867,10,0.35401716646693154,0.7818513408693315,0.45279345057246295,1.0497928743791425,0.09773658748520453,0.09051106105982493,0.22512108544965334,4.147056251966944,1.0773595933388225,0.07016986852552454
calibration,20260410,20260326,sparse_full_noisy,low_skew,1.147529461864347,0.10972497877703384,47,0.453429734454915,12,0.27627409373685097,0.563375476017519,0.49039069944936653,1.0685363930399778,0.07899306882436918,0.0842171126694118,0.27627409373685097,8.452792641326656,1.0763505750404045,0.07117888682394247
calibration,20260410,20260327,sparse_full_noisy,low_skew,1.147529461864347,0.10972497877703384,47,0.41845226847368217,19,0.32902590243947627,0.8070937416697053,0.40766751797479145,1.0165728004809884,0.1309566613833586,0.10801185714452205,0.26956388352825034,10.249077148544785,1.1123499677980049,0.03517949406634213
calibration,20260410,20260328,sparse_full_noisy,low_skew,1.147529461864347,0.10972497877703384,47,0.43445123660633395,10,0.23461957392538763,0.6466273569650043,0.36283583024787697,1.0615885503507283,0.08594091151361871,0.0788996150048097,0.23451741532814213,6.743445650553563,1.0872103672203692,0.06031909464397778
calibration,20260410,20260324,sparse_full_noisy,mid_skew,1.2255287217844368,-0.42211193196284297,21,0.4962831072626835,25,0.4433097689781408,0.6580877973135931,0.6736331699019394,0.9103541986251666,0.3151745231592702,0.15984178191271117,0.39460250740090874,14.035315434721525,0.8208224552185532,0.4047062665658836
calibration,20260410,20260325,sparse_full_noisy,mid_skew,1.2255287217844368,-0.42211193196284297,21,0.5193033998753428,30,0.44504178972725594,0.7248018114841877,0.6140185947051334,1.0330096837723586,0.19251903801207826,0.1808251483073058,0.4058404161858883,15.307875876791748,1.1894498768467103,0.036078844937726506
calibration,20260410,20260326,sparse_full_noisy,mid_skew,1.2255287217844368,-0.42211193196284297,21,0.5451147560277179,19,0.4037828009318488,0.7324629188337332,0.5512672253426474,0.9928808446036873,0.23264787718074953,0.17242046659769775,0.37065567556262613,11.712711075073878,0.8384252334127336,0.3871034883717033
calibration,20260410,20260327,sparse_full_noisy,mid_skew,1.2255287217844368,-0.42211193196284297,21,0.5143492277389314,28,0.4444204230422142,0.6907712993016001,0.6433683963006898,0.930549498836286,0.2949792229481508,0.15498096211144033,0.37972689250866476,15.993804615863711,0.8295188134940455,0.3960099082903913
calibration,20260410,20260328,sparse_full_noisy,mid_skew,1.2255287217844368,-0.42211193196284297,21,0.5423660003509728,25,0.4322360505216134,0.6278589949237898,0.6884285389175299,1.0215190380185966,0.20400968376584028,0.18664023421906334,0.41611768645566527,17.596841917649442,1.198444923274014,0.027083798510422863
calibration,20260410,20260324,sparse_full_noisy,high_skew,0.8719494631553358,0.46748272124058204,4,0.5922596536137356,31,0.3581354583018357,0.8568667931865731,0.41795931543802484,0.9534040075542999,0.08145454439896405,0.12577793017161137,0.31531991529932973,20.100255503333244,1.1488557429081974,0.27690627975286153
calibration,20260410,20260325,sparse_full_noisy,high_skew,0.8719494631553358,0.46748272124058204,4,0.5851199134944463,32,0.3792479787428029,0.6461214355071109,0.5869608372382022,1.0019968263147825,0.13004736315944665,0.14162133730673562,0.3547766129373394,21.510075459989,1.1455032343505196,0.27355377119518376
calibration,20260410,20260326,sparse_full_noisy,high_skew,0.8719494631553358,0.46748272124058204,4,0.5790944094725189,30,0.399978634445054,0.8022200948719519,0.4985896476563548,0.9744919115666366,0.10254244841130078,0.13681336245068507,0.3199836688858312,19.048550140810462,0.8616049674762232,0.010344495679112664
calibration,20260410,20260327,sparse_full_noisy,high_skew,0.8719494631553358,0.46748272124058204,4,0.5849127119196863,44,0.39812420815276117,0.8612748297953258,0.46224990488503165,0.9680393493704101,0.0960898862150743,0.13505792540233877,0.31792368026466167,20.33234203863074,0.8503250686683078,0.02162439448702802
calibration,20260410,20260328,sparse_full_noisy,high_skew,0.8719494631553358,0.46748272124058204,4,0.6021261088900829,34,0.38115938237226477,0.6832478750630608,0.5578639850685015,1.0118342607191126,0.1398847975637768,0.13774126870833253,0.32495642933924074,20.09567265868295,0.8731178736178767,0.001168410462540903
calibration,20260410,20260324,sparse_partial_high_noise,low_skew,1.1217890161161423,0.1451518868676587,53,0.5418036348984495,85,0.5661057681157106,0.8829422233152844,0.6411583376204258,0.9907481771027381,0.13104083901340424,0.1904243319876955,0.480799798860916,49.005726727715576,0.9172563573830217,0.20453265873312065
calibration,20260410,20260325,sparse_partial_high_noise,low_skew,1.1217890161161423,0.1451518868676587,53,0.5458610694474002,78,0.5642657085363546,0.9361061660960198,0.6027796087377506,1.047733326969834,0.07405568914630845,0.1803107492859275,0.45056798608761656,37.469453145297614,1.0444551130588429,0.07733390305729948
calibration,20260410,20260326,sparse_partial_high_noise,low_skew,1.1217890161161423,0.1451518868676587,53,0.6014059371000922,78,0.5772768120253187,0.8991189006759591,0.64204724379759,1.009104228354179,0.11268478776196345,0.17492139783411714,0.42128509047817,42.63663404891399,0.8030396857626377,0.3187493303535046
calibration,20260410,20260327,sparse_partial_high_noise,low_skew,1.1217890161161423,0.1451518868676587,53,0.603122914533252,86,0.5536121964779538,0.938310743975577,0.5900094398709812,0.9562121541188601,0.16557686199728228,0.16793916087312843,0.43424845311954263,38.82460667852738,0.8044603177404095,0.31732869837573285
