condition,trial,true_rho,true_t,true_h,true_w1,true_w2,true_w3,pred_rho,pred_t,pred_h,pred_w1,pred_w2,pred_w3,equal_pred_rho,equal_pred_t,equal_pred_h,geometry_mae,weight_mae,weighted_fit_rmse,equal_weight_baseline_fit_rmse,weighted_fit_improvement_factor
full_clean,0,0.12404299613835927,0.6548448394158368,1.3701729460310121,0.4008171232372844,0.28851565587328465,0.310667220889431,0.12226927276859147,0.44213546906685863,1.2017458119599644,0.41727764457715283,0.3531460112771913,0.2295763441456558,0.0750664121537911,0.6656096834173434,1.294648533236646,0.01793207685283631,0.054060584495850085,0.001799624892923983,0.0013085854795674922,0.7271434645701844
full_clean,1,0.08243253553257489,-0.5353967694714966,1.3500833451137133,0.3265162655786999,0.19953404947706532,0.47394968494423473,0.15915648015454992,0.2585213153013714,0.6116970591546228,0.18367436596258624,0.4287514721259325,0.38757416191148125,0.1714906199752382,-0.03825622612685033,0.7427876624870742,0.0809695759290742,0.06815680436482173,0.0018798890499396633,0.004235772459547455,2.2532034322362833
full_clean,2,0.2179792358929769,0.10853153473355001,0.9082974926942929,0.09980451780810147,0.5124484610650432,0.38774702112685533,0.17275395663547777,-0.37250957943010315,0.8918093272657547,0.09253546751596717,0.5486931623771032,0.3587713701069296,0.2087532626839395,0.5957829503434754,1.2295946261161328,0.0732694719960012,0.02416313420804002,0.007777554787359435,0.041249397302501156,5.303645995466626
full_clean,3,0.2046554762498537,0.5857684104447208,0.7215416316353029,0.22485968852680607,0.13728353286501094,0.637856778608183,0.15053853151027866,0.5882110617285703,1.241472922969562,0.400829052951723,0.17243132291317814,0.42673962413509886,0.20049632174913917,0.5535149317932143,0.6783981610296312,0.06265091417531947,0.14074476964872276,0.004388243207032623,0.003109629454318467,0.7086274182194272
full_clean,4,0.1703614719524184,0.4960772947314652,0.563571765154204,0.048695031978561884,0.4788031634719251,0.47250180454951307,0.1555866542669342,-0.10499399274905212,1.1187735133082182,0.05609336179110185,0.22929100959562645,0.7146156286132718,0.19655482239655236,-0.33025694382270976,0.936944171228365,0.06495192708440813,0.16634143591753245,0.0014853833838156677,0.003861556676428139,2.5997036983869672
full_clean,5,0.06636823768339316,-0.5423089744792815,0.7398238879319663,0.360575788404879,0.14643279093025913,0.49299142066486185,0.06964700713479001,0.43431264096532,0.6292994401928749,0.11208911535186238,0.4571066741389235,0.43080421050921414,0.0945998025343647,-0.018273913419943777,0.939241713936536,0.004064727349909797,0.0643539238226963,0.0010290741166128444,0.0012178179094851855,1.183411272157523
full_clean,6,0.07811575906228292,0.6459980383790196,0.9175736376600994,0.025003766455523227,0.5080260301500868,0.4669702033943899,0.08354426821429067,-0.5236561395128152,1.361664509541,0.049581403093851624,0.7366204049149495,0.21379819199119887,0.06823114673748548,0.522729240506221,1.4338981849649084,0.04381224558055413,0.16878134093546068,0.007399510599814445,0.012825214801038806,1.7332517641586214
full_clean,7,0.20437455700656018,0.3767308254129281,1.0457708799860255,0.1897725933927871,0.5935650474430941,0.2166623591641188,0.18363394820040546,-0.5528983840117733,0.8862468771159189,0.1324034952788745,0.6322080316088629,0.23538847311226263,0.19957149104447017,0.6767835695891308,0.9290951560315296,0.0973552301393989,0.038246065409275054,0.005221182678750222,0.029403369218057578,5.631553429020371
full_clean,8,0.16198815305127404,-0.42358118931848326,1.0283601009669139,0.40166617318794884,0.12543791098168422,0.47289591583036694,0.18895945815233675,-0.4985988779755093,0.849278624128125,0.43259796273179985,0.11768167642405807,0.4497203608441421,0.21623277762055287,0.05567791289911849,0.6670626572797924,0.0331858446491457,0.02062119302923401,0.0007311339127710376,0.0058290768680079,7.972652842644624
full_clean,9,0.07800472559695952,0.5138451750913811,0.6154362988627982,0.46975367794148626,0.31518507502568266,0.21506124703283108,0.06350804425877435,0.4888429342462709,1.3403324914600692,0.34313507773652535,0.33648159169689684,0.32038333056657775,0.06823114673748548,0.522729240506221,1.4338981849649084,0.019721630810349982,0.08441240013664059,0.001200086204570747,0.001611160306000143,1.3425371443015888
full_clean,10,0.18843304584428613,0.3157771020379724,0.676760559363356,0.7576781427393935,0.040714787245556175,0.20160707001505035,0.11525585066834862,-0.696509672002176,0.9579192356912207,0.4995814842508078,0.25494925845882604,0.24546925729036623,0.13710943547647145,-0.628192924587362,1.0171189408024142,0.11751847654174585,0.17206443899239052,0.002296226574278953,0.017760540262761294,7.73466367026013
full_clean,11,0.0989217827446628,0.003958138338551986,0.9743970105815614,0.4205246492521107,0.5499368272821312,0.029538523465758137,0.09811306195720443,0.6405282701439459,1.4096584915352284,0.43364397251751874,0.48834088187767527,0.07801514560480599,0.19957149104447017,0.6767835695891308,0.9290951560315296,0.02677689480357867,0.04106396360297062,0.002894461629267371,0.012899831011478556,4.456728975448082
full_clean,12,0.19724382230838983,-0.18205084904787577,1.3211679238219836,0.670078175967422,0.21666911156327548,0.11325271246930249,0.12102172570466557,0.4918054606808345,1.0671619459108022,0.5220423891050944,0.23353606447455771,0.2444215464203479,0.13876488094254377,-0.6617454695106213,0.6116003847625688,0.14785994870244107,0.0986905245748851,0.0023603581422839475,0.027313268769018035,11.571662909845099
full_clean,13,0.09670542796574767,0.35748182417844704,0.7118455446437842,0.4618496130764465,0.09335051948392611,0.4447998674396274,0.14229205828469657,0.5465182120164213,0.5982317432204434,0.24189150681681856,0.18344107960747086,0.5746674135757106,0.1967133757822957,0.550490071418936,0.9703078390281473,0.0643242877702651,0.14663873750641862,0.004128096290465811,0.0035190730001710756,0.8524687295445782
full_clean,14,0.1366467062716608,-0.15108169447688444,0.7983650595459899,0.37516814436862816,0.3371308605947606,0.2877009950366113,0.1589655117118297,-0.6486069470357789,0.7553713438739502,0.18320096661502405,0.08070749621216584,0.7360915371728101,0.08821444618286038,-0.20274495330259334,0.7896595271312484,0.05609811844859919,0.29892702809079924,0.002255594140983041,0.0014255875916899452,0.6320230957279578
full_clean,15,0.14176009925330824,0.5629097107502531,1.0064445627050411,0.07448859413572616,0.5442981553389723,0.38121325052530153,0.14149566889756987,0.45259518231307294,1.2369363984650383,0.1323422858203229,0.5563338726869383,0.31132384149273873,0.09485562054651549,0.6425430186660883,1.3176899946763492,0.014270547045785953,0.046592939355041864,0.005987992802510079,0.0219374227680629,3.663568660080395
full_clean,16,0.11225227340559764,0.3485672072702493,1.4016743025729301,0.17291974163595647,0.47138999430981066,0.3556902640542329,0.14149566889756987,0.45259518231307294,1.2369363984650383,0.1323422858203229,0.5563338726869383,0.31132384149273873,0.16483156558611445,0.549603765682672,1.3856461319542908,0.04266545038408104,0.05662925225141847,0.0013102164675715495,0.025030082640843537,19.103776559331536
full_clean,17,0.07590746721484133,-0.5071633445270407,0.9809304355666644,0.36082516396173475,0.11291366752414768,0.5262611685141175,0.08464220068171224,-0.14088695476709734,0.930254405052745,0.3609253643580924,0.25183903004898067,0.3872356055929269,0.08999362460752484,0.06810120959510617,0.7308046326570682,0.017740912431039525,0.0926837086141271,0.0005022834382291313,0.0023040524389668655,4.5871559036270755
full_clean,18,0.21955866645405347,0.01916405663718026,1.0508256354962873,0.07473504639326885,0.4580888097902958,0.4671761438164353,0.21748096028007483,-0.12831049609627868,1.4162317291368718,0.09879322311181736,0.34106132224234065,0.560145454645842,0.19206235481473535,-0.377016723843952,0.6427866062601602,0.040871987906395825,0.07801832503197012,0.00791436426676635,0.02614117697544336,3.3030040183030542
full_clean,19,0.139043825574408,-0.24323911532783446,1.3541688967258276,0.2883109621133981,0.12766492884806144,0.5840241090385404,0.11409569068563417,-0.27869687405575566,1.1507813663700044,0.3903145353395113,0.16277796797664104,0.44690749668384766,0.21623277762055287,0.05567791289911849,0.6670626572797924,0.056654294106308546,0.09141107490312854,0.002527174391796605,0.00511252425946538,2.0230199688873913
full_clean,20,0.17363409704838387,0.5047012006927183,1.125915849576595,0.08191802894819751,0.5229214699115634,0.39516050114023904,0.12551305690661171,0.2475657977473271,1.3426837523265462,0.12242260468475841,0.47857908654891296,0.39899830876632864,0.16483156558611445,0.549603765682672,1.3856461319542908,0.07096909325827457,0.029561588908433648,0.004189221722625994,0.03183108035084836,7.59832791349492
full_clean,21,0.1735807463792175,0.5026613119698086,1.1496867930511057,0.15510803525848388,0.5936090025476962,0.25128296219381985,0.13499376508916444,0.29314859784926595,1.3973143616664379,0.19878876891552716,0.5840636914412376,0.2171475396432352,0.16483156558611445,0.549603765682672,1.3856461319542908,0.05154273113040176,0.02912048910469552,0.0033476145665915133,0.025137451658590788,7.509063889689466
full_clean,22,0.1966745743072272,0.04915447798308825,1.3136316841020108,0.4634408614048446,0.08271733949393881,0.4538417991012166,0.098718238581842,0.26075560060474484,1.1491808345486474,0.3101930475024783,0.3022494302677872,0.38755752222973444,0.20858934416541317,0.1764181207733121,1.215815980499597,0.1807330607492791,0.14635472718256562,0.0032177076262998447,0.004058254904321436,1.2612254982868554
full_clean,23,0.17567820569017922,0.557120105722711,0.559252207492658,0.4966432669878003,0.3917135905919456,0.11164314242025414,0.13466959045686516,-0.6088148154191569,1.4016586904713466,0.49258047962449364,0.45144494388532325,0.05597457649018306,0.13876488094254377,-0.6617454695106213,0.6116003847625688,0.05199154789909457,0.0672445926883654,0.003196599102360541,0.030494575014489295,9.539693292152418
full_clean,24,0.0645923151245706,-0.5314770604809239,1.3487744051370834,0.5004289166838677,0.29520319481319973,0.20436788850293258,0.11889311424485574,0.4385680122631987,1.2814937970780713,0.7855407962204997,0.088626066823987,0.12583313695551335,0.1019893232211992,-0.6249004815355238,1.4368459196769838,0.09331891338723292,0.19007458635775465,0.001313360780630885,0.010009927112688976,7.621612629456329
