condition,trial,true_rho,true_t,true_h,true_w1,true_w2,true_w3,pred_rho,pred_t,pred_h,pred_w1,pred_w2,pred_w3,equal_pred_rho,equal_pred_t,equal_pred_h,geometry_mae,weight_mae,weighted_fit_rmse,equal_weight_baseline_fit_rmse,weighted_fit_improvement_factor
full_clean,25,0.06051562871208183,-0.41500123968314245,0.9620897912975411,0.20180988447924028,0.5122932921419739,0.28589682337878575,0.08302072203128545,0.35623141734236696,0.8613816705627917,0.22393645619155692,0.46806835729691887,0.30799518651152424,0.16483156558611445,0.549603765682672,1.3856461319542908,0.04150879899229432,0.029483289896703402,0.0012271527437668825,0.010144234916540528,8.266481062008356
full_clean,26,0.18396352906330424,0.1782761556337222,1.423852764559558,0.09589956761017222,0.24109231759001767,0.66300811479981,0.21734248476761497,-0.045257615086343024,1.4389597798595515,0.1102585632269088,0.17219921994766452,0.7175422168254266,0.2158442860710749,0.004964491459897191,0.5544650690711633,0.06207079363590732,0.045928731761568774,0.0004599788216678839,0.008952227862039556,19.462260957099645
full_clean,27,0.1602135304829349,-0.6483919057667055,0.9925124344095706,0.13689977127053002,0.8276603281364289,0.03543990059304114,0.08172991409502277,0.6299865273706254,0.6346603118473939,0.3101610695673819,0.5360852304922863,0.15375369994033183,0.16483156558611445,0.549603765682672,1.3856461319542908,0.14364429900156261,0.1943833984294284,0.0018699962050934358,0.008231826617465373,4.402055252862967
full_clean,28,0.10068544972155444,-0.10278163876748307,1.2543311433431255,0.49458690988834353,0.056755747698916316,0.44865734241274013,0.11724226038356363,-0.6995897104657888,1.2990556039296042,0.44558476944568953,0.19979678229162517,0.35461844826268524,0.1019893232211992,-0.6249004815355238,1.4368459196769838,0.03893439048500009,0.0953606897284726,0.0030836702101326393,0.02293032500812594,7.436049721782546
full_clean,29,0.07022319799494436,0.20581012553479067,0.7558953057313548,0.6130640023979759,0.14428940098953974,0.2426465966124844,0.08752910420280859,-0.4298845726638974,1.3610766517625448,0.6833239230012981,0.20866832794953155,0.10800774904917038,0.1019893232211992,-0.6249004815355238,1.4368459196769838,0.05321165033403442,0.08975923170887601,0.00046935290522456217,0.007961567930625713,16.96286065773151
full_clean,30,0.15397113252757377,-0.04966551790324842,0.5785566004217987,0.11126073087478675,0.3925866259838082,0.49615264314140506,0.20502165849676002,-0.1432932803545396,0.6421797447531075,0.0844600782344995,0.23578024868039085,0.6797596730851097,0.16337978491479585,-0.5055141005678832,0.5789180465155999,0.07820271614343692,0.1224046866291364,0.0026906614951016363,0.0021616240617499194,0.8033801597433076
full_clean,31,0.0883888528225989,-0.6458623058209931,0.7710384538757745,0.06800228258710025,0.4984135473615222,0.4335841700513775,0.11632873958709627,-0.1970292135692168,0.9609425241088444,0.1548623829333081,0.5500403721664511,0.2950972449002408,0.2087532626839395,0.5957829503434754,1.2295946261161328,0.048159137618645424,0.09232461676742447,0.0014410306261483045,0.01869080910514408,12.970445433975465
full_clean,32,0.16032357764062324,0.40484320105212274,0.876980015897041,0.42951876897636604,0.20534640935428497,0.3651348216693491,0.14229205828469657,0.5465182120164213,0.5982317432204434,0.24189150681681856,0.18344107960747086,0.5746674135757106,0.15196162017539597,0.4360574964202097,0.9108482595820376,0.042910749705035334,0.13968839460424104,0.0015513832679380705,0.001981598053181633,1.2773104455453854
full_clean,33,0.14632106476132503,-0.40061237742307093,0.7273836393983697,0.3763053486904383,0.41821443520234935,0.20548021610721234,0.18773572734019653,-0.5597517189792399,1.1480110517572009,0.4168424242355598,0.18679229400441266,0.3963652817600276,0.11601455613187638,-0.5260486603001003,1.046042487712656,0.1028681035079052,0.12725671043521017,0.004527471364677343,0.002717424237169608,0.6002079346918784
full_clean,34,0.13246717257964388,-0.43568136984252737,1.2906910655569863,0.29714450504021933,0.5731586331926078,0.12969686176717288,0.15738964844804043,0.6680906334697596,0.6758750856540645,0.2934774626260355,0.559607359573979,0.14691517779998553,0.19957149104447017,0.6767835695891308,0.9290951560315296,0.09458023406345883,0.011478877355208436,0.00302387113582574,0.021982989122845634,7.269816779689805
full_clean,35,0.139187406699773,0.21815936532413183,1.1669122661619924,0.34873795156834697,0.4812688928924463,0.16999315553920674,0.1650042887954095,-0.5404393393755749,1.1354833278320084,0.22370604807355782,0.5974794168367726,0.1788145350896696,0.19957149104447017,0.6767835695891308,0.9290951560315296,0.06818963220568232,0.08335460232985946,0.003161183357284913,0.026197787070245507,8.287335503609112
full_clean,36,0.09560494325300135,-0.5773176036576046,0.5720225584045896,0.2415001277508495,0.6751311177016724,0.08336875454747805,0.08172991409502277,0.6299865273706254,0.6346603118473939,0.3101610695673819,0.5360852304922863,0.15375369994033183,0.2087532626839395,0.5957829503434754,1.2295946261161328,0.06769312204768087,0.09269725813959077,0.0017605989620556011,0.008500310947127897,4.828079040330282
full_clean,37,0.11695620086780018,0.08864375776170469,0.6990154119758188,0.4552086288632843,0.20122305716035568,0.34356831397636,0.07779084874955704,0.4005075911856641,0.6722342006132693,0.1342389716304812,0.1524261579198365,0.7133348704496822,0.12015527633669697,0.12061197879107642,1.248743381941719,0.057686217555167806,0.2465110376488815,0.001828103528415599,0.0006777494132746333,0.3707390761736742
full_clean,38,0.11875017497789214,-0.4918473423028651,0.6259487723973663,0.3273985059179591,0.41728589170993013,0.2553156023721107,0.18773572734019653,-0.5597517189792399,1.1480110517572009,0.4168424242355598,0.18679229400441266,0.3963652817600276,0.13710943547647145,-0.628192924587362,1.0171189408024142,0.14817411187959698,0.09403311959194456,0.005097865662909344,0.0015313331980170075,0.30038712262634987
full_clean,39,0.2195154373325435,0.30294179532848625,1.3321635835768142,0.7087377336699427,0.04027118025057029,0.25099108607948695,0.17794679184240159,-0.11211254840041686,1.3411946632155978,0.5512174419792588,0.093102413626676,0.3556801443940652,0.1019893232211992,-0.6249004815355238,1.4368459196769838,0.07532445658992819,0.1050135277937893,0.005228519836653253,0.03590941352924366,6.86798838889537
full_noisy,0,0.1075849488436478,0.0700380856781843,0.7792792916673089,0.7273733189723175,0.2362181144808257,0.03640856654685681,0.09430081133414149,0.6757025500135259,0.7662200711927406,0.6800588047520116,0.2543234590070651,0.06561773624092326,0.13710943547647145,-0.628192924587362,1.0171189408024142,0.036661268088582194,0.03154300948020391,0.0013461669595392905,0.008906278137832497,6.616027881772232
full_noisy,1,0.21151067406514554,0.4754005770842337,0.9088872308070411,0.17640013811671568,0.21793339133452477,0.6056664705487596,0.1101984558808526,0.11248076239823547,1.436396244174273,0.4241321424650493,0.03846002117992369,0.5374078363550271,0.19396243485567127,0.3794208423110398,0.6573407521734577,0.13494442613678134,0.13746583408701632,0.006674549529376571,0.008309063367607119,1.2448875135372943
full_noisy,2,0.10126045930355118,0.2243513164782512,1.3611619731702793,0.05313099993966554,0.3965211043914113,0.5503478956689232,0.10240557637763971,-0.24791245389595792,1.3532401341148643,0.1273937281572063,0.3082298656359845,0.5643764062068093,0.1975695410674559,-0.21613481076791255,0.7738571950940594,0.019667377744890736,0.058860825836951236,0.0019160211967710935,0.004242234269462057,2.2140852494800844
full_noisy,3,0.15490223485824298,0.10130530387596579,0.5976225701472535,0.49509130655100764,0.23590606009980777,0.2690026333491846,0.14703049351498537,0.43320605641092097,0.9379262360420865,0.5553768106065974,0.2553033868050673,0.1893198025883353,0.13876488094254377,-0.6617454695106213,0.6116003847625688,0.026513257719027055,0.05312188717389953,0.0015353617144089036,0.030097567529194926,19.602916528879412
full_noisy,4,0.1068013013761627,-0.6572739544635497,0.9730660480080849,0.28540398124519467,0.4350708873057288,0.2795251314490765,0.08180611357674185,-0.4748659579339945,0.9201762486369613,0.34816921013767904,0.4160880776429656,0.2357427122193554,0.07620779101478183,-0.5506417569844945,1.245263537114628,0.04551494109077734,0.04184348592832288,0.0015406114179286582,0.001434736488459448,0.9312773303916193
full_noisy,5,0.13490119925054783,0.3728260765015781,1.0325472335147323,0.40780486436716196,0.4092843956107358,0.18291074002210228,0.12087632392475811,0.6548693109325036,0.7554646129038286,0.1297455666564943,0.8121788310105197,0.05807560233298603,0.16483156558611445,0.549603765682672,1.3856461319542908,0.034155723106967184,0.2685962902665226,0.0030013680751922894,0.0023811383677654428,0.7933510013139224
full_noisy,6,0.07248919506527736,0.34596880125256696,1.092785493842805,0.23942030328113226,0.4769272117525174,0.2836524849663503,0.10085442547620754,0.6079398382088052,0.8698573412570245,0.1812221948657803,0.5072000814686638,0.3115777236655559,0.16483156558611445,0.549603765682672,1.3856461319542908,0.039780005967616903,0.03879873894356798,0.0017750529682769624,0.011799635419791229,6.647483557206235
full_noisy,7,0.20801228482784784,-0.35206028646339044,0.7764913313595826,0.39439127444805955,0.4399897327362734,0.16561899281566705,0.18773572734019653,-0.5597517189792399,1.1480110517572009,0.4168424242355598,0.18679229400441266,0.3963652817600276,0.11601455613187638,-0.5260486603001003,1.046042487712656,0.03342419757451214,0.16879829248790715,0.006273641423170849,0.005297769726088139,0.8444489202907806
full_noisy,8,0.07120060910065558,-0.48183734977488635,1.1797272790660738,0.09007384175208535,0.2853836141356864,0.6245425441122283,0.1155395149312633,-0.24604424013239787,0.9316966962890505,0.07634795905345125,0.20762678989652184,0.7160252510500269,0.15659762750493156,-0.37571063059474846,1.1005176395627705,0.060105515298476735,0.06098847129186576,0.0013252892658908106,0.0024539905709059172,1.8516641114243353
full_noisy,9,0.16253882391476704,-0.39963614972853334,1.1358782766270934,0.6794122045711286,0.09988968163183615,0.22069811379703524,0.10256439883695723,-0.3945665981690582,1.2650237737254482,0.5268032072297143,0.16081043947609736,0.31238635329418835,0.1019893232211992,-0.6249004815355238,1.4368459196769838,0.09493573805744564,0.10173933156094288,0.0008481891826305365,0.018435934861738505,21.73564016056195
full_noisy,10,0.12057783420131868,0.2390353052014318,1.1480568218202016,0.4252434075940929,0.1702330966597833,0.40452349574612373,0.1665332005363087,0.435674633797495,0.5517707206230298,0.1744993331848731,0.2227297853810773,0.6027708814340496,0.12355047412386196,0.26841333207159485,0.7981039094699032,0.08473602810600334,0.13500908147534374,0.002578487708385708,0.001987687701235284,0.7708734444500023
full_noisy,11,0.20037333844147048,-0.3669245638032883,0.992620682942192,0.4508909075940039,0.5030775949935784,0.04603149741241763,0.21908967462958007,-0.6812360665031115,1.0952530947335888,0.3149744854836368,0.5992457703940584,0.08577974412230482,0.21472018130540177,0.6431500059987969,0.574662504364543,0.050853134981082855,0.09061094807357807,0.009597409566502745,0.044836283135427576,4.671706758448335
full_noisy,12,0.15312734484112883,-0.5764034090576143,0.9636411185619842,0.11999491673322445,0.290328117880436,0.5896769653863395,0.12905655634725544,-0.32080485890921834,0.9692841422196233,0.04168867380402713,0.3950734363629585,0.5632378898330144,0.1821681748931911,-0.47563235311113544,0.6694547540123024,0.0426892184921654,0.06983021232168164,0.002321498331239354,0.006236046606743667,2.686216278008046
full_noisy,13,0.1779183134737913,-0.013006608564546274,1.401102919308245,0.45398659424604393,0.3828542820909416,0.1631591236630145,0.1034474490424841,0.4130377954051476,0.6331771948985838,0.5975237191573983,0.245253037953687,0.15722324288891468,0.13876488094254377,-0.6617454695106213,0.6116003847625688,0.17066079062469167,0.0956914166075696,0.002820019689133041,0.01745765835876055,6.190615769823777
full_noisy,14,0.18712398373151748,0.19950379495306714,1.2026392120547127,0.4042155831577182,0.48718145936511625,0.10860295747716553,0.19824954431044395,0.5801517152646827,1.3288908353051925,0.422766533252128,0.46465369588273403,0.11257977086513798,0.21472018130540177,0.6431500059987969,0.574662504364543,0.03989234410306691,0.015018508988254816,0.0015039482780037578,0.0398936682527777,26.52595759857509
full_noisy,15,0.08395746165472126,0.4478364760190063,0.7468091874251411,0.13419037707827347,0.14270671533383208,0.7231029075878944,0.07779084874955704,0.4005075911856641,0.6722342006132693,0.1342389716304812,0.1524261579198365,0.7133348704496822,0.12293144169015614,0.10562668777427568,1.4137617004836613,0.012056806617555982,0.006512024758808105,0.0011388502415992207,0.002305433273611338,2.024351569152721
full_noisy,16,0.21761496089457796,-0.3569855811526813,0.5581193694512175,0.09510146925252336,0.336141043855782,0.5687574868916947,0.14370567596107853,-0.6614059403021859,0.5542372694520895,0.08918603686213523,0.33935759304388136,0.5714563700939834,0.1821681748931911,-0.47563235311113544,0.6694547540123024,0.10246209460804905,0.003943621593592077,0.007531576891610619,0.012507441254013315,1.6606670069245768
full_noisy,17,0.12068416774985773,-0.1834874816571881,1.349662028330323,0.282934056824376,0.3060682714639652,0.4109976717116588,0.06996305513192885,-0.5504512680071114,1.3376279180713257,0.35771898132535546,0.15321554753300892,0.4890654711416357,0.11308892629963278,-0.2001619957070446,0.5817678004877604,0.08881831075549203,0.08647900619424474,0.002023617150542321,0.0033239869086176045,1.6425967272153184
full_noisy,18,0.20299273110241747,-0.13013627515013695,1.1236066859928482,0.10405761437135469,0.7560881982004154,0.13985418742822986,0.11632873958709627,-0.1970292135692168,0.9609425241088444,0.1548623829333081,0.5500403721664511,0.2950972449002408,0.2087532626839395,0.5957829503434754,1.2295946261161328,0.15367695821064783,0.1373652173559762,0.0019849695121972395,0.019365943774588078,9.756292807314287
full_noisy,19,0.2123246092162902,-0.1748950084460622,1.162277843255397,0.49314607423743095,0.1574712559567193,0.34938266980584975,0.21017152162508887,0.11270693831847191,1.3147707956594787,0.5282633601397817,0.1628795884458769,0.3088570514143414,0.13710943547647145,-0.628192924587362,1.0171189408024142,0.027067229391352032,0.027017078927672245,0.004863227854618147,0.048560170977879506,9.985172899469744
full_noisy,20,0.06397496612502734,0.6735706616933612,1.0045594417502068,0.24328270999878138,0.4224899532764286,0.3342273367247901,0.17697339913807128,0.15201029323673357,0.9170666176832163,0.04524814785290947,0.9318610047425759,0.022890847404514636,0.0750664121537911,0.6656096834173434,1.294648533236646,0.17172715157001442,0.3395807009774316,0.0028458263833691117,0.004529912594977628,1.5917740525037802
full_noisy,21,0.1020586938060288,0.24011907323899703,0.9171460624883204,0.49766972744757637,0.2240621055079649,0.2782681670444588,0.12069840257398377,-0.4548127390763185,0.7955577052514298,0.46665668055776116,0.2623387817415708,0.27100453770066796,0.13710943547647145,-0.628192924587362,1.0171189408024142,0.05228931736023804,0.025517784155737317,0.002427578778145202,0.021106888937430773,8.694625742921327
full_noisy,22,0.11875332305562913,-0.44295036961284273,1.1146681719642615,0.29937346868414066,0.11001904739183276,0.5906074839240265,0.06996305513192885,-0.5504512680071114,1.3376279180713257,0.35771898132535546,0.15321554753300892,0.4890654711416357,0.15002415967298674,0.012913229299493989,0.6377805919946473,0.07336523583669154,0.0676946751882606,0.0031958796969485006,0.0022653433221497547,0.7088324771150668
full_noisy,23,0.21253358757677882,0.358313707985357,0.8637726442954795,0.19001828690167813,0.6643593701973439,0.14562234290097797,0.1459337522337921,-0.4533982988898181,0.8966595666681116,0.19885300880953832,0.5660514744617755,0.23509551672868612,0.19957149104447017,0.6767835695891308,0.9290951560315296,0.114195415265894,0.06553859715704559,0.003604854153083936,0.022562770558337875,6.25899678605181
full_noisy,24,0.18463458958931928,0.36091504667814356,0.8367956091090155,0.21811559634984626,0.13543201826289866,0.6464523853872551,0.14009022383584324,-0.06061789643927648,0.7122135165136975,0.4136503668964503,0.16108542162630016,0.4252642114772496,0.19396243485567127,0.3794208423110398,0.6573407521734577,0.07811611352480337,0.14745878260667036,0.003202244475260944,0.0036782203416015967,1.1486382036155645
full_noisy,25,0.11857037092361347,0.6735569454274404,1.21652343042548,0.38044415319906993,0.06459561119722204,0.5549602356037081,0.17580279604404145,0.22812869895112844,0.6024002767122572,0.4263164099076426,0.15035394390255608,0.4233296461898013,0.1924848663749407,0.4533084292835367,0.6315892569084989,0.047362625840859734,0.08775372627593785,0.002359854169234589,0.008536875885972687,3.6175438284568218
full_noisy,26,0.06579357680799312,-0.6869374752313977,1.2856034856134033,0.20980164645159294,0.28266914381447666,0.5075292097339303,0.12278332271958754,-0.337806622013735,1.378292293797418,0.06717764024357964,0.19540236061282554,0.7374199991435948,0.11308892629963278,-0.2001619957070446,0.5817678004877604,0.10365561551994834,0.15326052627310963,0.0012832653260781326,0.004468614063284472,3.4822214646298306
full_noisy,27,0.21262752033060972,0.2711610467350384,1.1226995148360155,0.28381989286814946,0.24213601193788842,0.4740440951939621,0.17555009867448165,0.2956520780327816,1.252236015578478,0.27650225681107415,0.28493992274539237,0.4385578204435334,0.21623277762055287,0.05567791289911849,0.6670626572797924,0.050277215909907656,0.028535940538335986,0.005817365620724256,0.021155184963424563,3.636557566204815
full_noisy,28,0.12355842686382773,0.6216473888686308,0.5553112613239126,0.18403050788387532,0.4424164920512146,0.3735530000649101,0.1692874299938017,0.3185021123964474,0.9445844196310798,0.37153241504718143,0.3666776397893538,0.2617899451634647,0.08412558830082599,0.5931770403792269,0.7082378763484043,0.08946538829320212,0.1250012714422041,0.003237810809170461,0.0021904156253256184,0.6765113079250022
full_noisy,29,0.07626025688798245,0.28820280904030915,0.755319298343673,0.7221022509892773,0.08451670838825305,0.1933810406224697,0.12229154712457818,-0.6115888459694468,1.3832894113904277,0.4161215712942217,0.2067773229962996,0.37710110570947875,0.1019893232211992,-0.6249004815355238,1.4368459196769838,0.11148978369909764,0.20398711979670373,0.003970703864578012,0.005382674789465639,1.3555971366899415
full_noisy,30,0.164636968207991,0.07217578118819232,1.2309595538227485,0.2942379353941487,0.31275282208948796,0.3930092425163634,0.21117706732901456,-0.4960050043041584,0.5539978350120979,0.42457492339000863,0.11028275902567634,0.46514231758431496,0.1815195763291672,0.14527731324234816,0.6798063313666718,0.08561065756845061,0.12263678424564821,0.0027647258213224024,0.004920551911896575,1.779761260211696
full_noisy,31,0.1605651842096486,-0.661898982251214,1.0380525519035277,0.352585961997673,0.43149512579784033,0.21591891220448667,0.18773572734019653,-0.5597517189792399,1.1480110517572009,0.4168424242355598,0.18679229400441266,0.3963652817600276,0.13710943547647145,-0.628192924587362,1.0171189408024142,0.05294667886346197,0.16313522119561846,0.00224589904120589,0.005146757760967042,2.2916247197841964
