split,observation_seed,bank_seed,condition,geometry_skew_bin,true_alpha,true_t,true_rotation_shift,candidate_count,best_entropy,best_alpha,best_alpha_abs_error,anchored_alpha,anchored_alpha_abs_error,anchored_alpha_log_std,anchored_alpha_log_span,anchored_effective_count,local_consensus_rho12,local_consensus_rho13,local_consensus_rho23,trial_backbone_rho12,trial_backbone_rho13,trial_backbone_rho23,gate_open_flag,refined_alpha,refined_alpha_abs_error,refined_effective_count,refined_seed_count
holdout,20260423,20260325,sparse_partial_high_noise,low_skew,1.1624723636075858,-0.1594309746744751,38,187,nan,1.2328006107918699,0.05120214124530609,1.1079868411544997,0.1760159108826762,0.18805860278797565,0.46970134010198106,101.92009291677466,0.28344590522698165,0.16891414915517142,0.22781117452400065,0.26962845683733705,0.16429279619993278,0.21789127978405945,1,1.0184674872803365,0.14400487632724923,2.801543747402619,3
holdout,20260423,20260326,sparse_partial_high_noise,low_skew,1.1624723636075858,-0.1594309746744751,38,165,nan,1.2471684276089203,0.03683432442825563,1.0140164796865474,0.26998627235062855,0.21010511440788915,0.4840924133025708,88.57125865641562,0.26411409453475715,0.16358276146130926,0.2154381735397399,0.26962845683733705,0.16429279619993278,0.21789127978405945,1,0.8994732435755344,0.2629991200320514,2.9664706038533493,3
holdout,20260423,20260324,sparse_partial_high_noise,mid_skew,0.7901616811706246,-0.36926069541729967,39,257,nan,1.10880247690699,0.13934265777760535,1.030258434250777,0.2178867004338183,0.09796696424327722,0.2828797624910229,128.57460980684857,0.2777749954388121,0.1785979246251481,0.22563654726697596,0.27109336090636826,0.17091889514592742,0.21840311171788748,0,nan,nan,nan,0
holdout,20260423,20260325,sparse_partial_high_noise,mid_skew,0.7901616811706246,-0.36926069541729967,39,258,nan,1.1267374373177519,0.12140769736684343,1.0447443453669523,0.20340078931764305,0.09298371391898635,0.23741982965581285,147.32897743319455,0.2772160896000975,0.1693214037991354,0.21864064907365413,0.27109336090636826,0.17091889514592742,0.21840311171788748,0,nan,nan,nan,0
holdout,20260423,20260326,sparse_partial_high_noise,mid_skew,0.7901616811706246,-0.36926069541729967,39,260,nan,1.1081496675395637,0.13999546714503164,1.002008228489129,0.24613690619546635,0.09672838062808957,0.2488531261537003,160.0964278748757,0.2582889976801951,0.1648373570134988,0.2109321388130323,0.27109336090636826,0.17091889514592742,0.21840311171788748,0,nan,nan,nan,0
holdout,20260423,20260324,sparse_partial_high_noise,high_skew,0.8688163105521297,-0.5257667371670004,28,207,nan,1.024678202976325,0.16453351005061623,1.0270214741069323,0.16219023892000894,0.05162712452217185,0.13132337506404984,126.24117100841367,0.2827930920894807,0.16786447681724753,0.22176415569574506,0.2701883798164399,0.1685780353224889,0.216705839518985,0,nan,nan,nan,0
holdout,20260423,20260325,sparse_partial_high_noise,high_skew,0.8688163105521297,-0.5257667371670004,28,241,nan,0.9249134573212542,0.2642982557056871,0.9894359504731637,0.1997757625537776,0.07629524151082512,0.20926771937678595,129.99324370972204,0.263450085015211,0.1665716188925676,0.21586084289798135,0.2701883798164399,0.1685780353224889,0.216705839518985,0,nan,nan,nan,0
holdout,20260423,20260326,sparse_partial_high_noise,high_skew,0.8688163105521297,-0.5257667371670004,28,236,nan,1.0250935755342414,0.16411813749269988,1.0227690382123262,0.16644267481461505,0.06776096916195584,0.1841854096937972,127.82713186576548,0.2643219623446279,0.17129801025765154,0.2124925199632286,0.2701883798164399,0.1685780353224889,0.216705839518985,0,nan,nan,nan,0
holdout,20260424,20260324,sparse_partial_high_noise,low_skew,1.220903502241568,-0.08422455438773073,27,208,nan,0.8444957322178817,0.054351049890515535,1.111870111639969,0.32172542931260284,0.1131338001851396,0.31332967194411177,101.21458220648888,0.2761703351697547,0.17250909520140623,0.22117210297315512,0.26841936126239413,0.16457140879838963,0.21213813386701405,0,nan,nan,nan,0
holdout,20260424,20260325,sparse_partial_high_noise,low_skew,1.220903502241568,-0.08422455438773073,27,219,nan,0.8338698536710387,0.0437251713436726,1.0753491182477686,0.28520443592040245,0.13970573137256892,0.37411929347290146,121.45383542170515,0.2642606255500441,0.1588381498705362,0.20963213778259795,0.26841936126239413,0.16457140879838963,0.21213813386701405,0,nan,nan,nan,0
holdout,20260424,20260326,sparse_partial_high_noise,low_skew,1.220903502241568,-0.08422455438773073,27,209,nan,0.8370935841204971,0.04694890179313094,1.117040235871484,0.3268955535441178,0.1349201533588614,0.3906310409900679,124.43021695058431,0.2648271230673835,0.16236698132322647,0.20561016084528902,0.26841936126239413,0.16457140879838963,0.21213813386701405,0,nan,nan,nan,0
holdout,20260424,20260324,sparse_partial_high_noise,mid_skew,1.2370805507722022,-0.2678446141747568,36,209,nan,0.8784351582262645,0.013469803254924972,1.0686463633893217,0.2036810084179822,0.09564623127406309,0.2491580709174494,101.60841420247922,0.24504277507757347,0.14627173171887922,0.19137879540731303,0.2764712010779086,0.17296423472980324,0.21952269451304107,0,nan,nan,nan,0
holdout,20260424,20260325,sparse_partial_high_noise,mid_skew,1.2370805507722022,-0.2678446141747568,36,226,nan,1.1413228164491922,0.2763574614778527,0.9995191340133174,0.13455377904197785,0.10615881287269607,0.27776795402858484,129.38538502143808,0.28902265380413705,0.18768686320303948,0.23328636786363696,0.2764712010779086,0.17296423472980324,0.21952269451304107,0,nan,nan,nan,0
holdout,20260424,20260326,sparse_partial_high_noise,mid_skew,1.2370805507722022,-0.2678446141747568,36,233,nan,1.1415094444984635,0.27654408952712395,0.9752961925640323,0.1103308375926928,0.1050785855035891,0.2949460980334868,131.812715534204,0.2953481743520153,0.184934109267491,0.23390292026817328,0.2764712010779086,0.17296423472980324,0.21952269451304107,0,nan,nan,nan,0
holdout,20260424,20260324,sparse_partial_high_noise,high_skew,1.1240444792751552,0.6531923374747928,11,117,nan,1.326579724881596,0.04437115641174727,1.0881744323382176,0.19403413613163112,0.23689256420997906,0.5395262134352672,62.31016571661564,0.25372387598926194,0.1518277278401702,0.21133512657055065,0.25269606350106805,0.15406293963516002,0.20510392646156994,1,1.01208754803346,0.11195693124169526,2.9248037339855055,3
holdout,20260424,20260325,sparse_partial_high_noise,high_skew,1.1240444792751552,0.6531923374747928,11,154,nan,1.3277352115871475,0.045526643117298704,1.0807735836656116,0.20143498480423716,0.2677428546545989,0.6008315467358702,76.95528640172823,0.24439190754763693,0.1530000876556583,0.19679824680369623,0.25269606350106805,0.15406293963516002,0.20510392646156994,1,1.0013091507339005,0.12273532854125468,2.8952273422903785,3
holdout,20260424,20260326,sparse_partial_high_noise,high_skew,1.1240444792751552,0.6531923374747928,11,164,nan,1.325700469977024,0.0434919015071753,1.234095664791397,0.04811290367845178,0.16848396295292598,0.1611079833222439,98.43882149653713,0.2599724069663052,0.15736100340965156,0.2071784060104629,0.25269606350106805,0.15406293963516002,0.20510392646156994,1,1.0204948826031883,0.10354959667196684,2.9466792998868425,3
confirmation,20260425,20260324,sparse_partial_high_noise,low_skew,1.1796315323071715,0.16422008158074786,57,251,nan,0.9053081251831198,0.24424667087231666,1.0107403359477167,0.1388144601077197,0.08270606735848604,0.21100222999677923,142.26568793941053,0.2738011963277609,0.18143505810945754,0.22764744569761897,0.27308228980667076,0.17197339984196688,0.22125758977781487,0,nan,nan,nan,0
confirmation,20260425,20260325,sparse_partial_high_noise,low_skew,1.1796315323071715,0.16422008158074786,57,248,nan,1.110400711216252,0.03915408483918448,1.0318184768447638,0.11773631921067262,0.07899486025457877,0.2141722257419844,129.75730285289114,0.2850581434248911,0.17664351250086016,0.23070661257657205,0.27308228980667076,0.17197339984196688,0.22125758977781487,0,nan,nan,nan,0
confirmation,20260425,20260326,sparse_partial_high_noise,low_skew,1.1796315323071715,0.16422008158074786,57,254,nan,1.1005865779481594,0.04896821810727703,1.0043592779327741,0.1451955181226623,0.08210193492905789,0.2263849132911822,151.93297058572756,0.26038752966736023,0.157841628915583,0.20541871105925363,0.27308228980667076,0.17197339984196688,0.22125758977781487,0,nan,nan,nan,0
confirmation,20260425,20260324,sparse_partial_high_noise,mid_skew,1.1188307723106752,0.4398380556486153,28,221,nan,1.0551044497020505,0.05387718911258177,1.0563705250719286,0.052611113742703663,0.1049966284391099,0.28894632107221235,116.58200200233132,0.25463526919491675,0.16168300264265853,0.21038484237846503,0.2677641452533641,0.16833303550316772,0.21985432101596256,0,nan,nan,nan,0
confirmation,20260425,20260325,sparse_partial_high_noise,mid_skew,1.1188307723106752,0.4398380556486153,28,218,nan,1.0845094304576186,0.02447220835701369,1.070766452153883,0.03821518666074919,0.099111290513037,0.2651100317834441,124.3092062882315,0.2609320705918228,0.16297198018508027,0.21388855682380542,0.2677641452533641,0.16833303550316772,0.21985432101596256,0,nan,nan,nan,0
confirmation,20260425,20260326,sparse_partial_high_noise,mid_skew,1.1188307723106752,0.4398380556486153,28,225,nan,1.0555236427021528,0.05345799611247948,1.0548901503722083,0.05409148844242395,0.0965114847189422,0.245576162921197,140.6688301722188,0.2877250959733529,0.18034412368176436,0.2352895638456171,0.2677641452533641,0.16833303550316772,0.21985432101596256,0,nan,nan,nan,0
confirmation,20260425,20260324,sparse_partial_high_noise,high_skew,0.8339713012585691,-0.45060961323439513,42,158,nan,1.353187110623819,0.07053391783964158,1.1906072565027168,0.09204593628146052,0.22219587751151992,0.6110046730791008,96.49862666608563,0.296250213593703,0.19306923640346782,0.2472573836676407,0.2774356240299383,0.1778466748607885,0.23091049680313636,1,1.1876619373939081,0.353690636135339,2.98830168989991,3
confirmation,20260425,20260325,sparse_partial_high_noise,high_skew,0.8339713012585691,-0.45060961323439513,42,180,nan,1.3227993492880503,0.04014615650387299,1.2161682700325431,0.0664849227516342,0.21935009063364783,0.588686084607817,101.11060293808295,0.269838645589403,0.17397332897105008,0.23200228376221407,0.2774356240299383,0.1778466748607885,0.23091049680313636,1,1.1940501981506275,0.3600788968920584,2.7043124014641617,3
confirmation,20260425,20260326,sparse_partial_high_noise,high_skew,0.8339713012585691,-0.45060961323439513,42,173,nan,1.393240095291238,0.11058690250706071,1.2691601634736929,0.013493029310484461,0.20718524724209703,0.6274051556348738,89.65353296757,0.26621801290670893,0.16649745920784756,0.21347182297955428,0.2774356240299383,0.1778466748607885,0.23091049680313636,1,1.1911509411776198,0.35717963991905066,2.993477009534523,3
confirmation,20260426,20260324,sparse_partial_high_noise,low_skew,1.2103793013687527,0.04212600469119543,42,201,nan,0.909650309783804,0.07293492809010338,0.9772997614441535,0.1405843797504529,0.12700042900409664,0.3214783923797774,112.74074389546145,0.2704678764786136,0.16979550776484087,0.2189095130775839,0.2767969965798926,0.1753311114752931,0.2273148892705099,0,nan,nan,nan,0
confirmation,20260426,20260325,sparse_partial_high_noise,low_skew,1.2103793013687527,0.04212600469119543,42,203,nan,0.8850412400322383,0.04832585833853764,1.0258702895101497,0.18915490781644906,0.11470029594322652,0.2961319794872037,111.88822121742058,0.2815372518598001,0.17817292266164078,0.22903909904315836,0.2767969965798926,0.1753311114752931,0.2273148892705099,0,nan,nan,nan,0
confirmation,20260426,20260326,sparse_partial_high_noise,low_skew,1.2103793013687527,0.04212600469119543,42,207,nan,1.1533797338366414,0.31666435214294075,1.0777354202895693,0.24102003859586862,0.08660076485789475,0.217590880977377,115.66405350682152,0.27838586140126403,0.1780249039993976,0.23399605569078744,0.2767969965798926,0.1753311114752931,0.2273148892705099,0,nan,nan,nan,0
confirmation,20260426,20260324,sparse_partial_high_noise,mid_skew,1.1128276435635405,-0.35023869377937256,59,167,nan,1.25317560413394,0.034311674394880365,1.16009726149049,0.058766668248569465,0.15253452745736834,0.4352273568742025,104.31362535668326,0.2623740642040525,0.16804312755466355,0.2120896431396034,0.25584220114513523,0.1595770715309124,0.2090830374294942,1,1.1996009796607654,0.08677333609722493,2.983163463851639,3
confirmation,20260426,20260325,sparse_partial_high_noise,mid_skew,1.1128276435635405,-0.35023869377937256,59,190,nan,1.2459090896233662,0.02704515988430667,1.0606230457678445,0.15824088397121505,0.20418934215578824,0.4661286926699898,111.09911261850134,0.24451052046269542,0.1537083255669418,0.20385023694804416,0.25584220114513523,0.1595770715309124,0.2090830374294942,1,0.9420556383054042,0.1707720052581363,2.967369741638595,3
confirmation,20260426,20260326,sparse_partial_high_noise,mid_skew,1.1128276435635405,-0.35023869377937256,59,204,nan,0.7925363104454692,0.4263276192935903,1.0235173100264907,0.19534661971256884,0.2147410238975521,0.525215004026145,111.3492561654098,0.2606420187686578,0.15697976147113193,0.211309232200835,0.25584220114513523,0.1595770715309124,0.2090830374294942,1,0.9391761918443757,0.17365145171916474,2.946609222112456,3
confirmation,20260426,20260324,sparse_partial_high_noise,high_skew,0.8937364337370768,-0.5769045728103854,17,228,nan,1.1678234734275421,0.3658809045266498,1.056847385409451,0.25490481650855856,0.12447210872798974,0.3206131964945942,134.2619586488146,0.251823310148502,0.1643414543409849,0.20923487169372745,0.274431559083638,0.1751051319563108,0.22735084469999864,0,nan,nan,nan,0
confirmation,20260426,20260325,sparse_partial_high_noise,high_skew,0.8937364337370768,-0.5769045728103854,17,223,nan,1.1674693206517583,0.365526751750866,1.0766551778335087,0.2747126089326164,0.11662145860713506,0.29700510670524,123.72034838474414,0.28458867178500225,0.18275430535242732,0.2387621632278405,0.274431559083638,0.1751051319563108,0.22735084469999864,0,nan,nan,nan,0
confirmation,20260426,20260326,sparse_partial_high_noise,high_skew,0.8937364337370768,-0.5769045728103854,17,231,nan,1.1531903581132503,0.351247789212358,1.008418884152113,0.20647631525122057,0.12804327690050626,0.32139900659598053,119.27817750703663,0.28688269531740973,0.1782196361755202,0.2340554991784279,0.274431559083638,0.1751051319563108,0.22735084469999864,0,nan,nan,nan,0
confirmation,20260427,20260324,sparse_partial_high_noise,low_skew,1.2484364223773405,-0.05535812108117959,3,170,nan,1.24195136638984,0.05001693102656035,1.1361631661704361,0.05577126919284359,0.18938552204819534,0.4910009272360351,97.20336135667183,0.2572877473873372,0.1526973396366522,0.21108595428200358,0.2874408313345828,0.17903011872175265,0.23603943253089185,1,1.2205384984371894,0.027897923940151115,2.9821057042288928,3
confirmation,20260427,20260325,sparse_partial_high_noise,low_skew,1.2484364223773405,-0.05535812108117959,3,156,nan,0.7893706397692748,0.4025637955940049,0.9906139586408791,0.2013204767224006,0.21103002599696416,0.4935924202008431,89.24740813332585,0.3092646813826532,0.19687856971632955,0.2533802269436009,0.2874408313345828,0.17903011872175265,0.23603943253089185,1,0.9498535588731096,0.2985828635042309,2.91857545349517,3
confirmation,20260427,20260326,sparse_partial_high_noise,low_skew,1.2484364223773405,-0.05535812108117959,3,156,nan,1.2471524268521677,0.05521799148888795,1.1051466774438756,0.08678775791940407,0.18700778076986668,0.48513894692688664,99.63757617142552,0.295770065233758,0.18751444681227616,0.24365211636707107,0.2874408313345828,0.17903011872175265,0.23603943253089185,1,1.1305650927997128,0.11787132957762769,2.9751130415487954,3
confirmation,20260427,20260324,sparse_partial_high_noise,mid_skew,1.142549518606605,-0.4232779746677641,60,209,nan,0.8756932245667163,0.03855991594445174,1.0468896441105942,0.20975633548832961,0.10592349625861491,0.2653081696529316,116.21628501971956,0.2530380532899319,0.15678358652704727,0.20607114795689088,0.26993285111320214,0.16482124527460665,0.21581587206421302,0,nan,nan,nan,0
confirmation,20260427,20260325,sparse_partial_high_noise,mid_skew,1.142549518606605,-0.4232779746677641,60,227,nan,1.1204680767097648,0.28333476808750024,1.0482416560287278,0.21110834740646323,0.10425767532450979,0.2818400994175376,132.0988637454402,0.29760124717989017,0.17154752069215495,0.23283926390654447,0.26993285111320214,0.16482124527460665,0.21581587206421302,0,nan,nan,nan,0
confirmation,20260427,20260326,sparse_partial_high_noise,mid_skew,1.142549518606605,-0.4232779746677641,60,211,nan,1.1292049815895842,0.2920716729673196,1.098062198193292,0.26092888957102756,0.07987564852480071,0.20305011741751783,120.93537121171713,0.2591592528697845,0.16613262860461775,0.20853720432920358,0.26993285111320214,0.16482124527460665,0.21581587206421302,0,nan,nan,nan,0
confirmation,20260427,20260324,sparse_partial_high_noise,high_skew,1.1904656127747277,-0.48602453422396796,60,189,nan,1.190761062023595,0.3176258785398839,1.0968679366771896,0.2237327531934784,0.14022580483981173,0.37116365607519164,115.56122231058676,0.2882749007491157,0.17320039517489402,0.22926510706010234,0.28407215781908823,0.17559929951963005,0.23239402265603593,0,nan,nan,nan,0
confirmation,20260427,20260325,sparse_partial_high_noise,high_skew,1.1904656127747277,-0.48602453422396796,60,182,nan,1.1865528378636763,0.31341765437996505,1.060110157702486,0.18697497421877485,0.15590713391087,0.40288737988256373,90.81565899192498,0.2786368846664314,0.17933329920513574,0.2305626522725841,0.28407215781908823,0.17559929951963005,0.23239402265603593,0,nan,nan,nan,0
confirmation,20260427,20260326,sparse_partial_high_noise,high_skew,1.1904656127747277,-0.48602453422396796,60,188,nan,1.1782674516271145,0.30513226814340333,1.1449512234157366,0.2718160399320254,0.12254994876892768,0.35105373505593834,115.68196884887098,0.2853046880417176,0.1742642041788604,0.23735430863542134,0.28407215781908823,0.17559929951963005,0.23239402265603593,0,nan,nan,nan,0
