variant_name,reference_bank_size,top_k_seeds,block_name,block_role,bank_seed,observation_seed,condition,geometry_skew_bin,true_rho,true_t,true_h,true_w1,true_w2,true_w3,true_alpha,true_rotation_shift,observed_count,temperature,support_rho,support_t,support_h,support_w1,support_w2,support_w3,support_alpha,support_score,support_entropy,support_cv_score,joint_rho,joint_t,joint_h,joint_w1,joint_w2,joint_w3,joint_alpha,joint_score,joint_entropy,joint_cv_score,support_alpha_error,support_geometry_error,support_weight_error,support_fit_rmse,support_choose_family,joint_alpha_error,joint_geometry_error,joint_weight_error,joint_fit_rmse,joint_seed_rank,oracle_pose_alpha_error,oracle_pose_geometry_error,oracle_pose_weight_error,oracle_pose_fit_rmse
density_ablation,600.0,5.0,calibration_block_1,calibration,20260324.0,20260410.0,sparse_full_noisy,low_skew,0.1321146738931591,0.10972497877703384,0.681438860114474,0.14130584122854947,0.5700421659274912,0.28865199284395926,1.147529461864347,47.0,12.0,0.0004,0.17293746389032105,-0.380614424798731,0.6614281081265251,0.06532037481357802,0.556303244408292,0.37837638077812996,1.0978956876457515,0.0013887588176494385,0.4239416617646858,0.0003175621906712591,0.18982162017539594,0.5895074964202097,1.1830482595820377,0.2674466958373513,0.5811502943344361,0.15140300982821253,1.0913040778755296,0.0013847044378524772,0.42816640567931347,0.0004603987185532024,0.049633774218595494,0.07120328397981,0.05981625862278045,0.022500332669336365,0.0,0.05622538398881738,0.1363577808398997,0.09149932201049782,0.021592763450813172,1.0,0.031125103373049745,0.05764003168470672,0.1289229175927132,0.01235372482798298
density_ablation,600.0,5.0,calibration_block_1,calibration,20260324.0,20260410.0,sparse_full_noisy,mid_skew,0.2038097418012952,-0.42211193196284297,1.4371145169152197,0.8307082825003741,0.07051703343968506,0.09877468405994085,1.2255287217844368,21.0,12.0,0.0004,0.06,-0.2514115184570358,1.4305254887987806,0.3658259831427627,0.32140737976024814,0.31276663709698915,1.1968032500905255,0.0012702499957611755,0.5396052545803852,0.00024309241630324772,0.06726,-0.22696151845703583,1.45,0.18997607718767004,0.4105303270929135,0.39949359571941645,1.1968032500905255,0.0012669301624900714,0.5443844058264175,0.00028711070014041107,0.028725471693911375,0.2681543679072062,0.30992153290507424,0.021533920930747494,1.0,0.028725471693911375,0.2541920411892647,0.2801186369383071,0.022893883299289316,1.0,0.027764214518687602,0.1446130629461723,0.1354503014524644,0.013815129010438723
density_ablation,600.0,5.0,calibration_block_1,calibration,20260324.0,20260410.0,sparse_full_noisy,high_skew,0.13803920940859296,0.46748272124058204,0.7122777158999042,0.9023118748183975,0.02935303522835674,0.06833508995324579,0.8719494631553358,4.0,12.0,0.0004,0.1884085509642823,-0.08582426180928551,1.1948632664611638,0.3704332492876162,0.3836536325227554,0.24591311818962847,1.1488557429081974,0.00104521978382121,0.5941292311228168,0.00015859095945256296,0.19026855096428227,-0.08127426180928549,1.1404632664611636,0.3934960499724529,0.4075395209409841,0.19896442908656298,1.1488557429081974,0.0010427620262731655,0.5924916924959666,0.00015985719393524374,0.27690627975286153,0.11348352139548921,0.34577216153042806,0.012741330864925309,1.0,0.27690627975286153,0.11139638802951173,0.32984823591827556,0.013365071971252694,2.0,0.009502746175983678,0.08072080021538479,0.1683855816956422,0.008429956487966348
density_ablation,600.0,5.0,calibration_block_1,calibration,20260324.0,20260410.0,sparse_partial_high_noise,low_skew,0.19468719380290694,0.1451518868676587,1.1054145483724616,0.04905177219985579,0.4465353683007545,0.5044128594993897,1.1217890161161423,53.0,10.0,0.0009,0.20005446171466873,0.5753739527144179,1.3981198426652586,0.4104226809097723,0.4932164925557163,0.09636082653451139,0.8191675171058409,0.003069454327521772,0.6303045083428335,0.0020093563389176417,0.20619246171466873,0.4753389527144179,1.45,0.464944234869714,0.4876281493257459,0.04742761580454019,0.8265233247110252,0.0029981466351928763,0.6605326544996403,0.0022564753651435347,0.30262149901030144,0.04750020782970891,0.27203468864325225,0.10781184822586318,0.0,0.29526569140511716,0.06185471924285938,0.3046568291298997,0.11523426263103553,1.0,0.06024422959769149,0.0797962590736016,0.09325248666118047,0.01989808041935708
density_ablation,600.0,5.0,calibration_block_1,calibration,20260324.0,20260410.0,sparse_partial_high_noise,mid_skew,0.21995911341136334,-0.2053148391190289,0.8410268547744366,0.7269905745637751,0.21304024801529475,0.05996917742093011,1.1386629736527398,6.0,10.0,0.0009,0.16524931986407757,0.03852594480516853,0.6270002660006906,0.47103088587257314,0.2627399638633601,0.26622915026406674,1.181074123892511,0.0022823386092488975,0.6586006480561019,0.0005724045346933337,0.062178,-0.2599822812440651,0.9347006239549868,0.29926470975439873,0.45678760002812596,0.24394769021747525,1.1838155906865846,0.0022812188892663136,0.6604743881825822,0.0005947153909256706,0.04241115023977127,0.09902101360429531,0.17063979246080133,0.06303018003198674,0.0,0.045152617033844766,0.24056032719263112,0.18013531635709942,0.04043771681700444,4.0,0.030575953413376045,0.10160723455516896,0.035861699499031285,0.010751033816479145
density_ablation,600.0,5.0,calibration_block_1,calibration,20260324.0,20260410.0,sparse_partial_high_noise,high_skew,0.11056320657243625,-0.6622995711727697,1.290586966999875,0.25263310721558063,0.6484818436518431,0.09888504913257623,1.2163133874347725,22.0,10.0,0.0009,0.10089957956931567,-0.34322646332582574,0.6088284401432869,0.21569968880563853,0.4783896176194906,0.3059106935748709,1.1464553895702858,0.0020752837117418202,0.7017217231854593,0.0004320150336712815,0.11980281051381293,-0.3203602649423121,0.677791722242185,0.23942030328113223,0.4769272117525174,0.2836524849663504,0.8454634002127771,0.0021225721104805675,0.6708243041283203,0.00036908247784120445,0.06985799786448665,0.053445597397942225,0.1380170962948631,0.03919970297199536,0.0,0.37084998722199536,0.03528436240367735,0.12317829055584945,0.034563196310344955,3.0,0.042165398916856,0.02055711300040396,0.21227723237965326,0.027863042424334718
density_ablation,600.0,5.0,calibration_block_1,calibration,20260324.0,20260411.0,sparse_full_noisy,low_skew,0.1402903859143737,0.02496537790705635,1.0366295167973114,0.3532486023366957,0.14914075909124413,0.4976106385720602,1.1404088967626327,55.0,12.0,0.0004,0.15289541316622032,0.6841842818009616,1.0926493873562655,0.6766029480094727,0.02378787039735942,0.29960918159316785,1.098434958960682,0.0014753954580929895,0.49317663798565203,0.00043202338605242475,0.17003199101269875,-0.39193743202990616,0.9444307667845031,0.1909425685942561,0.29653083062053065,0.5125266007852133,0.8871220060907435,0.0014849032309682429,0.4812164723715822,0.00047659887228150306,0.04197393780195058,0.05113226625744191,0.2155695637818514,0.027658667288024994,0.0,0.25328689067188914,0.04988056687431481,0.037811847810776684,0.02325372233354444,5.0,0.033403023358972606,0.0466501939823851,0.10836964278434842,0.01499921851741798
density_ablation,600.0,5.0,calibration_block_1,calibration,20260324.0,20260411.0,sparse_full_noisy,mid_skew,0.1526762293658394,0.2213605062322707,1.3043375792280532,0.12927131734209432,0.6012823317733978,0.26944635088450786,1.1623349409627526,61.0,12.0,0.0004,0.18322459237198135,0.568992775241677,1.3518877580861184,0.08434493463180395,0.6578878435758664,0.2577672217923297,1.170743765221161,0.0015448517123294037,0.3599190645607079,0.0002874297167308142,0.21568459237198134,0.385542775241677,1.1882877580861186,0.04073414523451403,0.7142166879922421,0.24504916677324384,1.170743765221161,0.0015426583274018484,0.36107283726560335,0.0002777786448877088,0.008408824258408387,0.06526927570068354,0.037737007868312356,0.012292690163773016,1.0,0.008408824258408387,0.10116581585118851,0.07528957081256286,0.011159837788119312,1.0,0.008408824258408387,0.1093604465682092,0.037737007868312356,0.006781341661767433
density_ablation,600.0,5.0,calibration_block_1,calibration,20260324.0,20260411.0,sparse_full_noisy,high_skew,0.10287320866192003,-0.45991871872541895,0.6062813828589242,0.5030529504998843,0.36091591785659677,0.13603113164351893,0.8975141620964918,58.0,12.0,0.0004,0.2076654527384013,0.06059809930692334,1.1798524406499191,0.30461525730908373,0.44335795722347127,0.25202678546744506,0.8874348954453916,0.0012017597494282698,0.48841061092643095,0.00018228692459507675,0.09401640684978066,-0.43224516100607546,1.3188456649255862,0.30875105017056254,0.6279777086919852,0.0632712411374522,0.8958695847609947,0.0012055163101619569,0.4855327092631537,0.00018841429765253622,0.01007926665110026,0.20202757536090465,0.0773304358826174,0.009452333143830798,0.0,0.001644577335497166,0.04828671762732057,0.0832831721280673,0.007577944836876157,3.0,0.012381686390975588,0.054910577746549415,0.029677018717011578,0.011394688733112723
density_ablation,600.0,5.0,calibration_block_1,calibration,20260324.0,20260411.0,sparse_partial_high_noise,low_skew,0.1378199570269832,0.14686963596079392,1.342365519083389,0.6200626910367811,0.12259344135696364,0.2573438676062552,1.159371427099871,15.0,10.0,0.0009,0.09583991432434445,-0.2751481774306561,0.8730408606043515,0.06908447760898967,0.06017216720657281,0.8707433551844376,1.0193913128315297,0.001202006637129409,0.984096473432135,0.0008898763562675778,0.08685791432434445,-0.17511317743065613,0.8031808606043515,0.032382328294624056,0.028204814455001403,0.9394128572503745,0.9381505791244221,0.0012536108814554083,0.9059667507300115,0.0005109440963134708,0.13998011426834123,0.09654545969082666,0.4089329917187882,0.05717395665595725,0.0,0.22122084797544883,0.11360982788511266,0.45471265976274616,0.04723568599685964,5.0,0.10463539148177992,0.13425645070055894,0.18327466424624617,0.05576118314730225
